sample_r2	sample_mean_r2	sample_sd_r2	taxon_level	name	date	source	sex
0.779776368603931	0.875102721822592	0.218649243913598	phylum	F1_210317	210317	F1	female
0.992016859419372	0.875102721822592	0.218649243913598	phylum	F1_210330	210330	F1	female
0.955994055538558	0.875102721822592	0.218649243913598	phylum	F1_210415	210415	F1	female
0.628743399115503	0.875102721822592	0.218649243913598	phylum	F1_210705	210705	F1	female
0.997940324279595	0.875102721822592	0.218649243913598	phylum	F1_210903	210903	F1	female
0.979740801840569	0.875102721822592	0.218649243913598	phylum	F1_211203	211203	F1	female
0.991770952672681	0.875102721822592	0.218649243913598	phylum	F2_210316	210316	F2	female
0.992806690491618	0.875102721822592	0.218649243913598	phylum	F2_210401	210401	F2	female
0.945638489105611	0.875102721822592	0.218649243913598	phylum	F2_210413	210413	F2	female
0.0515689876593346	0.875102721822592	0.218649243913598	phylum	F2_210705	210705	F2	female
0.999989041769043	0.875102721822592	0.218649243913598	phylum	F3_210317	210317	F3	female
0.907058218494047	0.875102721822592	0.218649243913598	phylum	F3_210401	210401	F3	female
0.49170871174147	0.875102721822592	0.218649243913598	phylum	F3_210413	210413	F3	female
0.991078391787846	0.875102721822592	0.218649243913598	phylum	F3_210704	210704	F3	female
0.999929763177019	0.875102721822592	0.218649243913598	phylum	F3_210803	210803	F3	female
0.987898916490077	0.875102721822592	0.218649243913598	phylum	F3_211003	211003	F3	female
0.860043737409336	0.875102721822592	0.218649243913598	phylum	F3_211203	211203	F3	female
0.99763683365029	0.875102721822592	0.218649243913598	phylum	F4_210317	210317	F4	female
0.838989125291139	0.875102721822592	0.218649243913598	phylum	F4_210330	210330	F4	female
0.922281747655887	0.875102721822592	0.218649243913598	phylum	F4_210413	210413	F4	female
0.994159770101652	0.875102721822592	0.218649243913598	phylum	F4_210704	210704	F4	female
0.971677742546035	0.875102721822592	0.218649243913598	phylum	F4_211203	211203	F4	female
0.715902450041044	0.875102721822592	0.218649243913598	phylum	M1_210317	210317	M1	male
0.98366425441937	0.875102721822592	0.218649243913598	phylum	M1_210412	210412	M1	male
0.985385511434673	0.875102721822592	0.218649243913598	phylum	M1_210415	210415	M1	male
0.958577211489997	0.875102721822592	0.218649243913598	phylum	M1_210705	210705	M1	male
0.996948378551569	0.875102721822592	0.218649243913598	phylum	M1_210903	210903	M1	male
0.98564859002121	0.875102721822592	0.218649243913598	phylum	M2_210317	210317	M2	male
0.615113175057593	0.875102721822592	0.218649243913598	phylum	M2_210330	210330	M2	male
0.909047758716646	0.875102721822592	0.218649243913598	phylum	M2_210415	210415	M2	male
0.979589752431347	0.875102721822592	0.218649243913598	phylum	M2_210704	210704	M2	male
0.99592948072361	0.875102721822592	0.218649243913598	phylum	M2_210803	210803	M2	male
0.878581736798517	0.875102721822592	0.218649243913598	phylum	M2_211203	211203	M2	male
0.800277668503118	0.875102721822592	0.218649243913598	phylum	M3_210414	210414	M3	male
0.968688424480979	0.875102721822592	0.218649243913598	phylum	M3_210903	210903	M3	male
0.967144024646532	0.875102721822592	0.218649243913598	phylum	M3_211203	211203	M3	male
0.9833774346747	0.875102721822592	0.218649243913598	phylum	M4_210317	210317	M4	male
0.901524842434752	0.875102721822592	0.218649243913598	phylum	M4_210401	210401	M4	male
0.122281499574647	0.875102721822592	0.218649243913598	phylum	M4_210704	210704	M4	male
0.977977750062754	0.875102721822592	0.218649243913598	phylum	M4_210803	210803	M4	male
0.669730283755141	0.711287961347791	0.259767065768128	order	F1_210317	210317	F1	female
0.987717212252181	0.711287961347791	0.259767065768128	order	F1_210330	210330	F1	female
0.622129188876286	0.711287961347791	0.259767065768128	order	F1_210415	210415	F1	female
0.525790809542339	0.711287961347791	0.259767065768128	order	F1_210705	210705	F1	female
0.925499278194041	0.711287961347791	0.259767065768128	order	F1_210903	210903	F1	female
0.95903837545715	0.711287961347791	0.259767065768128	order	F1_211203	211203	F1	female
0.795425208646499	0.711287961347791	0.259767065768128	order	F2_210316	210316	F2	female
0.405156351441986	0.711287961347791	0.259767065768128	order	F2_210401	210401	F2	female
0.471635662537724	0.711287961347791	0.259767065768128	order	F2_210413	210413	F2	female
0.0585641503818095	0.711287961347791	0.259767065768128	order	F2_210705	210705	F2	female
0.969717497165827	0.711287961347791	0.259767065768128	order	F3_210317	210317	F3	female
0.837989372465374	0.711287961347791	0.259767065768128	order	F3_210401	210401	F3	female
0.118112727863356	0.711287961347791	0.259767065768128	order	F3_210413	210413	F3	female
0.962285986467957	0.711287961347791	0.259767065768128	order	F3_210704	210704	F3	female
0.941636863102298	0.711287961347791	0.259767065768128	order	F3_210803	210803	F3	female
0.976140782307304	0.711287961347791	0.259767065768128	order	F3_211003	211003	F3	female
0.826916541879995	0.711287961347791	0.259767065768128	order	F3_211203	211203	F3	female
0.992590434097616	0.711287961347791	0.259767065768128	order	F4_210317	210317	F4	female
0.792193785434317	0.711287961347791	0.259767065768128	order	F4_210330	210330	F4	female
0.270824642735405	0.711287961347791	0.259767065768128	order	F4_210413	210413	F4	female
0.63032798931574	0.711287961347791	0.259767065768128	order	F4_210704	210704	F4	female
0.957716244357756	0.711287961347791	0.259767065768128	order	F4_211203	211203	F4	female
0.663758256290901	0.711287961347791	0.259767065768128	order	M1_210317	210317	M1	male
0.866873751893933	0.711287961347791	0.259767065768128	order	M1_210412	210412	M1	male
0.67948394277518	0.711287961347791	0.259767065768128	order	M1_210415	210415	M1	male
0.834587286797122	0.711287961347791	0.259767065768128	order	M1_210705	210705	M1	male
0.847970697966964	0.711287961347791	0.259767065768128	order	M1_210903	210903	M1	male
0.977741715257729	0.711287961347791	0.259767065768128	order	M2_210317	210317	M2	male
0.543941235010444	0.711287961347791	0.259767065768128	order	M2_210330	210330	M2	male
0.712468812984515	0.711287961347791	0.259767065768128	order	M2_210415	210415	M2	male
0.757881565336956	0.711287961347791	0.259767065768128	order	M2_210704	210704	M2	male
0.794222259491635	0.711287961347791	0.259767065768128	order	M2_210803	210803	M2	male
0.540247958961363	0.711287961347791	0.259767065768128	order	M2_211203	211203	M2	male
0.591342935320121	0.711287961347791	0.259767065768128	order	M3_210414	210414	M3	male
0.965931328266566	0.711287961347791	0.259767065768128	order	M3_210903	210903	M3	male
0.837167605097913	0.711287961347791	0.259767065768128	order	M3_211203	211203	M3	male
0.945858465477125	0.711287961347791	0.259767065768128	order	M4_210317	210317	M4	male
0.352671404491651	0.711287961347791	0.259767065768128	order	M4_210401	210401	M4	male
0.110776323448989	0.711287961347791	0.259767065768128	order	M4_210704	210704	M4	male
0.731453520764446	0.711287961347791	0.259767065768128	order	M4_210803	210803	M4	male
0.669730283755141	0.711287961347791	0.259767065768128	genus	F1_210317	210317	F1	female
0.987717212252181	0.711287961347791	0.259767065768128	genus	F1_210330	210330	F1	female
0.622129188876286	0.711287961347791	0.259767065768128	genus	F1_210415	210415	F1	female
0.525790809542339	0.711287961347791	0.259767065768128	genus	F1_210705	210705	F1	female
0.925499278194041	0.711287961347791	0.259767065768128	genus	F1_210903	210903	F1	female
0.95903837545715	0.711287961347791	0.259767065768128	genus	F1_211203	211203	F1	female
0.795425208646499	0.711287961347791	0.259767065768128	genus	F2_210316	210316	F2	female
0.405156351441986	0.711287961347791	0.259767065768128	genus	F2_210401	210401	F2	female
0.471635662537724	0.711287961347791	0.259767065768128	genus	F2_210413	210413	F2	female
0.0585641503818095	0.711287961347791	0.259767065768128	genus	F2_210705	210705	F2	female
0.969717497165827	0.711287961347791	0.259767065768128	genus	F3_210317	210317	F3	female
0.837989372465374	0.711287961347791	0.259767065768128	genus	F3_210401	210401	F3	female
0.118112727863356	0.711287961347791	0.259767065768128	genus	F3_210413	210413	F3	female
0.962285986467957	0.711287961347791	0.259767065768128	genus	F3_210704	210704	F3	female
0.941636863102298	0.711287961347791	0.259767065768128	genus	F3_210803	210803	F3	female
0.976140782307304	0.711287961347791	0.259767065768128	genus	F3_211003	211003	F3	female
0.826916541879995	0.711287961347791	0.259767065768128	genus	F3_211203	211203	F3	female
0.992590434097616	0.711287961347791	0.259767065768128	genus	F4_210317	210317	F4	female
0.792193785434317	0.711287961347791	0.259767065768128	genus	F4_210330	210330	F4	female
0.270824642735405	0.711287961347791	0.259767065768128	genus	F4_210413	210413	F4	female
0.63032798931574	0.711287961347791	0.259767065768128	genus	F4_210704	210704	F4	female
0.957716244357756	0.711287961347791	0.259767065768128	genus	F4_211203	211203	F4	female
0.663758256290901	0.711287961347791	0.259767065768128	genus	M1_210317	210317	M1	male
0.866873751893933	0.711287961347791	0.259767065768128	genus	M1_210412	210412	M1	male
0.67948394277518	0.711287961347791	0.259767065768128	genus	M1_210415	210415	M1	male
0.834587286797122	0.711287961347791	0.259767065768128	genus	M1_210705	210705	M1	male
0.847970697966964	0.711287961347791	0.259767065768128	genus	M1_210903	210903	M1	male
0.977741715257729	0.711287961347791	0.259767065768128	genus	M2_210317	210317	M2	male
0.543941235010444	0.711287961347791	0.259767065768128	genus	M2_210330	210330	M2	male
0.712468812984515	0.711287961347791	0.259767065768128	genus	M2_210415	210415	M2	male
0.757881565336956	0.711287961347791	0.259767065768128	genus	M2_210704	210704	M2	male
0.794222259491635	0.711287961347791	0.259767065768128	genus	M2_210803	210803	M2	male
0.540247958961363	0.711287961347791	0.259767065768128	genus	M2_211203	211203	M2	male
0.591342935320121	0.711287961347791	0.259767065768128	genus	M3_210414	210414	M3	male
0.965931328266566	0.711287961347791	0.259767065768128	genus	M3_210903	210903	M3	male
0.837167605097913	0.711287961347791	0.259767065768128	genus	M3_211203	211203	M3	male
0.945858465477125	0.711287961347791	0.259767065768128	genus	M4_210317	210317	M4	male
0.352671404491651	0.711287961347791	0.259767065768128	genus	M4_210401	210401	M4	male
0.110776323448989	0.711287961347791	0.259767065768128	genus	M4_210704	210704	M4	male
0.731453520764446	0.711287961347791	0.259767065768128	genus	M4_210803	210803	M4	male
0.000499497967302852	0.17759048881268	0.237227818907559	species	F1_210317	210317	F1	female
0.439987433103381	0.17759048881268	0.237227818907559	species	F1_210330	210330	F1	female
0.170802940424996	0.17759048881268	0.237227818907559	species	F1_210415	210415	F1	female
0.0304278980942344	0.17759048881268	0.237227818907559	species	F1_210705	210705	F1	female
0.188970178207836	0.17759048881268	0.237227818907559	species	F1_210903	210903	F1	female
0.656406729880749	0.17759048881268	0.237227818907559	species	F1_211203	211203	F1	female
0.765651954092605	0.17759048881268	0.237227818907559	species	F2_210316	210316	F2	female
0.000800213131687476	0.17759048881268	0.237227818907559	species	F2_210401	210401	F2	female
0.0177477396753586	0.17759048881268	0.237227818907559	species	F2_210413	210413	F2	female
0.000677489992875687	0.17759048881268	0.237227818907559	species	F2_210705	210705	F2	female
0.964056298736742	0.17759048881268	0.237227818907559	species	F3_210317	210317	F3	female
0.00105444626578645	0.17759048881268	0.237227818907559	species	F3_210401	210401	F3	female
0.0345266268893903	0.17759048881268	0.237227818907559	species	F3_210413	210413	F3	female
0.393113173374066	0.17759048881268	0.237227818907559	species	F3_210704	210704	F3	female
0.0850390912439562	0.17759048881268	0.237227818907559	species	F3_210803	210803	F3	female
0.0664871577363571	0.17759048881268	0.237227818907559	species	F3_211003	211003	F3	female
0.665151213308711	0.17759048881268	0.237227818907559	species	F3_211203	211203	F3	female
0.333006095194973	0.17759048881268	0.237227818907559	species	F4_210317	210317	F4	female
0.0413242205018687	0.17759048881268	0.237227818907559	species	F4_210330	210330	F4	female
0.0893598772794331	0.17759048881268	0.237227818907559	species	F4_210413	210413	F4	female
0.0202150530308106	0.17759048881268	0.237227818907559	species	F4_210704	210704	F4	female
0.189005516589689	0.17759048881268	0.237227818907559	species	F4_211203	211203	F4	female
0.155373836025085	0.17759048881268	0.237227818907559	species	M1_210317	210317	M1	male
0.0284119171257422	0.17759048881268	0.237227818907559	species	M1_210412	210412	M1	male
0.0838787751516128	0.17759048881268	0.237227818907559	species	M1_210415	210415	M1	male
0.0563944201588121	0.17759048881268	0.237227818907559	species	M1_210705	210705	M1	male
0.174906810816842	0.17759048881268	0.237227818907559	species	M1_210903	210903	M1	male
0.254860232446176	0.17759048881268	0.237227818907559	species	M2_210317	210317	M2	male
0.0236682647740583	0.17759048881268	0.237227818907559	species	M2_210330	210330	M2	male
0.142366894692827	0.17759048881268	0.237227818907559	species	M2_210415	210415	M2	male
0.02282654137146	0.17759048881268	0.237227818907559	species	M2_210704	210704	M2	male
