genus	SRTP_A_F1_210317_ZHMW	SRTP_A_F1_210317_ZMB	SRTP_A_F1_210330_ZHMW	SRTP_A_F1_210330_ZMB	SRTP_A_F1_210415_ZHMW	SRTP_A_F1_210415_ZMB	SRTP_A_F1_210705_ZHMW	SRTP_A_F1_210705_ZMB	SRTP_A_F1_210903_ZHMW	SRTP_A_F1_210903_ZMB	SRTP_A_F1_211203_ZHMW	SRTP_A_F1_211203_ZMB	SRTP_A_F2_210316_ZHMW	SRTP_A_F2_210316_ZMB	SRTP_A_F2_210401_ZHMW	SRTP_A_F2_210401_ZMB	SRTP_A_F2_210413_ZHMW	SRTP_A_F2_210413_ZMB	SRTP_A_F2_210705_ZHMW	SRTP_A_F2_210705_ZMB	SRTP_A_F3_210317_ZHMW	SRTP_A_F3_210317_ZMB	SRTP_A_F3_210401_ZHMW	SRTP_A_F3_210401_ZMB	SRTP_A_F3_210413_ZHMW	SRTP_A_F3_210413_ZMB	SRTP_A_F3_210704_ZHMW	SRTP_A_F3_210704_ZMB	SRTP_A_F3_210803_ZHMW	SRTP_A_F3_210803_ZMB	SRTP_A_F3_211003_ZHMW	SRTP_A_F3_211003_ZMB	SRTP_A_F3_211203_ZHMW	SRTP_A_F3_211203_ZMB	SRTP_A_F4_210317_ZHMW	SRTP_A_F4_210317_ZMB	SRTP_A_F4_210330_ZHMW	SRTP_A_F4_210330_ZMB	SRTP_A_F4_210413_ZHMW	SRTP_A_F4_210413_ZMB	SRTP_A_F4_210704_ZHMW	SRTP_A_F4_210704_ZMB	SRTP_A_F4_211203_ZHMW	SRTP_A_F4_211203_ZMB	SRTP_A_M1_210317_ZHMW	SRTP_A_M1_210317_ZMB	SRTP_A_M1_210412_ZHMW	SRTP_A_M1_210412_ZMB	SRTP_A_M1_210415_ZHMW	SRTP_A_M1_210415_ZMB	SRTP_A_M1_210705_ZHMW	SRTP_A_M1_210705_ZMB	SRTP_A_M1_210903_ZHMW	SRTP_A_M1_210903_ZMB	SRTP_A_M2_210317_ZHMW	SRTP_A_M2_210317_ZMB	SRTP_A_M2_210330_ZHMW	SRTP_A_M2_210330_ZMB	SRTP_A_M2_210415_ZHMW	SRTP_A_M2_210415_ZMB	SRTP_A_M2_210704_ZHMW	SRTP_A_M2_210704_ZMB	SRTP_A_M2_210803_ZHMW	SRTP_A_M2_210803_ZMB	SRTP_A_M2_211203_ZHMW	SRTP_A_M2_211203_ZMB	SRTP_A_M3_210414_ZHMW	SRTP_A_M3_210414_ZMB	SRTP_A_M3_210903_ZHMW	SRTP_A_M3_210903_ZMB	SRTP_A_M3_211203_ZHMW	SRTP_A_M3_211203_ZMB	SRTP_A_M4_210317_ZHMW	SRTP_A_M4_210317_ZMB	SRTP_A_M4_210401_ZHMW	SRTP_A_M4_210401_ZMB	SRTP_A_M4_210704_ZHMW	SRTP_A_M4_210704_ZMB	SRTP_A_M4_210803_ZHMW	SRTP_A_M4_210803_ZMB
Fusobacterium	14724.9820560754	657.163132557445	6771.54492802432	593.32692923471	17746.3492050804	2432.66902032661	16279.5850666535	10532.4477562848	3781.4578185375	1371.29614447005	808.708058139896	214.099179431072	336.923363326094	295.591048004483	3123.4198282355	1309.75796376035	12997.9941486636	1988.28299094759	29786.0471177705	4583.69755857122	58.1089801736426	0	6173.24510988051	1001.00124220635	10089.4519621808	2307.84320484593	13456.7650771414	5325.56523202087	547.384643099629	23.0420104553757	10365.0966632927	84.1903155387974	35599.6245229437	1932.86836547029	1496.92448230045	130.409119300437	8219.74179835734	117.400592858128	31919.173340979	2433.95913012856	575.460883536392	7053.48043051396	10215.4187191469	1057.88414422882	23433.792383817	7921.67400236087	6395.97940034076	134.408217466021	5976.90806202197	1618.02727245959	8499.110764331	6909.32272206684	8418.44036960411	1696.25756725465	2291.27714443812	241.405994524941	17651.1897461539	12.1474742397587	8207.67269526681	231.335772546805	2909.31345493171	1282.83343389103	588.531462662605	2044.90762664231	18813.5691831894	3648.82953746859	48425.1302550308	2754.39330349355	497.426695443212	71.2092128209756	10135.2002602212	867.066810076015	2752.29133733317	58.2375017393206	5967.84049446486	1665.03812277082	11537.0994734113	4373.27854381599	10216.3888490439	9039.24846755671
Hungatella	105.553708626145	139.246308134234	307.173956577517	179.199187051473	158.913946642675	55.5287537244161	161.009455806029	75.8153112250829	178.151439072486	50.9929792915615	83.4754871221321	80.018826033934	17.1052190490041	73.9992661362009	432.862901793859	114.844894040177	136.221583213506	48.6461918500557	0	0	0	0	214.563819029078	98.4792541680024	256.070669739998	25.960272589867	518.035368018927	130.125766688037	0	0	75.9419706038191	0	0	0	15.5312360789492	36.2518431944934	164.923180201162	28.6967984474956	386.625681238437	30.7006377766752	249.946584553235	704.63795619917	597.753238320953	59.021158450007	27.6172811386301	221.043883518888	2896.21046900013	264.596905468589	477.539380347135	305.425968940669	668.95243938822	571.630854607937	656.018790064559	125.493818589293	117.908185534504	216.815831086486	29.62236865764	0	124.511394071188	149.391618515213	573.92023368582	628.536073672808	553.206347274906	114.943566570514	576.782097662243	208.712540186282	1019.13573726644	69.9336241241378	133.582742572166	35.5720612920095	1072.71956442916	80.2429561791186	113.324251218975	18.3828046589223	304.910666608894	162.180788990739	68.1599588287587	137.161517137192	789.936330862854	195.125159591201
Lachnoclostridium	185.62721921213	135.179877370825	389.524968137636	32.2360482121148	993.624836629675	294.658120762207	441.525712520905	255.844577565152	206.142201321611	17.5257166937275	121.535017252126	69.7985103063911	27.1278087806022	29.8718057507816	422.27483836121	84.7326572802758	440.121733226371	72.1270584536728	140.068519952806	75.4166300999648	25.0469923349102	0	416.987834713144	80.7108447393674	318.973066437872	24.3315218542298	622.852965663341	121.515335078154	0	0	28.6025530370172	0	0	0	53.0580158599663	12.8539297003001	174.892662712621	0	1783.68298761067	118.341829963226	357.785642655977	453.880625053605	328.65988211173	31.9901369913046	27.8240445041453	512.482168593302	1599.62873294993	161.38515561961	863.050356293676	323.116661817876	873.213555470425	502.742892770371	997.317348296587	150.081310719672	95.5554060570494	54.6812502144807	25.7664674636717	0	152.725820112707	81.6011188742939	785.281864960683	663.514858473977	438.439181833671	109.119693856515	586.201653658006	101.02602582274	1576.83991375913	95.8801456526028	102.609219205165	0	628.798300721552	41.1971412899189	61.6130706783251	16.2818003179033	441.098756827421	106.118798431702	152.09072689376	174.817544953441	627.291607491979	258.443981932083
Lacrimispora	202.978869327343	348.040957684364	619.221031922891	429.024669387237	503.292237040053	220.547499477348	249.774786251361	243.886868222317	319.861201100357	135.460922049532	218.21678974599	165.492551376725	27.2254142827099	125.680186862727	635.500465056742	344.403551622936	277.066504427926	135.82485227829	16.875998419554	26.6828709459297	0	0	489.815120704461	227.579557853531	277.943771920228	48.8631748908523	601.633415958889	208.367011808318	26.8813087640664	30.4680347968116	273.844593117116	37.6975639771653	0	0	26.719279939175	82.3485116295569	373.146959940572	107.736172815168	795.837610934511	147.520374302113	209.554212317997	842.237926351406	972.435704613081	162.520515982776	34.4846998286306	471.388721005025	2999.58273560783	547.219326528027	736.801622431562	729.405607005349	820.622390628622	870.64630602223	932.971079730531	191.036473514361	152.484199293142	241.11909958931	36.6867977582016	0	83.5887431595084	258.94383376235	658.854504831096	907.14143399866	423.386003373667	262.448318581263	724.257187764316	304.992553714837	1220.69060408516	177.447620716602	148.451303193806	39.3477721453062	1185.74794101614	134.054551473178	57.009932705246	77.867404621047	365.231780634754	341.32767827982	131.422944673273	295.430577257969	782.80104166837	191.270406691985
Lactobacillus	51.8552583393347	246.436174709042	83.1291376986264	112.251040666026	52.0109840816503	60.713643813974	0	0	0	0	0	39.2012582056893	478.310846150437	1142.28527577582	433.595896749108	8076.13821775649	0	30.0799242199988	0	0	44320.0777679585	86787.6640863532	324.75606971037	2766.05659024715	0	27.033236255923	0	0	50019.1406559544	21024.5785788299	2690.89887802777	5168.69967866231	4527.27011539487	3411.03879085816	0	28.0881180031711	623.18136533335	2822.56976230721	0	36.0586272866697	0	0	0	0	0	1028.65569252049	4581.85654420595	7893.97578153682	71.2574937399244	35.0873689465801	24.6312273165947	33.9728693643148	98.1169170028324	35.0880721887421	48.0808505045773	269.797624057772	14.0454515742456	252.060090474994	0	0	0	0	0	0	0	0	494.33243471709	133.353578246829	70.381313965005	68.2003728426243	87.1155090220539	337.945824119748	0	0	0	34.1028784752923	0	0	0	0
Mediterraneibacter	1170.94023753262	2603.46420914115	6514.43010591594	1359.0374728964	5810.72662371386	4404.60028833148	87.7563467964568	806.388505047422	5550.92346543214	3232.5964965775	771.332642489241	965.472215002369	2181.86139818463	1061.166265494	865.544173909837	853.115081414636	3954.77310237561	3854.56017088297	1298.69873878614	9540.55805801356	889.003060649423	111.794684509607	2615.27608728438	2482.33621488157	194.066314398821	1261.99818533989	9086.12139194535	5617.39500574841	5356.79547751774	2827.14743118178	9723.6847966702	1119.53013943667	27774.8879135909	26421.6193050755	8840.21463089969	1735.31822408675	1993.46361827561	1530.46449769835	4195.16296296185	6996.33008766389	652.912302831353	4862.33293554579	3208.42687982624	2324.48210827047	1643.63638687113	2517.67071875587	3231.05732819977	1336.88404547981	1198.62609071994	2242.49529049065	915.307514105596	4458.51375595063	4920.62844025732	2173.08647028914	955.667975702684	1568.33441192828	1715.34868488572	1056.39491366147	940.2354973389	4680.05129664094	413.397333989172	4725.90702691734	1166.93056250723	2568.44557247322	2461.66824155154	3101.04288514147	6104.68901825762	2893.24444063986	1037.20495499114	1827.68544412237	2738.55483131629	1558.00817791877	3921.1729912139	788.155001723283	410.154158954871	2820.10756411418	645.088314057206	8940.11721801972	1562.10392268754	2109.42723862327
Megamonas	3461.80580425536	5313.35487709142	2535.94155891043	564.261927633465	24658.8877459861	6559.62921389471	2361.28843404227	1032.12470782577	14785.8574544483	2089.49536133025	1644.51768611289	165.85147702407	90.2473294623465	101.202493519088	13363.6766373088	2997.79639089438	22666.3050585883	2865.61408988134	1421.95684010392	471.583993524851	0	0	1711.97206461623	320.277741048182	4130.61390498636	5739.65796064682	14523.929499384	2872.70798939635	30.0334153763754	0	1831.97409419473	98.2220347952636	470.615349731932	80.1183411112089	246.309800143246	162.509825589776	752.16279543002	0	72509.8113173013	12151.784943003	11412.9809175221	7645.77446180018	4196.26048872912	211.501584686793	317.634765915899	3660.43801326298	15482.2868216658	917.787463086835	19914.051997527	8620.9497872691	10198.0007304413	7383.00624758356	32947.9899500714	3937.86762255286	692.091527222251	1418.17097650271	1002.24306619833	0	7911.59638972063	8823.5923894155	7136.73777922854	6642.38097428572	14541.1042229691	531.014749431189	16025.1230983685	1209.2424370163	20859.311162414	293.778935628022	232.25833608435	0	19542.9161584742	647.887703773325	74.2241172344116	38.1556045878307	8909.00049138972	2765.325034052	746.019268938141	747.228947020654	12677.5515617938	6550.76700196139
Peptacetobacter	2665.23972815629	24173.8243910701	10514.0852802394	22514.368890367	340.45303774894	6875.17640201412	977.201915481032	29592.0703443743	2327.3770069909	18825.2745982706	2900.86244121704	10086.2388202322	826.376533514776	5333.34553552541	221.496315658393	4938.58334080013	883.998724326977	8858.55643756601	400.105918135079	33743.3496393043	6862.87096291144	2261.27047421659	239.557718091461	7897.42809981654	87.3474968370637	12832.3285367155	10485.3699339751	38922.1451201583	6801.93124388699	15797.3404071727	3419.95397604149	28701.2705119441	27173.4209693091	14180.5977734227	5675.43027734775	20528.9378902242	662.858382337733	13790.1611727809	764.647163243142	19231.2942635228	308.318493690242	28255.0837490674	905.891037815684	13123.9805651019	11123.3044165779	11273.2465227522	3476.36579485857	12580.2439611869	573.517179692092	10369.225996025	506.79049382605	16626.5079322404	3142.01077036166	12071.7214849608	3723.28975625796	12470.8105610288	2060.97507161364	13776.0196391657	1079.36043562978	23056.6752049003	202.577228215801	15240.7524256681	2957.69396254412	9205.54028592657	762.710978244934	14305.842203383	2447.26621101896	9309.98035832247	1002.49094224761	10561.8585868653	1160.55982479305	10883.6471707234	6650.97183485236	8075.93198279044	159.718152073405	14046.1934824074	150.811304368853	30283.7491708424	474.178523680266	10540.3409026863
Phascolarctobacterium	1449.84762999351	297.526601173111	1384.14934814759	63.1412103746398	5551.2511284817	917.761462349391	1398.24387178155	573.625919144072	143.269657142857	43.0903164576656	160.045089384943	92.4747739203413	326.895882274722	98.1964788601056	1166.77183098587	90.3258928571428	822.216023938297	201.534678233216	501.395207053416	91.1129533318405	0	0	931.16786652713	158.634111025083	1433.41791044776	29.0356982015792	3416.79495977876	443.569318538761	0	0	71.076587740256	0	667.873245296624	0	202.074570782672	70.0019278895461	703.021492779417	21.0719021758549	6204.07873862748	707.149746054503	422.80809780164	1827.03597191495	374.82643983562	182.432689948216	112.22427060751	1611.15789434589	3494.85123288137	50.1523199500078	3694.45004459957	404.006613675946	6596.55142604418	2220.35457673755	954.430078210707	169.425285006983	318.978254914958	75.2309021998098	79.2564767403857	0	373.161786295812	51.0655371575356	2737.73439953175	2648.75567637893	204.532228932149	1033.97589437257	1540.46025693507	249.650314523571	2526.28212337894	175.465234914498	14.076262793001	11.0324132539477	1555.09423206417	40.1122970508984	109.330120216807	118.48319319379	1280.75876662636	168.508342807501	577.109261083349	487.702415720322	1526.76735870713	1527.74632120317
Phocaeicola	2650.84225103492	177.921213194174	2367.54985957779	133.263002419089	5238.34648635431	1123.48708876175	1968.86605661504	1769.79128610503	853.668433441769	128.851851127017	214.810660128943	34.5283060128507	3668.23645152059	137.649534641197	1364.19402382442	780.782976396299	2645.30784303925	420.123597088354	2048.823611108	283.098036261003	15.0281845276662	0	1728.09185630426	225.256534885085	3916.90594397135	268.345181138002	5390.57361630526	1270.93614334942	30.0334153746521	0	1255.31457276944	0	2484.40797702161	141.208576208506	331.998000085749	28.6513505634313	4141.47084786066	33.9625798089558	11030.1255476409	1012.3036109832	189.427886318429	4368.23985317046	2026.25065847943	457.301835669989	1643.15336740409	1802.87000442313	3558.77774108532	86.2624066186443	3109.97710400446	955.152646832543	7758.95373257678	4438.06781005035	2367.49679060089	463.303669937173	336.9187000758	24.0714698863956	1478.41655249169	11.1351847197788	1425.84992333392	35.0508746283037	1193.52499195627	542.876073695754	107.480584261066	541.27742106647	1533.26418431871	344.434065262167	5825.77214127149	710.008709495835	127.51751884335	90.8368704878372	3699.47424918939	379.985013435281	1815.44275392545	111.38863998641	2073.30037208911	789.001415773938	3746.30267138548	1521.75446770777	4061.2871342834	2971.79761106178
Romboutsia	0	89.1599716596555	69.8280275365063	43.8125983458569	29.0408979059883	41.0794169308009	0	30.8992130842281	109.254893789866	115.007382601156	102.665157562016	589.48970768297	7009.41202347561	11614.4385129763	76.1919447015888	175.672152902107	47.153817526473	129.349188972186	36.4554899556661	700.108878705663	0	0	83.1936845242587	423.778101462081	0	0	0	0	557.648667409377	229.706936050163	143.347501028959	59.3461081094683	0	0	0	46.1501783119431	379.19080259241	2536.31373250649	0	0	0	191.246769621507	424.645062434086	259.662312369033	1039.86586575695	13770.1921298699	147.412796547023	408.28235613445	159.670741565415	885.760291233966	150.360598888095	600.72039274276	1932.79702675633	1711.84640800491	26.0838181305246	45.112039385133	2290.30504099376	385.688705897111	0	24.037190102908	56.1631282709588	159.401081489252	0	0	0	0	154.550067955586	104.288553894438	4214.78690551377	2743.53830844714	919.655077966421	918.639146467004	54.1280092665972	1200.3691941961	0	0	0	0	0	31.0527078469122
Streptococcus	489.963239976894	8185.49378952297	1820.79164503615	624.396336418383	11817.8009338925	16327.0106906035	0	0	0	99.2079378909046	3192.93318022058	5129.63752920199	33569.2476685686	40794.3425592131	563.339858085252	4658.84890279777	97.2247541009365	2632.99602576084	0	0	4321.95172745007	1828.18499192647	289.674395511643	2274.09008384881	0	25876.0142021758	0	0	0	36.1804050344853	0	34.0770324799894	3287.31411795315	1658.63060566569	1170.22288751755	226.711238168452	39.1124653614797	213.727533529307	0	222.361515102987	0	0	0	0	1601.19982259634	2194.66577996237	4907.56116134032	5285.41955413192	433.302311200435	1523.7943073934	0	0	0	57.1434318502372	380.165912431513	947.953138345268	135.438291112411	6908.67829287755	374.164909377253	889.032785789299	0	0	0	0	0	0	732.401284994296	5762.18249404471	54.2941564872895	374.099103975008	47.0624014294392	724.026365028099	0	17.0696125787664	0	25.0752771924665	0	0	0	79.1422684426562
Turicibacter	88.1733430811237	449.796107497397	330.513435545039	173.38776817163	61.0860266304034	31.0596126978785	0	0	158.297942857143	293.615412141797	137.900485822246	318.881990379658	2325.37279684775	1515.02860914617	68.1619222859617	126.45625	135.312802099158	842.237878866315	0	0	0	0	491.143438910096	865.378419418835	0	702.864144756542	0	0	77.0857661283079	88.160735655488	30.0323610170277	0	0	0	0	0	103.297023903395	124.424559952613	0	0	419.795213553699	145.161762158385	171.378165471786	308.732238289846	139.278336054928	277.716801564689	2784.06797405477	823.501093579128	76.2291103037798	166.414378432351	47.0554767528187	139.147915169726	378.450965582353	790.985398769073	86.2645605939598	696.057302097665	398.288876417974	1756.31918151798	0	5216.8042100092	65.1893453145058	266.362426459817	2616.80939073078	696.330306252233	140.316208771903	172.462087493484	1582.18846119277	776.057665887559	505.74001958302	955.950631194706	992.315738682221	487.363267631011	308.932814141789	7854.02721749542	121.546518244547	512.546202966893	0	0	1308.25152923218	1101.9825952999
Tyzzerella	39.0827232767702	381.263764588624	97.1978237110294	127.29982227412	1112.47056972455	665.004867665506	172.385169302081	244.552651673289	896.525712337156	352.518626323519	416.719221956122	381.617020782112	61.7426379001199	153.702361919267	342.826870782254	242.915959705779	1498.56918201766	825.959498474825	217.708230982885	1731.61015725704	0	0	403.808378874708	282.81526115742	131.4970272003	219.269584554655	719.162592034764	476.222411049215	46.0512369078203	33.3784811411495	685.750639823194	66.1492013439846	26.0340406234686	0	19.922752224094	49.4307155110447	192.434321628827	181.663340913263	591.516943472085	501.458346651869	396.233263132013	1025.76389685472	1764.3963230315	327.291146473517	553.801162050097	2135.83320971479	930.829883292213	359.930245264722	755.310860824072	586.254427163039	572.412112411042	1179.18445613444	2184.13873135537	711.607486932319	91.196701471474	391.791256139774	435.063222997115	170.332128143273	400.2433789524	811.077551171975	166.483558803199	1007.32001869196	1566.13903602773	443.648383413568	1216.64784695764	973.321716921219	2031.55694275631	220.896627353213	391.107136097119	247.653778087643	3065.75069015241	818.826948960736	130.166767672296	293.345078093506	295.316054126366	362.092327384548	319.860260422057	6196.92873094764	528.081073248533	292.272267769386
unassigned	42.0827322679719	264.458553152342	409.316858001658	77.796558066787	311.142935874503	294.984329096996	129.733919584781	150.469536692807	102.69793287517	185.662341799835	37.2432126923867	133.603458781455	265.428424011667	548.602742276258	47.8472004903797	64.231746031746	282.365255322987	1157.17272881104	14.1120799068027	145.161366978796	0	0	50.3262335429299	84.3371958546172	32.5439976200924	0	507.575182614777	279.314723700364	0	0	19.4542981736872	0	13.0170203117343	15.0221889583517	195.274442576901	119.374502070758	120.272814918821	149.510807665514	164.960804274872	496.794169025905	29.1289763982478	503.6402479471	136.252067753835	201.477392436309	2267.2824312331	368.059660092825	731.83504053506	153.466112926279	192.547861135088	267.807315557008	300.509958684204	918.394018708533	297.171645826081	583.458147792336	209.622331317775	421.703588249182	143.344841626818	261.17115025729	0	1835.82885384704	61.2890074289431	384.923862704057	76.6831154946669	170.9834140128	107.806940636708	316.794749709709	1427.43641405666	691.402105858411	161.050351440388	307.954434368945	347.35100016897	337.94623747952	399.286719742995	432.763294507472	56.0696603223717	302.875140131353	47.9177189274682	448.655378349368	197.862933080401	680.281853525794
