genus	SRTP_A_F1_210317_ZHMW	SRTP_A_F1_210317_ZMB	SRTP_A_F1_210330_ZHMW	SRTP_A_F1_210330_ZMB	SRTP_A_F1_210415_ZHMW	SRTP_A_F1_210415_ZMB	SRTP_A_F1_210705_ZHMW	SRTP_A_F1_210705_ZMB	SRTP_A_F1_210903_ZHMW	SRTP_A_F1_210903_ZMB	SRTP_A_F1_211203_ZHMW	SRTP_A_F1_211203_ZMB	SRTP_A_F2_210316_ZHMW	SRTP_A_F2_210316_ZMB	SRTP_A_F2_210401_ZHMW	SRTP_A_F2_210401_ZMB	SRTP_A_F2_210413_ZHMW	SRTP_A_F2_210413_ZMB	SRTP_A_F2_210705_ZHMW	SRTP_A_F2_210705_ZMB	SRTP_A_F3_210317_ZHMW	SRTP_A_F3_210317_ZMB	SRTP_A_F3_210401_ZHMW	SRTP_A_F3_210401_ZMB	SRTP_A_F3_210413_ZHMW	SRTP_A_F3_210413_ZMB	SRTP_A_F3_210704_ZHMW	SRTP_A_F3_210704_ZMB	SRTP_A_F3_210803_ZHMW	SRTP_A_F3_210803_ZMB	SRTP_A_F3_211003_ZHMW	SRTP_A_F3_211003_ZMB	SRTP_A_F3_211203_ZHMW	SRTP_A_F3_211203_ZMB	SRTP_A_F4_210317_ZHMW	SRTP_A_F4_210317_ZMB	SRTP_A_F4_210330_ZHMW	SRTP_A_F4_210330_ZMB	SRTP_A_F4_210413_ZHMW	SRTP_A_F4_210413_ZMB	SRTP_A_F4_210704_ZHMW	SRTP_A_F4_210704_ZMB	SRTP_A_F4_211203_ZHMW	SRTP_A_F4_211203_ZMB	SRTP_A_M1_210317_ZHMW	SRTP_A_M1_210317_ZMB	SRTP_A_M1_210412_ZHMW	SRTP_A_M1_210412_ZMB	SRTP_A_M1_210415_ZHMW	SRTP_A_M1_210415_ZMB	SRTP_A_M1_210705_ZHMW	SRTP_A_M1_210705_ZMB	SRTP_A_M1_210903_ZHMW	SRTP_A_M1_210903_ZMB	SRTP_A_M2_210317_ZHMW	SRTP_A_M2_210317_ZMB	SRTP_A_M2_210330_ZHMW	SRTP_A_M2_210330_ZMB	SRTP_A_M2_210415_ZHMW	SRTP_A_M2_210415_ZMB	SRTP_A_M2_210704_ZHMW	SRTP_A_M2_210704_ZMB	SRTP_A_M2_210803_ZHMW	SRTP_A_M2_210803_ZMB	SRTP_A_M2_211203_ZHMW	SRTP_A_M2_211203_ZMB	SRTP_A_M3_210414_ZHMW	SRTP_A_M3_210414_ZMB	SRTP_A_M3_210903_ZHMW	SRTP_A_M3_210903_ZMB	SRTP_A_M3_211203_ZHMW	SRTP_A_M3_211203_ZMB	SRTP_A_M4_210317_ZHMW	SRTP_A_M4_210317_ZMB	SRTP_A_M4_210401_ZHMW	SRTP_A_M4_210401_ZMB	SRTP_A_M4_210704_ZHMW	SRTP_A_M4_210704_ZMB	SRTP_A_M4_210803_ZHMW	SRTP_A_M4_210803_ZMB
Hydrogenoanaerobacterium	44.6087697729698	0	59.0376614871786	13.1129409336133	74.008353512163	31.997246884816	33.5271061640088	17.0216025513916	0	0	0	0	0	0	31.7382391634445	0	25.7987967965076	23.0612752681012	16.0446466257093	0	0	0	59.4741802523727	0	32.1205936113459	0	74.6714095649906	0	0	0	0	0	0	0	0	0	39.8661096201417	0	253.550149085199	35.4430221035305	20.7664992719251	83.1219163302567	19.0657198240709	13.0309061615844	0	44.5768726156431	175.041930145893	0	54.3525468995277	15.5938986705509	99.4068689642842	38.4371459622957	53.176785376969	0	33.4093972501875	0	0	0	0	0	37.9531121493279	71.7678475006585	0	27.1260713626252	57.4731764461972	17.0456714383095	122.221834308261	0	0	0	36.5872806253546	0	0	0	31.9868049616442	23.06959428017	0	24.1172255208493	59.5499490222133	31.9601112706061
Intestinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.26225412623	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinimonas	0	0	58.919696354566	0	0	0	0	0	26.4993023205819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2915333134219	0	0	0	28.6670501245276	0	0	14.0919940357251	40.6810400607534	0	0	0	18.4691265771621	0	0	0	11.1101960298431	15.2420951094333	11.9586598747726	0	0	0	0	0	0	0	0	0	0	0	17.1873582195223	0	24.1074868759575	0	0	0	12.8903070556167	0	0	0	0	0	0	0	0	0
Klebsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601.984120323048	19.0281060139121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.25095901157	26.6293389915233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1966323196783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laceyella	169.395798474101	281.606688665802	510.179013951067	160.234440908342	420.640316284637	154.15565594623	156.97812607653	384.071158701004	130.975528967414	117.850943036676	76.8441245135242	139.937004068984	147.602383530673	257.716686197796	110.751413636003	118.21497758328	183.499595400438	114.37209717254	150.643506736664	333.92685746752	119.266036756971	244.490205265491	114.265154308967	106.2851529342	110.269755392474	133.632332224913	193.088928895942	384.04715418712	382.001201622687	101.889291704373	316.781663798637	170.405316278004	408.984110771953	144.983328811994	205.926989969884	148.762514842673	117.925195304278	96.3515542790507	227.366148553544	179.255162373444	100.854607995247	454.507392042987	94.5917097640313	145.680747227031	115.020078168677	268.978962289839	258.795615558117	117.901681745773	316.982855188497	209.474171110395	300.792149030229	488.738238869913	374.525447293789	176.939165025823	237.86937404546	174.119443191747	152.271460514276	109.448092770368	129.531131225914	423.548705744353	142.874278003152	363.71230330033	84.4411184038279	111.718436484557	125.158209326231	167.518615165497	474.598447583446	169.541564816281	53.3955765570544	157.615504947868	391.92087353847	148.402645485995	194.363480916547	159.748386113319	74.5850346412246	116.400695305354	54.3572469429309	434.465601632273	174.574658340103	126.321289936918
Lachnoclostridium	185.62721921213	135.179877370825	389.524968137636	32.2360482121148	993.624836629675	294.658120762207	441.525712520905	255.844577565152	206.142201321611	17.5257166937275	121.535017252126	69.7985103063911	27.1278087806022	29.8718057507816	422.27483836121	84.7326572802758	440.121733226371	72.1270584536728	140.068519952806	75.4166300999648	25.0469923349102	0	416.987834713144	80.7108447393674	318.973066437872	24.3315218542298	622.852965663341	121.515335078154	0	0	28.6025530370172	0	0	0	53.0580158599663	12.8539297003001	174.892662712621	0	1783.68298761067	118.341829963226	357.785642655977	453.880625053605	328.65988211173	31.9901369913046	27.8240445041453	512.482168593302	1599.62873294993	161.38515561961	863.050356293676	323.116661817876	873.213555470425	502.742892770371	997.317348296587	150.081310719672	95.5554060570494	54.6812502144807	25.7664674636717	0	152.725820112707	81.6011188742939	785.281864960683	663.514858473977	438.439181833671	109.119693856515	586.201653658006	101.02602582274	1576.83991375913	95.8801456526028	102.609219205165	0	628.798300721552	41.1971412899189	61.6130706783251	16.2818003179033	441.098756827421	106.118798431702	152.09072689376	174.817544953441	627.291607491979	258.443981932083
Lachnospira	69.1867397518102	46.6998325733665	140.118254569926	48.0827183958866	633.652908489863	302.00516355928	96.2143763542636	43.3504692180953	146.573237563007	24.7956852016439	28.3712633729414	26.2476260641743	0	0	431.602699981323	45.6974716012007	25.2370422235521	10.9775654089132	0	0	0	0	124.527628688262	23.4463026947994	78.1546432626633	0	98.1672654062443	0	0	0	0	0	0	0	280.721250777007	36.0775004390504	1381.64972545931	68.2618614758664	136.692775921115	63.3096378317704	15.0644215977022	88.8787270766163	314.915322841462	35.1150769827445	0	122.407973550487	586.165904364926	50.3470829651084	544.492011591869	202.49788154481	1081.77504453968	935.221771468862	24.9400957809068	0	0	0	0	0	0	0	82.6195299136748	149.690671741105	132.349055926388	202.070661538757	279.453118569506	44.0217223269597	463.090594571574	18.0673163575708	0	0	165.788211387429	0	0	0	38.2159067939567	20.0684329088749	0	0	13.1741607042506	0
Lacrimispora	202.978869327343	348.040957684364	619.221031922891	429.024669387237	503.292237040053	220.547499477348	249.774786251361	243.886868222317	319.861201100357	135.460922049532	218.21678974599	165.492551376725	27.2254142827099	125.680186862727	635.500465056742	344.403551622936	277.066504427926	135.82485227829	16.875998419554	26.6828709459297	0	0	489.815120704461	227.579557853531	277.943771920228	48.8631748908523	601.633415958889	208.367011808318	26.8813087640664	30.4680347968116	273.844593117116	37.6975639771653	0	0	26.719279939175	82.3485116295569	373.146959940572	107.736172815168	795.837610934511	147.520374302113	209.554212317997	842.237926351406	972.435704613081	162.520515982776	34.4846998286306	471.388721005025	2999.58273560783	547.219326528027	736.801622431562	729.405607005349	820.622390628622	870.64630602223	932.971079730531	191.036473514361	152.484199293142	241.11909958931	36.6867977582016	0	83.5887431595084	258.94383376235	658.854504831096	907.14143399866	423.386003373667	262.448318581263	724.257187764316	304.992553714837	1220.69060408516	177.447620716602	148.451303193806	39.3477721453062	1185.74794101614	134.054551473178	57.009932705246	77.867404621047	365.231780634754	341.32767827982	131.422944673273	295.430577257969	782.80104166837	191.270406691985
Lactobacillus	51.8552583393347	246.436174709042	83.1291376986264	112.251040666026	52.0109840816503	60.713643813974	0	0	0	0	0	39.2012582056893	478.310846150437	1142.28527577582	433.595896749108	8076.13821775649	0	30.0799242199988	0	0	44320.0777679585	86787.6640863532	324.75606971037	2766.05659024715	0	27.033236255923	0	0	50019.1406559544	21024.5785788299	2690.89887802777	5168.69967866231	4527.27011539487	3411.03879085816	0	28.0881180031711	623.18136533335	2822.56976230721	0	36.0586272866697	0	0	0	0	0	1028.65569252049	4581.85654420595	7893.97578153682	71.2574937399244	35.0873689465801	24.6312273165947	33.9728693643148	98.1169170028324	35.0880721887421	48.0808505045773	269.797624057772	14.0454515742456	252.060090474994	0	0	0	0	0	0	0	0	494.33243471709	133.353578246829	70.381313965005	68.2003728426243	87.1155090220539	337.945824119748	0	0	0	34.1028784752923	0	0	0	0
Lactococcus	0	0	15.02333797932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.169887568519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactonifactor	0	51.5719958879208	0	0	0	0	0	0	23.0498282613244	15.6234394607001	19.1291913005959	0	0	0	0	0	0	0	0	25.3267891795906	0	0	0	0	0	20.2740683154627	20.3912306370452	0	0	0	66.7202565862793	0	0	0	0	0	0	0	12.1364223006177	39.6877648790385	0	0	0	0	0	0	0	0	0	0	0	0	17.4997808898356	0	0	0	0	0	0	51.3629422656293	0	28.7138587452703	0	26.6448212605464	0	17.1212706287263	50.3532562641836	37.3936546515051	21.3642244476476	0	21.5544827028101	0	0	19.35964923966	0	16.8752748207403	0	17.4300591561544	0	21.7997170819717
Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573.325354079391	181.48220946066	0	0	89.1672281974861	0	0	0	0	75.0923229351187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Longibaculum	0	10.0196944159675	0	0	14.2870990515863	17.0689582303286	0	0	13.0248354841102	14.0294530004478	0	0	103.41990328368	85.8809587296232	0	0	0	0	0	24.0301130507606	0	0	0	0	0	0	20.9568325524165	0	20.5987571415856	0	0	0	0	0	62.4133838307881	0	21.0605585728848	13.0445136249791	19.0167977665252	35.0697784263231	0	28.0312368297102	36.1662599331128	14.0337479288299	0	0	0	0	0	10.0249629647184	10.0119434384643	33.1048622689616	13.015711358687	13.0359201567579	0	0	0	0	0	0	0	40.0687030960387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.237417708276
Loriellopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.334953798115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilistercora	0	0	11.3438255251777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mediterraneibacter	1170.94023753262	2603.46420914115	6514.43010591594	1359.0374728964	5810.72662371386	4404.60028833148	87.7563467964568	806.388505047422	5550.92346543214	3232.5964965775	771.332642489241	965.472215002369	2181.86139818463	1061.166265494	865.544173909837	853.115081414636	3954.77310237561	3854.56017088297	1298.69873878614	9540.55805801356	889.003060649423	111.794684509607	2615.27608728438	2482.33621488157	194.066314398821	1261.99818533989	9086.12139194535	5617.39500574841	5356.79547751774	2827.14743118178	9723.6847966702	1119.53013943667	27774.8879135909	26421.6193050755	8840.21463089969	1735.31822408675	1993.46361827561	1530.46449769835	4195.16296296185	6996.33008766389	652.912302831353	4862.33293554579	3208.42687982624	2324.48210827047	1643.63638687113	2517.67071875587	3231.05732819977	1336.88404547981	1198.62609071994	2242.49529049065	915.307514105596	4458.51375595063	4920.62844025732	2173.08647028914	955.667975702684	1568.33441192828	1715.34868488572	1056.39491366147	940.2354973389	4680.05129664094	413.397333989172	4725.90702691734	1166.93056250723	2568.44557247322	2461.66824155154	3101.04288514147	6104.68901825762	2893.24444063986	1037.20495499114	1827.68544412237	2738.55483131629	1558.00817791877	3921.1729912139	788.155001723283	410.154158954871	2820.10756411418	645.088314057206	8940.11721801972	1562.10392268754	2109.42723862327
Megamonas	3461.80580425536	5313.35487709142	2535.94155891043	564.261927633465	24658.8877459861	6559.62921389471	2361.28843404227	1032.12470782577	14785.8574544483	2089.49536133025	1644.51768611289	165.85147702407	90.2473294623465	101.202493519088	13363.6766373088	2997.79639089438	22666.3050585883	2865.61408988134	1421.95684010392	471.583993524851	0	0	1711.97206461623	320.277741048182	4130.61390498636	5739.65796064682	14523.929499384	2872.70798939635	30.0334153763754	0	1831.97409419473	98.2220347952636	470.615349731932	80.1183411112089	246.309800143246	162.509825589776	752.16279543002	0	72509.8113173013	12151.784943003	11412.9809175221	7645.77446180018	4196.26048872912	211.501584686793	317.634765915899	3660.43801326298	15482.2868216658	917.787463086835	19914.051997527	8620.9497872691	10198.0007304413	7383.00624758356	32947.9899500714	3937.86762255286	692.091527222251	1418.17097650271	1002.24306619833	0	7911.59638972063	8823.5923894155	7136.73777922854	6642.38097428572	14541.1042229691	531.014749431189	16025.1230983685	1209.2424370163	20859.311162414	293.778935628022	232.25833608435	0	19542.9161584742	647.887703773325	74.2241172344116	38.1556045878307	8909.00049138972	2765.325034052	746.019268938141	747.228947020654	12677.5515617938	6550.76700196139
Mucispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0284713437774	90.0992849426411	0	0	0	0	0	0	0	12.0369154317153	0	0	0	0	0	10.0291300483855	16.0229003081205	0	16.0306330359025	0	0	10.0328943149903	0	0	0	0	0	0	0	0	0	0	0	0	0
Muribaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.158323816652	0	51.153745073118	0	93.1097368834597	43.0457487907709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negativibacillus	126.857970320939	225.398740414429	417.390340655928	292.654498879283	0	0	0	0	0	0	23.1511764519099	58.3345732858186	0	0	82.1917059242044	109.394675485448	0	0	0	0	0	0	34.4836436453974	100.401328205251	0	0	0	0	0	0	0	0	0	0	20.1069224659376	23.072382645462	20.0657216747959	0	78.6622015272972	20.8806782815825	39.1676015101606	0	17.0363999635961	0	0	151.824042121291	502.428296415394	198.603187002031	59.2079241952508	114.284573211416	65.5533086185234	285.37859125624	31.2608425424175	0	128.668646024529	124.367678004431	0	0	0	66.0959350133728	0	0	0	11.9471475646796	11.9784522999656	11.0258561363303	119.48048885814	15.0402296199566	0	0	23.4413128748293	12.033679197125	0	0	0	0	0	0	0	0
Oscillatoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.7496141136142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillibacter	86.0634619637279	35.732909362069	1259.80797132993	72.0013197262484	0	0	19.7883308558353	15.0759000941563	67.7730342960913	16.8091714051486	16.9923216149296	22.783780557509	0	0	70.4387202688625	31.3242843789915	0	0	0	0	0	0	73.2738233712636	43.2344371951275	33.5678340369281	0	34.6199909129334	26.0334138693261	0	0	0	0	0	0	232.802870666401	16.495277953418	40.0345598976596	0	98.165202080015	0	23.4221105491942	76.3420331293419	160.682022322607	27.4894366389309	53.4752216413798	70.9379883268354	543.750491214616	48.5945060238106	56.964965243191	31.6808361142129	109.053982456482	102.396611167273	110.516815555288	38.8622254432215	38.808434429899	24.7518406748953	0	0	0	16.3571711946959	11.4991497446506	18.6581389336508	21.1977864094093	23.4572346658114	53.1741119987599	25.1386221956805	158.77920188706	0	0	0	105.192872144599	0	0	0	11.9573363877767	0	0	0	0	0
Oxobacter	0	0	14.2967127682336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paeniclostridium	0	0	0	0	0	0	0	13.0147468691756	0	0	0	0	0	25.298210861034	0	0	0	0	0	31.9687684719238	0	0	0	15.2827453556461	0	0	0	0	14.0820090959859	0	0	0	0	0	0	0	21.0075637791517	108.354439593841	0	0	0	0	26.4562411382565	39.172158346372	0	534.305331652584	0	0	0	10.5654320232108	0	0	17.3545697422385	14.3206480735833	0	0	57.3622440895501	0	0	0	0	0	0	0	0	0	0	0	35.179037771031	149.712269998524	0	0	0	0	0	0	0	0	0	0
Papillibacter	68.6206628180801	47.3215500773332	2117.09776973187	81.6857222814784	0	0	0	21.7340756810372	51.4870810740072	28.323739625777	25.9803001498729	36.6268765923842	23.2586783565117	22.0441074993524	107.758181456201	39.3771026861272	0	0	0	0	0	0	86.362901574639	46.8804430731718	13.8129374899197	0	13.0399049865482	0	0	0	0	0	0	0	294.353040210531	13.1496469004926	56.6488348396008	0	62.1017716995628	0	15.290678373583	67.0671857865502	149.8661500232	26.0680656846769	66.8840682364969	105.204606858814	857.424750233324	80.7375485284529	44.3225671621285	24.2437853970007	153.709635505104	178.321980946042	162.708871560545	40.6712128692844	41.600489115542	30.4921169910269	0	0	0	19.6928401786763	0	14.4265080043467	27.4699379395468	0	68.4868126242165	15.4154052075344	156.047737487535	0	0	0	109.210883181281	11.814049296791	0	0	0	0	0	0	0	0
Parabacteroides	162.319110176395	10.0177306792293	156.242714984928	23.0515529939161	0	0	0	0	0	0	0	0	0	0	10.0238121008767	0	0	0	0	0	0	0	57.0902713809176	0	0	0	0	0	0	0	0	0	0	0	10.0534612329688	0	20.6283892161246	0	41.1000875920817	0	0	0	0	0	12.0762199822984	21.9590294915424	241.802077025005	0	44.5541280898531	22.0549176235647	11.0130201688986	0	0	0	13.0399917176916	0	0	0	0	0	27.1075606476843	0	0	0	0	0	16.0526310173767	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella	13.2751213070688	0	31.7602290974947	0	0	0	0	0	34.8576387747627	0	0	0	0	0	20.0951934358344	0	23.0273933574145	0	0	0	0	0	16.5176372557134	0	32.9008067348892	0	49.7470696983836	0	0	0	0	0	0	0	0	0	53.4469115603512	0	650.128536495029	50.2205856819338	0	29.5092274279443	38.6082891124379	13.3397666107923	18.98786189289	27.0117117759848	70.1474802210892	0	80.1483548497325	13.3908608270127	88.6714442133519	66.1378636843658	70.7514122745194	0	26.2248734062854	0	50.5321664014638	0	0	0	31.9245463513474	14.103542382556	0	14.5238240693148	128.573338730714	0	235.286200853199	12.3593910595301	0	0	133.18166079472	14.308344467048	0	0	57.6714562280171	0	35.7355237303422	0	64.7762831424436	82.6839838560922
Parasutterella	33.0650589426967	0	11.5793616548844	0	31.0439809694159	0	24.0537460499142	22.1622943801433	0	0	29.1906137871908	15.0774070021882	18.0494658924693	0	0	0	32.0741565390494	0	0	0	0	0	50.1170170419384	0	29.1100620071886	0	46.0371898328649	0	0	0	42.0453054238134	0	174.229824563814	13.0192304305715	10.0534612329688	0	82.4006115294954	0	278.204584319953	21.0341992505573	0	54.0603231123191	29.0641333256244	15.0356609556743	0	30.0776491193928	12.0132379923469	0	16.0657700641103	0	27.0319523532645	0	30.0383434926173	0	0	0	0	0	0	0	0	0	0	20.0382950741768	41.0921813729618	0	31.10197237647	0	0	0	30.03983069726	0	0	0	19.0872350317408	0	15.0812590898651	0	37.0921889559616	36.3597164038174
Parvimonas	0	0	0	0	0	0	0	0	0	0	0	21.1083698030635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptacetobacter	2665.23972815629	24173.8243910701	10514.0852802394	22514.368890367	340.45303774894	6875.17640201412	977.201915481032	29592.0703443743	2327.3770069909	18825.2745982706	2900.86244121704	10086.2388202322	826.376533514776	5333.34553552541	221.496315658393	4938.58334080013	883.998724326977	8858.55643756601	400.105918135079	33743.3496393043	6862.87096291144	2261.27047421659	239.557718091461	7897.42809981654	87.3474968370637	12832.3285367155	10485.3699339751	38922.1451201583	6801.93124388699	15797.3404071727	3419.95397604149	28701.2705119441	27173.4209693091	14180.5977734227	5675.43027734775	20528.9378902242	662.858382337733	13790.1611727809	764.647163243142	19231.2942635228	308.318493690242	28255.0837490674	905.891037815684	13123.9805651019	11123.3044165779	11273.2465227522	3476.36579485857	12580.2439611869	573.517179692092	10369.225996025	506.79049382605	16626.5079322404	3142.01077036166	12071.7214849608	3723.28975625796	12470.8105610288	2060.97507161364	13776.0196391657	1079.36043562978	23056.6752049003	202.577228215801	15240.7524256681	2957.69396254412	9205.54028592657	762.710978244934	14305.842203383	2447.26621101896	9309.98035832247	1002.49094224761	10561.8585868653	1160.55982479305	10883.6471707234	6650.97183485236	8075.93198279044	159.718152073405	14046.1934824074	150.811304368853	30283.7491708424	474.178523680266	10540.3409026863
Peptococcus	14.0275774226514	278.492912882575	32.0497876892159	207.456998368194	0	0	0	0	0	119.249945545633	163.064808052583	603.096269112151	0	0	27.0642926723672	461.665674603175	0	0	0	0	0	0	44.1026761470176	339.356476993693	0	0	0	0	0	0	0	0	0	0	30.1603836989063	133.418560512527	45.1297677247843	139.475917117311	25.0220310168453	288.332288601305	0	779.869053248039	27.0597103376503	699.659419451344	87.1742102040479	559.44427353702	103.177637449614	91.2772223090142	30.0904382778078	246.613456126292	25.029508906817	948.057862197207	300.357909310604	324.815274679998	49.1507380128376	319.644290832826	0	0	0	177.257280263136	31.0903031932677	397.601964004869	0	310.59344957243	0	288.773727880882	68.2236813419342	421.116572547552	39.2124463519313	136.400741163518	19.0252261082646	412.153479440531	701.116828678859	104.425865187747	0	488.473580760629	0	757.090229686426	0	14.0252121290783
Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	15.0774070021888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium	1449.84762999351	297.526601173111	1384.14934814759	63.1412103746398	5551.2511284817	917.761462349391	1398.24387178155	573.625919144072	143.269657142857	43.0903164576656	160.045089384943	92.4747739203413	326.895882274722	98.1964788601056	1166.77183098587	90.3258928571428	822.216023938297	201.534678233216	501.395207053416	91.1129533318405	0	0	931.16786652713	158.634111025083	1433.41791044776	29.0356982015792	3416.79495977876	443.569318538761	0	0	71.076587740256	0	667.873245296624	0	202.074570782672	70.0019278895461	703.021492779417	21.0719021758549	6204.07873862748	707.149746054503	422.80809780164	1827.03597191495	374.82643983562	182.432689948216	112.22427060751	1611.15789434589	3494.85123288137	50.1523199500078	3694.45004459957	404.006613675946	6596.55142604418	2220.35457673755	954.430078210707	169.425285006983	318.978254914958	75.2309021998098	79.2564767403857	0	373.161786295812	51.0655371575356	2737.73439953175	2648.75567637893	204.532228932149	1033.97589437257	1540.46025693507	249.650314523571	2526.28212337894	175.465234914498	14.076262793001	11.0324132539477	1555.09423206417	40.1122970508984	109.330120216807	118.48319319379	1280.75876662636	168.508342807501	577.109261083349	487.702415720322	1526.76735870713	1527.74632120317
Phocaeicola	2650.84225103492	177.921213194174	2367.54985957779	133.263002419089	5238.34648635431	1123.48708876175	1968.86605661504	1769.79128610503	853.668433441769	128.851851127017	214.810660128943	34.5283060128507	3668.23645152059	137.649534641197	1364.19402382442	780.782976396299	2645.30784303925	420.123597088354	2048.823611108	283.098036261003	15.0281845276662	0	1728.09185630426	225.256534885085	3916.90594397135	268.345181138002	5390.57361630526	1270.93614334942	30.0334153746521	0	1255.31457276944	0	2484.40797702161	141.208576208506	331.998000085749	28.6513505634313	4141.47084786066	33.9625798089558	11030.1255476409	1012.3036109832	189.427886318429	4368.23985317046	2026.25065847943	457.301835669989	1643.15336740409	1802.87000442313	3558.77774108532	86.2624066186443	3109.97710400446	955.152646832543	7758.95373257678	4438.06781005035	2367.49679060089	463.303669937173	336.9187000758	24.0714698863956	1478.41655249169	11.1351847197788	1425.84992333392	35.0508746283037	1193.52499195627	542.876073695754	107.480584261066	541.27742106647	1533.26418431871	344.434065262167	5825.77214127149	710.008709495835	127.51751884335	90.8368704878372	3699.47424918939	379.985013435281	1815.44275392545	111.38863998641	2073.30037208911	789.001415773938	3746.30267138548	1521.75446770777	4061.2871342834	2971.79761106178
Phocea	29.7823525817139	0	30.5390328737874	10.9408779805692	52.9123850091977	23.2504407253115	18.0383491434258	0	25.0471433011944	0	0	0	0	0	21.457636279901	0	21.1695265640764	0	0	0	0	0	28.7641071736402	0	19.0729038894561	0	41.5500440324442	0	0	0	0	0	0	0	0	0	26.5086437379707	0	160.667767511127	23.5590830893402	21.4157686333866	47.7645280083726	13.5937472384119	0	0	50.3336872801714	115.040304159816	0	33.3259365933475	0	90.741757820494	38.1719365369454	48.8262691768764	0	25.4969267632354	0	0	0	0	0	24.0277105777243	40.3993656695911	0	12.1662423464784	34.3766258271921	0	47.8159244166397	0	0	0	33.0892598311443	0	0	0	20.2786523392965	0	0	13.9375832894945	30.1737998560232	16.1546996491603
