feature	Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae	Bacteria.Actinobacteria.Actinobacteria.Corynebacteriales.Segniliparaceae	Bacteria.Actinobacteria.Actinobacteria.Micrococcales.Cellulomonadaceae	Bacteria.Actinobacteria.Actinobacteria.Propionibacteriales.Propionibacteriaceae	Bacteria.Actinobacteria.Actinobacteria.Streptomycetales.Streptomycetaceae	Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Atopobiaceae	Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae	Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales.Eggerthellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Barnesiellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Muribaculaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Prevotellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Tannerellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.missing	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.unassigned	Bacteria.Candidatus.Melainabacteria.unassigned.Vampirovibrionales.unassigned	Bacteria.Cyanobacteria.Gloeobacteria.Gloeobacterales.Gloeobacteraceae	Bacteria.Cyanobacteria.unassigned.Oscillatoriales.Oscillatoriaceae	Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae	Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Listeriaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Staphylococcaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Thermoactinomycetaceae	Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae	Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae	Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Caldicoprobacteraceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Catabacteriaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XII..Incertae.Sedis	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis	Bacteria.Firmicutes.Clostridia.Clostridiales.Defluviitaleaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Vallitaleaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.missing	Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned	Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacterales.Family.IV..Incertae.Sedis	Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae	Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae	Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae	Bacteria.Firmicutes.Negativicutes.Selenomonadales.Sporomusaceae	Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae	Bacteria.Firmicutes.Tissierellia.Tissierellales.Gottschalkiaceae	Bacteria.Firmicutes.unassigned.unassigned.unassigned	Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales.Fusobacteriaceae	Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.Victivallaceae	Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.unassigned	Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Caulobacteraceae	Bacteria.Proteobacteria.Alphaproteobacteria.Kiloniellales.Kiloniellaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Aurantimonadaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Cohaesibacteraceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Methylocystaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Acetobacteraceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Sneathiellales.Sneathiellaceae	Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae	Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae	Bacteria.Proteobacteria.Deltaproteobacteria.Bradymonadales.unassigned	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobacteraceae	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae	Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Campylobacteraceae	Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Succinivibrionaceae	Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae	Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae	Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae	Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae	Bacteria.Tenericutes.Mollicutes.Acholeplasmatales.Acholeplasmataceae	Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales.Anaeroplasmataceae	Bacteria.Tenericutes.Mollicutes.Mycoplasmatales.Mycoplasmataceae	Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae
PRMT_CO2_canis_ONT_20240807_bc02	-13.2479481601159	-15.6533347876892	-16.0709025380029	-16.2862175406447	-15.6195409490154	-15.7334853035543	-9.94988819901035	-12.1219487447944	-8.62567457409983	-12.8116537473638	-15.9222780394834	-15.6839257312618	-16.674743478413	-11.2104172208944	-16.7716443678149	-11.1875866213706	-11.2294674718054	-8.53780234576934	-12.7855877467736	-16.6115659685739	-16.6085560007005	-13.3705502474831	-11.1150695845649	-12.4640850461139	-15.5264762450567	-15.7338675507253	-12.2273767570895	-9.92811641193892	-6.04333409286702	-3.92369320317592	-2.19559152982156	-15.831588909043	-15.0445803740856	-12.001333590759	-6.64911255934349	-16.3762350357345	-5.03278067159867	-16.822257010324	-13.0974951133017	-15.0408128187749	-9.35622288492248	-1.79491241696485	-9.60317622085533	-8.00716041404591	-2.26984453677658	-4.31882748508167	-12.8501348751511	-12.267885372911	-10.5439491725318	-15.4339490071251	-6.14303578487232	-5.56619253627002	-4.73132440101701	-16.3288987360055	-9.28160780519204	-16.944725427895	-15.3322013945314	-6.13758859788963	-15.8803438781795	-13.4366039193809	-15.6896858446037	-13.7858671129829	-16.5173560110749	-13.4020973461718	-14.263554822158	-15.7407124661441	-15.5607939450603	-15.7512468605103	-12.9109662700688	-15.8119528788744	-14.4158840934063	-8.1956245649824	-15.6872706204414	-14.906397673135	-16.0709025380029	-12.1228748333927	-9.20062524604076	-8.88138123162988	-15.0431813841332	-16.2672588328851	-14.3386121274596	-13.386750677944	-11.9480302680463	-15.003773444218	-17.404762356635
PRMT_CO3_canis_ONT_20240807_bc03	-14.0217125539679	-15.6533347876892	-16.0709025380029	-16.2862175406447	-15.6195409490154	-15.7334853035543	-10.0194345493571	-12.3814722135151	-8.32676281658076	-12.8116537473638	-15.9222780394834	-15.6839257312618	-16.674743478413	-10.9543850801553	-16.7716443678149	-10.9063280551058	-11.2692982806274	-8.38625437240422	-12.5017662073269	-16.6115659685739	-16.6085560007005	-14.1184375677754	-11.7789478910416	-12.5010965689644	-15.5264762450567	-15.7338675507253	-12.599063405865	-9.8196600929032	-6.30966176079705	-4.09031061397279	-2.46666416802814	-15.831588909043	-15.0445803740856	-11.9373357804911	-6.65521096916716	-16.3762350357345	-4.99007605255438	-16.822257010324	-13.4398305057078	-15.0408128187749	-9.16711973795377	-1.86331433265764	-9.09729199656853	-7.92993381085136	-2.09742271593245	-4.02670631025467	-12.8501348751511	-11.7901403008612	-9.91114989154448	-15.4339490071251	-6.26812320750003	-5.12431747242955	-4.41903463358799	-16.3288987360055	-9.21469629194837	-16.944725427895	-15.3322013945314	-5.80414742155526	-15.8803438781795	-13.4366039193809	-15.6896858446037	-12.7034640734975	-16.5173560110749	-13.4020973461718	-14.263554822158	-15.7407124661441	-15.5607939450603	-15.7512468605103	-13.2178818105363	-15.8119528788744	-14.4158840934063	-7.88621179416187	-15.6872706204414	-14.906397673135	-16.0709025380029	-12.4696074115092	-9.64162554410863	-8.75535539531518	-15.0431813841332	-16.2672588328851	-14.3386121274596	-13.386750677944	-11.7399259445217	-15.003773444218	-17.404762356635
PRMT_CP1_canis_PB_20240807_bc31	-8.39508115930902	-15.6533347876892	-16.0709025380029	-16.2862175406447	-15.6195409490154	-15.7334853035543	-6.91228831422589	-10.5958383397037	-7.91078684524856	-12.8116537473638	-15.9222780394834	-14.0691890010435	-16.674743478413	-10.4085761625123	-16.7716443678149	-10.5166019675781	-10.4387483710632	-8.00458445674162	-12.5127959584451	-16.6115659685739	-16.6085560007005	-13.9087246358803	-10.2778992137695	-11.766480126642	-15.5264762450567	-15.7338675507253	-11.5127011185975	-10.0808904376225	-6.18823247672405	-4.03207966395854	-2.38266657643091	-15.831588909043	-15.0445803740856	-11.8167991406449	-6.62228541558979	-16.3762350357345	-4.96619155514255	-16.822257010324	-14.1547224875818	-15.0408128187749	-9.06627661934271	-1.7818095950895	-9.32689681276108	-6.98610548735887	-2.1669777705238	-4.27407861621443	-12.8501348751511	-12.6126307443119	-10.6023076216162	-15.4339490071251	-6.89251926119152	-5.51335362229121	-4.67587664971872	-16.3288987360055	-8.78161205739764	-16.944725427895	-15.3322013945314	-7.3541336625847	-15.8803438781795	-13.4366039193809	-15.6896858446037	-16.7012355352078	-16.5173560110749	-13.4020973461718	-14.263554822158	-15.7407124661441	-15.5607939450603	-15.7512468605103	-12.5716896486027	-15.8119528788744	-14.4158840934063	-6.80794622535983	-15.6872706204414	-14.906397673135	-16.0709025380029	-13.0116986106291	-10.927833458828	-9.80792360267482	-15.0431813841332	-14.4562124311828	-14.3386121274596	-13.386750677944	-12.7990923171347	-15.003773444218	-14.6972205306866
PRMT_CP2_canis_PB_20240807_bc32	-8.30836290038801	-15.6533347876892	-16.0709025380029	-15.2862175406447	-15.6195409490154	-13.92364746126	-6.98488351134744	-10.6716586897177	-8.04566045268537	-12.8116537473638	-14.9222780394834	-14.4497162659573	-16.674743478413	-10.7081644325725	-15.7716443678149	-10.5544151386724	-10.7654227170966	-8.16538841272577	-13.0184919261228	-16.6115659685739	-16.6085560007005	-13.4211471207308	-10.6057281464932	-11.8927018115356	-15.5264762450567	-14.5700105066453	-11.673930672885	-9.83834192213176	-6.08618090782545	-3.95733596338102	-2.28604678612099	-15.831588909043	-15.0445803740856	-12.0268744760252	-6.5078783114673	-16.3762350357345	-4.95179312382956	-16.822257010324	-12.2741902170032	-15.0408128187749	-9.23885820665149	-1.74499185173895	-9.40555613079075	-7.07155151994141	-2.24960955633442	-4.40227053440489	-12.8501348751511	-12.1617096377219	-10.4385382444124	-15.4339490071251	-6.68478771371564	-5.71172895379799	-4.86685581411587	-16.3288987360055	-9.16089659028277	-16.944725427895	-15.3322013945314	-7.32662913644068	-15.8803438781795	-13.4366039193809	-15.6896858446037	-14.0698069774837	-16.5173560110749	-13.4020973461718	-14.263554822158	-15.7407124661441	-15.5607939450603	-15.7512468605103	-13.1517971118301	-15.8119528788744	-14.4158840934063	-6.97012984322259	-15.6872706204414	-14.906397673135	-14.5700105066453	-12.6486017435312	-10.5780719806383	-10.000299960477	-15.0431813841332	-14.7716443678149	-14.3386121274596	-13.386750677944	-12.6833002717822	-15.003773444218	-17.404762356635
PRMT_CP3_canis_PB_20240807_bc33	-8.67362528679676	-15.6533347876892	-16.0709025380029	-14.9249338307656	-15.6195409490154	-15.7334853035543	-6.96440835815496	-10.9235886839847	-7.72783597366409	-12.8116537473638	-15.9222780394834	-14.6839257312618	-16.674743478413	-10.2226721649673	-16.7716443678149	-10.0445309103927	-10.5621852831109	-7.66606688192908	-12.5263844542754	-16.6115659685739	-16.6085560007005	-12.9581006947008	-12.1722445210614	-13.3843657559553	-15.5264762450567	-15.7338675507253	-13.0119155919212	-10.0286455926831	-6.38567038954077	-4.14161270435013	-2.58851764649345	-15.831588909043	-15.0445803740856	-12.0435571625895	-6.58464949068136	-16.3762350357345	-4.94296374331604	-16.822257010324	-15.0624373529603	-15.0408128187749	-8.96932164017806	-1.80225020643069	-9.18515243104107	-6.97270274410803	-2.07171039491141	-4.11056432126434	-12.8501348751511	-12.5229999422225	-10.014232904364	-15.4339490071251	-6.79850544502163	-5.26532441389975	-4.46758349974351	-16.3288987360055	-9.62104528245676	-16.944725427895	-15.3322013945314	-6.97391484590468	-15.8803438781795	-13.4366039193809	-15.6896858446037	-13.4436637168263	-16.5173560110749	-13.4020973461718	-14.263554822158	-15.7407124661441	-15.5607939450603	-15.7512468605103	-12.5695942375823	-15.8119528788744	-14.4158840934063	-6.56803305939357	-15.6872706204414	-14.906397673135	-16.0709025380029	-12.5018128991419	-10.8145096949634	-10.5114554562047	-15.0431813841332	-14.2969026081526	-14.3386121274596	-13.386750677944	-12.6839257013345	-15.003773444218	-17.404762356635
PRMT_LM1_canis_MONT_20240807_bc16	-8.2771065658809	-15.6533347876892	-16.0709025380029	-13.8584598476019	-15.6195409490154	-15.7334853035543	-5.75748113633592	-9.06727777788811	-7.7214028379698	-12.8116537473638	-13.5124177289467	-15.6839257312618	-16.674743478413	-10.3664206819112	-16.7716443678149	-10.3038821103469	-10.5590199397004	-7.58249099852312	-12.3666067512722	-16.6115659685739	-16.6085560007005	-13.4661424248231	-12.3038666286776	-13.2734965132344	-15.5264762450567	-15.7338675507253	-12.9994240625516	-9.67651433472617	-6.29982054495994	-3.99838144774194	-2.38657475497867	-15.831588909043	-15.0445803740856	-11.881170668543	-6.55790650835353	-16.3762350357345	-5.01891952837908	-16.822257010324	-16.0624373529603	-15.0408128187749	-9.01085051068163	-1.76557125785056	-9.41658993671168	-7.00197564916234	-2.20484405125906	-4.29285169791782	-12.8501348751511	-12.5729181579348	-10.3590801884934	-15.4339490071251	-8.00116638587643	-5.46115476724871	-4.66831942824237	-16.3288987360055	-9.57308531014132	-16.944725427895	-15.3322013945314	-7.692295991946	-15.8803438781795	-13.4366039193809	-15.6896858446037	-13.5365631377976	-16.5173560110749	-13.4020973461718	-14.263554822158	-15.7407124661441	-15.5607939450603	-15.7512468605103	-12.536516060429	-15.8119528788744	-14.4158840934063	-7.28008715631327	-15.6872706204414	-14.906397673135	-16.0709025380029	-12.24243368783	-12.2437500034867	-10.8361140363101	-15.0431813841332	-16.2672588328851	-14.3386121274596	-13.386750677944	-13.6885387599858	-15.003773444218	-17.404762356635
PRMT_LM2_canis_MONT_20240807_bc17	-8.19889589852015	-15.6533347876892	-15.0709025380029	-14.1895470345015	-15.6195409490154	-14.7334853035543	-5.80983514639267	-9.00787119818574	-7.94242360512559	-12.8116537473638	-14.0344717082755	-14.3188145889693	-16.674743478413	-10.3933482731517	-15.7338675507253	-10.3654083253997	-10.4153772328407	-7.89257111982511	-12.9260450727946	-16.6115659685739	-16.6085560007005	-13.9265126286677	-10.6002766264079	-11.8926341398923	-15.5264762450567	-14.7338675507253	-11.8830860932786	-10.0211767361862	-6.13179786066025	-3.91522649251503	-2.2678272297495	-15.831588909043	-15.0445803740856	-11.9941463138494	-6.55293867028781	-16.3762350357345	-5.00705836526292	-16.822257010324	-12.3452244208969	-15.0408128187749	-9.14159526924761	-1.74515752853367	-9.41630555599532	-7.0691341765741	-2.30167226254343	-4.36646473020964	-12.8501348751511	-12.4779596358755	-10.694237366436	-15.4339490071251	-7.85907293044381	-5.63936472374906	-4.86418346503892	-16.3288987360055	-9.08462411531062	-16.944725427895	-15.3322013945314	-7.90739747544636	-15.8803438781795	-13.4366039193809	-15.6896858446037	-13.4334117246684	-16.5173560110749	-13.4020973461718	-14.263554822158	-14.7407124661441	-15.5607939450603	-14.460924133966	-12.5773631598475	-15.8119528788744	-14.4158840934063	-7.42135260574215	-15.6872706204414	-14.906397673135	-15.0709025380029	-12.5866173663391	-12.1792786990477	-10.2288045012453	-15.0431813841332	-14.411939455838	-14.3386121274596	-13.386750677944	-13.5909095968027	-15.003773444218	-15.411939455838
PRMT_LM3_canis_MONT_20240807_bc18	-8.53548683729867	-15.6533347876892	-16.0709025380029	-14.3231645756065	-15.6195409490154	-15.7334853035543	-5.89797500737627	-9.22804025927291	-7.51416380358914	-12.8116537473638	-13.7627718250284	-14.0861253783057	-16.674743478413	-10.1590495492947	-16.7716443678149	-10.0642257484148	-10.3410407159626	-7.49921224516792	-12.5160710689983	-16.6115659685739	-16.6085560007005	-13.3231645756065	-11.1359836191326	-12.5175004609531	-15.5264762450567	-15.7338675507253	-12.3850462753324	-9.97460956122069	-6.43893370011551	-4.11300278232201	-2.53710671421858	-15.831588909043	-15.0445803740856	-11.8776725944317	-6.587392194982	-16.3762350357345	-4.94899923270566	-16.822257010324	-12.4027995373862	-15.0408128187749	-9.08565029274809	-1.81395642285332	-9.13323287030527	-7.00867568797341	-2.12767429112206	-4.07313741735428	-12.8501348751511	-12.3319378988162	-10.0783056881361	-15.4339490071251	-7.99145589370348	-5.20068868490002	-4.45070843913374	-16.3288987360055	-9.2343945551026	-16.944725427895	-15.3322013945314	-7.62024982676716	-15.8803438781795	-13.4366039193809	-15.6896858446037	-13.2202241219203	-16.5173560110749	-13.4020973461718	-14.263554822158	-14.5671652904344	-15.5607939450603	-14.7512468605103	-11.8413855065537	-15.8119528788744	-14.4158840934063	-7.0298081613486	-15.6872706204414	-14.906397673135	-14.430079779523	-12.7920114374288	-12.2725385643932	-10.2209867251487	-15.0431813841332	-14.8085914027767	-14.3386121274596	-13.386750677944	-13.2477662501922	-15.003773444218	-17.404762356635
PRMT_HM1_human_MONT_20240807_bc28	-5.76355226809855	-15.6533347876892	-16.0709025380029	-16.2862175406447	-15.6195409490154	-15.7334853035543	-8.11597769941789	-10.0100849526255	-4.59014602999524	-7.1329698015163	-15.9222780394834	-9.90774797291007	-16.674743478413	-15.3535217890482	-6.67523678356495	-12.1875866213706	-3.9316738577732	-9.53780234576934	-12.1392941177036	-16.6115659685739	-16.6085560007005	-15.1184375677754	-10.5421130448034	-12.0628915325563	-15.5264762450567	-15.7338675507253	-12.1079313635171	-10.2528242625783	-11.7660335055141	-10.9269860344245	-10.0453188698997	-15.831588909043	-13.278328704975	-11.0272135544238	-6.77414797802338	-16.3762350357345	-9.55944138300795	-16.822257010324	-7.24741731395564	-15.0408128187749	-9.04713453511697	-0.708177444123174	-8.03390948354106	-16.4871073495371	-10.1639276121309	-2.53957221045173	-12.8501348751511	-7.1351976196727	-8.43251080940901	-15.4339490071251	-11.7201265120128	-5.37424053609076	-12.0485881076646	-16.3288987360055	-9.86917134564479	-16.944725427895	-15.3322013945314	-12.8299660813245	-15.8803438781795	-13.4366039193809	-15.6896858446037	-16.7012355352078	-14.2660237801724	-11.41019816983	-13.0777063343546	-12.201584521027	-15.5607939450603	-15.7512468605103	-10.7550592527843	-14.2592045006963	-14.4158840934063	-9.28131310914437	-15.6872706204414	-14.906397673135	-11.5131089759846	-14.0116986106291	-13.2725385643932	-10.6303082126483	-15.0431813841332	-16.2672588328851	-14.3386121274596	-13.386750677944	-14.6885387599858	-15.003773444218	-17.404762356635
PRMT_HM2_human_MONT_20240807_bc29	-5.96294811836847	-15.6533347876892	-16.0709025380029	-16.2862175406447	-15.6195409490154	-15.7334853035543	-7.69235766799707	-9.57768210862964	-4.76109823906031	-7.26351534552917	-15.9222780394834	-9.86751244873225	-16.674743478413	-15.3535217890482	-6.76316681241934	-12.1875866213706	-4.03254735585377	-9.53780234576934	-11.8569007644593	-16.6115659685739	-16.6085560007005	-15.1184375677754	-10.9670245673735	-12.3133639379697	-15.5264762450567	-15.7338675507253	-11.9914358000924	-10.1567025314419	-12.0763222014666	-11.4546371500957	-10.5661614028603	-15.831588909043	-13.3582215398702	-10.8512620280196	-6.82443199837591	-16.3762350357345	-9.12558786157818	-16.822257010324	-7.12776215980341	-15.0408128187749	-9.28634601254682	-0.67152376711899	-8.17655512163824	-16.4871073495371	-10.5738323785063	-2.5584954329203	-12.8501348751511	-7.3081053083075	-8.30295487854485	-15.4339490071251	-11.6955293828152	-5.45092002416463	-12.9914358000924	-16.3288987360055	-10.0437976507784	-16.944725427895	-15.3322013945314	-13.5357563163162	-15.8803438781795	-13.4366039193809	-15.6896858446037	-16.7012355352078	-14.461954314251	-11.1527579755504	-12.4495836177083	-11.789934203393	-15.5607939450603	-15.7512468605103	-10.7629130021265	-13.8953247179692	-14.4158840934063	-9.24420187047233	-15.6872706204414	-14.906397673135	-11.2138282214288	-14.0116986106291	-13.2725385643932	-10.7987905194819	-15.0431813841332	-16.2672588328851	-14.3386121274596	-13.386750677944	-14.6885387599858	-15.003773444218	-17.404762356635
PRMT_HM3_human_MONT_20240807_bc30	-5.98532675510845	-15.6533347876892	-16.0709025380029	-16.2862175406447	-15.6195409490154	-15.7334853035543	-8.66496464091254	-9.89856958555353	-4.41978474629133	-6.99898115132076	-15.9222780394834	-9.56248775286591	-16.674743478413	-15.3535217890482	-6.52837311982345	-12.1875866213706	-3.68512961755121	-9.53780234576934	-12.2072614396708	-16.6115659685739	-16.6085560007005	-15.1184375677754	-9.80418570551642	-11.1682088888089	-15.5264762450567	-15.7338675507253	-10.988481148278	-10.1581754890274	-10.934837604213	-10.3483626685973	-9.54204305953297	-15.831588909043	-12.6433908682145	-10.8304003147993	-6.7915302579079	-16.3762350357345	-9.18394484458206	-16.822257010324	-7.29656256163301	-15.0408128187749	-9.00857665794831	-0.772521962016901	-7.94049615001683	-16.4871073495371	-9.34816487936132	-2.51952850170272	-12.8501348751511	-7.17545066190946	-8.20876108992944	-15.4339490071251	-11.9913292348733	-5.24461820124322	-11.784880174294	-16.3288987360055	-9.047844325595	-16.944725427895	-15.3322013945314	-12.6213814420111	-15.8803438781795	-13.4366039193809	-15.6896858446037	-16.7012355352078	-13.8218425560389	-10.8271976524708	-11.8128501798856	-11.7537677485304	-15.5607939450603	-15.7512468605103	-10.3098723415156	-14.0710514230309	-14.4158840934063	-8.90517440801169	-15.6872706204414	-14.906397673135	-10.4979990265058	-14.0116986106291	-13.2725385643932	-9.70973715962104	-15.0431813841332	-13.8437738633476	-14.3386121274596	-13.386750677944	-14.6885387599858	-15.003773444218	-14.6917707699025
PRMT_HO1_human_ONT_20240807_bc13	-13.3343081582388	-15.6533347876892	-16.0709025380029	-16.2862175406447	-15.6195409490154	-15.7334853035543	-11.2550152371303	-11.0613192975588	-5.1363348447188	-7.94082945154985	-15.9222780394834	-10.9001419642315	-16.674743478413	-15.3535217890482	-7.51948768266559	-12.1875866213706	-4.76948496962834	-9.53780234576934	-11.9653297656623	-16.6115659685739	-16.6085560007005	-15.1184375677754	-11.230750657242	-12.4693077701266	-15.5264762450567	-15.7338675507253	-12.3505228228496	-10.0911392628221	-12.1193639721429	-11.4057771051249	-10.4430068982914	-15.831588909043	-13.7599506658679	-11.1667144833605	-6.53986737824427	-16.3762350357345	-9.68884559445483	-16.822257010324	-6.95339716829461	-15.0408128187749	-8.86869450033369	-0.645150302827142	-7.73900759660977	-15.4871073495371	-10.6634126092682	-2.26080506829833	-12.8501348751511	-6.72400348597802	-8.32459941476431	-15.4339490071251	-11.1242240074844	-5.16297376794716	-13.0262507331489	-15.3288987360055	-10.3905376615405	-15.944725427895	-15.3322013945314	-13.7266773326016	-15.8803438781795	-13.4366039193809	-15.6896858446037	-15.7012355352078	-15.5173560110749	-11.8450670943725	-12.7134856917639	-12.4778626991557	-15.5607939450603	-15.7512468605103	-11.1456858588119	-14.8119528788744	-14.4158840934063	-10.0262507559824	-15.6872706204414	-14.906397673135	-13.5567614217983	-14.0116986106291	-13.2725385643932	-11.1494228760597	-15.0431813841332	-15.2672588328851	-14.3386121274596	-13.386750677944	-14.6885387599858	-15.003773444218	-16.404762356635
PRMT_HO2_human_ONT_20240807_bc14	-12.3280929250485	-15.6533347876892	-16.0709025380029	-16.2862175406447	-15.6195409490154	-15.7334853035543	-11.2582953111673	-10.6923746094633	-5.15008739789374	-8.00747150318097	-15.9222780394834	-10.6618307399581	-16.674743478413	-15.3535217890482	-7.47930566141557	-12.1875866213706	-4.72787128419884	-9.53780234576934	-11.7880078460353	-16.6115659685739	-16.6085560007005	-15.1184375677754	-10.4937100689504	-11.6978091734078	-15.5264762450567	-15.7338675507253	-11.9573178827144	-9.40427134394268	-11.5758800901167	-10.8735126179134	-9.88007043247812	-15.831588909043	-13.5171247775546	-11.0686118194267	-6.56774139848416	-16.3762350357345	-9.13866106433179	-16.822257010324	-6.95058725255694	-15.0408128187749	-8.97050324284388	-0.621327273612788	-7.89659113935849	-16.4871073495371	-9.70833733604729	-2.33285692146581	-12.8501348751511	-6.953802532925	-8.34272255213877	-15.4339490071251	-10.8840330352015	-5.34864934244772	-12.0603801164484	-16.3288987360055	-9.54423775170113	-16.944725427895	-15.3322013945314	-13.117713291514	-15.8803438781795	-13.4366039193809	-15.6896858446037	-16.7012355352078	-16.5173560110749	-11.3611189036821	-12.5912932103718	-12.216887769991	-15.5607939450603	-15.7512468605103	-11.0512247943219	-14.1083974153742	-14.4158840934063	-10.2773181076889	-15.6872706204414	-14.906397673135	-14.0792391436997	-14.0116986106291	-13.2725385643932	-10.197927309435	-15.0431813841332	-14.0005453281901	-14.3386121274596	-13.386750677944	-14.6885387599858	-15.003773444218	-17.404762356635
