superkingdom	phylum	class	order	family	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Candidatus Melainabacteria	unassigned	Vampirovibrionales	unassigned	2243.52022160485	3003.71252040692	1889.38057258812	3856.37640106258	5167.9017960865	5299.42004248807	1357.61086208902	1277.57191531607	1401.04936183605	120.198836571298	108.195773425002	138.251478091844	150.273985068371	202.471095136532	174.268359411546	135.284423634119	252.329202849884	294.276304408432	276.15824960256	230.724120303161	168.033974513202	651.092558297706	279.205261189833	441.682310459415	111.099358092458	102.128087564467	261.178520631176
Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	0	0	0	42.5676395646799	41.9366718186847	58.439091998388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Oscillatoriaceae	0	0	0	0	42.0242577609046	48.025398929409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	0	0	0	0	0	0	0	0	0	81.1342146856258	72.1305156172534	45.0820037256014	57.1041142822796	153.162250978789	129.198956115457	63.1327310292554	126.123719990538	168.188361099514	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	881.194852322229	663.609680266281	715.428511066256	378.891594272461	663.46203385314	933.507402759685	655.584080153488	159.203075442716	562.225064525983	441.739761340423	344.418420619665	228.170649057863	707.383231788724	1078.14531991469	222.753884002431	141.297492411827	1265.00890002352	765.954571393021	835.521120887039	427.535740953356	888.781441764105	1083.36070083589	684.772091323969	708.366667476029	732.663501897742	347.731878527593	888.436946371242
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	360.431517858556	237.217250274543	237.318793403386	195.138983418703	269.449408644651	342.182154664292	217.037913149842	87.1683175789618	204.460860804052	144.238600027355	135.204844293281	138.315663508463	252.085145571507	441.834501126526	96.1480399348839	72.1517342969801	516.482016517393	293.984886014286	291.177284283614	168.144974485169	345.289271657855	459.124253347837	297.218681774372	258.373018389175	273.246220305282	152.818288480425	363.175066087914
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	45.1197173973462	0	0	76.9820112720355	88.9689603739271	103.649058299991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	69.0731720100421	0	0	72.0706971374503	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	328.883857555719	291.219789824994	336.348071049628	276.082724540442	419.498862665922	478.603304667716	291.744832176335	145.229557005459	222.484801870092	219.362884802291	159.312021195714	129.235077599055	300.567728200491	514.18132625694	124.468399876345	87.2470603953462	519.911534723932	322.253532330389	282.227384535025	210.181224369521	391.098838099314	498.526291475779	248.288267465326	345.39710366666	298.476017339505	168.21096775324	393.206892797558
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	1057.54510574888	1416.54007393831	824.357155176123	1784.31045105183	2008.07092989227	2121.73438481292	658.06851313651	642.076962703249	723.412797007777	1151.72073070351	784.142294764329	887.287115717883	810.886951320647	1835.20073213623	984.266856833901	873.064449010093	1889.81816210433	1713.21331124291	1021.0383011406	749.727887479887	695.397995889718	2386.87837896532	1457.13498847619	1420.65281022407	778.575089623251	507.51844293624	1264.90880481315
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	449.676065473088	345.342831400543	376.035831183617	183.130422135718	303.986082106968	452.365621360587	375.959761238497	72.1394797591566	285.626066270945	16165.1730761462	11583.2621138262	10108.3194393169	12043.8994462594	24728.4324860489	12295.8249301114	9068.43660054051	28005.2674477565	19868.081335691	357.70141800355	198.171211575215	405.914758135909	585.158900312886	323.430085135896	328.111638064378	395.451692178315	171.214735040573	486.052704951994
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	2572.67142874412	3013.43957350297	2116.71020156848	3572.02322218019	4662.44404367905	5336.92053787179	1815.87645191323	1431.21199597945	1802.22065363452	68558.8473231962	50339.2072347523	47072.8208169019	53682.6310329378	108154.046302346	58248.7146253183	44702.789310017	130164.991347131	99616.4138681785	639.88085785648	304.920352308402	609.510776907068	959.588128677218	526.276638673185	444.228372584792	456.408290344276	228.676779259109	707.807600261062
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2194.69961396756	2376.01439743168	1867.9791815341	2388.68823214194	3332.07623522558	3868.86643468339	1436.85712996751	841.685842336409	1373.99472585883	219819.155402224	166769.570791123	145056.270271193	168405.630402254	344469.635786199	170928.524916526	136627.079249397	407765.78948562	296977.050670519	1178.98256056123	564.474416386614	1065.87868464008	1870.28408265134	1047.77972152732	1124.72334582434	795.7570687368	381.478444726098	1044.08513706073
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	45.2655102222648	46.5108828644685	55.1196632932216	66.4057325828208	75.7786510213582	87.8559042493124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	1119.99825423249	1329.45572677463	1069.77694830236	2218.3857757124	2709.75078358885	2892.77313665844	657.273124518315	643.446588624265	641.681553967104	0	0	0	0	0	0	0	0	0	125.393332484129	81.498649519924	124.196415012434	187.675685040587	84.2185064422004	83.9057085356518	81.9787411515404	55.013042509492	148.969356294487
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	12346.6352147895	15204.2696500442	9953.80492248562	20021.458619606	25896.5203559806	28426.819323813	7064.40554852829	6407.59386802256	7089.98746963924	348.576995821459	186.334949899563	204.446778703011	243.444362830011	402.596160347746	243.536488767282	189.399408169061	481.389923181464	458.070562859351	596.935803940376	463.255328356952	436.388802543522	1132.5304472972	459.709396019892	721.188271039461	404.191548971463	287.400306442033	558.784698668677
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	13307.0555326023	16644.0869764048	10588.5951915968	21018.2172963116	27397.5557762185	30103.2452244001	8820.94148649971	8208.64295513274	8116.40126959756	10598.7134544844	7611.55508673976	7955.33149441156	8914.64732614472	18460.9063888421	10711.7146023321	7582.99561164299	20915.2812231023	17925.260226424	11382.2452890454	7551.21871831483	7172.89765196201	27981.413574121	10408.313953866	15694.3661060297	8847.07681823937	5180.45300792559	13427.7113099633
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	0	0	0	0	49.3668743298522	66.9334025523854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.7360727850852
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	2320.88167667466	3102.38758803724	1871.72041704185	3216.31379699584	3972.99800430962	4180.5336002754	1476.24487959465	1200.57968521693	1398.68894794647	32470.0553519619	23336.610409347	25229.8017477934	28095.5859688514	54285.1868960676	33423.7863401692	22035.4563231894	61068.8933288293	55804.7151294235	1651.09126142119	1532.14585326972	1366.17420602001	3154.5161252074	1751.68676178666	1971.34904771101	1148.8265031403	871.222663319382	1824.62731528253
Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	0	0	0	0	0	39.1073803835872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	20146.3981975226	27627.5835014421	16952.5090642874	32887.2786590469	45026.2008376914	46256.5669100904	12321.2127404686	12608.3374426455	12950.3396305323	51.0845055428015	87.1599199220217	72.1579674564989	48.1520373886175	339.172140455656	30.0462688964495	0	377.408740617211	318.312301066119	8198.97711742615	6119.35392845843	5054.34359344259	21008.0034290561	7982.37815187505	10696.6270988377	5555.38941764604	3533.23987439787	7898.41777127392
Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	62.7950667721233	82.9492838082177	63.5740718649967	108.043856808043	143.003038742483	198.058848951306	41.4362964008772	45.447472033003	74.7804729520756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	11803.8207516556	16032.2966618832	9850.14369812134	17854.3516089715	23444.6106190461	25238.1123430914	7127.09696283117	7014.4310755463	7925.02690217648	1660.98396936236	1165.60656614214	1394.75650439238	1638.28518965717	2780.64888826377	2051.16759233557	1384.94039376943	3476.96583784919	3172.59652956984	2354.99943383561	1370.58850346276	1542.75572199736	5569.5849458077	1968.23520740899	2897.40416532359	1535.79771458463	855.313337064501	2206.19602258815
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	522820.110316319	675740.631544502	427853.057720638	748501.646608297	998308.860301542	1080994.18758245	325564.285339512	323687.387099986	334933.555589647	303419.997137498	220157.37716445	220375.294098724	255406.874152895	501215.750903172	294784.489538341	210124.873182067	585800.913594991	490244.600343691	762547.714937987	537312.554098604	465153.909313554	1664777.9162117	641843.876131235	866630.947862774	517711.71445676	320342.675172089	739936.534158753
Bacteria	Firmicutes	Clostridia	Clostridiales	missing	16117.9201304923	20449.2487199124	13357.910931721	28456.6323764659	38316.8217502233	43932.2590968284	9621.86486689659	9112.85199541619	9981.23290884052	256.379053889017	154.901006299212	226.407352717102	140.226643353206	366.674071109904	174.677666803756	117.257835694973	344.234720844847	334.337353840015	8862.19227762293	5400.28742382152	5496.96632580362	24628.5678758599	7964.60793411735	12299.9520095355	5755.98891267011	3041.27438791039	8457.98960791379
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	23076.115386304	28831.2628081756	19188.5276994388	37411.2152614759	49142.3734663768	52393.8416834131	13076.8862079401	12445.4877344215	13473.7494614458	1710.99283144212	982.226447073749	1463.92436840821	1367.52416552021	2477.22285798884	1766.15820872962	1045.42130048472	2874.11662759253	3069.6655602584	4753.37349210313	2957.92686414926	3234.60636295586	12186.8783443687	4143.39895304125	7344.48623571282	3042.42273115604	1631.21924527829	4977.25773466481
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	533.155661706097	744.184796902106	535.705423840583	1031.88348459582	1356.11389870017	1498.19389804976	333.644857876599	376.519703491801	279.618546663496	4023.65559129693	2969.3422310002	3287.97471939115	6927.60970612586	12490.2311754876	8185.46439644635	5573.94492371016	14624.2424137107	13385.866861252	0	0	0	56.6868129544668	0	0	0	0	34.1783659028638
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	6242.99840415157	7857.04622685369	5490.95724965166	10049.7898260356	13454.0925217422	14653.7049964692	4445.54059961478	3802.04596867845	4497.46334746013	235513.722991992	158403.374300189	187365.34163348	195562.422206382	353280.482602531	244562.029348614	154968.410038565	398311.106732024	394433.9878267	1085.93190227448	561.481006126345	1219.18868953124	1605.30976513168	1180.2304145974	994.05247280723	865.108610858865	457.490684080965	1409.89172574287
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	313812.474407578	400364.093294769	261636.386941755	530313.166300175	712672.345470295	765690.472850949	184230.88552375	172356.811546114	185113.098943324	61354.5341177487	38278.8692766338	49194.5539617618	45392.578080898	79451.8694071186	59515.8774516596	36449.3883093005	95204.6035967944	102407.455156247	214270.441976481	145275.344986476	138578.323883903	543245.026721335	195978.143580027	305760.898219038	140906.442473337	82630.0172040696	223251.012338122
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	8844.03473936198	11160.0327034506	6850.15774488592	12603.5023145348	16940.9809562222	17714.1821342916	5239.34296319577	5051.16538389179	4865.00774863912	859.38901610403	511.694496590156	832.766030517356	564.934502269109	1210.61618980947	994.149075265219	543.968195386227	1185.24622251066	1594.39452901486	3605.87763195225	2709.80046789002	2685.75036136081	8121.04231351218	3041.28986528585	5209.60889291621	2434.63806685449	1370.58814113339	3881.60129959021
Bacteria	Firmicutes	Clostridia	Clostridiales	Vallitaleaceae	327.336727107931	441.356648920142	249.190279152537	478.705874214041	629.857075374345	749.467582913299	191.348295508439	184.490208505802	178.259399785184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	58.6039693276387	61.2711626375443	49.6498011427078	142.426579877151	142.667906161389	148.985999270461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	3038.79209822137	3697.43318302316	2175.73688398524	6469.46592322507	8419.5601976808	8501.95171158237	4295.3478168351	4558.14966291939	3325.47176299962	14649.3249430464	10809.8006277709	10403.5919128298	7391.89302685557	16330.4436538807	9235.95771718377	2788.53622073375	8458.20326420335	6773.29794787951	369.266613737975	258.030251159337	195.163757296059	1166.38196097759	522.452884172453	621.359444181542	510.425020706972	276.347790624018	816.622861005866
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	5353.0743221738	6630.00986833646	4800.94299544928	8921.57985461004	11683.7817189403	13593.4815642428	3382.55827413236	2881.98862113102	3383.61798696788	26193.7546331789	16123.7035517855	22988.1035032254	19227.6363415195	32056.629498269	26731.0128802851	16217.9507234238	39398.244366323	46871.0649099709	30035.9983402639	19565.2478237164	20958.5659601744	72670.1284892105	24230.5716428331	43142.7413659389	19622.1435035729	10687.8271624446	33034.2472829026
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	12275.2488005817	16077.6540795016	10008.9752767017	23472.9642907937	31975.6693871261	36961.7916921432	8347.61974307467	7870.31627293873	9074.11256376367	44872.2413329995	28759.7532631928	37481.2817252819	34358.2937967427	57577.1302908691	46468.5754754115	28097.2098554746	67426.3546460979	78826.3415795604	294.078484162865	105.09061218476	225.188667129993	312.085576338396	231.169947436743	189.155084966989	186.166507975698	69.0866474700808	282.136048043729
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	0	0	0	64.2573561262838	72.5310023256017	83.3806673002018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.2568525426555	0	61.5877901976148	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	2671.26204643751	2756.52099573184	2343.20719509133	2695.97811922059	4046.46059180268	4533.41918243011	1767.10317199026	853.699193239438	1738.90803057091	1826.42320615344	1227.47699761566	1349.51098966724	1995.63943394128	2935.04618202567	1305.60793529586	937.954006899208	3617.01616640636	2861.79394314948	1332.08847092383	810.758333352049	1501.33088899346	1939.55630606741	1322.40870501682	1137.61758075669	1114.02548074701	630.786837915265	1578.39228463461
Bacteria	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	66.9170628437256	48.1119682811575	0	104.952942509123	174.170373654777	136.618095981912	62.2952747500293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.2786297729554	0	0	0	0	0
Bacteria	Firmicutes	unassigned	unassigned	unassigned	75.0904627741625	65.7484024218996	71.5548339105972	102.07295041124	155.967898747732	143.964877221026	0	0	48.1048188158967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	162.195384414508	87.079750064211	78.1049155613339	63.0464325784502	96.0572326405618	129.068353333748	57.1102494245639	0	51.1113699906803	16828.6905318228	10850.6923657887	14350.067279019	5367.7946363724	10466.0899468845	8178.59014437627	3454.26413428499	8179.57954415955	8760.81159512254	171.098043372474	72.06213406955	126.105653592796	192.054408739813	111.081663054049	99.0509506898724	111.099358092458	39.0489746570022	141.068024021864
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	unassigned	333.7368759568	312.151617934272	248.338415623817	283.413457422076	392.658682252458	451.421761183494	132.255314456885	171.331264427997	122.105868471689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	38.7117823250739	66.1948823447141	43.0530001242364	70.8388508464172	69.6167498302459	94.8675482756275	0	0	37.2413438521971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	64.0975065062672	86.6565450161013	0	70.8922008254579	79.4524933635519	130.116909901914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	242.070979654765	262.995775178044	205.824060743639	172.406574912137	301.048538777836	373.614483209324	90.1740780387851	93.1801613555772	99.2161888054383	105.126446691172	54.0874121091098	120.213343232038	0	97.697998490625	92.2762570734351	60.1251024993731	177.514950089303	180.627596453128	0	0	0	48.8678277018498	0	51.026189005182	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.2337008404223	37.922218830904	54.8731325373917	55.510646626551	0	44.4904305732686	0	0	35.3109358495399
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457.759927149387	375.890283361553	437.358625251417	707.693819821801	375.34442883356	597.047637288996	179.029009977109	95.0044396799696	360.768370279436
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.101265830322	152.995156449448	220.864908510161	387.637118327502	159.996546246084	312.575228720232	124.012318977448	0	134.091944239402
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	78.0940735107156	96.0889201808077	60.0807042779528	72.0513169361219	117.069762424843	99.0524572096209	0	0	0	0	0	0	0	0	0	0	71.7295651731777	71.0091654996949	264.488468260811	241.686249517269	230.097713870593	456.409783022378	207.404357235565	360.024866336163	0	0	215.485436998751
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	0	0	0	0	99.0465589997434	93.7555415397126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	0	0	0	0	0	0	0	0	0	57.094389545816	0	0	0	0	0	0	87.0808939123617	62.5029239572173	0	0	0	0	0	0	0	0	0
