superkingdom	phylum	class	order	family	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	207.450228079615	250.896756817857	202.724728346411	270.066857430996	213.865545850548	164.916826901817	0	0	0	198.375615652523	99.1899335775535	84.1584069906878	144.263025555233	184.601052333025	169.12628207455	120.254129012785	321.315170290257	469.738206597643	720.86549276357	492.511221646731	625.991061356168	1149.15902800197	465.283226536392	945.818131661391	207.415181199982	193.357219325585	430.540036926088
Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.5332991502825	56.1650622948377	46.167930686755	90.5156736947197	55.9006342765675	96.2550449898253	0	0	57.398124068195
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	141.170055961678	216.198000157775	147.197725480975	189.134706956907	192.114465281124	264.453237745294	81.1566702349066	84.1627263856827	87.1899841017488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	1243.49794014199	1807.64968789567	1009.35583186955	715.589219583189	1029.61346223352	1143.6056424245	1415.73302520893	1040.01083319451	998.174990406228	4107.93870513561	2605.71487667328	3389.14467402986	7838.17027707125	13399.8964870176	10835.8014159711	4596.66408280477	11456.3181337215	13191.2208891678	2002.14732825873	1411.21679219535	1657.38859007675	2496.68457119216	795.584884037691	1482.76227456351	2645.36579674237	1528.9175461857	5477.6413582958
Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	unassigned	0	0	48.7997191747369	73.2455351154346	93.621636726892	85.8862564916718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	0	95.8913686991435	0	163.020262964466	136.741634110922	184.213520224986	43.3003893969229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	327.394385102615	491.096408046828	234.314746684002	114.081251815277	153.091214520895	159.084284723848	192.371366482741	222.430062590733	150.327558796119	0	0	0	0	69.0731720100421	0	0	57.0559685671482	78.0874533676314	426.244248401598	360.31067034775	549.460347797184	216.059848402317	57.0419350817938	153.078695707391	186.166491938714	195.244873285011	606.292358562056
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	0	0	0	0	0	0	0	0	0	201.50923928499	171.280042166249	141.367814939895	106.340608294415	261.644175906872	177.261866454719	147.444172516501	319.260681741387	243.046272865132	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	0	0	0	0	0	0	0	0	0	1694.80359533207	1298.34928111056	1003.82478541384	450.821954860102	1099.01251381602	570.879166232764	147.309705734929	423.41534568252	348.390161625782	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	991.292770535753	2056.89473888354	826.117608118025	1126.0696055449	1690.01486459522	1917.98257905407	781.881785997414	243.48522177962	604.324990337895	2623.38127911399	1619.91999520269	1855.46092887286	979.786648401236	1640.32289341579	704.324199358539	390.815708118703	1636.50687167865	1444.25714086795	785.973750156019	480.414294618356	948.913932155433	1146.18620987189	840.592546223118	648.403163296528	636.548501012449	408.512359471646	946.905502015596
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	0	0	0	93.0663027279024	141.084060440825	168.089018295114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	39.0712360878755	60.0636278348192	51.0786570689015	0	90.0883714218129	60.0672718212549	0	0	54.0452801111984	66.0181026763334	60.2397899665782	54.0277749555499	0	33.0414400943865	60.0289463922828
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	248.697535568353	221.561665749258	169.005106770611	225.254045307102	367.46108817353	402.976457105124	63.1528249260889	111.210305878939	111.904286414089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	251.823738963964	293.331512330286	162.217901550463	557.084715530619	696.395769703007	675.319466877542	274.429661172093	279.53730527159	177.096689692344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	0	0	0	0	0	0	0	0	0	339.561692722011	193.348238573539	234.426419373127	123.225336238585	255.426395126915	156.240601334169	54.1136226508956	159.156122854089	177.211987429239	0	0	0	0	0	0	0	0	0
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	0	82.556613379039	0	102.264917673691	240.108470629104	191.755421150137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	2718.27448181529	3209.93975236695	2160.03358363429	1158.8249943431	1639.01639285318	1551.82182961823	1445.79105122185	1199.31885099598	1229.67943096636	0	0	0	33.0602766897408	0	0	0	45.0441857109064	0	0	0	30.0251556173325	30.0082284892425	0	36.0185166370333	36.0375734777106	0	30.0144731961414
