superkingdom	phylum	class	order	family	genus	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Aminipila	231.178737597916	345.915901757741	245.766542175698	446.280295332538	553.19079836842	511.155334959776	151.878773040457	167.51469632803	153.877970879083	1991.60652694005	1525.51427455038	1526.24165518017	1742.64857331218	3677.25004995395	2065.92334842267	1401.77116334183	3963.85705293915	3507.73671512414	66.4600367748513	51.9531937804806	60.705360379941	138.590267146807	97.5198277718912	88.1540089477797	62.5108580754601	0	77.9471229457021
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Anaerovorax	254.24175819032	397.328206123412	188.089046612678	344.340487970453	460.825505041038	459.183479155802	184.605755237798	148.804099433903	160.43166097414	0	0	0	0	0	0	0	0	0	75.2520062356588	65.0610757963703	0	106.053887236285	57.3054894438607	56.1548090894875	0	0	81.9619414100441
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Casaltella	50.9670643450362	89.1025886045717	0	75.5059978366763	93.7952349808458	66.3705236730743	0	0	0	0	0	0	0	47.025772409226	43.7199697478972	0	45.4561523041223	0	258.750748603104	240.23960383258	251.112205591778	580.088402619524	305.664794624628	375.447744172419	204.555555607268	138.730800605674	306.183006350634
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Emergencia	615.84777535009	849.394121292845	629.38633913853	770.086981019502	1052.43248651223	1046.25598249814	474.742283845537	395.714417473653	393.435959191246	8939.6056416624	6187.00797553845	6646.54063753181	7469.02431871155	14291.7481361049	9129.16163004338	6078.68236964168	16635.1368900325	15218.0696408963	652.849588294613	648.180388347435	520.371093790197	1320.64867806921	692.965873966858	795.48626161197	492.275736465389	406.769857224351	702.716028842759
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Ihubacter	1063.61789076501	1315.07922663014	721.341317374484	1473.27023806511	1736.1428313074	1939.13808412775	589.375752293715	488.546471981343	625.747939725624	1975.16709284505	1378.1569839208	1358.33856669078	1539.72814899939	3095.00175905957	1855.25357137313	1270.99086818528	3573.73855800239	3305.47345213436	534.856714732406	526.711591512853	444.160184467548	888.161110565768	542.409366673095	587.123124203691	305.797102784634	281.922557272738	584.672025959501
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	missing	105.028450426292	69.7495738438751	87.1371717404613	53.7138935103275	76.6111480996883	158.430195860862	75.6423151771442	0	65.195417176374	19563.6760905144	14245.9311753374	15698.6808883906	17344.1849278282	33174.16117854	20329.7278205821	13284.0119220206	36850.7046755512	33773.4353212687	62.9221667805585	0	89.8253617905429	120.97377956981	55.8214093063279	68.983099685665	83.6872502075512	43.7994482166187	71.1471897738929
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	unassigned	0	35.8179697846585	0	53.1159032612338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitalea	0	0	0	0	0	39.1073803835872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibaculum	81.7316297042781	128.219341961415	54.0696683519693	90.264456032769	150.894635746123	190.571126351055	84.2651069277681	39.9911012621285	67.309319060765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	33.0398355132983	0	0	42.0299603033439	0	0	0	0	0	0	0	0	0	66.0699906183011	0	0	90.0883714218129	60.0672718212549	60.0344011833236	0	30.0251556173324	81.0222169209546	33.0242616312218	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	19878.1885323945	27319.5468171616	16784.0180578094	32512.2584325857	44459.5084834839	45672.6110909222	12160.0794425173	12494.5241213243	12776.936361569	51.0845055428015	87.1599199220217	30.0546691504009	48.1520373886175	221.283752057708	30.0462688964495	0	250.892454264243	210.860488978356	8138.94271624282	6119.35392845843	5024.31843782526	20926.9812121352	7949.35389024383	10696.6270988377	5555.38941764604	3533.23987439787	7898.41777127392
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Intestinibacillus	153.438199910575	179.817342319065	114.421338125971	242.725810125021	352.940498314392	340.397552493255	76.8681910235446	73.8222200590563	106.093949902488	0	0	42.103298306098	0	51.8183977796469	0	0	36.427914931155	47.3845402665079	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Rhabdanaerobium	0	0	0	0	62.8572201469268	52.9871403238399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter	62.7950667721233	82.9492838082177	63.5740718649967	108.043856808043	143.003038742483	198.058848951306	41.4362964008772	45.447472033003	74.7804729520756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Anaerobacterium	104.668762309817	147.156715145004	84.0359050026583	165.960910935738	226.029326362385	226.978725356884	61.1783977049947	0	67.319968165138	46.4880734195771	38.7619210442566	0	40.225203657709	67.8608371790912	36.0084032825718	0	76.4325670369719	69.5235921172974	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ercella	126.785741956459	188.06968575693	122.026311218171	199.985040111555	314.851455058671	393.736983539443	70.5865773615496	94.649334447508	110.455247973032	0	0	0	33.0686473899181	43.1630358715986	0	30.1247435089359	70.4724860012979	55.8895682263278	0	0	0	82.0299407365384	0	0	0	0	54.9498762330758
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	6193.09785880373	8496.88491140943	5354.04940542271	9824.28004588458	12805.1827695086	13919.9162161405	3579.46952710646	3829.46395583476	4105.68819604232	439.927252547985	345.153750002074	361.157339154192	398.332747543247	731.986369332769	545.374996405767	336.766326586095	910.345176528226	925.52075741763	2125.03018139592	1191.2590718952	1343.18843846954	4984.23479555099	1755.82060956104	2583.118804376	1442.36092052565	743.295279281495	1950.34673286213
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	0	0	0	45.2797958402416	42.0629164077985	44.4596308718325	0	0	0	51.1753256344999	0	69.7411501551383	42.8850647869535	58.6191255188094	50.5181366555657	0	101.487747258885	45.2563737711535	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudoclostridium	4389.1722920864	5899.82783212945	3603.00129713253	6010.47093120129	7981.03843616842	8536.92636098476	2804.71080395936	2623.93740331913	3061.6439493221	722.364819336879	532.168342573993	597.806705955435	806.925748676171	1412.09124908632	1081.73907455556	710.757121597507	1622.12773592299	1491.30825710645	0	0	0	77.2335055995025	0	45.4491806967246	0	0	48.0360229097373
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	882.170022500253	1080.42867564357	606.251814894699	1405.4378876906	1802.26264002172	1705.57143111288	454.735956313154	466.380381944906	540.012523990061	401.028498423418	249.522552521812	366.051309127615	316.847777603175	466.928271275183	337.526981436108	307.292202076889	696.100125100821	585.097980930986	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Saccharofermentans	51.1145337125742	95.3258023019914	40.8325393545467	67.1027875545955	82.934697226185	114.711370213327	44.0301746109764	0	39.9070166838356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Thermoclostridium	56.8115402863162	88.8478101197717	39.9464250960261	91.0398970105395	112.228712286404	196.770623965099	45.0947766701003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	unassigned	0	35.7552293770788	0	44.7943127424016	78.0196660058394	99.0410009066295	67.2907491045816	0	0	0	0	0	0	0	0	0	0	0	229.96925243969	179.329431567562	199.567283527824	426.086703920664	212.414597847952	268.836180250863	93.4367940589814	112.018057783006	152.863390583202
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Abyssivirga	118.999035361189	135.798159922257	111.678075585645	129.545236590672	220.382273616476	197.474473101755	79.704467143371	74.0351076389349	73.3600318243078	0	0	0	0	0	0	0	60.8853809050629	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	110.003526686624	158.386709346494	95.9832607029958	83.6811992053621	130.063812941387	156.40503493276	67.0109303377364	111.221327505684	75.9905228248661	0	0	0	0	35.5984668550837	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobium	501.107007327863	497.972721030021	371.832903424366	670.047718673637	813.429233238611	939.455344049049	288.627678203105	268.655725154761	348.985279509496	80.1006924602246	57.8936863676261	67.2434698246135	59.8755366256519	90.572826959084	72.3685219349968	51.0458745862596	100.604903147641	93.8875515515826	0	34.6933299134155	0	56.8305608661527	42.8781205222441	42.6342135982369	0	0	33.9626899104034
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum	15539.4863807243	20024.6327394407	13219.6060462516	21809.5318661934	29237.1594339308	32769.843376802	11279.939238254	10871.2529318951	11782.8522954836	1098.53151908252	765.505347019564	891.841644548901	1227.67358735566	2257.78453540373	1406.6232875421	916.662507992894	2291.76314628235	2378.17799297474	39662.0384363999	30529.5596062612	24097.2908465369	76194.1207789742	30810.4424464735	39796.1968964643	32172.3381158131	20320.3144484353	46962.8285074698
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	624.411800764717	755.00962813852	471.435456020161	576.431170776633	788.575885331598	761.466846921596	464.587843017226	449.887123096981	431.528475209997	130.795223920947	83.5811244195345	77.7776790253374	109.837604336281	219.981527147344	136.603731915578	87.7254794453289	308.04009320542	267.735896802555	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	28613.8717765108	36361.3739838804	23369.8372365825	42580.9831713147	55874.565398762	61869.7285565271	17396.8735466204	16968.1864495642	17878.4031521795	66.2217202459404	72.1588456666726	69.763525974234	93.5436591792085	127.878796314846	56.1711665060444	31.6352765875033	157.403343791268	134.648955700389	19217.4526904356	16121.6782614218	11929.4788908429	43340.3502225013	20156.5005502892	23559.9836710257	12942.123301826	9907.93215810721	19242.4962144341
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotaenia	384.339851548661	580.288658013384	303.753953495192	525.807424855476	773.372591094231	809.835870350182	289.107127869666	359.620739796537	276.302034481028	473.61307688484	309.731283626372	436.981185378604	509.612738741314	861.302720788276	559.883233400376	401.472786267864	996.083501210015	933.111824292411	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	1428.14885602437	1780.87244567692	1120.24486820757	2239.47808893533	3315.10445187155	3252.46247057646	871.22538871718	903.372949899931	914.879969631399	3798.19780777792	2224.58276572209	2985.84398009713	3213.28483712726	5512.74870739749	3844.47823587604	2588.44972108093	6471.80825672917	6788.51935559111	7082.16746742379	5040.66682885127	4854.11677381254	17276.5128483193	6205.44042246232	9984.35799211155	5176.24371676543	3022.90785642766	8763.52695939363
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Bariatricus	405.233615909045	490.465358987625	298.905198791812	570.426052555553	797.58973674496	855.714684375147	233.212337281875	222.470457550794	268.459800753623	208.203653934663	168.197117167183	127.806022053177	240.007935773657	480.147133668767	273.311433936876	182.845677111362	465.165460609503	462.821918725572	74.0500842334754	71.2744112519271	55.2513135063461	136.264332478199	49.3780909933602	121.062993044526	46.3800161748884	33.6845577448089	94.4920764698077
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	142140.825916149	187128.657054473	117179.069580184	216579.401496016	293877.486732987	317791.101921897	86500.2988167601	86310.3793188777	90444.7074494247	197903.408018194	145700.882868562	140927.414410532	164289.573724213	328799.483224476	186451.622093342	136779.190231491	386048.997676651	311679.941975593	531158.323952946	366206.734032358	322496.535656693	1149631.22247196	434874.311667521	591874.354378536	354077.819015657	215738.253418382	499436.314564641
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	910.076443270188	1018.81301101332	663.844189839584	1255.1326560575	1727.99417848197	1822.39323574138	680.929922215639	621.826190505429	668.525510416375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Caecibacterium	248.217343983477	268.293526833125	187.722098278604	290.288593184918	367.185754434513	426.716194348524	122.062469690332	146.516290940819	153.7236065269	97.0376124472691	76.6033268873475	52.829444350141	73.7579367165471	135.989698004543	80.3768840415491	94.1132114563367	201.747841994377	134.707013619028	140.502216362173	70.0286030401992	73.2234346505272	225.538485115835	111.695509800523	102.105190844768	48.0701539826308	51.0955479064527	104.514323455565
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	45.6678692602896	37.6367355042466	0	0	0	0	0	39.1061011123136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	9792.60854860987	13165.4865617794	8010.90565217504	14812.8643519056	19191.1996625013	20984.2912244275	5821.06429158801	5991.50148241979	6200.13945158118	1238.82462707371	997.74339989359	1016.06744832096	865.874785804983	2288.52336275747	1026.31930586277	885.618347191289	2339.32125468921	1740.82051525277	99.9783883010136	84.2162323256477	134.498877498046	311.567751550939	180.497133955469	150.365953939832	125.340861971911	58.6700825318099	109.691153329131
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	18025.6052188692	22940.2724993045	14532.0554226941	10590.2291502827	13180.9160727359	14766.7691581764	12385.8316488086	12693.7646435036	13508.0794083913	196.618752563657	123.6079660958	141.283846409769	151.086580086935	369.148463546536	186.513200511914	140.257539474279	491.83223669143	274.182781976065	639.088635080743	454.583140138019	469.561342503118	1455.4978172846	667.377231418673	829.08134346809	394.205058906774	295.558126584051	707.896924285923
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	20043.9584005688	26312.258278448	16202.4984910221	29339.4502895651	40446.7856674157	42645.3683139218	11638.901829203	11539.414754856	12080.1083841809	181.366518538419	105.550879055047	84.2653143658746	141.297307608004	216.270560009155	101.870047946023	33.0695398454518	274.553005309827	239.634776767742	36945.5313468672	31427.3140470129	22453.5885327545	83671.5080753873	39747.3364509178	45259.494433957	24332.2454733936	18561.768581225	36238.9936735567
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	3560.09111624555	4299.22832167483	2809.15809873714	4858.94499236938	6297.01575816558	6848.55492533334	2075.05387957123	1977.9532302305	2199.89616572497	3456.21193751234	2392.49188480973	2742.39345855991	2711.01910556426	4807.80025409234	3365.16906531602	2182.50422386275	5685.04984179678	5406.75465490662	2652.59741023475	1840.57823913507	1721.39366599861	6159.64161771817	2262.33461419211	3182.82168781784	1734.83411277827	984.836271400303	2655.23323778127
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	7366.32466442788	9654.95840888546	5812.98654221951	11887.0648226852	14765.4692710643	16975.6658811613	4529.00160865	4245.36316886049	4325.16098766814	3531.76480431086	2232.05087070131	2834.49413783899	3138.6382270154	5398.54910517099	4258.63513397462	2533.65383901611	6263.85297905418	6821.8037143147	13463.7735986687	8034.88897611222	8033.52718710484	30209.1408053113	10916.7192011922	16903.0650264793	9386.48480005329	4845.9120179823	13917.0634396024
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Extibacter	0	0	0	33.3362677675208	46.8305126528161	48.7438503041463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	7756.84966982607	10198.2022935285	6078.30496726885	10895.1875369402	14762.6704295782	16097.636534138	4768.34714341059	4705.09263692857	4781.65074923863	5388.27939219095	4133.83852659813	4248.04253042423	5341.29777461324	10171.4975300102	6622.112920695	4302.07349672685	11413.6105941214	10543.3366069739	4215.05424052768	2888.48245421521	2653.41429004326	9636.71292300068	3417.85000161405	5428.52485299941	2823.64417522733	1798.58414524787	4305.09268101826
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalimonas	6310.54173119655	8063.31488391866	4891.00784632508	9449.09342641484	12960.9508348505	13508.276645617	3715.09399919701	3760.92152894796	3881.54535374991	19625.8742410703	14411.4726598335	13723.5249404284	16962.0456340611	34027.0744573516	18968.6034055415	14181.0655556189	39800.9123149601	31342.8716557566	763.980030506829	447.336874006458	424.131137491617	1858.20424127966	644.39859394652	903.621860926771	452.452523099416	236.412276886268	592.743982212907
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Frisingicoccus	3480.30176866168	4496.54496889908	2850.90760866424	5397.51742774566	7174.71570949961	7801.63343608818	2359.23307184036	2335.58886660222	2513.14868074213	4356.16321999858	3186.78095798136	3421.84943678793	3598.90430625989	7004.79298815248	4536.3548018266	3230.61367684066	8169.9717431041	7478.54798943648	747.971797091107	586.895474653573	505.577556372179	1639.14722474719	788.076853427325	921.4512509618	473.485113049888	359.55482743878	741.442291149684
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	43493.7427768089	54776.0028303161	35161.0842941808	65650.0617573539	86221.5216469048	94190.3256188927	25257.4833342953	25125.8582975779	25505.2666586571	117.976219855888	107.957502688059	71.7817347011054	147.8901638872	182.580280630534	67.2933208286306	44.1162385061527	241.214264539758	172.672258588037	18551.093303295	12632.8737658191	11214.1648113787	43008.4517523295	15638.5237929499	21979.6028902376	12095.857932091	7425.5340744448	17339.4202741829
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Herbinix	0	0	0	0	30.9168711130343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hespellia	124.01414203204	211.333868553058	117.437015053322	193.384580928887	258.546427616744	374.804543594376	96.3062892911465	74.2655556596258	96.1106893896604	0	0	0	0	0	0	0	0	0	64.3620359739186	75.3225435079074	45.6207208300554	169.664674445159	95.3795647429075	78.6042482827415	46.8892210067383	35.3271336199926	66.229907231777
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	1170.3878375373	1605.17394522568	937.020897268987	2192.73367844435	2756.63210368503	2743.75732981209	938.704021240582	895.220192992456	836.527841557628	35.0919903430021	0	0	0	0	34.6984388143943	0	51.8269401562497	46.0762392180381	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	185.990616576373	267.730758254132	192.558598683103	320.895417624727	475.526991167974	551.037584513287	200.586403623516	96.6319988139824	160.846284732784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	3736.72918998346	4779.95409988725	3022.81622026163	4541.63250448281	6146.83934053773	6566.21918628404	2229.73106147003	2227.54546391815	2505.36337836431	1341.50880232165	751.40583364368	995.502874158696	1030.72265998696	1911.44509969535	1342.02347910064	860.011144440492	2158.35692186077	2211.26686867452	12514.9880450735	8199.43458186217	8142.90120778218	29487.940605999	10163.3914869957	15602.223056258	8907.83986841549	4573.63016561469	13239.2617790963
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	26341.3259804128	35080.7874529376	22439.115960423	42344.0088861321	57751.5850546357	61016.5709987459	19214.1404710047	19552.4364233399	19554.4034238663	8927.22621086603	5995.9281169164	6925.61252872691	7478.79740319505	13347.3710808511	9442.55313970526	5765.82871144594	14433.8693892774	14437.0665487701	3548.49889283602	1984.50334149308	1846.33590768073	9145.56541760331	2992.96496506992	4209.64804404021	2707.23553580909	1412.5815098255	3602.8022150061
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnotalea	0	82.2240804324299	0	33.9844551816042	80.7773329158384	113.652828116687	0	0	0	0	0	0	0	32.4894675053669	37.4140822840755	0	38.1795021445454	38.7860431189138	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	11069.4621399817	13669.1866783983	8943.88258758861	15123.6140685355	19556.0626916867	21195.0925994402	7066.94821582277	6291.15023623262	6607.28525847691	4222.54534409701	2680.42310796003	3236.08121243542	3584.77935485766	6303.99633861673	4617.48617461661	2942.2726134511	7212.03033234243	7868.57597805422	11805.3536199767	7509.92080248393	7631.5383952236	25290.3054159839	8328.96936928939	13178.1341318007	8087.54487996812	4351.42804713058	11837.7740289999
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	511.257875126333	585.455150763484	392.592315492435	684.693381016958	904.626158415715	992.39100395656	305.133184185484	328.690309974699	345.94634175259	0	0	0	0	48.6798071061965	0	49.4317353175871	0	56.895547515261	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	44347.5673890651	56318.9423736618	36617.8415380779	48953.7571947019	63791.0999039929	69338.3555324388	27865.4272960879	27627.1051879987	29409.5593806546	28096.1829848947	20631.0393704016	20866.8005561632	23178.2662127833	46134.1093154056	26905.9784532904	18598.6817035444	54037.7286103859	45103.3209250593	37205.7427196677	28678.6035188632	23016.7465944413	83843.2812411547	35410.306992513	44033.1097381815	25227.0942838786	17346.3490926885	35719.1489138513
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Merdimonas	0	31.1422096342018	0	0	0	39.1733837827885	0	0	0	451.593613310806	440.736913443019	377.026243086482	394.377905186354	800.800166610795	397.78078772024	360.299079865079	947.47752921317	782.171776102291	0	33.8077009479326	0	39.9627127052797	31.0138005948453	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	missing	67171.1952977315	87316.8432029416	54581.5299359616	103228.4027487	136347.258266969	146446.156637021	41595.5350910891	41907.4291373535	41928.4235020049	5796.51526738189	3784.09543039499	4896.23293849898	5201.98191492626	9053.34546226985	6941.10275376295	4071.80829419414	10424.125165196	11149.4467752595	10552.1183619043	6530.07521734431	6460.67949629963	25900.9499937286	8632.80228064191	15974.327674793	8966.19632633545	4392.62252412988	13966.2811434079
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilisporobacter	0	0	0	0	33.6075704081333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea	187.897151210272	311.681667431095	171.448153389095	260.355764929336	323.02552978241	338.326686228288	172.038099341195	175.393183427026	158.593089560144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Muricomes	0	0	0	0	0	0	0	0	0	41.5147182332824	32.6440879719401	0	0	86.1034343818948	47.4393452569151	0	71.4144966011431	60.6802663023528	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Murimonas	1651.63277412975	2111.85756115313	1257.74181032483	2429.07409355831	3283.48779091802	3566.90294596996	1039.38357655989	981.831831933206	1032.37648172465	0	0	0	0	0	0	0	42.3453857564063	0	604.776879040507	464.81810473449	340.867321214904	1221.71052543376	543.970051480519	592.04880106098	373.087276770145	221.785555712064	576.926604949681
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	157.733195850387	142.14753731498	107.227236414412	0	0	69.3705447592312	50.0197361155852	60.1399105577458	98.3680799791022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	525.063792392693	767.591641963637	422.106397802293	307.318540200643	361.857993231533	370.743343665942	375.179471784086	455.665789490855	437.396975448741	0	0	0	0	0	0	0	0	0	1081.70060251335	451.711746565585	321.197397226374	2267.17374052991	492.685352314519	663.413613001356	774.743764545624	307.73748277696	505.348438533367
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella	458.229899074673	533.596286279479	335.39873942347	627.179933717897	838.846297857493	1006.00466418671	173.604941554166	320.979803576522	288.23293998143	1492.26111976036	1005.47251521054	879.371070024751	1313.30780124288	2332.870316602	1328.02383647121	1078.06569075566	2713.99261848667	2205.55824942334	200.165095455485	99.5832235395864	149.40460067129	441.484836071575	211.939704455324	233.764282999038	153.717106882316	116.215253795519	222.87430072797
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	49565.0998000178	62853.3483415115	40687.0852050521	70130.945375007	92872.3173697869	100480.338079447	30542.118716756	30339.3296975593	30350.891809115	4296.55146064821	2806.40803879519	3170.0399880604	3818.65368598592	6513.10629792947	4198.10391426135	2788.49321553419	7861.66383134264	7051.93973838421	8114.67738267472	5767.24756208556	5238.79858568161	19361.6840300395	7230.9452627484	9545.30119525872	5243.14585181944	3309.95285222752	7529.47831657288
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	0	0	0	0	0	0	0	0	0	94.7339502398048	98.6985445650907	80.8081042048064	71.1567085038297	124.996136139287	75.2709465941223	48.6511205188866	153.569186660272	74.0488174648311	148.601903157366	119.781837723367	102.27690196635	409.661485632711	202.232241440643	187.44258372379	127.668335822656	66.4272367308584	119.348216479066
