sample_1	sample_2	distance	host	platform	Vregion	workflow	method	db	DNA_isolation_method	sample_nr	sample_name	library
996	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_Q_3	0.981287349102698	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
997	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V2_EMU_EMUdb_Z_1	0.886910163339383	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
998	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V3_V4_EMU_EMUdb_MN_1	0.922963578661025	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
999	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V2_EMU_EMUdb_MN_1	0.917338499677104	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1000	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V2_EMU_EMUdb_I_1	0.908596951696827	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1001	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_Z_1	0.907149628299157	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1002	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_ONT_V1_V9_EMU_EMUdb_Z_4	0.996279570591157	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1003	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	0	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1004	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_ONT_V1_V9_EMU_EMUdb_Z_3	0.996143793238079	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1005	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_MN_4	0.993355704493433	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1006	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V3_V4_EMU_EMUdb_MN_3	0.915348315073904	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1007	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_MN_3	0.839916387231634	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1008	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_Z_2	0.836158946291105	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1009	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_MN_3	0.795018374846876	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1010	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_Z_2	0.885126234906696	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1011	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V3_V4_EMU_EMUdb_Z_2	0.915792621707645	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1012	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_Z_4	0.821546853691798	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1013	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V3_V4_EMU_EMUdb_I_1	0.925617892205609	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1014	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_ONT_V1_V9_EMU_EMUdb_I_1	0.991623181597007	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1015	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_Q_2	0.98847692183512	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1016	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_Z_3	0.813555808892113	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1017	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V3_V4_EMU_EMUdb_MN_4	0.887486913879553	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1018	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_Q_4	0.966207203201423	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1019	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_Z_3	0.97231009090382	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1020	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V2_EMU_EMUdb_I_2	0.872475168322112	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1021	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_Q_1	0.987096774193548	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1022	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_Z_1	0.909686256045884	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1023	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_I_1	0.858419982350458	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1024	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_MN_4	0.934681398096032	Toti	Illumina	V1_V3	EMU	NA	EMUdb	I	4	I4	V1_V3_Illumina
1025	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_Z_3	0.843309601242272	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1026	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_Z_1	0.874324659498981	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1027	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_Z_2	0.884082549706791	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1028	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_Z_3	0.864136736627669	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1029	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_MN_4	0.860275203135846	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1030	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_MN_4	0.339181697137169	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1031	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_MN_2	0.938184793702034	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1032	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_I_4	0.45589489104374	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1033	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_I_3	0.852521929824561	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1034	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_I_3	0.306429704255184	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1035	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_MN_2	0.803918438192082	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1036	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_I_3	0.875595181308055	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1037	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_Q_3	0.881731450080125	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1038	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_MN_1	0.979718840879571	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1039	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_MN_1	0.810955961331901	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1040	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_I_2	0.819542676607673	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1041	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_Z_1	0.876283878653789	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1042	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	0	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1043	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_MN_3	0.383627946374148	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1044	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_MN_3	0.794818293189326	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1045	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_Z_4	0.810847484150467	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1046	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_I_3	0.534901331653432	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1047	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_MN_3	0.826465810692265	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1048	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_MN_3	0.910939085507163	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1049	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_MN_2	0.530942565351822	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1050	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_Z_2	0.681684484245147	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1051	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_Z_1	0.601699156289108	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1052	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_Z_2	0.855956599691922	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1053	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_I_4	0.852295076003193	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1054	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_I_1	0.440513133808302	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1055	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_Z_1	0.872228519222929	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1056	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_Z_4	0.975649261264568	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1057	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_I_4	0.849311404982018	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1058	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	0.989961987729778	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1059	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_Z_4	0.828823055136342	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1060	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_Z_3	0.643727831942564	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1061	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_Z_3	0.930018383297334	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1062	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_I_2	0.854410274608054	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1063	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_I_1	0.832810893869549	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1064	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_I_2	0.88508550523241	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1065	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_MN_2	0.865407966733743	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1066	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_MN_1	0.819938958089313	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1067	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_MN_4	0.867502781430161	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1068	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_I_1	0.895958666883777	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1069	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_Z_1	0.838494518192361	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1070	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_Z_4	0.605777034521142	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1071	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_MN_4	0.257044808513424	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1072	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_I_4	0.828821297938608	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1073	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_MN_4	0.781197847537323	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1074	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_Z_3	0.577886401234648	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1075	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_I_2	0.916894399985757	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1076	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_I_1	0.796671490593343	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1077	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_I_3	0.931877024467334	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1078	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_I_2	0.912378608974886	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1079	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_Z_4	0.922338574766719	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1080	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_Q_1	0.884839582691563	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1081	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_I_1	0.247086143630462	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1082	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_Q_2	0.869874439803471	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1083	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_Z_2	0.854299734742304	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1084	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_Z_2	0.915464530324	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1085	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_Q_4	0.999698123722831	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1086	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	0.334233637770694	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1087	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_MN_1	0.965332652419145	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1088	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_MN_3	0.998774487048556	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	1	MN1	V1_V3_Illumina
1089	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_I_4	0.787697606337179	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1090	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_I_2	0.876980411051827	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1091	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_MN_2	0.703307458548466	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1092	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_I_3	0.820614835843262	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1093	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V3_EMU_EMUdb_I_3	0.288713648099594	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1094	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_PacBio_V1_V9_EMU_EMUdb_Z_3	0.884250025853536	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1095	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V3_EMU_EMUdb_Q_3	0.757933099266944	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1096	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_Z_1	0.659150202942948	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1097	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_PacBio_V1_V9_EMU_EMUdb_Z_1	0.774785281123947	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1098	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V3_EMU_EMUdb_Q_1	0.77913771620087	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1099	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V2_EMU_EMUdb_Z_4	0.673881215827525	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1100	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_I_3	0.632891956022492	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1101	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_Z_3	0.655582573141078	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1102	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V2_EMU_EMUdb_Z_3	0.718099973080847	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1103	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_Z_3	0.789841455058581	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1104	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_MN_2	0.627128862390924	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1105	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_MN_3	0.752437733883917	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1106	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_MN_1	0.738549380079765	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1107	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_Z_1	0.797384751319394	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1108	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_I_1	0.537191898386543	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1109	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V2_EMU_EMUdb_I_2	0.809791799900519	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1110	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_I_4	0.540540006325111	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1111	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V2_EMU_EMUdb_I_1	0.732430856042212	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1112	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	0.983105440501599	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
1113	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_Z_4	0.67269462420781	Toti	Illumina	V1_V3	EMU	NA	EMUdb	MN	2	MN2	V1_V3_Illumina
