sample	time_bin	bases
TOTI_INVITRO_LSK114	130	528171
TOTI_INVITRO_LSK114	131	523605
TOTI_INVITRO_LSK114	132	556896
TOTI_INVITRO_LSK114	133	563734
TOTI_INVITRO_LSK114	134	594380
TOTI_INVITRO_LSK114	135	587916
TOTI_INVITRO_LSK114	136	564308
TOTI_INVITRO_LSK114	137	513078
TOTI_INVITRO_LSK114	138	512936
TOTI_INVITRO_LSK114	139	564340
TOTI_INVITRO_LSK114	140	525751
TOTI_INVITRO_LSK114	141	560726
TOTI_INVITRO_LSK114	142	584416
TOTI_INVITRO_LSK114	143	546202
TOTI_INVITRO_LSK114	144	529565
TOTI_INVITRO_LSK114	145	534469
TOTI_INVITRO_LSK114	146	528213
TOTI_INVITRO_LSK114	147	543492
TOTI_INVITRO_LSK114	148	494136
TOTI_INVITRO_LSK114	149	453319
TOTI_INVITRO_LSK114	150	426252
TOTI_INVITRO_LSK114	151	540566
TOTI_INVITRO_LSK114	152	533915
TOTI_INVITRO_LSK114	153	453492
TOTI_INVITRO_LSK114	154	534009
TOTI_INVITRO_LSK114	155	555447
TOTI_INVITRO_LSK114	156	509737
TOTI_INVITRO_LSK114	157	518076
TOTI_INVITRO_LSK114	158	567100
TOTI_INVITRO_LSK114	159	532103
TOTI_INVITRO_LSK114	160	534181
TOTI_INVITRO_LSK114	161	492173
TOTI_INVITRO_LSK114	162	543237
TOTI_INVITRO_LSK114	163	484993
TOTI_INVITRO_LSK114	164	502037
TOTI_INVITRO_LSK114	165	485759
TOTI_INVITRO_LSK114	166	483222
TOTI_INVITRO_LSK114	167	529863
TOTI_INVITRO_LSK114	168	447804
TOTI_INVITRO_LSK114	169	488162
TOTI_INVITRO_LSK114	170	477994
TOTI_INVITRO_LSK114	171	487784
TOTI_INVITRO_LSK114	172	490964
TOTI_INVITRO_LSK114	173	517529
TOTI_INVITRO_LSK114	174	448486
TOTI_INVITRO_LSK114	175	459665
TOTI_INVITRO_LSK114	176	471961
TOTI_INVITRO_LSK114	177	474676
TOTI_INVITRO_LSK114	178	443059
TOTI_INVITRO_LSK114	179	447676
TOTI_INVITRO_LSK114	180	407580
TOTI_INVITRO_LSK114	181	428222
TOTI_INVITRO_LSK114	182	420504
TOTI_INVITRO_LSK114	183	438620
TOTI_INVITRO_LSK114	184	371695
TOTI_INVITRO_LSK114	185	112154
TOTI_INVITRO_LSK114	188	52604
TOTI_INVITRO_LSK114	189	54753
TOTI_INVITRO_LSK114	190	441753
TOTI_INVITRO_LSK114	191	419721
TOTI_INVITRO_LSK114	192	394291
TOTI_INVITRO_LSK114	193	475190
TOTI_INVITRO_LSK114	194	420635
TOTI_INVITRO_LSK114	195	396897
TOTI_INVITRO_LSK114	196	433477
TOTI_INVITRO_LSK114	197	406313
TOTI_INVITRO_LSK114	198	448339
TOTI_INVITRO_LSK114	199	393739
TOTI_INVITRO_LSK114	200	449434
TOTI_INVITRO_LSK114	201	449603
TOTI_INVITRO_LSK114	202	375880
TOTI_INVITRO_LSK114	203	494957
TOTI_INVITRO_LSK114	204	370885
TOTI_INVITRO_LSK114	205	396310
TOTI_INVITRO_LSK114	206	430215
TOTI_INVITRO_LSK114	207	418230
TOTI_INVITRO_LSK114	208	403463
TOTI_INVITRO_LSK114	209	368238
TOTI_INVITRO_LSK114	210	390961
TOTI_INVITRO_LSK114	211	386498
TOTI_INVITRO_LSK114	212	441260
TOTI_INVITRO_LSK114	213	472838
TOTI_INVITRO_LSK114	214	363290
TOTI_INVITRO_LSK114	215	441351
TOTI_INVITRO_LSK114	216	374498
TOTI_INVITRO_LSK114	217	341383
TOTI_INVITRO_LSK114	218	332563
TOTI_INVITRO_LSK114	219	333640
TOTI_INVITRO_LSK114	220	395807
TOTI_INVITRO_LSK114	221	448594
TOTI_INVITRO_LSK114	222	393763
TOTI_INVITRO_LSK114	223	387154
TOTI_INVITRO_LSK114	224	375876
TOTI_INVITRO_LSK114	225	384572
TOTI_INVITRO_LSK114	226	368751
TOTI_INVITRO_LSK114	227	323575
TOTI_INVITRO_LSK114	228	411212
TOTI_INVITRO_LSK114	229	414698
TOTI_INVITRO_LSK114	230	373260
TOTI_INVITRO_LSK114	231	411079
TOTI_INVITRO_LSK114	232	401582
TOTI_INVITRO_LSK114	233	414579
TOTI_INVITRO_LSK114	234	426997
TOTI_INVITRO_LSK114	235	369025
TOTI_INVITRO_LSK114	236	415972
TOTI_INVITRO_LSK114	237	332204
TOTI_INVITRO_LSK114	238	401489
TOTI_INVITRO_LSK114	239	365477
TOTI_INVITRO_LSK114	240	365824
TOTI_INVITRO_LSK114	241	367117
TOTI_INVITRO_LSK114	242	365888
TOTI_INVITRO_LSK114	243	369436
TOTI_INVITRO_LSK114	244	354012
TOTI_INVITRO_LSK114	245	425976
TOTI_INVITRO_LSK114	246	402856
TOTI_INVITRO_LSK114	247	409159
TOTI_INVITRO_LSK114	248	357004
TOTI_INVITRO_LSK114	249	383219
TOTI_INVITRO_LSK114	250	413408
TOTI_INVITRO_LSK114	251	401130
TOTI_INVITRO_LSK114	252	350892
TOTI_INVITRO_LSK114	253	376668
TOTI_INVITRO_LSK114	254	359579
TOTI_INVITRO_LSK114	255	382155
TOTI_INVITRO_LSK114	256	383751
TOTI_INVITRO_LSK114	257	383001
TOTI_INVITRO_LSK114	258	396724
TOTI_INVITRO_LSK114	259	376763
TOTI_INVITRO_LSK114	260	452984
TOTI_INVITRO_LSK114	261	359114
TOTI_INVITRO_LSK114	262	318541
TOTI_INVITRO_LSK114	263	358860
TOTI_INVITRO_LSK114	264	361395
TOTI_INVITRO_LSK114	265	351175
TOTI_INVITRO_LSK114	266	365987
TOTI_INVITRO_LSK114	267	371403
TOTI_INVITRO_LSK114	268	416695
TOTI_INVITRO_LSK114	269	347516
TOTI_INVITRO_LSK114	270	360511
TOTI_INVITRO_LSK114	271	327222
TOTI_INVITRO_LSK114	272	355793
TOTI_INVITRO_LSK114	273	405676
TOTI_INVITRO_LSK114	274	370831
TOTI_INVITRO_LSK114	275	374281
TOTI_INVITRO_LSK114	276	410267
TOTI_INVITRO_LSK114	277	385889
TOTI_INVITRO_LSK114	278	366251
TOTI_INVITRO_LSK114	279	305894
TOTI_INVITRO_LSK114	282	55189
TOTI_INVITRO_LSK114	283	7937
TOTI_INVITRO_LSK114	284	345784
TOTI_INVITRO_LSK114	285	308616
TOTI_INVITRO_LSK114	286	338702
TOTI_INVITRO_LSK114	287	365742
TOTI_INVITRO_LSK114	288	362126
TOTI_INVITRO_LSK114	289	287339
TOTI_INVITRO_LSK114	290	395291
TOTI_INVITRO_LSK114	291	350135
TOTI_INVITRO_LSK114	292	330709
TOTI_INVITRO_LSK114	293	353019
TOTI_INVITRO_LSK114	294	344135
TOTI_INVITRO_LSK114	295	330856
TOTI_INVITRO_LSK114	296	373987
TOTI_INVITRO_LSK114	297	328552
TOTI_INVITRO_LSK114	298	316813
TOTI_INVITRO_LSK114	299	364921
TOTI_INVITRO_LSK114	300	301874
TOTI_INVITRO_LSK114	301	323881
TOTI_INVITRO_LSK114	302	350209
TOTI_INVITRO_LSK114	303	336551
TOTI_INVITRO_LSK114	304	385379
TOTI_INVITRO_LSK114	305	326500
TOTI_INVITRO_LSK114	306	380336
TOTI_INVITRO_LSK114	307	345937
TOTI_INVITRO_LSK114	308	385737
TOTI_INVITRO_LSK114	309	358271
TOTI_INVITRO_LSK114	310	367144
TOTI_INVITRO_LSK114	311	380924
TOTI_INVITRO_LSK114	312	392720
TOTI_INVITRO_LSK114	313	369882
TOTI_INVITRO_LSK114	314	314627
TOTI_INVITRO_LSK114	315	352372
TOTI_INVITRO_LSK114	316	353263
TOTI_INVITRO_LSK114	317	343975
TOTI_INVITRO_LSK114	318	314336
TOTI_INVITRO_LSK114	319	325751
TOTI_INVITRO_LSK114	320	329167
TOTI_INVITRO_LSK114	321	339608
TOTI_INVITRO_LSK114	322	370472
TOTI_INVITRO_LSK114	323	328677
TOTI_INVITRO_LSK114	324	376395
TOTI_INVITRO_LSK114	325	349960
TOTI_INVITRO_LSK114	326	353433
TOTI_INVITRO_LSK114	327	371771
TOTI_INVITRO_LSK114	328	395497
TOTI_INVITRO_LSK114	329	344395
TOTI_INVITRO_LSK114	330	364480
TOTI_INVITRO_LSK114	331	360722
TOTI_INVITRO_LSK114	332	301059
TOTI_INVITRO_LSK114	333	362396
TOTI_INVITRO_LSK114	334	328035
TOTI_INVITRO_LSK114	335	314412
TOTI_INVITRO_LSK114	336	328534
TOTI_INVITRO_LSK114	337	358050
TOTI_INVITRO_LSK114	338	306160
TOTI_INVITRO_LSK114	339	342177
TOTI_INVITRO_LSK114	340	341001
TOTI_INVITRO_LSK114	341	345347
TOTI_INVITRO_LSK114	342	309939
TOTI_INVITRO_LSK114	343	327954
TOTI_INVITRO_LSK114	344	373831
TOTI_INVITRO_LSK114	345	354051
TOTI_INVITRO_LSK114	346	375287
TOTI_INVITRO_LSK114	347	323328
TOTI_INVITRO_LSK114	348	338959
TOTI_INVITRO_LSK114	349	349227
TOTI_INVITRO_LSK114	350	372671
TOTI_INVITRO_LSK114	351	349656
TOTI_INVITRO_LSK114	352	429683
TOTI_INVITRO_LSK114	353	350316
TOTI_INVITRO_LSK114	354	386530
TOTI_INVITRO_LSK114	355	367491
TOTI_INVITRO_LSK114	356	393634
TOTI_INVITRO_LSK114	357	312924
TOTI_INVITRO_LSK114	358	299232
TOTI_INVITRO_LSK114	359	335710
TOTI_INVITRO_LSK114	360	340263
TOTI_INVITRO_LSK114	361	335278
TOTI_INVITRO_LSK114	362	451342
TOTI_INVITRO_LSK114	363	299255
TOTI_INVITRO_LSK114	364	333719
TOTI_INVITRO_LSK114	365	346990
TOTI_INVITRO_LSK114	366	349788
TOTI_INVITRO_LSK114	367	372829
TOTI_INVITRO_LSK114	368	345825
TOTI_INVITRO_LSK114	369	328125
TOTI_INVITRO_LSK114	370	319220
TOTI_INVITRO_LSK114	371	318429
TOTI_INVITRO_LSK114	372	281853
TOTI_INVITRO_LSK114	373	307145
TOTI_INVITRO_LSK114	376	41264
TOTI_INVITRO_LSK114	378	312075
TOTI_INVITRO_LSK114	379	338767
TOTI_INVITRO_LSK114	380	330350
TOTI_INVITRO_LSK114	381	303264
TOTI_INVITRO_LSK114	382	355696
TOTI_INVITRO_LSK114	383	329461
TOTI_INVITRO_LSK114	384	284389
TOTI_INVITRO_LSK114	385	282037
TOTI_INVITRO_LSK114	386	322695
TOTI_INVITRO_LSK114	387	240107
TOTI_INVITRO_LSK114	388	316228
TOTI_INVITRO_LSK114	389	322772
TOTI_INVITRO_LSK114	390	328041
TOTI_INVITRO_LSK114	391	309890
TOTI_INVITRO_LSK114	392	341856
TOTI_INVITRO_LSK114	393	307997
TOTI_INVITRO_LSK114	394	330248
TOTI_INVITRO_LSK114	395	280021
TOTI_INVITRO_LSK114	396	282696
TOTI_INVITRO_LSK114	397	349186
TOTI_INVITRO_LSK114	398	264225
TOTI_INVITRO_LSK114	399	310547
TOTI_INVITRO_LSK114	400	341491
TOTI_INVITRO_LSK114	401	312565
TOTI_INVITRO_LSK114	402	337901
TOTI_INVITRO_LSK114	403	268900
TOTI_INVITRO_LSK114	404	330866
TOTI_INVITRO_LSK114	405	315778
TOTI_INVITRO_LSK114	406	304126
TOTI_INVITRO_LSK114	407	310152
TOTI_INVITRO_LSK114	408	304110
TOTI_INVITRO_LSK114	409	292279
TOTI_INVITRO_LSK114	410	343498
TOTI_INVITRO_LSK114	411	261228
TOTI_INVITRO_LSK114	412	326174
TOTI_INVITRO_LSK114	413	351048
TOTI_INVITRO_LSK114	414	745055
TOTI_INVITRO_LSK114	415	327680
TOTI_INVITRO_LSK114	416	287842
TOTI_INVITRO_LSK114	417	319597
TOTI_INVITRO_LSK114	418	319949
TOTI_INVITRO_LSK114	419	296586
TOTI_INVITRO_LSK114	420	290501
TOTI_INVITRO_LSK114	421	265614
TOTI_INVITRO_LSK114	422	279610
TOTI_INVITRO_LSK114	423	294228
TOTI_INVITRO_LSK114	424	249941
TOTI_INVITRO_LSK114	425	308690
TOTI_INVITRO_LSK114	426	293876
TOTI_INVITRO_LSK114	427	278306
TOTI_INVITRO_LSK114	428	252381
TOTI_INVITRO_LSK114	429	281898
TOTI_INVITRO_LSK114	430	234179
TOTI_INVITRO_LSK114	431	278287
TOTI_INVITRO_LSK114	432	253313
TOTI_INVITRO_LSK114	433	264622
TOTI_INVITRO_LSK114	434	285273
TOTI_INVITRO_LSK114	435	286787
TOTI_INVITRO_LSK114	436	287311
TOTI_INVITRO_LSK114	437	269663
TOTI_INVITRO_LSK114	438	261618
TOTI_INVITRO_LSK114	439	331571
TOTI_INVITRO_LSK114	440	257430
TOTI_INVITRO_LSK114	441	304094
TOTI_INVITRO_LSK114	442	278098
TOTI_INVITRO_LSK114	443	297748
TOTI_INVITRO_LSK114	444	281171
TOTI_INVITRO_LSK114	445	298062
TOTI_INVITRO_LSK114	446	298672
TOTI_INVITRO_LSK114	447	289725
TOTI_INVITRO_LSK114	448	312058
TOTI_INVITRO_LSK114	449	270846
TOTI_INVITRO_LSK114	450	276104
TOTI_INVITRO_LSK114	451	292920
TOTI_INVITRO_LSK114	452	299384
TOTI_INVITRO_LSK114	453	249242
TOTI_INVITRO_LSK114	454	323563
TOTI_INVITRO_LSK114	455	268977
TOTI_INVITRO_LSK114	456	286912
TOTI_INVITRO_LSK114	457	268429
TOTI_INVITRO_LSK114	458	283953
TOTI_INVITRO_LSK114	459	240647
TOTI_INVITRO_LSK114	460	229830
TOTI_INVITRO_LSK114	461	235543
TOTI_INVITRO_LSK114	462	227375
TOTI_INVITRO_LSK114	463	241026
TOTI_INVITRO_LSK114	464	239120
TOTI_INVITRO_LSK114	465	298745
TOTI_INVITRO_LSK114	466	240515
TOTI_INVITRO_LSK114	467	271458
TOTI_INVITRO_LSK114	468	11069
TOTI_INVITRO_LSK114	470	34839
TOTI_INVITRO_LSK114	471	12332
TOTI_INVITRO_LSK114	472	284133
TOTI_INVITRO_LSK114	473	246788
TOTI_INVITRO_LSK114	474	254195
TOTI_INVITRO_LSK114	475	255411
TOTI_INVITRO_LSK114	476	258345
TOTI_INVITRO_LSK114	477	292284
TOTI_INVITRO_LSK114	478	266581
TOTI_INVITRO_LSK114	479	303747
TOTI_INVITRO_LSK114	480	236358
TOTI_INVITRO_LSK114	481	281722
TOTI_INVITRO_LSK114	482	241780
TOTI_INVITRO_LSK114	483	246744
TOTI_INVITRO_LSK114	484	272916
TOTI_INVITRO_LSK114	485	300385
TOTI_INVITRO_LSK114	486	230653
TOTI_INVITRO_LSK114	487	291807
TOTI_INVITRO_LSK114	488	285043
TOTI_INVITRO_LSK114	489	244226
TOTI_INVITRO_LSK114	490	304185
TOTI_INVITRO_LSK114	491	252842
TOTI_INVITRO_LSK114	492	313461
TOTI_INVITRO_LSK114	493	270948
TOTI_INVITRO_LSK114	494	269990
TOTI_INVITRO_LSK114	495	269541
TOTI_INVITRO_LSK114	496	255849
TOTI_INVITRO_LSK114	497	275158
TOTI_INVITRO_LSK114	498	297255
TOTI_INVITRO_LSK114	499	294526
TOTI_INVITRO_LSK114	500	282031
TOTI_INVITRO_LSK114	501	293386
TOTI_INVITRO_LSK114	502	316148
TOTI_INVITRO_LSK114	503	280960
TOTI_INVITRO_LSK114	504	269684
TOTI_INVITRO_LSK114	505	283400
TOTI_INVITRO_LSK114	506	320710
TOTI_INVITRO_LSK114	507	245914
TOTI_INVITRO_LSK114	508	297144
TOTI_INVITRO_LSK114	509	278279
TOTI_INVITRO_LSK114	510	318953
TOTI_INVITRO_LSK114	511	235165
TOTI_INVITRO_LSK114	512	284802
TOTI_INVITRO_LSK114	513	271653
TOTI_INVITRO_LSK114	514	287244
TOTI_INVITRO_LSK114	515	262182
TOTI_INVITRO_LSK114	516	265172
TOTI_INVITRO_LSK114	517	248007
TOTI_INVITRO_LSK114	518	283945
TOTI_INVITRO_LSK114	519	244183
TOTI_INVITRO_LSK114	520	271872
TOTI_INVITRO_LSK114	521	263590
TOTI_INVITRO_LSK114	522	220504
TOTI_INVITRO_LSK114	523	283984
TOTI_INVITRO_LSK114	524	225469
TOTI_INVITRO_LSK114	525	259910
TOTI_INVITRO_LSK114	526	248224
TOTI_INVITRO_LSK114	527	254621
TOTI_INVITRO_LSK114	528	256338
TOTI_INVITRO_LSK114	529	209715
TOTI_INVITRO_LSK114	530	253395
TOTI_INVITRO_LSK114	531	229744
TOTI_INVITRO_LSK114	532	255163
TOTI_INVITRO_LSK114	533	237776
TOTI_INVITRO_LSK114	534	291303
TOTI_INVITRO_LSK114	535	304831
TOTI_INVITRO_LSK114	536	247641
TOTI_INVITRO_LSK114	537	268187
TOTI_INVITRO_LSK114	538	249135
TOTI_INVITRO_LSK114	539	274092
TOTI_INVITRO_LSK114	540	260341
TOTI_INVITRO_LSK114	541	280283
TOTI_INVITRO_LSK114	542	281802
TOTI_INVITRO_LSK114	543	245017
TOTI_INVITRO_LSK114	544	254340
TOTI_INVITRO_LSK114	545	260222
TOTI_INVITRO_LSK114	546	270514
TOTI_INVITRO_LSK114	547	223333
TOTI_INVITRO_LSK114	548	238785
TOTI_INVITRO_LSK114	549	238613
TOTI_INVITRO_LSK114	550	213216
TOTI_INVITRO_LSK114	551	284475
TOTI_INVITRO_LSK114	552	224661
TOTI_INVITRO_LSK114	553	244430
TOTI_INVITRO_LSK114	554	243109
TOTI_INVITRO_LSK114	555	211278
TOTI_INVITRO_LSK114	556	210654
TOTI_INVITRO_LSK114	557	203202
TOTI_INVITRO_LSK114	558	228540
TOTI_INVITRO_LSK114	559	229431
TOTI_INVITRO_LSK114	560	204851
TOTI_INVITRO_LSK114	561	237133
TOTI_INVITRO_LSK114	565	38740
TOTI_INVITRO_LSK114	566	122042
TOTI_INVITRO_LSK114	567	254862
TOTI_INVITRO_LSK114	568	270542
TOTI_INVITRO_LSK114	569	211589
TOTI_INVITRO_LSK114	570	273133
TOTI_INVITRO_LSK114	571	250238
TOTI_INVITRO_LSK114	572	248121
TOTI_INVITRO_LSK114	573	243132
TOTI_INVITRO_LSK114	574	235075
TOTI_INVITRO_LSK114	575	265228
TOTI_INVITRO_LSK114	576	253767
TOTI_INVITRO_LSK114	577	263739
TOTI_INVITRO_LSK114	578	223611
TOTI_INVITRO_LSK114	579	225814
TOTI_INVITRO_LSK114	580	233627
TOTI_INVITRO_LSK114	581	251334
TOTI_INVITRO_LSK114	582	276354
TOTI_INVITRO_LSK114	583	227092
TOTI_INVITRO_LSK114	584	234414
TOTI_INVITRO_LSK114	585	230811
TOTI_INVITRO_LSK114	586	229449
TOTI_INVITRO_LSK114	587	236518
TOTI_INVITRO_LSK114	588	274772
TOTI_INVITRO_LSK114	589	267086
TOTI_INVITRO_LSK114	590	223497
TOTI_INVITRO_LSK114	591	255512
TOTI_INVITRO_LSK114	592	231206
TOTI_INVITRO_LSK114	593	261887
TOTI_INVITRO_LSK114	594	291168
TOTI_INVITRO_LSK114	595	271179
TOTI_INVITRO_LSK114	596	227067
TOTI_INVITRO_LSK114	597	245263
TOTI_INVITRO_LSK114	598	237700
TOTI_INVITRO_LSK114	599	285512
TOTI_INVITRO_LSK114	600	251139
TOTI_INVITRO_LSK114	601	228702
TOTI_INVITRO_LSK114	602	263030
TOTI_INVITRO_LSK114	603	241255
TOTI_INVITRO_LSK114	604	211827
TOTI_INVITRO_LSK114	605	261460
TOTI_INVITRO_LSK114	606	227747
TOTI_INVITRO_LSK114	607	192560
TOTI_INVITRO_LSK114	608	224237
TOTI_INVITRO_LSK114	609	266549
TOTI_INVITRO_LSK114	610	222108
TOTI_INVITRO_LSK114	611	213323
TOTI_INVITRO_LSK114	612	240525
TOTI_INVITRO_LSK114	613	235751
TOTI_INVITRO_LSK114	614	201763
TOTI_INVITRO_LSK114	615	189055
TOTI_INVITRO_LSK114	616	251453
TOTI_INVITRO_LSK114	617	220661
TOTI_INVITRO_LSK114	618	251501
TOTI_INVITRO_LSK114	619	233151
TOTI_INVITRO_LSK114	620	213460
TOTI_INVITRO_LSK114	621	232977
TOTI_INVITRO_LSK114	622	219208
TOTI_INVITRO_LSK114	623	244518
TOTI_INVITRO_LSK114	624	202787
TOTI_INVITRO_LSK114	625	211782
TOTI_INVITRO_LSK114	626	187161
TOTI_INVITRO_LSK114	627	215504
TOTI_INVITRO_LSK114	628	197229
TOTI_INVITRO_LSK114	629	181211
TOTI_INVITRO_LSK114	630	258929
TOTI_INVITRO_LSK114	631	203591
TOTI_INVITRO_LSK114	632	246602
TOTI_INVITRO_LSK114	633	230212
TOTI_INVITRO_LSK114	634	238543
TOTI_INVITRO_LSK114	635	222224
TOTI_INVITRO_LSK114	636	205513
TOTI_INVITRO_LSK114	637	216948
TOTI_INVITRO_LSK114	638	225608
TOTI_INVITRO_LSK114	639	213855
TOTI_INVITRO_LSK114	640	187610
TOTI_INVITRO_LSK114	641	196666
TOTI_INVITRO_LSK114	642	189791
TOTI_INVITRO_LSK114	643	192485
TOTI_INVITRO_LSK114	644	197425
TOTI_INVITRO_LSK114	645	201449
TOTI_INVITRO_LSK114	646	198005
TOTI_INVITRO_LSK114	647	189104
TOTI_INVITRO_LSK114	648	204306
TOTI_INVITRO_LSK114	649	240734
TOTI_INVITRO_LSK114	650	193146
TOTI_INVITRO_LSK114	651	183130
TOTI_INVITRO_LSK114	652	179666
TOTI_INVITRO_LSK114	653	192174
TOTI_INVITRO_LSK114	654	204710
TOTI_INVITRO_LSK114	655	211179
TOTI_INVITRO_LSK114	656	108170
TOTI_INVITRO_LSK114	659	24498
TOTI_INVITRO_LSK114	660	862
TOTI_INVITRO_LSK114	661	167960
TOTI_INVITRO_LSK114	662	183314
TOTI_INVITRO_LSK114	663	185718
TOTI_INVITRO_LSK114	664	188605
TOTI_INVITRO_LSK114	665	157945
TOTI_INVITRO_LSK114	666	183187
TOTI_INVITRO_LSK114	667	202192
TOTI_INVITRO_LSK114	668	235717
TOTI_INVITRO_LSK114	669	230140
TOTI_INVITRO_LSK114	670	177862
TOTI_INVITRO_LSK114	671	239191
TOTI_INVITRO_LSK114	672	199884
TOTI_INVITRO_LSK114	673	214896
TOTI_INVITRO_LSK114	674	194247
TOTI_INVITRO_LSK114	675	207902
TOTI_INVITRO_LSK114	676	194619
TOTI_INVITRO_LSK114	677	186003
TOTI_INVITRO_LSK114	678	191050
