run_accession	study_accession	sample_accession	secondary_sample_accession	experiment_accession	tax_id	scientific_name	instrument_platform	read_count	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
ERR13926680	PRJEB82097	SAMEA116348894	ERS21409571	ERX13328555	9615	Canis lupus familiaris	OXFORD_NANOPORE	326678	MinION sequencing: Raw reads: Canfam_SRTP_A_F1_210603_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/080/ERR13926680/ERR13926680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13926680/SRTP_A_F1_210603_ZMB.fastq.gz		Canfam_SRTP_A_F1_210603_ZMB	SRTP_A_F1_210603_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/080/ERR13926680/ERR13926680.bam
ERR13926683	PRJEB82097	SAMEA116348897	ERS21409574	ERX13328558	9615	Canis lupus familiaris	OXFORD_NANOPORE	319416	MinION sequencing: Raw reads: Canfam_SRTP_A_F1_210728_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/083/ERR13926683/ERR13926683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13926683/SRTP_A_F1_210728_ZMB.fastq.gz		Canfam_SRTP_A_F1_210728_ZMB	SRTP_A_F1_210728_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/083/ERR13926683/ERR13926683.bam
ERR13927207	PRJEB82097	SAMEA116348914	ERS21409591	ERX13329082	9615	Canis lupus familiaris	OXFORD_NANOPORE	362366	MinION sequencing: Raw reads: Canfam_SRTP_A_F2_210603_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR13927207/ERR13927207.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927207/SRTP_A_F2_210603_ZMB.fastq.gz		Canfam_SRTP_A_F2_210603_ZMB	SRTP_A_F2_210603_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR13927207/ERR13927207.bam
ERR13927211	PRJEB82097	SAMEA116348916	ERS21409593	ERX13329086	9615	Canis lupus familiaris	OXFORD_NANOPORE	95265	MinION sequencing: Raw reads: Canfam_SRTP_A_F2_210705_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/011/ERR13927211/ERR13927211.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927211/SRTP_A_F2_210705_ZMB.fastq.gz		Canfam_SRTP_A_F2_210705_ZMB	SRTP_A_F2_210705_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/011/ERR13927211/ERR13927211.bam
ERR13926688	PRJEB82097	SAMEA116348899	ERS21409576	ERX13328563	9615	Canis lupus familiaris	OXFORD_NANOPORE	70212	MinION sequencing: Raw reads: Canfam_SRTP_A_F1_210903_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/088/ERR13926688/ERR13926688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13926688/SRTP_A_F1_210903_ZHMW.fastq.gz		Canfam_SRTP_A_F1_210903_ZHMW	SRTP_A_F1_210903_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/088/ERR13926688/ERR13926688.bam
ERR13927217	PRJEB82097	SAMEA116348917	ERS21409594	ERX13329092	9615	Canis lupus familiaris	OXFORD_NANOPORE	254702	MinION sequencing: Raw reads: Canfam_SRTP_A_F2_210728_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/017/ERR13927217/ERR13927217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927217/SRTP_A_F2_210728_ZMB.fastq.gz		Canfam_SRTP_A_F2_210728_ZMB	SRTP_A_F2_210728_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/017/ERR13927217/ERR13927217.bam
ERR13926694	PRJEB82097	SAMEA116348901	ERS21409578	ERX13328569	9615	Canis lupus familiaris	OXFORD_NANOPORE	411046	MinION sequencing: Raw reads: Canfam_SRTP_A_F1_210915_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/094/ERR13926694/ERR13926694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13926694/SRTP_A_F1_210915_ZMB.fastq.gz		Canfam_SRTP_A_F1_210915_ZMB	SRTP_A_F1_210915_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/094/ERR13926694/ERR13926694.bam
ERR13927255	PRJEB82097	SAMEA116348919	ERS21409596	ERX13329130	9615	Canis lupus familiaris	OXFORD_NANOPORE	353227	MinION sequencing: Raw reads: Canfam_SRTP_A_F2_210831_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/055/ERR13927255/ERR13927255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927255/SRTP_A_F2_210831_ZMB.fastq.gz		Canfam_SRTP_A_F2_210831_ZMB	SRTP_A_F2_210831_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/055/ERR13927255/ERR13927255.bam
ERR13927268	PRJEB82097	SAMEA116348921	ERS21409598	ERX13329143	9615	Canis lupus familiaris	OXFORD_NANOPORE	335581	MinION sequencing: Raw reads: Canfam_SRTP_A_F2_210927_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/068/ERR13927268/ERR13927268.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927268/SRTP_A_F2_210927_ZMB.fastq.gz		Canfam_SRTP_A_F2_210927_ZMB	SRTP_A_F2_210927_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/068/ERR13927268/ERR13927268.bam
ERR13926699	PRJEB82097	SAMEA116348902	ERS21409579	ERX13328574	9615	Canis lupus familiaris	OXFORD_NANOPORE	396298	MinION sequencing: Raw reads: Canfam_SRTP_A_F1_210927_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/099/ERR13926699/ERR13926699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13926699/SRTP_A_F1_210927_ZMB.fastq.gz		Canfam_SRTP_A_F1_210927_ZMB	SRTP_A_F1_210927_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/099/ERR13926699/ERR13926699.bam
ERR13927299	PRJEB82097	SAMEA116348965	ERS21409642	ERX13329174	9615	Canis lupus familiaris	OXFORD_NANOPORE	94926	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210317_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/099/ERR13927299/ERR13927299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927299/SRTP_A_F3_210317_ZMB.fastq.gz		Canfam_SRTP_A_F3_210317_ZMB	SRTP_A_F3_210317_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/099/ERR13927299/ERR13927299.bam
ERR13926704	PRJEB82097	SAMEA116348903	ERS21409580	ERX13328579	9615	Canis lupus familiaris	OXFORD_NANOPORE	281164	MinION sequencing: Raw reads: Canfam_SRTP_A_F1_211012_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR13926704/ERR13926704.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13926704/SRTP_A_F1_211012_ZMB.fastq.gz		Canfam_SRTP_A_F1_211012_ZMB	SRTP_A_F1_211012_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR13926704/ERR13926704.bam
ERR13927334	PRJEB82097	SAMEA116348967	ERS21409644	ERX13329209	9615	Canis lupus familiaris	OXFORD_NANOPORE	317568	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210329_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/034/ERR13927334/ERR13927334.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927334/SRTP_A_F3_210329_ZMB.fastq.gz		Canfam_SRTP_A_F3_210329_ZMB	SRTP_A_F3_210329_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/034/ERR13927334/ERR13927334.bam
ERR13927209	PRJEB82097	SAMEA116348915	ERS21409592	ERX13329084	9615	Canis lupus familiaris	OXFORD_NANOPORE	42808	MinION sequencing: Raw reads: Canfam_SRTP_A_F2_210705_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR13927209/ERR13927209.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927209/SRTP_A_F2_210705_ZHMW.fastq.gz		Canfam_SRTP_A_F2_210705_ZHMW	SRTP_A_F2_210705_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/009/ERR13927209/ERR13927209.bam
ERR13927370	PRJEB82097	SAMEA116348982	ERS21409659	ERX13329245	9615	Canis lupus familiaris	OXFORD_NANOPORE	136981	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_211203_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/070/ERR13927370/ERR13927370.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927370/SRTP_A_F3_211203_ZHMW.fastq.gz		Canfam_SRTP_A_F3_211203_ZHMW	SRTP_A_F3_211203_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/070/ERR13927370/ERR13927370.bam
ERR13927371	PRJEB82097	SAMEA116348983	ERS21409660	ERX13329246	9615	Canis lupus familiaris	OXFORD_NANOPORE	56908	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_211203_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/071/ERR13927371/ERR13927371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927371/SRTP_A_F3_211203_ZMB.fastq.gz		Canfam_SRTP_A_F3_211203_ZMB	SRTP_A_F3_211203_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/071/ERR13927371/ERR13927371.bam
ERR13927386	PRJEB82097	SAMEA116349000	ERS21409677	ERX13329261	9615	Canis lupus familiaris	OXFORD_NANOPORE	43774	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210330_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/086/ERR13927386/ERR13927386.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927386/SRTP_A_F4_210330_ZMB.fastq.gz		Canfam_SRTP_A_F4_210330_ZMB	SRTP_A_F4_210330_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/086/ERR13927386/ERR13927386.bam
ERR13927281	PRJEB82097	SAMEA116348923	ERS21409600	ERX13329156	9615	Canis lupus familiaris	OXFORD_NANOPORE	402430	MinION sequencing: Raw reads: Canfam_SRTP_A_F2_211027_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/081/ERR13927281/ERR13927281.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927281/SRTP_A_F2_211027_ZMB.fastq.gz		Canfam_SRTP_A_F2_211027_ZMB	SRTP_A_F2_211027_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/081/ERR13927281/ERR13927281.bam
ERR13927389	PRJEB82097	SAMEA116349002	ERS21409679	ERX13329264	9615	Canis lupus familiaris	OXFORD_NANOPORE	63410	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210413_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/089/ERR13927389/ERR13927389.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927389/SRTP_A_F4_210413_ZMB.fastq.gz		Canfam_SRTP_A_F4_210413_ZMB	SRTP_A_F4_210413_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/089/ERR13927389/ERR13927389.bam
ERR13927285	PRJEB82097	SAMEA116348960	ERS21409637	ERX13329160	9615	Canis lupus familiaris	OXFORD_NANOPORE	424649	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210214_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/085/ERR13927285/ERR13927285.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927285/SRTP_A_F3_210214_ZMB.fastq.gz		Canfam_SRTP_A_F3_210214_ZMB	SRTP_A_F3_210214_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/085/ERR13927285/ERR13927285.bam
ERR13927403	PRJEB82097	SAMEA116349007	ERS21409684	ERX13329278	9615	Canis lupus familiaris	OXFORD_NANOPORE	318088	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210929_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR13927403/ERR13927403.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927403/SRTP_A_F4_210929_ZMB.fastq.gz		Canfam_SRTP_A_F4_210929_ZMB	SRTP_A_F4_210929_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/003/ERR13927403/ERR13927403.bam
ERR13927286	PRJEB82097	SAMEA116348961	ERS21409638	ERX13329161	9615	Canis lupus familiaris	OXFORD_NANOPORE	351323	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210220_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/086/ERR13927286/ERR13927286.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927286/SRTP_A_F3_210220_ZMB.fastq.gz		Canfam_SRTP_A_F3_210220_ZMB	SRTP_A_F3_210220_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/086/ERR13927286/ERR13927286.bam
ERR13927412	PRJEB82097	SAMEA116348871	ERS21409548	ERX13329287	9615	Canis lupus familiaris	OXFORD_NANOPORE	359775	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210303_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/012/ERR13927412/ERR13927412.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927412/SRTP_A_M1_210303_ZMB.fastq.gz		Canfam_SRTP_A_M1_210303_ZMB	SRTP_A_M1_210303_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/012/ERR13927412/ERR13927412.bam
ERR13927419	PRJEB82097	SAMEA116348877	ERS21409554	ERX13329294	9615	Canis lupus familiaris	OXFORD_NANOPORE	62302	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210415_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/019/ERR13927419/ERR13927419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927419/SRTP_A_M1_210415_ZMB.fastq.gz		Canfam_SRTP_A_M1_210415_ZMB	SRTP_A_M1_210415_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/019/ERR13927419/ERR13927419.bam
ERR13927290	PRJEB82097	SAMEA116348962	ERS21409639	ERX13329165	9615	Canis lupus familiaris	OXFORD_NANOPORE	331402	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210225_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/090/ERR13927290/ERR13927290.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927290/SRTP_A_F3_210225_ZMB.fastq.gz		Canfam_SRTP_A_F3_210225_ZMB	SRTP_A_F3_210225_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/090/ERR13927290/ERR13927290.bam
ERR13927421	PRJEB82097	SAMEA116348879	ERS21409556	ERX13329296	9615	Canis lupus familiaris	OXFORD_NANOPORE	136628	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210705_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/021/ERR13927421/ERR13927421.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927421/SRTP_A_M1_210705_ZMB.fastq.gz		Canfam_SRTP_A_M1_210705_ZMB	SRTP_A_M1_210705_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/021/ERR13927421/ERR13927421.bam
ERR13927424	PRJEB82097	SAMEA116348882	ERS21409559	ERX13329299	9615	Canis lupus familiaris	OXFORD_NANOPORE	62622	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210903_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/024/ERR13927424/ERR13927424.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927424/SRTP_A_M1_210903_ZMB.fastq.gz		Canfam_SRTP_A_M1_210903_ZMB	SRTP_A_M1_210903_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/024/ERR13927424/ERR13927424.bam
ERR13927296	PRJEB82097	SAMEA116348963	ERS21409640	ERX13329171	9615	Canis lupus familiaris	OXFORD_NANOPORE	347737	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210304_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/096/ERR13927296/ERR13927296.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927296/SRTP_A_F3_210304_ZMB.fastq.gz		Canfam_SRTP_A_F3_210304_ZMB	SRTP_A_F3_210304_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/096/ERR13927296/ERR13927296.bam
ERR13927426	PRJEB82097	SAMEA116348883	ERS21409560	ERX13329301	9615	Canis lupus familiaris	OXFORD_NANOPORE	475147	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210928_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/026/ERR13927426/ERR13927426.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927426/SRTP_A_M1_210928_ZMB.fastq.gz		Canfam_SRTP_A_M1_210928_ZMB	SRTP_A_M1_210928_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/026/ERR13927426/ERR13927426.bam
ERR13927433	PRJEB82097	SAMEA116348940	ERS21409617	ERX13329308	9615	Canis lupus familiaris	OXFORD_NANOPORE	470599	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210227_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/033/ERR13927433/ERR13927433.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927433/SRTP_A_M2_210227_ZMB.fastq.gz		Canfam_SRTP_A_M2_210227_ZMB	SRTP_A_M2_210227_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/033/ERR13927433/ERR13927433.bam
ERR13927298	PRJEB82097	SAMEA116348964	ERS21409641	ERX13329173	9615	Canis lupus familiaris	OXFORD_NANOPORE	61883	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210317_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/098/ERR13927298/ERR13927298.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927298/SRTP_A_F3_210317_ZHMW.fastq.gz		Canfam_SRTP_A_F3_210317_ZHMW	SRTP_A_F3_210317_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/098/ERR13927298/ERR13927298.bam
ERR13927435	PRJEB82097	SAMEA116348941	ERS21409618	ERX13329310	9615	Canis lupus familiaris	OXFORD_NANOPORE	363613	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210305_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/035/ERR13927435/ERR13927435.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927435/SRTP_A_M2_210305_ZMB.fastq.gz		Canfam_SRTP_A_M2_210305_ZMB	SRTP_A_M2_210305_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/035/ERR13927435/ERR13927435.bam
ERR13927300	PRJEB82097	SAMEA116348966	ERS21409643	ERX13329175	9615	Canis lupus familiaris	OXFORD_NANOPORE	259362	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210323_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR13927300/ERR13927300.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927300/SRTP_A_F3_210323_ZMB.fastq.gz		Canfam_SRTP_A_F3_210323_ZMB	SRTP_A_F3_210323_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/000/ERR13927300/ERR13927300.bam
ERR13927439	PRJEB82097	SAMEA116348943	ERS21409620	ERX13329314	9615	Canis lupus familiaris	OXFORD_NANOPORE	52511	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210317_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/039/ERR13927439/ERR13927439.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927439/SRTP_A_M2_210317_ZMB.fastq.gz		Canfam_SRTP_A_M2_210317_ZMB	SRTP_A_M2_210317_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/039/ERR13927439/ERR13927439.bam
