species	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18
Hungateiclostridium cellulolyticum	0	0	0	0	0	12.0725464467847	0	17.701542236641	14.8988691093616
Hungateiclostridium clariflavum	62.7324123380056	51.3500890879406	45.6050516461563	65.683083302526	109.622465038961	71.9484629947335	46.5637834546891	126.140602962143	111.924950082635
Hungateiclostridium saccincola	0	0	0	0	10.8246152100555	0	0	0	0
Hungateiclostridium straminisolvens	49.1143733055981	35.6882464015271	45.7541265383692	39.1403751244934	71.8573034926795	56.1155814853842	35.9072017344702	91.2522705003439	87.4644335581212
Hungateiclostridium thermocellum	0	0	0	0	0	0	0	10.8187359145152	14.0421955457924
Hungatella effluvii	14.0090113705832	0	0	0	20.4995790349943	14.5760030242045	0	0	29.6015260174725
Hungatella hathewayi	318.419345000512	246.748378613197	309.100803313006	287.821756238251	570.967721338702	410.252917410182	250.656752395096	653.084800935975	643.272656795868
Hungatella xylanolytica	701.198880375979	453.396931925963	508.420708977037	609.132989119673	1181.99982980997	735.738740788495	525.732622298318	1369.25674302622	1159.57333613804
Hydrogenoanaerobacterium saccharovorans	152.540897039394	81.4319572140884	118.285080634052	102.52204802946	191.475922995154	125.377846521647	69.0038523713529	208.372895374177	248.179206724009
Ihubacter massiliensis	658.389030948351	459.385661306934	452.779522230261	513.24271633313	1031.66725301986	618.417857124376	423.663622728427	1191.2461860008	1101.82448404479
Intestinibacillus massiliensis	0	0	14.0344327686993	0	17.2727992598823	0	0	12.142638310385	15.7948467555026
Intestinibacter bartlettii	0	0	0	12.5828928455402	12.2885770141689	0	0	14.0870906548017	0
Intestinimonas butyriciproducens	20.8494550677223	10.2779532434019	25.752943601516	0	31.8646219345583	23.4211991017784	13.7029216375049	25.4021486013643	28.0415136119083
Kiloniella litopenaei	35.0421488970574	18.0291373697033	40.0711144106794	0	32.565999496875	30.7587523578117	20.0417008331244	59.1716500297675	48.1962772080557
Kiloniella majae	0	0	0	0	0	0	0	0	12.0129216096536
Kineothrix alysoides	11.697330114334	0	0	0	0	11.5661462714648	0	17.2756467187499	15.3587464060127
Laceyella sacchari	383.906910234504	261.380764921443	295.762371905961	270.295650440216	611.733577378743	328.088952277967	291.021483003364	629.93938736811	571.071103747636
Lachnoclostridium pacaense	300.488857714004	177.167550626226	228.875718495871	244.716378060061	385.985760773283	301.263014095382	174.161530326907	438.343663261646	460.665247800625
Lachnoclostridium sp. YL32	106.743098375761	43.2037750268125	68.0294186582212	64.5869148921598	130.126414106219	96.8577807459338	83.0568698340788	167.70430352072	167.881428712842
Lachnospira eligens	2946.13977604524	1977.38161651945	2294.43257526568	2467.36933897207	4415.53422964372	3111.18703506301	1907.22165173656	4764.6309095808	4760.67871662229
Lachnospira multipara	29.6022942434353	21.2610891193515	14.1049343099521	25.5631287596181	33.589463973319	36.33067817208	14.7212520787569	46.6588868449847	51.676799634406
Lachnospiraceae bacterium Choco86	0	0	0	0	12.8560736450021	12.4590855739871	0	19.1096486137328	14.1496205143413
Lachnospiraceae bacterium GAM79	1886.31829431855	1217.8260927784	1603.73211064764	1679.67915764123	2956.22910943254	2285.10011381764	1335.83307927727	3378.55320595208	3647.76411968313
Lachnotalea glycerini	0	0	0	0	10.829822501789	12.4713607613585	0	12.7265007148485	12.9286810396379
Lacrimispora aerotolerans	18.7489950288944	21.6303301589649	17.119157976796	17.2993773364151	26.6134170818953	14.3665272779611	0	37.42119688685	38.7651446845178
Lacrimispora algidixylanolytica	0	0	0	0	13.9564048320028	0	0	13.261258800993	24.0200976787694
Lacrimispora amygdalina	180.240459306959	112.63081681749	93.7309655509235	119.393766886818	227.557719526465	165.036302536684	105.102860113151	285.97298657927	303.1502399786
Lacrimispora celerecrescens	20.4484669392931	12.7568425613887	20.4204308832715	0	22.1489140801522	21.097792763235	18.647829819673	34.9315496785147	27.3336415190211
Lacrimispora indolis	126.414014543664	78.3534018526875	88.5353487673772	128.260312657907	173.904446137524	192.630264794553	82.4041971691326	227.18862933772	272.247762524766
Lacrimispora saccharolytica	727.877298000172	455.974943903884	590.10861874176	672.633853739388	1184.94982927422	845.328014228592	548.00959269257	1337.18269588232	1390.86049905551
Lacrimispora sphenoides	0	0	0	24.766825271024	42.5039667239863	22.629913621797	14.7205385913548	42.627432637365	34.714269060968
Lacrimispora xylanolytica	333.78588088002	212.128034025594	268.779215558346	232.572315727667	409.697415215999	278.073242982715	211.872519431151	425.424360977777	531.767004849256
Lactobacillus acidophilus	211.778026709944	157.604896664699	156.853718799074	153.903915056271	295.053318091608	158.866925392943	134.133931597068	378.637473991421	312.240606270851
Lactobacillus agilis	3443.24019756033	2494.13159890653	2359.26382662717	2564.17713515722	5205.12582157655	2742.78513347569	2096.38294013334	6158.62392626736	4756.12337992128
Lactobacillus amylovorus	473.916788152262	353.161816314576	357.602740231478	339.017437724027	703.742096849565	354.979114952457	260.634876402923	896.244612453271	730.340198392674
Lactobacillus animalis	8468.94511116826	6299.85429241744	5572.61208567923	6868.0769790311	14172.224061556	7423.98929486488	5822.71144645042	16478.1567088173	12262.0331582532
Lactobacillus apodemi	0	0	10.972029634833	0	0	0	0	0	0
Lactobacillus aviarius	15.0237185821878	0	0	16.0688330773717	21.0222705232321	13.0200498410925	0	24.0235658772217	20.0090625181544
Lactobacillus crispatus	1614.83897020904	1092.78794147398	1111.40490261314	1156.02119145872	2296.40420691629	1238.25544804369	978.340330244752	2873.48123671074	2308.86638753416
Lactobacillus delbrueckii	100.855218338785	96.1421785084596	55.4915476754192	106.59224129365	149.411391478261	87.1341820998061	75.5965417386916	242.417651305575	155.275939599374
Lactobacillus equicursoris	0	0	12.0218675373109	0	22.0244961855906	13.0200497932482	0	25.0245474292775	18.0201793467677
Lactobacillus gallinarum	1987.70800350307	1471.42724644059	1347.9786801754	1658.65776556233	3283.7979895172	1826.36491643633	1374.11450442084	4171.66400450019	3122.08531003234
Lactobacillus helveticus	169.922861987669	141.130281089786	122.804794710659	29.9299881366216	87.9737539726178	28.9415792878313	35.4619339862546	80.9434064267876	70.95735970096
Lactobacillus ingluviei	132.218718418538	104.188522558255	101.845338569584	106.099249225881	261.87958618962	162.249849748733	116.408695202303	320.314209499779	251.28142045225
Lactobacillus johnsonii	445.739013717451	321.587765600645	305.555803650924	325.59545398103	715.555653599595	339.522806072074	272.573060951706	879.063365366067	602.676347941296
Lactobacillus kitasatonis	1177.95136603089	825.250625321619	866.59930734024	926.332033404619	1774.53151613565	999.32380329263	831.166520864535	2239.89163733547	1941.82777206584
Lactobacillus mucosae	18.0298272955843	11.0199398859693	0	17.0310519350427	37.0621129135535	20.0308480265626	24.0505642016211	45.0441957148903	43.0482114718994
Lactobacillus murinus	58.8154794094667	34.7847581807542	29.5887851992588	0	37.3657614168643	21.0509280950811	23.5547978324685	40.0402474633199	28.0837098454834
Lactobacillus oris	49.7411364464061	23.0414202492478	26.0473797837384	34.9782975518628	77.0827136805287	42.0647763014635	40.0842736687331	95.3138261575382	57.0639055439561
Lactobacillus panis	0	0	0	0	12.0116592095706	0	0	14.0134579308302	0
Lactobacillus pontis	178.294811243955	150.512072673315	130.328289639984	161.764093343298	348.07500232029	165.34558510534	129.271772533479	387.000656767084	271.303840469804
Lactobacillus reuteri	271.822000475905	192.608146747693	193.260315761788	227.850324712417	418.874928683614	257.458654322876	197.41505360363	536.876180593703	418.938705954285
Lactobacillus rogosae	1994.00348421926	1463.52008477275	1638.52588343279	1603.95174649431	2893.45301443799	1937.69716067097	1319.99719979406	3541.28940659224	3176.75785795748
Lactobacillus saerimneri	0	0	0	11.63036467203	21.2177142650167	16.0734954373977	0	34.878015272404	13.138280607952
Lactobacillus salivarius	1886.50915806808	1441.04416589452	1199.87620737129	1410.0884846884	2927.06088943472	1466.27817068295	1094.30563349413	3582.26227542601	2440.62336484574
Lactobacillus vaginalis	53.4296577425491	47.0854072365448	34.0619577331873	50.3676731271288	96.001495289931	56.0863685397339	43.0905984463693	124.903476237355	81.6424623575418
Lactonifactor longoviformis	11.8256850212291	11.2999869717133	13.7185462840545	0	16.2893402260753	0	0	23.3451829344173	21.5742636600085
Limosilactobacillus fermentum	100.165558452464	58.8525839800713	58.2448101341458	126.076084679257	194.397313204814	45.6990679556643	31.6350944383484	218.222364907966	123.133828309559
Listeria monocytogenes	48.0795333424517	45.0682814310938	46.1052211694878	84.028381857169	147.278167042175	32.0493466449613	24.0505780989934	172.160672172464	97.9949620047621
Longibaculum muris	56.0485605782996	28.062266896029	32.9295628979593	24.8856341547412	59.416599260744	36.0655668788933	0	31.045199165752	39.0505881594698
Longibaculum sp. KGMB06250	15.7863342146072	0	0	0	0	0	0	0	0
Mageeibacillus indolicus	17.0584418781666	0	23.2470500517128	14.2950215956512	19.5397085062698	16.8393788851886	0	33.829249086295	15.0854579237178
Marvinbryantia formatexigens	0	0	0	0	16.2266023687322	0	16.4772451058624	0	18.965182505087
Massilistercora timonensis	20.729193345046	16.8889003034363	18.0384626159138	14.2503841234427	18.7288604281437	14.9922021355626	0	0	21.4573173648681
Mediterraneibacter glycyrrhizinilyticus	579.247793862832	431.426017867281	450.520375359349	431.01862818873	898.402468186578	507.806534237395	421.07666169079	1072.05432075508	963.945903678524
Megamonas funiformis	9609.58724088976	6279.13030229992	7997.59565043122	7418.51121593973	12187.0921829291	9822.03082446675	6065.61584040913	14371.2112258344	16913.7146545713
Megamonas hypermegale	172.891644852625	107.900824080309	134.398202650574	117.132490194115	234.832918900996	165.376928157765	94.574027122682	242.842369400356	259.123868745475
Megamonas rupellensis	5157.90672340987	3199.55329468403	4361.76672201219	3917.12089278039	6748.35158388607	5484.08964452756	3205.54675095974	7831.3684957991	9079.15475901221
Megasphaera elsdenii	12.0205049121141	11.9334336992442	12.0694087644159	15.0376289088031	28.0757347709469	24.0544993473486	0	27.6183294709162	42.2894740695361
Megasphaera stantonii	311.514697524685	188.429109682031	246.411564793669	220.391614184853	352.830798894621	262.360855080149	227.478253073683	466.420688356278	451.490057141876
Merdimonas faecis	150.531204436935	146.912304481006	125.675414362161	131.459301728785	266.933388870265	132.593595906747	120.09969328836	315.825843071057	260.72392536743
Monoglobus pectinilyticus	85.4596846296722	51.633668766404	75.4691175723674	46.7422144510687	122.224690369968	58.2258889345852	39.0859452316578	114.744906948282	111.445784613338
Mucispirillum schaedleri	27.0447382285419	24.0435052057511	15.0273345752005	19.0347047607599	51.0540836595963	43.0663187051522	21.0442436764184	42.041239996846	56.0627870331713
Muribaculum intestinale	0	0	0	0	0	0	20.3799478028424	26.8940056049628	22.0638359855816
Muricomes intestini	13.8382394110941	10.8813626573134	0	0	28.7011447939649	15.8131150856384	0	23.804832200381	20.2267554341176
Murimonas intestini	0	0	0	0	0	0	0	14.1151285854688	0
Natranaerovirga pectinivora	0	0	0	0	0	0	0	0	30.6427044782284
Negativibacillus massiliensis	1015.60590157106	659.37447552638	839.968079845	780.760740661819	1422.42951497453	961.775960596	588.602120851982	1629.86729930908	1787.54384360306
Neglecta timonensis	13.0393774482234	0	12.532790438968	17.1098594060312	27.1066508955235	0	0	32.4291954152671	22.1193884892028
Odoribacter splanchnicus	0	0	0	17.0310552525463	25.0265117187544	13.0200498410925	0	32.0317642573	33.0369995016902
Oerskovia enterophila	0	0	0	0	0	0	0	19.0186561890494	0
Olsenella timonensis	0	0	0	0	18.0190883504457	0	0	12.0149658423907	0
Oscillibacter ruminantium	200.926638554566	106.801908863739	162.562076836217	180.026217376254	328.744139286744	233.253795441239	125.586382530486	379.475728620972	415.194657467365
Oscillibacter valericigenes	156.243833704451	99.1007955129135	136.516997817836	102.925701323038	206.239267697967	155.123641665421	83.1797728214962	195.951281865473	240.764761327067
Paeniclostridium sordellii	0	0	0	0	0	0	0	16.6878290234346	0
Paludicola psychrotolerans	36.5623654666272	30.5267577570503	40.700779108383	35.8810094385958	55.0631810905758	35.5083747287268	26.8661150787678	54.5960311365736	64.364562797352
Papillibacter cinnamivorans	454.639610459346	258.190073409549	340.702525215536	300.25292765126	524.01351010702	406.933695395781	242.837897377151	609.34588978479	634.256445029279
Parabacteroides distasonis	0	0	0	0	0	0	0	12.7848891416585	12.6826144743669
Parabacteroides merdae	164.478371114227	109.178044889417	139.258998804205	199.837421410848	372.394108725236	324.496225522221	188.394634861228	483.43564277357	523.994436824424
Paraeggerthella hongkongensis	0	0	0	0	0	0	0	22.2118432687283	18.8522801213664
Paraprevotella clara	129.540978039393	89.1623173569156	110.559371479202	188.837664440851	294.356368333187	243.395560222223	160.467879975215	424.698366356549	425.849945726806
Paraprevotella xylaniphila	26.2511223003929	18.3015875933017	24.1372375251264	26.5376005538259	40.3929124160057	43.4075049199892	19.9346171695662	62.0045713046671	76.6872553262919
Parasutterella secunda	349.622420894558	193.278959426569	276.50295618006	888.620353688076	1471.54803603239	1188.39575041947	289.778213436863	665.518661199844	785.640422742707
Peptacetobacter hiranonis	75301.3927837254	50655.7343278623	60273.1913015495	62627.8012461857	112962.234285813	78789.2685334098	49584.2984977639	127182.494449114	126732.409675076
Peptococcus niger	1171.16475791434	875.274431025044	976.270204201086	1991.14820813575	3586.34163860406	2369.27082464261	1608.79149841049	4188.95938741493	3847.02823689978
Peptococcus simiae	170.05377251797	114.50631264169	119.721368929297	318.055027239539	577.068753225142	343.907127255534	249.190142826235	669.772349520949	590.900229650865
Phascolarctobacterium faecium	0	0	0	0	0	0	0	0	10.6661663421753
Phascolarctobacterium succinatutens	8731.25154439295	5374.56785059515	7662.70116774178	6409.21211383983	10685.5431660897	8910.3376267617	5405.98357447459	13132.7481221077	15613.0221369814
Phocaeicola coprocola	152.62713361854	101.876226479795	105.754361653052	157.455947667156	289.633999437947	219.671089228231	176.058863356868	373.504850736793	443.510192447479
Phocaeicola coprophilus	14.8637742747431	11.5220027950019	18.4218628228146	20.1072545982655	26.087247729884	24.3702085640752	23.2257635627063	35.8678574115089	49.0073937871654
Phocaeicola dorei	27.9323896146638	14.2734594287528	21.9523330245767	28.3669590232281	65.9266697846231	30.6420393253619	12.0502382763934	70.4751719094679	53.3304311545158
Phocaeicola massiliensis	0	0	0	20.0164421343904	22.4238582785771	13.7502848733215	0	34.7626778330695	15.2258612556061
Phocaeicola plebeius	849.415002217121	554.74335677631	656.596459025421	949.32009690322	1612.85313605106	1421.24947833437	1030.09222449756	2310.12033897941	2646.20747352876
Phocaeicola vulgatus	120.669458250875	91.7807523841295	86.3301841785087	162.534327095218	233.373273219634	182.270427049936	145.806960207669	374.089919419145	374.422991193324
Phocea massiliensis	137.783941427021	85.9674489990062	108.512684577198	92.0110582616884	193.077168750182	126.819878234854	78.9539341056953	229.38016390543	227.202175761121
Pseudoclostridium thermosuccinogenes	240.788273112293	177.389447524664	199.268901985145	268.975249558724	470.697083028773	360.57969151852	236.919040532502	540.709245307664	497.102752368816
Pseudoflavonifractor phocaeensis	16.3873110595155	0	0	0	20.1888325299192	0	0	14.8163609326809	18.0789743309043
Pseudomonas aeruginosa	0	0	0	13.0237453626252	20.0212092782731	17.0262190229672	0	30.0294571406043	20.0224239404183
Raineyella antarctica	11.0182266857023	0	0	0	14.0148464947911	11.0169652501552	16.0337094677474	35.0343666640383	28.0313935165856
Raoultibacter timonensis	0	0	0	17.0962658824682	30.9716510512547	18.0274958224378	12.0252817882848	37.8675603931577	29.801175496803
Robinsoniella peoriensis	497.420373253454	335.157505070179	293.12369000825	437.769267080962	777.623438867332	442.674612157071	359.355230251888	904.664206162225	735.186083141115
Romboutsia ilealis	133.79943855596	78.4913660721318	80.6779139071424	90.1631308854223	192.588777664026	115.396042364545	90.7066939319522	219.106893921778	165.168289021205
Romboutsia lituseburensis	0	0	0	0	10.1446646857208	0	0	0	0
Romboutsia timonensis	2908.57184641324	1984.34777334579	2028.34024436701	2310.25434280951	4358.20376255486	2515.87545002911	1904.35167208401	5045.27787732089	4353.25909141683
Roseburia hominis	1432.18382021607	935.469346265062	1056.67999602013	1272.88456199531	2171.03543264316	1399.36797142045	929.497738511397	2620.55461044755	2350.6465794614
Ruminiclostridium hungatei	17.0595572192063	0	16.363127052439	12.2380702077538	26.9881058695353	19.0507400919067	22.2875838952229	35.5580393905922	31.4108110296548
Ruminiclostridium josui	116.616608921933	83.1741841739372	105.653975990099	93.3778556599712	128.654651222192	93.4582537201294	80.1431501304069	196.475335643015	163.621849280674
Ruminococcaceae bacterium CPB6	13.073598295901	0	0	0	0	0	0	0	0
Ruminococcus bicirculans	0	0	0	18.0328795865965	25.0822679072159	0	0	28.0949336260527	14.0199190620451
Ruminococcus bromii	42.4480793012956	37.3599321936474	27.1395917822129	58.1018056997235	81.7093332103327	28.7016600265193	25.1626195140875	89.2872496378774	82.1927028757099
Ruminococcus champanellensis	12.6802603952288	0	0	0	17.6418616338823	0	0	23.6001186891748	16.3459569094919
Ruminococcus gauvreauii	267.557338719005	182.576910042268	226.13846443389	193.876552277132	375.190070545916	249.734422846273	161.793095567546	432.975686264543	411.426425219963
Ruthenibacterium lactatiformans	949.911518494027	579.415547407975	683.112228760974	711.183451534285	1207.16742961534	892.818370294478	506.969496424047	1392.5240518434	1546.60104915867
Salmonella enterica	28.8565932563244	26.7075858107363	23.1774658358889	51.9635892914004	88.9705156235481	16.6097505157355	19.3998510197283	89.9719654202	64.0115967082508
Sellimonas intestinalis	31.5779834132683	32.8995148550302	26.9360347349355	23.7189028346099	41.6653787130956	25.0903155313741	16.2170401729622	51.1897288867573	24.6829391549437
Slackia equolifaciens	0	0	0	0	0	0	11.023905349969	19.0805786339652	14.0206422295523
Slackia faecicanis	0	0	0	0	0	0	18.057180522902	35.1494590497005	30.0948418767485
Slackia piriformis	59.0990947649373	57.1300082701936	50.0911069210137	148.262956077516	271.156827482799	133.293244500481	340.696340124528	941.805544771954	719.235145988105
Solobacterium moorei	89.6141279297245	60.7109410111187	68.8373075981688	35.5104851497732	62.2969738429676	40.0984171586693	27.5335884800433	47.9451447192166	46.2915741945615
Sporobacter termitidis	164.100562405649	98.3748466977603	101.558657602993	101.56153892307	196.377245426066	123.866570274771	70.1275604553265	201.199653758647	230.996795628804
Sporosarcina psychrophila	0	0	0	0	23.024390670014	0	0	24.0235657124834	0
Staphylococcus aureus	73.1209616007637	53.1040070652381	43.0783591996851	100.189242733497	171.39377541898	41.4894666254484	29.0823534651154	173.303844907977	107.41784411013
Stella humosa	19.0314631819387	0	0	0	0	0	0	29.0269646374539	20.8343079857391
Streptococcus agalactiae	16.6045697884406	15.3049294258287	0	0	0	0	0	0	11.6880620167679
Streptococcus alactolyticus	68641.5480502765	52022.8054429416	45186.6328517501	52844.1981356033	107908.668994056	53537.7474464607	42713.1250944465	127558.842700463	92977.5377600212
Streptococcus constellatus	0	14.4063325940273	0	0	0	0	0	0	0
Streptococcus danieliae	13.8670302482797	0	11.7492925424434	0	0	0	0	0	0
Streptococcus equi	18.0485746829102	12.2530836541344	0	0	0	0	0	0	0
Streptococcus equinus	1344.56884632151	938.016580130889	800.292459647963	835.347526618441	1825.43324005839	1009.16718443599	699.252179449759	2170.07118786059	1488.17107983411
Streptococcus gallolyticus	66.1115969156606	51.7607655730229	53.401247138044	67.1541033509447	134.239972012317	60.8987288951921	51.6517876210815	132.395475728569	89.4933571715149
Streptococcus gordonii	30.3821201461558	14.2407571744694	21.4653129382518	0	38.1422138649852	0	15.2201076910295	49.7320436900695	37.4475577215408
Streptococcus himalayensis	611.08821510994	499.202373494226	420.834845370881	435.946899118462	777.778034983864	405.088709537991	399.773134521896	1100.98239326073	784.063621803326
Streptococcus infantarius	409.255256956236	379.567249599969	339.165921709509	247.323366942582	734.174640875284	231.431451186839	365.970450680584	847.04818944113	459.621557833032
Streptococcus lutetiensis	1854.19122862841	1463.22958356946	1337.30398438237	1616.28891490397	3118.89303289348	1614.34191834876	1199.44526560821	3757.5836292155	2930.39056804765
Streptococcus pasteurianus	112.428243322005	86.8031971198534	96.6736574520713	20.5866818057985	87.7633829239529	29.5961933515043	26.8695209514646	93.6524189505496	52.772409051028
Streptococcus pneumoniae	71.2593987056896	49.6177814349079	41.7568009502029	29.3141935033034	93.6959441679359	35.6634200624638	26.9933582520938	114.044431539101	69.778001385451
Streptococcus pyogenes	23.4558270242471	19.9655779514393	21.1480452678813	25.1899375763032	59.8495315215009	18.2771733166986	17.8861190866744	56.9465505820649	28.947136630174
Streptococcus sanguinis	31.1824227183906	0	21.6656712480231	13.8603746614227	44.5729413753866	21.4642309310291	14.5791030788838	40.6308078084284	51.4988746905651
Streptococcus urinalis	29.0604198967706	22.6832757106279	0	0	0	12.4985156481563	11.5936284107983	0	10.9402372999507
Subdoligranulum variabile	13.8665685055246	11.1380604232418	0	0	68.1249657776198	0	0	24.5501607277288	11.9707934362043
Succinivibrio dextrinosolvens	521.86328200595	397.7196486118	298.542658824133	150.273984953367	352.322633245317	180.277632456235	49.1032352449764	131.128629513972	116.130053875261
Sutterella massiliensis	78.1717150814567	61.804349014567	67.6913192754145	152.258670840879	314.205827251768	225.770176321358	114.658672029801	290.201666772258	374.325333468571
Sutterella stercoricanis	941.518765735857	613.488317116623	785.520615887813	1571.84440116146	2680.87829905505	2197.76787858289	1127.78447546826	2863.0523832684	3237.10787351131
Tepidibaculum saccharolyticum	0	0	0	0	13.1565035872694	0	0	17.9895099319293	14.326463648524
Terrisporobacter mayombei	15.3134528465238	0	0	13.030850050798	19.5977624575651	15.311482888384	0	24.1003117882999	26.8091431872427
Turicibacter sanguinis	21.7136004965342	0	0	0	18.0764909993216	10.9298420511953	0	0	0
Turicibacter sp. H121	270.965553598834	177.438296302786	173.315259394006	175.319649112262	328.290429527432	191.382094386148	55.1158763379173	164.161032368638	134.151744861964
Tyzzerella nexilis	1601.94984478473	1146.47792813707	1189.1263333963	1590.17648730116	2834.89337853394	1755.73671022576	1207.13551061215	3447.43091393498	2972.19707086783
Vampirovibrio chlorellavorus	40.0662788570992	36.0652578083339	46.0838260306147	50.0913283561238	67.4903650455106	58.0894531371821	45.0948078780395	84.1097342832947	98.0921014694773
Veillonella rogosae	269.246021404841	192.767452353446	178.332332357875	414.756503058099	576.419923934134	131.761071648153	85.1730825593863	686.608490024423	435.123753201329
Youngiibacter fragilis	0	13.4757470136488	0	0	0	0	0	0	0
