phylum	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18
Actinobacteria	535.505023764565	340.771961247869	323.676840748666	3489.18643510711	6581.14216314014	3770.92674816879	5629.88655134124	15246.4930834899	12170.2823241278
Bacteroidetes	2551.6875066101	1652.55374180385	2013.47755407194	2999.54952004417	5151.95665669473	4154.91328211607	2917.93663193567	6961.12420380665	7875.51036614297
Candidatus Melainabacteria	40.0662788570992	36.0652578083339	46.0838260306147	50.0913283561238	67.4903650455106	58.0894531371821	45.0948078780395	84.1097342832947	98.0921014694773
Deferribacteres	27.0447382285419	24.0435052057511	15.0273345752005	19.0347047607599	51.0540836595963	43.0663187051522	21.0442436764184	42.041239996846	56.0627870331713
Firmicutes	348770.022303654	246960.301338409	257815.221274019	281159.610293235	538983.718977426	327694.984213047	226543.257408193	624587.853665364	546012.904312092
Fusobacteria	5609.5635106076	3616.89745526291	4783.35575967301	1789.2648787908	3488.69664896149	2726.19671479209	1151.421378095	2726.52651471985	2920.27053170751
Proteobacteria	2996.07642358539	1949.51384694648	2198.05665115973	3186.15125009004	5604.10397360827	4200.24928141135	1820.87096689569	4880.09531742604	5382.98236074106
Tenericutes	113.187230907337	64.4494128578462	78.1421397910424	41.0751120795283	85.1421317089717	52.0802004447229	18.0378742169652	53.0520409513631	59.0706624764131
Verrucomicrobia	0	0	0	11.0200922299136	0	0	0	15.0147285703021	0
