genus	Toti_Illumina_V1_V2_EMU_EMUdb_I_1	Toti_Illumina_V1_V2_EMU_EMUdb_I_2	Toti_Illumina_V1_V2_EMU_EMUdb_I_3	Toti_Illumina_V1_V2_EMU_EMUdb_I_4	Toti_Illumina_V1_V2_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_MN_2	Toti_Illumina_V1_V2_EMU_EMUdb_MN_3	Toti_Illumina_V1_V2_EMU_EMUdb_MN_4	Toti_Illumina_V1_V2_EMU_EMUdb_Z_1	Toti_Illumina_V1_V2_EMU_EMUdb_Z_2	Toti_Illumina_V1_V2_EMU_EMUdb_Z_3	Toti_Illumina_V1_V2_EMU_EMUdb_Z_4	Toti_Illumina_V1_V3_EMU_EMUdb_I_1	Toti_Illumina_V1_V3_EMU_EMUdb_I_2	Toti_Illumina_V1_V3_EMU_EMUdb_I_3	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V3_EMU_EMUdb_MN_3	Toti_Illumina_V1_V3_EMU_EMUdb_MN_4	Toti_Illumina_V1_V3_EMU_EMUdb_Q_1	Toti_Illumina_V1_V3_EMU_EMUdb_Q_2	Toti_Illumina_V1_V3_EMU_EMUdb_Q_3	Toti_Illumina_V1_V3_EMU_EMUdb_Q_4	Toti_Illumina_V1_V3_EMU_EMUdb_Z_1	Toti_Illumina_V1_V3_EMU_EMUdb_Z_2	Toti_Illumina_V1_V3_EMU_EMUdb_Z_3	Toti_Illumina_V1_V3_EMU_EMUdb_Z_4	Toti_Illumina_V3_V4_EMU_EMUdb_I_1	Toti_Illumina_V3_V4_EMU_EMUdb_I_2	Toti_Illumina_V3_V4_EMU_EMUdb_I_3	Toti_Illumina_V3_V4_EMU_EMUdb_I_4	Toti_Illumina_V3_V4_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_MN_3	Toti_Illumina_V3_V4_EMU_EMUdb_MN_4	Toti_Illumina_V3_V4_EMU_EMUdb_Z_1	Toti_Illumina_V3_V4_EMU_EMUdb_Z_2	Toti_Illumina_V3_V4_EMU_EMUdb_Z_3	Toti_Illumina_V3_V4_EMU_EMUdb_Z_4	Toti_ONT_V1_V9_EMU_EMUdb_I_1	Toti_ONT_V1_V9_EMU_EMUdb_I_2	Toti_ONT_V1_V9_EMU_EMUdb_I_3	Toti_ONT_V1_V9_EMU_EMUdb_I_4	Toti_ONT_V1_V9_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_MN_3	Toti_ONT_V1_V9_EMU_EMUdb_MN_4	Toti_ONT_V1_V9_EMU_EMUdb_Q_1	Toti_ONT_V1_V9_EMU_EMUdb_Q_2	Toti_ONT_V1_V9_EMU_EMUdb_Q_3	Toti_ONT_V1_V9_EMU_EMUdb_Q_4	Toti_ONT_V1_V9_EMU_EMUdb_Z_1	Toti_ONT_V1_V9_EMU_EMUdb_Z_2	Toti_ONT_V1_V9_EMU_EMUdb_Z_3	Toti_ONT_V1_V9_EMU_EMUdb_Z_4	Toti_PacBio_V1_V9_EMU_EMUdb_I_1	Toti_PacBio_V1_V9_EMU_EMUdb_I_2	Toti_PacBio_V1_V9_EMU_EMUdb_I_3	Toti_PacBio_V1_V9_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_MN_2	Toti_PacBio_V1_V9_EMU_EMUdb_MN_3	Toti_PacBio_V1_V9_EMU_EMUdb_MN_4	Toti_PacBio_V1_V9_EMU_EMUdb_Z_1	Toti_PacBio_V1_V9_EMU_EMUdb_Z_2	Toti_PacBio_V1_V9_EMU_EMUdb_Z_3	Toti_PacBio_V1_V9_EMU_EMUdb_Z_4
Lancefieldella	0	0	0	0	0	0	0	0	0	0	0	0	96	0	44	0	92	62	0	189	0	13	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lautropia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
Legionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	150	168	0	241	419	246	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	33	0	31	0	0	0	0	34	214	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Libanicoccus	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	26	31	0	32	27	13	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limosilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	48	0	264	0	253	37	0	50	124	97	45	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Longibaculum	185	133	196	183	173	85	132	124	85	43	77	126	1428	44	471	0	1499	809	0	2083	42	45	0	0	69	51	193	16	545	317	337	359	335	276	199	198	204	128	160	291	738	5253	1359	808	0	687	296	352	0	0	0	0	1113	645	1469	1083	173	117	107	284	29	30	64	164	134	41	28	76
Longicatena	63	72	83	91	149	168	200	214	46	104	165	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loriellopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageeibacillus	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mahella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maledivibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	20	12	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maribellus	0	0	0	0	0	0	0	0	0	0	0	0	197	17	0	0	118	162	0	50	160	138	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinilactibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	14	0	0	0	11	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marseilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marvinbryantia	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	45	28	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	134	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilimicrobiota	140	67	157	123	117	48	103	58	58	30	59	109	393	0	395	2	329	97	0	636	0	16	12	0	43	43	166	0	76	48	47	46	61	29	12	23	0	12	0	48	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilistercora	0	0	0	0	0	0	0	0	0	0	0	17	387	33	273	0	582	349	0	1016	20	26	15	0	61	61	324	22	178	115	107	143	207	170	139	138	106	128	103	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mechercharimyces	17	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	64	58	87	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mediterraneibacter	2208	1423	2007	1920	2578	1438	2442	1910	2107	2708	3298	4857	16835	2082	10183	202	26783	13164	24	43627	1179	1106	157	1	3891	5663	9760	1302	3908	2733	2151	2697	4081	3197	2737	2355	3332	5588	4124	6659	55292	415419	99186	60865	685	80177	45100	47267	1	0	0	5	131253	393077	179650	227993	2080	1924	1496	3482	964	1264	1866	5614	2608	4215	1857	2991
Megamonas	107	310	221	90	204	433	514	255	220	505	246	269	181	50	572	0	575	1169	0	2264	7823	9164	2491	2	193	377	476	0	89	303	127	83	193	646	396	221	301	760	200	265	281	15776	1741	598	0	5469	2275	1383	0	2	0	0	11840	18826	9970	3446	14	77	25	32	10	70	93	168	235	214	79	51
Megasphaera	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Merdimonas	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	52	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesotoga	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metaprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyloceanibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Microbacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	32	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium	0	0	0	0	0	0	0	0	0	0	0	0	13	0	13	0	0	22	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcoleus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcystis	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micropruina	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
Microvirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
missing	208	83	128	137	280	118	226	158	153	91	119	215	1752	78	2166	18	4394	1832	0	5888	1671	3023	935	0	342	284	1871	49	184	98	137	132	339	299	251	256	175	111	78	238	194	2246	467	298	1	632	262	250	0	0	0	0	3184	2338	2602	1807	27	50	21	79	36	23	48	143	119	53	15	47
Mobilisporobacter	0	0	0	0	0	0	0	0	0	0	0	0	69	0	58	1	98	48	0	430	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mobilitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	47	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mordavella	0	0	0	0	0	0	0	0	0	0	0	0	152	0	139	2	243	137	0	501	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muribaculum	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	19	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muricomes	22	0	0	0	18	0	17	0	0	0	17	18	153	13	307	1	362	134	1	291	0	0	0	0	16	23	94	0	58	25	28	35	75	63	54	56	0	14	0	28	0	34	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Murimonas	0	0	0	0	0	0	0	0	0	0	0	0	56	0	32	0	96	72	0	190	0	0	0	0	17	0	0	0	375	250	178	225	377	368	293	250	249	345	225	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma	11	0	12	17	35	0	50	12	0	16	26	0	34	0	12	0	44	15	0	11	0	0	29	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natranaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natranaerovirga	0	0	0	0	0	0	0	0	0	0	0	0	136	0	15	1	76	93	0	87	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natronincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negativibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	29	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	87	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nesterenkonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	1	0	0	0	107	0	0	0	0	62	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niabella	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niastella	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novibacillus	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	25	0	16	67	88	73	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olegusella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olleya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olsenella	0	0	0	0	0	0	0	0	0	0	0	0	31	0	64	0	79	0	0	14	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oryzomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	23	0	114	0	102	0	0	53	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paeniclostridium	77	40	58	53	84	76	120	64	111	84	91	108	1510	76	13263	76	12400	1609	3	14748	648	1021	197	0	158	105	2258	34	208	76	95	129	206	228	204	162	106	148	44	105	237	1218	561	247	0	857	459	417	0	0	0	0	1988	2815	636	986	0	0	0	11	0	0	0	28	40	19	0	0
Paludibacter	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	13	0	0	21	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludicola	0	0	0	0	0	0	0	0	0	0	0	0	35	0	22	0	23	47	0	74	87	69	33	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	25	60	0	37	118	126	153	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	37	18	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraclostridium	0	0	0	0	0	0	0	0	0	0	0	0	107	0	838	0	729	93	0	659	11	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	12	58	68	109	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasporobacterium	0	0	0	0	0	0	0	0	0	0	0	0	43	0	51	1	34	34	0	56	0	0	0	0	22	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasutterella	73	148	144	100	42	78	129	24	551	269	489	446	81	0	47	0	37	180	0	30	2506	2538	42	0	368	88	35	0	46	117	11	45	0	68	56	0	445	242	300	267	31	702	111	66	0	190	80	27	0	0	0	0	3976	1448	2144	1337	0	16	0	24	0	10	12	16	499	107	132	86
