species	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
[Clostridium] leptum	130.55815742179	129.932602938542	111.942314697967	343.810962222654	172.478369805236	195.813112023118	75.2096990268448	76.9259785755717	151.671287657364
[Clostridium] methylpentosum	15.5585085552674	12.2747386552712	20.9487540595705	58.8279660791759	26.454132353609	32.6724489077601	12.168941304914	0	27.3061130433197
[Clostridium] spiroforme	22	15	0	53	20	21	29	15	34
[Clostridium] symbiosum	107.603499708248	78.8623700271969	94.0053531988955	294.161435919677	105.16013642667	138.397570859039	79.8154249418537	39.6933707482638	127.905600684797
[Ruminococcus] faecis	82.6180603070696	62.9531368382652	65.0014612885164	160.11922673649	67.7980471039283	85.7937375757111	51.3101019714895	35.8492165408772	66.3124404194858
[Ruminococcus] gnavus	3876.38553408873	2874.57714522185	2320.52945922371	9055.96913820446	3587.3515247804	4636.19979451466	2567.73498104333	1779.4937440611	3636.84369394425
[Ruminococcus] lactaris	10.3084078733859	0	0	21.6219770424778	0	0	0	0	11.1298699330826
[Ruminococcus] torques	706.854325457554	668.594940416752	462.815541951993	1583.45469215591	751.286041662962	907.772169181044	482.196108371396	365.803918095868	751.283908874087
Acutalibacter muris	0	0	0	33.9509812026304	17.350549393353	0	0	0	0
Adlercreutzia equolifaciens	29	30	16	48	11	17	20	16	34
Aestuariispira insulae	39.7297625603637	43.4575008238096	45.258483988228	64.4209230887793	32.4138109147325	44.8184676648752	13.2155753483288	0	28.4941010349908
Agathobaculum butyriciproducens	1260.48944360936	876.1242088401	785.053313402594	2968.09450852624	1074.83586417205	1659.88090709108	776.407887554859	550	1164.23869356462
Agathobaculum desmolans	13.0535684545344	0	0	24.5372943064837	10.5093980025771	12.9720061403893	11.9999999426229	0	13.9999987054613
Alistipes dispar	39	16	24	35.0009141769427	19	32	23	15	58
Alistipes indistinctus	30	12	15	13	0	10	0	0	25
Alistipes onderdonkii	765	470	549	875	321	630	578	308	1179.00000046748
Alistipes putredinis	941	630	639	1163.91625317989	418	749.000000000467	676	349	1260.99999953252
Alistipes shahii	91	53	61	94	35	59	85	43	161
Aminipila butyrica	0	0	0	17.7600485703494	0	10.8577440630965	0	0	0
Anaerobutyricum hallii	5942.99999991056	4549.94574012145	3581.00255846702	11437.6590233792	4376.814168516	5952.11372080135	4874.87173061523	3166.0000000023	7094.96430731512
Anaerofustis stercorihominis	11	0	0	0	0	0	0	0	0
Anaeromassilibacillus senegalensis	233.473678840093	140.562751091351	143.36214662568	597.934071369635	243.602504982723	298.897524195957	151.603496829628	103.807667269985	232.019067152227
Anaerostipes caccae	27.999999999769	27	18	59	29	41.9999999953023	16	0	32
Anaerostipes hadrus	2947.99989358323	2446.03665723844	1761.48041360959	6501.39403581644	2931.136399198	3428.06517333587	1908.00004618817	1543.00000000013	2873.06423642782
Anaerotignum aminivorans	117.827593561355	90.2183473886876	106.020029908941	204.004920943459	95.7225873900056	122.266637171214	84.7268289921506	46.2225149340081	129.305514427477
Anaerotignum faecicola	140.592063432845	96.9762137279129	104.564312951802	408.572529892758	130.033339576855	198.710764367719	82.5584889224434	65.7779859133205	177.391048714222
Anaerotignum lactatifermentans	826.580343005801	566.805438883399	534.415657139257	1991.1696961601	673.244077014522	1185.02259846103	606.714682085406	363.999499152671	1018.24450483669
Anaerotruncus colihominis	107.141770706216	80.9998263979817	63.9418675553132	250.915062169647	104.967191361673	168.790356068948	70.9420171953223	59.0054856251163	123.48633446447
Anaerotruncus rubiinfantis	78.3890231526177	80.1376244323776	55.2848758218332	211.10300645461	68.3744777284191	110.922994262848	39.1472106552889	41.4928041268333	71.0711487428309
Anaerovorax odorimutans	0	10.7868249083647	0	0	0	0	0	0	15.2744025742156
Azospirillum halopraeferens	0	0	0	22.0100673700328	0	0	0	0	0
Bacillus subtilis	22	0	19	28	19	24	18	0	28
Bacteroides caccae	179	101	131	249.999811232942	81	193	101.000000009439	71	212
Bacteroides eggerthii	454.000016524043	258	322	531	203	309	327	187	558
Bacteroides koreensis	11.438107277784	0	0	24.1147508622114	14.8834831186759	19.2270708749865	24.3653867176191	10.7336491492276	26.1116204155212
Bacteroides ovatus	1307.16047591615	929.997537490634	983.537271110578	3044.8615035702	1103.27293422957	1997.77783576655	1671.84234127757	897.297793732778	2910.89251351851
Bacteroides thetaiotaomicron	562	374	407.999999952051	687.999754647676	278.00000000029	437.000000135523	437.999999175015	212.00027587867	757.000000000009
Bacteroides uniformis	4973.00085019634	2985.00000000068	3571.00952984413	6216.31850460875	2263.87941405986	4010.00032896006	3911.43060843549	1951	7271.79297013749
Bacteroides xylanisolvens	244.401416806068	165.002462509558	164.462728887102	356.03341837322	115.84358265146	218.009207759223	203.792272829799	116.968281239323	336.995800535426
Barnesiella intestinihominis	1208	748	855	1453	503	888	941	511	1811
Bifidobacterium adolescentis	3386.31762685764	2027.21678716468	1830.89998514356	0	0	0	2719.0251548377	1386.92168427414	3708.14305865307
Bifidobacterium faecale	56.682373286378	45.783212835325	40.1000148564353	0	0	0	50.9748451622981	25.0783157258631	60.8569413469279
Blautia caecimuris	599.742686584577	482.413472799132	390.207506744355	1395.11397577755	520.121696844847	727.990387565774	423.759154736201	299.034396196886	549.80025364081
Blautia faecis	11092.8963241555	7443.84032574596	6538.24133311165	24465.9312368996	8716.60256808949	12197.8423735227	7432.87135496879	4350.79247835449	10557.5138479946
Blautia glucerasea	119.15903243056	101.498158770545	64.3899711392319	261.841456483442	129.961537120468	120.299252410152	56.7402237546514	46.3142470802743	101.97079026415
Blautia hominis	16.5416552479317	18.4077722582939	0	22.6360382067329	15.1736082887039	15.9510343860098	17.5829333186247	0	21.3814074711047
Blautia luti	3109.60355911758	2180.20023231735	1967.61907369936	7233.72905647981	2583.94561644259	3857.76258645583	2090.44432766849	1271.72532087978	2955.73474383123
Blautia obeum	14.9920851047754	10.0628997135424	14.0856573806104	25.2508471249051	20.8000783660395	18.2121042309864	10.6416359499948	0	11.3471564179834
Blautia producta	507.517145953024	305.399408379514	274.483325845853	1230.52916279444	471.409051368131	632.232467888015	314.443770779209	193.60002086203	420.112282754939
Blautia sp. SC05B48	36642.5098052164	25838.4354780462	21795.4335140503	79286.9308313888	29042.1780443617	39276.2500456132	24195.4703798491	15017.6289208335	33720.8864123349
Blautia stercoris	1291.82076615824	898.553949041564	722.178751862015	3123.24665256729	1088.78600499646	1541.90990465289	962.424803221601	573.068778588744	1378.78947396954
Blautia wexlerae	26678.6438265369	17999.1767372173	16589.4865089776	58055.4756015758	20799.2623309994	30254.1065174696	17992.0572732668	10574.7599023253	25810.1079005275
Butyricicoccus faecihominis	25.4569823596701	19.8757911598979	18.9466865974079	74.3904364433504	26.6512220812885	37.594753344462	18.5921125019763	0	34.7613077278706
Butyricimonas phoceensis	45	30	22	44	17	28	38	19	79
Candidatus Liberibacter americanus	53.5051835023678	37.6641607082509	45.9148693042212	89.4466495591487	60.976427971731	88.8457953814844	0	0	35.4967107156175
Caproiciproducens galactitolivorans	30.0253364556202	18.0287483173214	18.6986448148899	50.0492720706884	24.6638426629957	22.8572990780462	25.4220821379312	16.2974979703618	22.5964959618028
Caproiciproducens sp. NJN-50	262.367180685982	220.758053169808	161.852562692762	739.014495531465	281.395338752825	380.769022536527	172.757856952997	127.055149313504	262.405363127714
Casaltella massiliensis	55.2329080926206	57.2122671338089	54.140954370781	135.771809661365	65.559631136713	81.7813119737132	47.4320002185459	32.9736527019576	67.7840944152256
Catabacter hongkongensis	24.8382070491625	16.6149863861893	30.6256718621126	44.1002409812803	22.6089607754987	12.5021217668057	19.0719700084748	0	30.0446108334558
Christensenella massiliensis	80.6107553648769	48.5031739002749	43.6976032499163	80.9451365564889	32.5425803017728	64.3989711675123	40.910761865384	35.5693613262022	61.700230874929
Christensenella minuta	28.5510375859652	25.8818397135358	24.6767099499303	68.480266496012	24.9505009820851	34.1129564009638	22.0172681261407	22.4306386737761	29.2551582916152
Christensenella sp. Marseille-P3954	0	0	0	13	0	0	0	0	0
Christensenella timonensis	0	0	0	14.4743559662178	0	10.9859494614268	0	0	0
Clostridiales bacterium CCNA10	204.612223384885	132.432473427022	138.181283135691	432.354192835225	144.950231071527	287.434123900169	154.145767554506	61.1020499632471	208.469804135351
Clostridium jeddahense	10.9460998960621	17.7160078930008	0	41.1938872981734	19.236742050517	21.6417577578932	0	12.0760080506387	0
