source	primer	rank	R2_mean	R2_sd	p_value	significant
MCS	MONT	genus	0.684141080726031	0.0326714635252276	0.0975256716246327	FALSE
MCS	ONT	genus	0.755521272789762	0.0437660986626071	0.0975256716246327	FALSE
MCS	PB	genus	0.719085713293544	0.0166347928573376	0.0975256716246327	FALSE
MCS	MONT	phylum	0.93661921058013	0.00549035309480415	1.26341222413748e-05	TRUE
MCS	ONT	phylum	0.995167537997554	0.000405120297144843	1.26341222413748e-05	TRUE
MCS	PB	phylum	0.945321097336901	0.00641018720329038	1.26341222413748e-05	TRUE
MCS	MONT	species	0.687561249124127	0.0321189826392135	0.0985643159558529	FALSE
MCS	ONT	species	0.758314937342121	0.0438143785218846	0.0985643159558529	FALSE
MCS	PB	species	0.722983547575958	0.0164894975406478	0.0985643159558529	FALSE
