genus	Zymo_6323_ONT	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323
Parvibacter	0	0	17.9080915908651	0	0	0	0	0	0	0
Pelotomaculum	0	0	0	0	0	0	16.822340978444	0	0	0
Peptacetobacter	0	328.50807132478	259.475405463996	358.024298624637	170.020773002404	281.348501677274	347.121551920697	251.498346871703	73.96209862182	205.298048248122
Peptococcus	0	99.5977426776151	98.1115232627434	81.6976696295856	158.704133522731	208.290300300328	201.674647500693	47.1764805700198	63.6589166320911	45.3062470849806
Peptostreptococcus	0	0	0	0	21.9544431936188	0	18.8960120575994	0	0	0
Petrocella	0	0	0	0	0	11.5795903282402	17.9577034136529	0	0	0
Phascolarctobacterium	86679	1784.35810739127	2210.00328944549	1600.31433181643	2973.85995153668	3894.59390631342	4531.16052141428	1127.51942471079	960.662873710341	1127.87266232263
Phocaeicola	0	9413.62037636597	11770.7474641689	7240.31236364392	6995.59889202576	9461.14488662532	9470.81940647667	6463.22300721408	6331.35449411184	5625.38598765729
Phocea	3150	184.568955480759	265.282068893245	174.159628076673	365.067465719212	468.226557411001	553.296015241724	144.14363729928	94.2679864298382	135.00985314537
Prevotella	0	62.074776380655	48.0440094892035	77.1045887240379	25.0178183838472	54.0321934919863	78.0429654065655	55.106381023702	17.032932720912	64.1397515319388
Proteiniclasticum	0	0	0	0	0	0	17.89038110591	0	0	0
Pseudobutyrivibrio	0	175.021264130898	255.863880654546	140.702132600764	102.439513400214	120.619331077178	123.581114555314	125.059823928029	151.888596496952	145.798991816247
Pseudoclostridium	0	1463.05743069547	1966.60927737648	1201.00043237751	2003.49031040043	2660.34614538947	2845.64212032825	934.903601319786	874.645801106377	1020.54798310737
Pseudoflavonifractor	24786	474.64340193538	606.046302141606	350.213182257246	686.5201279164	984.602014759641	1069.73178408349	270.785362914054	259.490274708248	262.006297158715
Pseudoruminoccoccus	186111	0	0	0	0	0	0	0	0	0
Pyramidobacter	0	15.0663398770507	15.9564077018741	15.3863155722557	10.5624014581523	24.7530083210802	20.0457289054551	0	0	11.6475043361232
Raoultibacter	0	272.27516988176	410.654155303537	261.510950263298	272.107214331248	325.726600537803	312.32687205273	233.467829209713	242.037048042059	210.578649082524
Rhabdanaerobium	0	0	0	0	0	20.9524067156423	17.6623801079466	0	0	0
Rhizobium	0	26.0313578369052	32.0296400602693	20.0269014259843	24.0171056453739	39.0232541416143	33.0174857365403	0	0	0
Robinsoniella	0	152.743299691558	177.865428759826	111.799579807823	209.059977905966	279.615432619164	335.334888062236	57.8683138513886	106.993267858841	96.0776466604766
Romboutsia	18945	1286.31707750772	1801.23256716145	1145.20963917405	2055.88745029512	2675.79019033441	2851.75792641123	792.703080822067	778.162648115002	835.787303507078
Roseburia	1043667	16521.6999333393	20951.1161138372	13562.3617350174	23376.981791669	30957.4391232623	33493.4460264824	10180.7062389187	10113.1098991864	10116.9639363717
Ruminiclostridium	0	294.056674166751	360.142891881191	202.083938298233	468.479295896865	600.754213340574	568.523810370961	151.578652104385	155.460127314969	180.004174663354
Ruminococcus	2812635	22955.4371915053	30525.961727289	18781.038656078	40712.0661743563	56940.0387952173	59822.3630139776	13428.811269456	13060.1311306894	13916.5922359499
Ruthenibacterium	55116	188.019186903719	232.955841935432	181.379946051079	344.164808233235	425.691952290922	439.385805495431	134.91173079024	116.447570293401	124.546477995398
Saccharofermentans	0	17.0381779041914	31.7752674339971	13.6108464515156	22.3675958515318	27.644899075395	38.2371234044423	14.6767248703255	0	13.3023388946119
Salimesophilobacter	0	16.0781735151867	29.561451021153	28.6691363748628	28.0839020185007	29.4390774638894	35.7349052595428	18.9229893014978	19.0398938115003	15.9767545104565
Salmonella	0	64.5061109910699	178.470588744218	58.1325097815093	25.6375169586659	52.6616194884445	56.0367051217096	45.9957507009066	19.5155953825037	39.3377042069988
Segniliparus	0	17.4053150526143	0	0	0	0	0	0	0	0
Solobacterium	30681	0	0	0	0	0	0	0	0	0
Sporobacter	0	820.695707451164	1140.82098995627	653.304123106816	1454.85497306935	1938.41009597882	1956.96535591303	500.562827040435	508.501524248322	498.167761519313
Staphylococcus	2295	109.627952518573	97.0732632749978	112.116023683209	92.0275748468141	114.070291491089	138.072302450642	97.2482773921118	48.409852335153	74.161600623364
Stappia	0	0	0	0	0	33.0155196665811	31.2518471799042	0	0	0
Streptococcus	11151	696.532016030182	709.929989604602	585.609959539966	726.517465573441	989.619940626685	1172.62094295035	459.915626847649	238.480584250012	423.923995292491
Streptomyces	0	0	0	0	20.8050943135612	0	0	0	0	0
Subdoligranulum	794826	1055.32921661955	1385.17496826699	926.730131157058	2381.15818289682	3729.66767269453	3031.9995089594	601.74022371663	537.724378272331	549.866375082888
Sutterella	79578	142.171262032328	210.316697649337	121.162753627197	65.0463282774305	111.066175196484	114.060405271685	127.24564345473	114.256299918046	102.222739981361
Syntrophococcus	0	0	0	0	16.4115793220537	17.1018706247963	13.9771202318097	0	0	0
Tepidibaculum	0	27.6370469482187	26.6600659025412	19.8292920348463	21.7669614429893	44.2249703106787	47.5145955527506	10.0824843639071	13.6469198431606	0
Terrisporobacter	0	189.025963629685	247.866045181807	140.961535157149	336.928751404432	482.700792277207	530.527919956129	145.744217768981	132.433199541069	148.730031795197
Thermincola	0	0	0	0	28.4603634018206	28.5195160541168	47.2034404343474	0	0	0
Thermoclostridium	0	18.9371800954387	29.6159367065906	13.3154750320087	30.3466323368465	37.4095707621346	65.5902079883663	15.0315922233668	0	0
Tidjanibacter	7560	11.0132667771522	18.016500013285	0	0	0	11.0058543179735	0	13.0251838454033	0
Turicibacter	4950	63.2959259116074	69.7840288730336	45.0713303043015	104.205850459831	139.123649879336	127.201982391464	76.2346795303312	83.1618944149661	59.2259806284714
Tyzzerella	58032	1359.45721162019	1737.03837324235	1147.77967438739	1972.67375378853	2704.40910157986	3016.96677427095	824.513455024742	767.151623047907	821.163595510092
unknown_Actinobacteria	22131	0	0	0	0	0	0	0	0	0
unknown_Candidatus Melainabacteria	112185	0	0	0	0	0	0	0	0	0
unknown_Firmicutes	5834880	0	0	0	0	0	0	0	0	0
unknown_Lentisphaerae	17289	0	0	0	0	0	0	0	0	0
unknown_Proteobacteria	17649	0	0	0	0	0	0	0	0	0
unknown_Tenericutes	43740	0	0	0	0	0	0	0	0	0
unknown_unknown	131868	0	0	0	0	0	0	0	0	0
Vallitalea	0	109.11224236931	147.118882973381	83.0634263841791	159.568624738014	198.372768129875	231.864824224113	63.7827651694797	61.4967361686006	59.4197999283945
Vampirovibrio	0	747.840073868285	1001.23750680231	629.793524196042	1285.45880035419	1722.63393202883	1766.47334749602	452.536954029674	425.857305105358	467.016453945351
Veillonella	0	524.980466358513	438.400331556345	438.242166939808	265.208211678173	483.4085024222	535.660009626532	384.639813775508	113.218736587797	364.215752372627
Victivallis	0	12.9039274416913	22.0649607815714	14.3510000414121	23.6129502821391	23.2055832767486	31.6225160918758	0	0	12.4137812840657
Youngiibacter	0	0	27.7371169339345	0	57.7163372281514	55.3742137594696	55.2088098174369	0	0	0
