baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	taxon	grp1	grp2	is.significant
31827.3440073274	-1.2654898327653	0.119693889121218	-10.5727188084238	3.98763527562135e-26	1.79761182877956e-25	Zymo_6300_VS_PB	Bacillus subtilis	Zymo_6300	PB	FALSE
13640.8435145484	-0.840783033333643	0.07960826738648	-10.5615039861605	4.4940295719489e-26	1.79761182877956e-25	Zymo_6300_VS_PB	Enterococcus faecalis	Zymo_6300	PB	FALSE
6534.8715404429	1.0051518439659	0.211803873353414	4.745672626528	2.07814591204259e-06	3.32503345926814e-06	Zymo_6300_VS_PB	Escherichia coli	Zymo_6300	PB	FALSE
11501.9189301199	0.254254836391179	0.123122350062298	2.06505834450471	0.0389174801661251	0.0389174801661251	Zymo_6300_VS_PB	Limosilactobacillus fermentum	Zymo_6300	PB	FALSE
13334.3803666649	-0.248884274396378	0.0755180128894818	-3.29569416452485	0.000981788327745433	0.00112204380313764	Zymo_6300_VS_PB	Listeria monocytogenes	Zymo_6300	PB	FALSE
1070.35157979391	1.48297515210789	0.245990942760565	6.02857623726149	1.65410367164937e-09	4.41094312439832e-09	Zymo_6300_VS_PB	Pseudomonas aeruginosa	Zymo_6300	PB	FALSE
5808.51449519113	1.23162366528511	0.216427019859898	5.69071119716194	1.26511327009687e-08	2.53022654019374e-08	Zymo_6300_VS_PB	Salmonella enterica	Zymo_6300	PB	FALSE
15357.3810520999	-0.404371339037628	0.106172521018257	-3.80862519943454	0.000139741586160987	0.000186322114881316	Zymo_6300_VS_PB	Staphylococcus aureus	Zymo_6300	PB	FALSE
31827.3440073274	-1.3026477389302	0.119700829251626	-10.882528943821	1.396343157189e-27	5.585372628756e-27	Zymo_6300_VS_ONT	Bacillus subtilis	Zymo_6300	ONT	FALSE
13640.8435145484	-0.855072823215284	0.0796382032054405	-10.7369677968434	6.82492178187182e-27	1.81997914183248e-26	Zymo_6300_VS_ONT	Enterococcus faecalis	Zymo_6300	ONT	FALSE
6534.8715404429	-0.564387596605846	0.211547647839859	-2.66789823649131	0.0076327372802189	0.0101769830402919	Zymo_6300_VS_ONT	Escherichia coli	Zymo_6300	ONT	FALSE
11501.9189301199	0.510176214173352	0.123196388316724	4.14116210015628	3.45550638587244e-05	6.91101277174489e-05	Zymo_6300_VS_ONT	Limosilactobacillus fermentum	Zymo_6300	ONT	FALSE
13334.3803666649	-0.261989341353298	0.0755517179435425	-3.46768211874513	0.000524967885067019	0.000839948616107231	Zymo_6300_VS_ONT	Listeria monocytogenes	Zymo_6300	ONT	FALSE
1070.35157979391	2.73316558449312	0.247910423192265	11.0248110962782	2.90126988450507e-28	2.32101590760405e-27	Zymo_6300_VS_ONT	Pseudomonas aeruginosa	Zymo_6300	ONT	TRUE
5808.51449519113	-0.310344296729938	0.216145371639325	-1.43581282530445	0.151055609351398	0.151055609351398	Zymo_6300_VS_ONT	Salmonella enterica	Zymo_6300	ONT	FALSE
15357.3810520999	-0.249620632532727	0.106219181219695	-2.35005231321104	0.0187707727397334	0.0214523117025525	Zymo_6300_VS_ONT	Staphylococcus aureus	Zymo_6300	ONT	FALSE
31827.3440073274	-1.3455160687542	0.119690346841281	-11.241642323407	2.54601169958642e-29	1.01840467983457e-28	Zymo_6300_VS_MONT	Bacillus subtilis	Zymo_6300	MONT	FALSE
13640.8435145484	-0.926910464788451	0.0795944477437362	-11.6454161196363	2.42136891705837e-31	1.9370951336467e-30	Zymo_6300_VS_MONT	Enterococcus faecalis	Zymo_6300	MONT	FALSE
6534.8715404429	1.21961114289331	0.211875970772944	5.7562504065187	8.60027850670527e-09	1.37604456107284e-08	Zymo_6300_VS_MONT	Escherichia coli	Zymo_6300	MONT	FALSE
11501.9189301199	0.371259157023191	0.123145193702352	3.01480834014962	0.00257141690605217	0.00257141690605217	Zymo_6300_VS_MONT	Limosilactobacillus fermentum	Zymo_6300	MONT	FALSE
13334.3803666649	-0.36037884454279	0.0754968628561433	-4.7734280724946	1.81116252694845e-06	2.4148833692646e-06	Zymo_6300_VS_MONT	Listeria monocytogenes	Zymo_6300	MONT	FALSE
1070.35157979391	2.07360011772434	0.246610921840733	8.4083871965067	4.15686928919364e-17	1.1084984771183e-16	Zymo_6300_VS_MONT	Pseudomonas aeruginosa	Zymo_6300	MONT	TRUE
5808.51449519113	1.45102735940897	0.21650902090625	6.70192564418495	2.05690702674355e-11	4.11381405348711e-11	Zymo_6300_VS_MONT	Salmonella enterica	Zymo_6300	MONT	FALSE
15357.3810520999	-0.432741583428918	0.106171369415812	-4.07587832586127	4.58409854013239e-05	5.2389697601513e-05	Zymo_6300_VS_MONT	Staphylococcus aureus	Zymo_6300	MONT	FALSE
