path	file.names	source	sex	dna.isolation.methods	date	name	filename
Serteperti_all_rebasecall_emu/SRTP_A_M3_210305_ZMB_rel-abundance.tsv	SRTP_A_M3_210305_ZMB_rel-abundance.tsv	M3	male	ZMB	210305	M3_210305	SRTP_A_M3_210305_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210317_ZHMW_rel-abundance.tsv	SRTP_A_M3_210317_ZHMW_rel-abundance.tsv	M3	male	ZHMW	210317	M3_210317	SRTP_A_M3_210317_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210317_ZMB_rel-abundance.tsv	SRTP_A_M3_210317_ZMB_rel-abundance.tsv	M3	male	ZMB	210317	M3_210317	SRTP_A_M3_210317_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210330_ZHMW_rel-abundance.tsv	SRTP_A_M3_210330_ZHMW_rel-abundance.tsv	M3	male	ZHMW	210330	M3_210330	SRTP_A_M3_210330_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210330_ZMB_rel-abundance.tsv	SRTP_A_M3_210330_ZMB_rel-abundance.tsv	M3	male	ZMB	210330	M3_210330	SRTP_A_M3_210330_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210415_ZHMW_rel-abundance.tsv	SRTP_A_M3_210415_ZHMW_rel-abundance.tsv	M3	male	ZHMW	210415	M3_210415	SRTP_A_M3_210415_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210415_ZMB_rel-abundance.tsv	SRTP_A_M3_210415_ZMB_rel-abundance.tsv	M3	male	ZMB	210415	M3_210415	SRTP_A_M3_210415_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210704_ZHMW_rel-abundance.tsv	SRTP_A_M3_210704_ZHMW_rel-abundance.tsv	M3	male	ZHMW	210704	M3_210704	SRTP_A_M3_210704_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210704_ZMB_rel-abundance.tsv	SRTP_A_M3_210704_ZMB_rel-abundance.tsv	M3	male	ZMB	210704	M3_210704	SRTP_A_M3_210704_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210729_ZMB_rel-abundance.tsv	SRTP_A_M3_210729_ZMB_rel-abundance.tsv	M3	male	ZMB	210729	M3_210729	SRTP_A_M3_210729_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210803_ZHMW_rel-abundance.tsv	SRTP_A_M3_210803_ZHMW_rel-abundance.tsv	M3	male	ZHMW	210803	M3_210803	SRTP_A_M3_210803_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210803_ZMB_rel-abundance.tsv	SRTP_A_M3_210803_ZMB_rel-abundance.tsv	M3	male	ZMB	210803	M3_210803	SRTP_A_M3_210803_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210829_ZMB_rel-abundance.tsv	SRTP_A_M3_210829_ZMB_rel-abundance.tsv	M3	male	ZMB	210829	M3_210829	SRTP_A_M3_210829_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210915_ZMB_rel-abundance.tsv	SRTP_A_M3_210915_ZMB_rel-abundance.tsv	M3	male	ZMB	210915	M3_210915	SRTP_A_M3_210915_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_210928_ZMB_rel-abundance.tsv	SRTP_A_M3_210928_ZMB_rel-abundance.tsv	M3	male	ZMB	210928	M3_210928	SRTP_A_M3_210928_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_211012_ZMB_rel-abundance.tsv	SRTP_A_M3_211012_ZMB_rel-abundance.tsv	M3	male	ZMB	211012	M3_211012	SRTP_A_M3_211012_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_211027_ZMB_rel-abundance.tsv	SRTP_A_M3_211027_ZMB_rel-abundance.tsv	M3	male	ZMB	211027	M3_211027	SRTP_A_M3_211027_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_211203_ZHMW_rel-abundance.tsv	SRTP_A_M3_211203_ZHMW_rel-abundance.tsv	M3	male	ZHMW	211203	M3_211203	SRTP_A_M3_211203_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M3_211203_ZMB_rel-abundance.tsv	SRTP_A_M3_211203_ZMB_rel-abundance.tsv	M3	male	ZMB	211203	M3_211203	SRTP_A_M3_211203_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_210202_ZMB_rel-abundance.tsv	SRTP_A_M4_210202_ZMB_rel-abundance.tsv	M4	male	ZMB	210202	M4_210202	SRTP_A_M4_210202_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_210213_ZMB_rel-abundance.tsv	SRTP_A_M4_210213_ZMB_rel-abundance.tsv	M4	male	ZMB	210213	M4_210213	SRTP_A_M4_210213_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_210223_ZMB_rel-abundance.tsv	SRTP_A_M4_210223_ZMB_rel-abundance.tsv	M4	male	ZMB	210223	M4_210223	SRTP_A_M4_210223_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_210414_ZHMW_rel-abundance.tsv	SRTP_A_M4_210414_ZHMW_rel-abundance.tsv	M4	male	ZHMW	210414	M4_210414	SRTP_A_M4_210414_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_210414_ZMB_rel-abundance.tsv	SRTP_A_M4_210414_ZMB_rel-abundance.tsv	M4	male	ZMB	210414	M4_210414	SRTP_A_M4_210414_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_210903_ZHMW_rel-abundance.tsv	SRTP_A_M4_210903_ZHMW_rel-abundance.tsv	M4	male	ZHMW	210903	M4_210903	SRTP_A_M4_210903_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_210903_ZMB_rel-abundance.tsv	SRTP_A_M4_210903_ZMB_rel-abundance.tsv	M4	male	ZMB	210903	M4_210903	SRTP_A_M4_210903_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_210928_ZMB_rel-abundance.tsv	SRTP_A_M4_210928_ZMB_rel-abundance.tsv	M4	male	ZMB	210928	M4_210928	SRTP_A_M4_210928_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_211028_ZMB_rel-abundance.tsv	SRTP_A_M4_211028_ZMB_rel-abundance.tsv	M4	male	ZMB	211028	M4_211028	SRTP_A_M4_211028_ZMB_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_211203_ZHMW_rel-abundance.tsv	SRTP_A_M4_211203_ZHMW_rel-abundance.tsv	M4	male	ZHMW	211203	M4_211203	SRTP_A_M4_211203_ZHMW_rel-abundance.tsv
Serteperti_all_rebasecall_emu/SRTP_A_M4_211203_ZMB_rel-abundance.tsv	SRTP_A_M4_211203_ZMB_rel-abundance.tsv	M4	male	ZMB	211203	M4_211203	SRTP_A_M4_211203_ZMB_rel-abundance.tsv
