sample	source	dna.isolation.methods	name	phylum	count	sum_count	norm_count
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Bacteroidetes	1834	115359	0.0158981960661934
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Cyanobacteria	0	115359	0
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Deferribacteres	0	115359	0
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Firmicutes	106635	115359	0.924375211296908
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Fusobacteria	5326	115359	0.0461689161660555
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Proteobacteria	403	115359	0.00349344221083747
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Synergistetes	0	115359	0
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Tenericutes	0	115359	0
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Actinobacteria	33	111350	0.000296362819937135
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Bacteroidetes	30	111350	0.000269420745397396
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Cyanobacteria	0	111350	0
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Deferribacteres	0	111350	0
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Firmicutes	109895	111350	0.986933093848226
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Fusobacteria	547	111350	0.00491243825774585
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Proteobacteria	845	111350	0.00758868432869331
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Synergistetes	0	111350	0
SRTP_A_F3_210803_ZHMW	F3	ZHMW	SRTP_F3_210803	Tenericutes	0	111350	0
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Actinobacteria	46	63624	0.000722997610964416
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Bacteroidetes	0	63624	0
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Cyanobacteria	0	63624	0
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Deferribacteres	0	63624	0
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Firmicutes	63555	63624	0.998915503583553
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Fusobacteria	23	63624	0.000361498805482208
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Proteobacteria	0	63624	0
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Synergistetes	0	63624	0
SRTP_A_F3_210803_ZMB	F3	ZMB	SRTP_F3_210803	Tenericutes	0	63624	0
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Actinobacteria	87	111634	0.00077933246143648
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Bacteroidetes	1868	111634	0.0167332533099235
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Cyanobacteria	0	111634	0
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Deferribacteres	0	111634	0
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Firmicutes	94624	111634	0.847627067022592
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Fusobacteria	10365	111634	0.092848057043553
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Proteobacteria	4690	111634	0.0420122901624953
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Synergistetes	0	111634	0
SRTP_A_F3_211003_ZHMW	F3	ZHMW	SRTP_F3_211003	Tenericutes	0	111634	0
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Actinobacteria	19	60592	0.00031357274887774
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Bacteroidetes	0	60592	0
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Cyanobacteria	0	60592	0
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Deferribacteres	0	60592	0
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Firmicutes	60281	60592	0.994867309215738
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Fusobacteria	84	60592	0.00138632162661738
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Proteobacteria	208	60592	0.00343279640876683
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Synergistetes	0	60592	0
SRTP_A_F3_211003_ZMB	F3	ZMB	SRTP_F3_211003	Tenericutes	0	60592	0
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Actinobacteria	27	136898	0.00019722713260968
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Bacteroidetes	3441	136898	0.0251355023448115
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Cyanobacteria	0	136898	0
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Deferribacteres	0	136898	0
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Firmicutes	85731	136898	0.626239974287426
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Fusobacteria	35600	136898	0.260047626700171
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Proteobacteria	12099	136898	0.0883796695349822
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Synergistetes	0	136898	0
SRTP_A_F3_211203_ZHMW	F3	ZHMW	SRTP_F3_211203	Tenericutes	0	136898	0
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Actinobacteria	12	56869	0.000211011271518754
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Bacteroidetes	172	56869	0.0030244948917688
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Cyanobacteria	0	56869	0
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Deferribacteres	0	56869	0
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Firmicutes	54526	56869	0.958800049235963
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Fusobacteria	1933	56869	0.0339903989871459
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Proteobacteria	226	56869	0.00397404561360319
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Synergistetes	0	56869	0
SRTP_A_F3_211203_ZMB	F3	ZMB	SRTP_F3_211203	Tenericutes	0	56869	0
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Actinobacteria	355	32372	0.0109662671444458
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Bacteroidetes	846	32372	0.0261336957864821
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Cyanobacteria	0	32372	0
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Deferribacteres	0	32372	0
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Firmicutes	29424	32372	0.908933646361053
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Fusobacteria	1497	32372	0.0462436673668603
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Proteobacteria	250	32372	0.00772272334115903
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Synergistetes	0	32372	0
SRTP_A_F4_210317_ZHMW	F4	ZHMW	SRTP_F4_210317	Tenericutes	0	32372	0
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Actinobacteria	147	41697	0.00352543348442334
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Bacteroidetes	147	41697	0.00352543348442334
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Cyanobacteria	0	41697	0
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Deferribacteres	0	41697	0
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Firmicutes	41237	41697	0.988968031273233
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Fusobacteria	130	41697	0.00311773029234717
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Proteobacteria	36	41697	0.000863371465573063
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Synergistetes	0	41697	0
SRTP_A_F4_210317_ZMB	F4	ZMB	SRTP_F4_210317	Tenericutes	0	41697	0
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Actinobacteria	46	41584	0.00110619469026549
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Bacteroidetes	7464	41584	0.179492112350904
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Cyanobacteria	0	41584	0
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Deferribacteres	0	41584	0
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Firmicutes	24849	41584	0.597561562139284
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Fusobacteria	8220	41584	0.197672181608311
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Proteobacteria	1005	41584	0.0241679492112351
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Synergistetes	0	41584	0
SRTP_A_F4_210330_ZHMW	F4	ZHMW	SRTP_F4_210330	Tenericutes	0	41584	0
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Actinobacteria	233	43651	0.00533779294861515
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Bacteroidetes	103	43651	0.00235962520904447
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Cyanobacteria	0	43651	0
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Deferribacteres	0	43651	0
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Firmicutes	43162	43651	0.988797507502692
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Fusobacteria	117	43651	0.00268035096561362
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Proteobacteria	36	43651	0.000824723374034959
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Synergistetes	0	43651	0
SRTP_A_F4_210330_ZMB	F4	ZMB	SRTP_F4_210330	Tenericutes	0	43651	0
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Actinobacteria	38	163258	0.000232760416028617
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Bacteroidetes	20741	163258	0.127044310232883
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Cyanobacteria	0	163258	0
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Deferribacteres	0	163258	0
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Firmicutes	107792	163258	0.660255546435703
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Fusobacteria	31919	163258	0.195512624189933
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Proteobacteria	2636	163258	0.0161462225434588
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Synergistetes	0	163258	0
SRTP_A_F4_210413_ZHMW	F4	ZHMW	SRTP_F4_210413	Tenericutes	132	163258	0.000808536181994144
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Actinobacteria	100	63296	0.0015798786653185
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Bacteroidetes	2072	63296	0.0327350859453994
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Cyanobacteria	0	63296	0
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Deferribacteres	0	63296	0
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Firmicutes	58455	63296	0.923518073811931
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Fusobacteria	2434	63296	0.0384542467138524
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Proteobacteria	235	63296	0.00371271486349848
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Synergistetes	0	63296	0
SRTP_A_F4_210413_ZMB	F4	ZMB	SRTP_F4_210413	Tenericutes	0	63296	0
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Actinobacteria	23	28280	0.000813295615275813
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Bacteroidetes	460	28280	0.0162659123055163
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Cyanobacteria	0	28280	0
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Deferribacteres	0	28280	0
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Firmicutes	26254	28280	0.928359264497878
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Fusobacteria	575	28280	0.0203323903818953
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Proteobacteria	968	28280	0.0342291371994342
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Synergistetes	0	28280	0
SRTP_A_F4_210704_ZHMW	F4	ZHMW	SRTP_F4_210704	Tenericutes	0	28280	0
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Actinobacteria	111	120525	0.000920970752955818
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Bacteroidetes	7588	120525	0.0629578925534122
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Cyanobacteria	0	120525	0
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Deferribacteres	0	120525	0
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Firmicutes	104561	120525	0.867546152250571
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Fusobacteria	7053	120525	0.0585189794648413
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Proteobacteria	1212	120525	0.0100560049782203
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Synergistetes	0	120525	0
SRTP_A_F4_210704_ZMB	F4	ZMB	SRTP_F4_210704	Tenericutes	0	120525	0
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Actinobacteria	28	69247	0.000404349646916112
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Bacteroidetes	4133	69247	0.0596848960965818
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Cyanobacteria	0	69247	0
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Deferribacteres	0	69247	0
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Firmicutes	54817	69247	0.791615521250018
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Fusobacteria	10215	69247	0.147515415830289
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Proteobacteria	54	69247	0.000779817176195359
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Synergistetes	0	69247	0
SRTP_A_F4_211203_ZHMW	F4	ZHMW	SRTP_F4_211203	Tenericutes	0	69247	0
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Actinobacteria	41	50999	0.000803937332104551
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Bacteroidetes	910	50999	0.0178434871271986
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Cyanobacteria	0	50999	0
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Deferribacteres	0	50999	0
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Firmicutes	48924	50999	0.959312927704465
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Fusobacteria	1058	50999	0.0207455048138199
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Proteobacteria	66	50999	0.0012941430224122
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Synergistetes	0	50999	0
SRTP_A_F4_211203_ZMB	F4	ZMB	SRTP_F4_211203	Tenericutes	0	50999	0
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Actinobacteria	653	60491	0.0107949942966722
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Bacteroidetes	2492	60491	0.041196211006596
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Cyanobacteria	0	60491	0
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Deferribacteres	0	60491	0
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Firmicutes	33707	60491	0.557223388603263
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Fusobacteria	23434	60491	0.387396472202476
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Proteobacteria	205	60491	0.00338893389099205
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Synergistetes	0	60491	0
SRTP_A_M1_210317_ZHMW	M1	ZHMW	SRTP_M1_210317	Tenericutes	0	60491	0
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Actinobacteria	14	102630	0.000136412355061873
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Bacteroidetes	3054	102630	0.0297573808827828
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Cyanobacteria	0	102630	0
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Deferribacteres	11	102630	0.000107181136120043
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Firmicutes	91083	102630	0.887489038292897
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Fusobacteria	7922	102630	0.0771899054857254
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Proteobacteria	546	102630	0.00532008184741304
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Synergistetes	0	102630	0
SRTP_A_M1_210317_ZMB	M1	ZMB	SRTP_M1_210317	Tenericutes	0	102630	0
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Actinobacteria	201	123890	0.00162240697392849
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Bacteroidetes	6363	123890	0.0513600774880943
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Cyanobacteria	0	123890	0
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Deferribacteres	90	123890	0.000726450883848575
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Firmicutes	98831	123890	0.797731858907095
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Fusobacteria	6396	123890	0.0516264428121721
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Proteobacteria	12009	123890	0.0969327629348616
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Synergistetes	0	123890	0
SRTP_A_M1_210412_ZHMW	M1	ZHMW	SRTP_M1_210412	Tenericutes	0	123890	0
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Actinobacteria	47	50464	0.000931357006975269
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Bacteroidetes	136	50464	0.00269499048826887
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Cyanobacteria	0	50464	0
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Deferribacteres	0	50464	0
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Firmicutes	49878	50464	0.988387761572606
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Fusobacteria	134	50464	0.00265535827520609
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Proteobacteria	269	50464	0.00533053265694356
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Synergistetes	0	50464	0
SRTP_A_M1_210412_ZMB	M1	ZMB	SRTP_M1_210412	Tenericutes	0	50464	0
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Actinobacteria	19	58738	0.000323470325853791
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Bacteroidetes	5268	58738	0.0896864040314618
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Cyanobacteria	0	58738	0
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Deferribacteres	0	58738	0
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Firmicutes	46728	58738	0.795532704552419
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Fusobacteria	5977	58738	0.101756954612006
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Proteobacteria	746	58738	0.0127004664782594
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Synergistetes	0	58738	0
SRTP_A_M1_210415_ZHMW	M1	ZHMW	SRTP_M1_210415	Tenericutes	0	58738	0
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Actinobacteria	83	57468	0.0014442820352196
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Bacteroidetes	1489	57468	0.0259100716920721
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Cyanobacteria	0	57468	0
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Deferribacteres	0	57468	0
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Firmicutes	54031	57468	0.940192802951208
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Fusobacteria	1618	57468	0.0281547991925941
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Proteobacteria	247	57468	0.00429804412890652
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Synergistetes	0	57468	0
SRTP_A_M1_210415_ZMB	M1	ZMB	SRTP_M1_210415	Tenericutes	0	57468	0
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Actinobacteria	0	72674	0
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Bacteroidetes	12489	72674	0.171849629853868
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Cyanobacteria	0	72674	0
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Deferribacteres	0	72674	0
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Firmicutes	49548	72674	0.681784407078185
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Fusobacteria	8499	72674	0.116946913614222
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Proteobacteria	2138	72674	0.0294190494537249
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Synergistetes	0	72674	0
SRTP_A_M1_210705_ZHMW	M1	ZHMW	SRTP_M1_210705	Tenericutes	0	72674	0
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Actinobacteria	580	122877	0.00472016732179334
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Bacteroidetes	7022	122877	0.0571465774717807
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Cyanobacteria	0	122877	0
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Deferribacteres	0	122877	0
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Firmicutes	107510	122877	0.874939980631038
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Fusobacteria	6909	122877	0.0562269586659831
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Proteobacteria	856	122877	0.00696631590940534
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Synergistetes	0	122877	0
SRTP_A_M1_210705_ZMB	M1	ZMB	SRTP_M1_210705	Tenericutes	0	122877	0
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Actinobacteria	11	115670	9.50981239733725e-05
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Bacteroidetes	3705	115670	0.0320307772110314
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Cyanobacteria	0	115670	0
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Deferribacteres	0	115670	0
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Firmicutes	102782	115670	0.888579579839198
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Fusobacteria	8418	115670	0.0727760006916227
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Proteobacteria	754	115670	0.00651854413417481
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Synergistetes	0	115670	0
SRTP_A_M1_210903_ZHMW	M1	ZHMW	SRTP_M1_210903	Tenericutes	0	115670	0
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Actinobacteria	43	62420	0.00068888176866389
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Bacteroidetes	727	62420	0.0116469080422941
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Cyanobacteria	0	62420	0
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Deferribacteres	0	62420	0
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Firmicutes	59869	62420	0.959131688561359
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Fusobacteria	1696	62420	0.0271707785966037
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Proteobacteria	85	62420	0.00136174303107978
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Synergistetes	0	62420	0
SRTP_A_M1_210903_ZMB	M1	ZMB	SRTP_M1_210903	Tenericutes	0	62420	0
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Actinobacteria	148	28632	0.00516904163174071
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Bacteroidetes	1012	28632	0.0353450684548757
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Cyanobacteria	0	28632	0
