superkingdom	phylum	class	order	family	genus	species	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans	0	0	0	20.6581395747548	15.4455771720467	15.5067597797274	10.6868025151376	0	10.5557770751467
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena	12315.1771156224	10475.7713490043	7484.52951091816	27869.844552221	13233.6665731339	15070.9913848726	8100.06168861606	6187.25619374167	12069.1087807771
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Eisenbergiella massiliensis	872.603090945516	613.52607971169	573.797888666203	2029.72315096089	754.111538064037	1060.94056260595	578.278037592758	328.278757133434	870.298223922467
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Eisenbergiella tayi	11.5960457994012	0	0	23.490721611837	0	0	0	0	14.7795220046234
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster aldensis	182.819191641313	137.300863846512	114.405589199006	390.008490068568	136.317976348166	208.012823793224	106.724216727762	81.4785044026485	208.651537676366
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster asparagiformis	11.3213441996005	0	0	0	0	10.5504919721324	0	0	14.0731524011047
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	3152.92141640137	1781.71907626198	1835.84085963771	7242.82713088476	2360.79214150155	3946.87217189544	2228.40062273795	1094.60133907901	3237.47876938306
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster citroniae	536.562014094076	411.993212074453	377.378483102572	1182.50126877257	565.789500063946	718.440608684997	383.626598708356	242.472976689943	602.65980879071
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis	404.777864780958	247.124203583806	237.676812673216	844.46720639317	463.742899293785	541.529273933956	275.355775546557	142.194835858539	376.620626684157
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster lavalensis	199.522701772256	100.158969603984	112.540651089108	409.909505651352	112.263883189948	208.949638546701	134.72105296381	54.5563499639639	199.53725159875
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	Faecalicatena contorta	159.320650143303	95.25843774458	102.935055618449	324.162753220234	113.012283421181	185.283294034204	104.354954813763	66.4812810064314	195.993409996618
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	Faecalicatena fissicatena	1011.67378311287	705.966107760964	619.375416614213	2201.47647255233	833.902435277078	1261.26904613403	650.332274194211	416.964088917554	1019.13295504698
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	234.023646919716	161.60293923286	162.160957781758	686.59841522766	192.368615173091	362.955944164903	186.527496067803	116.082678491971	219.904528629159
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalimonas	Faecalimonas umbilicata	254.660010168943	149.112291335486	141.377045830539	619.401413759887	214.799531315507	301.20728697559	150.817507699805	78.8040922954225	197.581327404302
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Frisingicoccus	Frisingicoccus caecimuris	249.323932363702	195.631824884524	168.52585212406	546.382408249064	262.692284475775	307.150416987267	157.828371016629	119.85160914626	247.147430383228
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	6183.697767765	4210.9579219397	3738.05493712623	14336.1505841098	5212.84126431662	7326.53429674588	4031.95264403033	2475.17802481493	5779.80675806097
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hespellia	Hespellia porcina	0	0	0	10.19612808314	15.6411553730984	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hespellia	Hespellia stercorisuis	21.4540119913062	25.1075145026358	15.2069069433518	46.3587633985796	16.1520328745374	26.2014160942472	15.6297403355794	11.7757112066642	22.0766357439257
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] fimetarium	0	0	0	0	0	0	10.0301881369433	0	15.2397793827003
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hylemonae	29.2290154436647	29.0717648445514	19.1869740044083	81.9986257051781	28.9240091433156	33.0221583985688	22.4088528649399	15.4435469875924	42.021944242165
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] polysaccharolyticum	49.8599502721457	24.3413656225362	33.7048323164871	99.7641493460548	42.3026966831377	40.9622471194372	33.2414344638582	15.8521494057402	57.4537958574894
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] populeti	0	0	0	14.0334123473822	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum	248.942504727578	155.120561981914	166.113874863153	582.318170172259	231.212761374745	331.51817777615	166.631801464952	84.4672297917224	269.46197691791
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium pacaense	2346.8036291374	1560.14243887694	1508.07637202611	5397.59076288919	1934.33832858237	2888.78297332408	1597.57658684633	845.859728353497	2451.33000923166
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium phocaeense	267.178388373377	240.359678117799	174.597218960305	690.508164973086	319.767663168375	391.084810164973	212.61440262973	133.389669180808	306.507328776298
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. YL32	1229.64919373699	724.10905117698	812.621130423595	2963.10024989985	831.251703379956	1515.37065196944	926.77668973174	429.531064818869	1271.07242529055
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	1182.83296427867	661.501113831025	615.445302560244	3048.52180586777	997.654988356642	1403.21601468007	902.411845269698	470.860503275165	1200.9340716687
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora aerotolerans	52.2000230873518	28.0823997254431	20.8038342734564	99.5386108491991	28.1943924967458	47.215959251554	35.8270309959213	17.2272506147031	32.9246546310007
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora algidixylanolytica	10.5826434874164	11.7223758289387	0	20.4190802460624	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora amygdalina	1242.21848330929	818.635148877817	829.899382637819	2732.93210591168	939.257652199095	1549.71903375911	848.736254651499	490.238979075513	1311.57181330648
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora celerecrescens	49.2476424603134	27.232321179546	26.802370773623	107.237158051835	51.4052702938921	61.4833836071267	41.3588557499253	21.2092891729131	43.8030371019785
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora indolis	450.664680402588	282.766575919845	308.285058518364	797.596201146031	232.569968423472	376.534103681092	301.39450400232	155.673238560963	426.511699654151
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora saccharolytica	1397.80099935714	881.121869154603	892.217979875321	3132.28453983496	997.207601257155	1569.09856980131	956.505406867755	508.510033136954	1399.86426414002
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora sphenoides	440.347441483003	264.04383255765	293.857547390121	956.758675725652	291.66818847645	442.937335764537	334.457509073953	158.131267127038	454.39676735614
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Lacrimispora xylanolytica	292.055959738477	189.702410917468	171.979958272496	583.335433562532	236.020049949653	345.722991402167	177.568731981334	99.4859580221081	276.852440143546
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] faecis	674.102742454104	533.143225097831	487.529705850922	1099.48117354328	619.510330532292	629.988880395989	529.805198878516	359.410465444981	755.76393183023
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] gnavus	8882.17020786199	6627.04106076733	5426.92416485166	20361.2876598723	8296.44275517538	10469.939762366	5964.13146622476	3963.09559157943	8362.02679905487
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] lactaris	38.9251439728355	35.7300145160512	24.7665110601646	80.4256267458014	31.4775613318619	60.4742092173397	32.028381707096	17.5530244364402	42.0157639948223
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	1983.59471997428	1730.69251169341	1239.37927063608	4259.29029629366	2053.18582791207	2385.28880309444	1329.09706302011	1056.36161365343	1992.55810826496
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter glycyrrhizinilyticus	823.121425626015	632.927694213114	493.649212414948	2147.27565726317	802.81918921939	1132.01159098677	553.969318129058	385.695669115201	754.018368138878
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Merdimonas	Merdimonas faecis	0	11.2692336493109	0	13.3209042350932	10.3379335316151	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Murimonas	Murimonas intestini	201.592293013502	154.93936824483	113.622440404968	407.236841811253	181.323350493506	197.34960035366	124.362425590048	73.928518570688	192.30886831656
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio xylanivorans	360.566867504449	150.570582188528	107.065799075458	755.724580176637	164.228450771506	221.137871000452	258.247921515208	102.579160925653	168.449479511122
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella	Robinsoniella peoriensis	66.7216984851616	33.1944078465288	49.8015335570966	147.161612023858	70.6465681517746	77.9214276663458	51.2390356274386	38.7384179318398	74.2914335759901
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	2704.89246089157	1922.41585402852	1746.2661952272	6453.89467667984	2410.3150875828	3181.76706508624	1747.71528393981	1103.31761740917	2509.82610552429
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	49.5339677191221	39.9272792411224	34.0923006554499	136.553828544237	67.4107471468809	62.4808612412632	42.5561119408855	22.1424122436195	39.7827388263555
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus	Syntrophococcus sucromutans	120.309236582846	102.846830889614	72.9546501247156	289.010892883171	92.190582341661	144.056591419493	85.9507934381725	61.0052577872855	117.329703463246
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Tyzzerella nexilis	139.605470135492	79.4670955783647	73.1937273910455	236.842321208952	82.7831052297577	119.76981933886	70.4096894001593	48.9293790092848	138.481656529298
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	[Eubacterium] rectale	28.7791100613712	24.6662250461598	50.1231563284158	73.0367984591245	42.4210727277196	35.4866554872254	41.7252006062787	20.3127835594577	48.6628604666131
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	Lachnospiraceae bacterium Choco86	171.1272270614	126.332620511063	101.114244934083	270.086660425798	156.197771518982	167.5755415622	115.315395400288	79.2653389008701	179.304407008374
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	Lachnospiraceae bacterium GAM79	3488.59367724005	2152.02551406861	2103.43667577146	8560.61319945041	2835.17968748625	5289.28923611044	2947.0069081722	1443.89472448383	4606.76418733602
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis	1243.53496448107	757.820874763332	796.30497978873	3153.35132518337	1026.8023533437	1926.4525097973	751.12749863736	427.760341921061	1242.69166963579
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter ruminantium	44.6175600918309	24.2350034319777	28.6864271836215	118.231643356225	43.0932798474761	54.9519197258407	29.5700099594035	15.390067850442	42.1066249278508
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. PEA192	248.16856928209	170.090258045724	201.529509781104	633.887244277615	250.840079013685	410.322712099384	198.598743790386	86.4594033717654	323.756411767231
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes	48.1367368460579	33.8294851420526	51.6812042318301	156.822568639027	60.397272142219	56.4349369484182	34.8446579981995	14.1299352828293	50.5312052240656
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dichloroeliminans	0	0	0	18.8956043181556	0	0	0	0	11.3927886342879
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	63.8015873959048	43.0372187492977	82.0776295571572	108.069952328863	67.0644837894634	58.0335062055043	65.0587399982561	27.2917602078874	85.0690953770938
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptacetobacter	Peptacetobacter hiranonis	284.885685053876	144.123116626151	310.3068609985	405.004807392216	309.317400732171	262.283658353513	223.310796954699	125.205134485767	367.880048982434
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis	13.2900283083803	0	14.0117392880885	22.0284953228144	17.0282536774997	11.033659710059	0	0	17.0147642214281
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio	Acetivibrio ethanolgignens	40.5705254341518	24.3144469241923	12.5786225060392	49.2843306139673	29.1655174201389	45.9685808891448	22.2240813037003	15.4908679915243	38.6471842976825
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acutalibacter	Acutalibacter muris	98.7749688714299	84.9122774203493	74.3024850342079	321.521289935715	151.06610796312	172.235565465018	73.4096128330526	42.1864051335153	110.627488514149
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	Agathobaculum butyriciproducens	2613.18169250502	1860.10375196921	1662.98973111972	6295.05115484627	2400.89309749129	3486.3107226613	1679.09465290182	1105.60555403011	2518.96776556045
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	Agathobaculum desmolans	27.4946604192978	13.1001221784136	11.7759858881128	49.9981586404034	17.0019317417451	27.2481612756275	15.7092579711691	0	37.1455575806919
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus senegalensis	457.675278839047	337.762549670153	286.75037153819	1330.6582653974	565.209025435707	672.76477728163	313.324894528964	232.508893273458	504.068690209002
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis	222.935172986222	176.570531202718	153.303646042237	543.852434985206	218.709527892149	372.5986869208	145.942560100453	104.619948385925	257.782120151327
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus rubiinfantis	124.233739714143	115.703577244243	92.7098851498612	344.805097870532	101.7285699157	166.893001523681	71.8664622516438	59.6936485093356	114.423921064746
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	Caproiciproducens galactitolivorans	95.644571819123	72.8835594549389	54.4636698987484	223.871082585387	111.205724412423	126.983059546524	54.55570875827	44.0796646700713	92.2656464496699
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	Caproiciproducens sp. NJN-50	401.658192689241	362.355420697735	250.672895825544	1206.563761848	485.655899188276	641.784551215953	276.327554872667	226.549000016289	438.43272932363
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Drancourtella	Drancourtella massiliensis	279.124128413806	184.4937449789	155.012377408643	704.91535943125	222.670267757309	414.0434089617	201.052388508239	113.392360899546	304.178169956302
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	48129.4620182411	31625.8394217799	32893.1801734309	119331.394682046	41086.1596626038	69662.8137565358	31155.6999805487	17516.2304306664	51527.8177438157
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	1206.84460385334	809.619162152885	834.611067105922	2866.63796466837	1009.95692148738	1675.14453752325	716.439692857751	473.277219487736	1303.92843386915
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	Fournierella massiliensis	0	0	13.4830763020556	16.4947127457776	0	10.9987913960324	10.0241412804756	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	29.934315755554	27.3176707743062	42.716702771223	57.4284586496907	25.5341320665872	47.2630086301037	31.6565049009808	14.1404315634566	48.1120477328318
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	Harryflintia acetispora	103.470690029115	67.9486333219214	50.6101385077034	184.163662221619	103.46875769468	120.533301111301	61.1830367926404	39.3850481118768	108.368791983124
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	Hydrogenoanaerobacterium saccharovorans	66.2496705865108	38.9345329420414	41.6215347421457	128.208638038503	48.5077917985664	99.4546584195088	63.196225685434	19.0536688829615	70.5486293431402
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Negativibacillus	Negativibacillus massiliensis	19.6207383806174	25.5360047531237	19.8249263971343	54.3776887320702	26.9555851722807	32.9714434220707	14.0595278429301	11.1922397732408	27.6167061889082
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Neglecta timonensis	710.529468844077	555.504325490289	464.448985836484	1869.97674519445	840.277287517716	1061.63440998733	483.284836041373	343.848431533846	694.266089934037
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Paludicola	Paludicola psychrotolerans	119.436390994613	90.3472185843431	77.1086363957157	298.497090405781	109.82485126778	145.124685289039	90.682410154542	48.1215773563416	135.094205230467
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Papillibacter	Papillibacter cinnamivorans	0	0	0	17.5019227069699	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	Phocea massiliensis	141.40604615674	104.453768852667	112.451780835278	374.349912896341	139.239597262176	198.093467241376	81.24820936635	70.7510206935134	146.596238290749
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor capillosus	88.6112074005332	58.5584122119585	50.6170565411732	180.003266049749	61.6952160152375	115.518043921293	64.7015328990132	32.2879800531423	100.557943968202
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor phocaeensis	336.176446561009	251.459861265528	220.35300523058	801.587654159993	267.052597280914	528.182681207016	199.120016310289	134.370914810534	330.967641228619
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus albus	12.0504897036264	11.6069043428088	0	15.2727044430841	0	14.8293306352947	0	0	11.0018032129749
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bicirculans	17.0097470019417	0	16.0134177173696	20.0056853493081	0	17.2601300279311	0	0	14.006753847
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii	15157.6017671416	10828.1001958092	7998.35247615946	41718.1723140404	16280.419265344	20796.7380937471	10585.7104826173	6504.30763279379	14575.3767104432
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus callidus	0	0	0	0	0	12.4854327428472	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus champanellensis	19.0978826601283	12.8501418920193	20.0075427183861	33.5498530727049	19.3983438787028	17.7095675198734	19.0963103323839	0	25.086311257
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus gauvreauii	87.887478110252	87.3866370237	52.9828877928437	196.216517745802	165.639492904788	124.509019834125	63.4076408188834	40.4553749843496	63.0367286275441
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. JE7A12	12.5572913936389	0	0	37.9205386934402	22.0242085642923	26.3105242614943	15.9976060549727	0	13.949771091934
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	174.05229609124	124.127024801138	122.509038936219	425.174702583829	167.582855697773	277.570119667717	111.963345481323	78.308738145374	208.001575930447
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter termitidis	68.8470839758028	42.9992642705825	35.2541590552868	142.538457076573	52.2871233651921	72.0125857368941	30.005089461011	21.9496951943199	65.1911675659195
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum variabile	33.5092811909976	24.1491692284084	22.6060874049131	59.1926675373454	23.9108785009796	42.0083144685112	27.2454387624146	14.8705401350537	36.4285210985601
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Tepidibaculum	Tepidibaculum saccharolyticum	17.3649175131346	11.1204002108291	0	37.3877659448055	23.8134796874958	21.1936751241731	0	0	11.3241506444066
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	[Clostridium] leptum	369.222196403795	301.689424435976	239.082364079691	860.23554168797	427.764307643439	482.623428248392	212.020620777322	184.229372412196	348.635099367213
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	[Clostridium] methylpentosum	71.0425141976133	42.0987418059479	51.9217554413784	148.736534713617	59.6549579992554	92.5195664243155	41.062617674504	23.3421605330332	72.8797373356257
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	[Clostridium] viride	38.9787919040789	31.3784083835618	18.1821388735805	66.2244630753369	19.5330018736672	43.1086768705321	14.4800630373681	14.0712256491478	24.8873154018421
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	[Eubacterium] siraeum	31.2243930442508	19.8896894181963	40.2760052810073	46.3489485750549	42.0418751644281	39.0726868275617	23.0216540510759	15.0190223331416	36.7847221909737
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	Ruminococcaceae bacterium CPB6	0	0	0	23.5555445696159	0	15.7849537836407	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Flintibacter	Flintibacter butyricus	77.1691603677321	52.756647101214	83.1768690439792	158.780173479893	73.3556979418348	109.992696572391	41.7714782362226	41.4029314536979	81.5696333159524
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Flintibacter	Flintibacter sp. KGMB00164	643.99465821251	541.069504376776	497.220768846257	1439.72402232246	569.826840510846	938.451289017407	422.812860974094	255.690516532161	723.599538474842
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Intestinimonas	Intestinimonas butyriciproducens	13.7769400487274	0	0	41.2164900177637	0	11.2079429004808	13.8828645363201	0	16.7226887450358
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Massilistercora	Massilistercora timonensis	23.3222474077123	20.2132546055455	19.000466834539	50.121150122019	29.0350357354065	35.5792514412156	17.0162339204356	0	22.2160456237658
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Monoglobus	Monoglobus pectinilyticus	2954.06409254098	1800.09580794051	1832.32210860121	8209.52262528662	2654.86931137245	4099.98400317852	1918.66297089004	1013.75812930346	2819.3298693046
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	unassigned	Clostridiales bacterium	0	0	0	0	0	11.9040989852847	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	unassigned	Clostridiales bacterium CCNA10	443.696204614067	289.22741654647	295.852015728828	1017.17226856192	341.545714240528	629.401018721958	316.062584617757	159.769265725272	449.759193703807
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacillus	Amedibacillus dolichus	0	0	0	15.0041142446228	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] spiroforme	48.0457550101347	33.9648134061146	27.0226815526328	142.039787535805	55.0439687011914	49.0816560406569	73.0548471278334	36.0452284143867	89.10564930883
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	0	0	0	21.0084478142393	10.0103841163687	20.9675484756061	0	0	15.0098766481899
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis	24.0137604733294	14.0120816246347	17.0142548498217	52.0142627146869	30.0220710956809	50.0257175514351	25.0223779487519	14.0175806461033	57.0274990726686
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Longibaculum sp. KGMB06250	0	0	0	12.2357605701626	12.9194846306745	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota	Massilimicrobiota timonensis	51.0293557625274	38.0331886890296	21.0176493628983	130.03602979849	56.0413324087156	87.0448926594825	56.0501266052042	42.0531211475158	91.0549465081725
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unassigned	Erysipelotrichaceae bacterium GAM147	0	0	0	16.4555843145221	10.1137204381868	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unassigned	Erysipelotrichaceae bacterium I46	0	0	0	0	0	0	16.0143218872012	0	20.0096487974276
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	165.936747950923	98.0730257515868	141.469161055081	366.907860745351	200.751792390633	219.071678406113	42.7939771493019	54.0682057710177	150.159711360884
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	9846.06269880372	6423.67624882056	6844.71949233637	23856.4683023248	7876.10542188708	14161.8421102402	6497.92052404167	3508.5408483772	10861.2560496067
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	37.972543168677	15.0122218103018	31.0263915703971	33.0488200464141	33.8537039576267	28.0166001438876	28.0249665029903	0	45.0333331947674
