superkingdom	phylum	class	order	family	genus	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	444.029490307944	270.252777784016	500.443629664488	646.518768689137	440.802901672272	379.205860252232	371.341826915671	210.262279305088	526.13076154487
Bacteria	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	0	0	0	13.7595432576518	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	57.032681124158	24.0207113565167	42.0352178642654	64.0181362466043	37.0272210180165	33.0169835632908	37.0331193641528	13.0163248856674	47.0226746739548
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella	0	0	0	16.2892759006166	0	17.008729668394	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Martelella	21.0779002801408	12.6407396103013	18.2910441791306	18.503548875517	0	14.8301435244229	0	0	11.7703119498466
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	Cohaesibacter	152.586642383129	125.296761120518	145.786208417139	235.8979399406	125.114809611187	199.015879096332	59.6763366590362	31.6681465599899	120.256123426479
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Terasakiella	48.0337552767742	50.9983854831494	73.6216361700538	129.212372775834	53.3321820820279	104.191742906744	41.3374396591494	0	44.6973147464673
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Gellertiella	25.0143346005895	24.9469246150363	23.4845840675115	29.9470632062349	0	13.1535853629565	0	0	28.9636516301886
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Liberibacter	63.1484881530143	55.6151585573867	53.2146538893528	122.189531134558	69.1347857451882	106.854703415764	0	0	42.864827369395
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Aestuariispira	74.339127374388	66.7681140436392	65.0373610039333	114.888363131724	48.0776585255492	83.6822261709248	32.6979743473918	20.3971525850528	41.9776937183535
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	45.6362963323349	29.9218572956829	36.6590635712308	63.7827207040133	40.8947503347653	58.5507582092088	0	0	36.8623217038361
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Niveispirillum	52.0127752413572	39.0061563368626	47.9126977721937	67.9122668314348	30.022137451629	72.8711381168492	15.7565587613615	20.0251156259061	39.060771056672
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pararhodospirillum	0	0	12.1360239547445	17.5195842859232	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	0	0	0	28.5991482359218	0	33.506152541983	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Varunaivibrio	68.3002986397766	28.4742795393922	46.9185408166202	90.3509261449738	36.0998625335204	66.6624355148311	20.683860624574	24.0301382309028	25.6125591631677
Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella	21.1777663834275	18.7216874316126	15.3893102289183	30.1718912315732	18.6335447588558	32.0850149966084	0	0	19.1327080227317
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	667.382442752911	470.405597398452	552.462863358917	832.228190397386	265.194961345897	494.254091521171	881.788598914122	509.6391820619	1825.88045276527
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	75.6993576630868	56.0473135221839	70.7455750288536	33.0091801951821	0	23.9432884151164	14.1101581468959	33.040228170058	85.8385465207222
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	0	0	13.2393296262968	0	0	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Mailhella	66.382058470779	64.0562432603995	99.1685446105775	39.010769272257	19.0139783605979	27.0829434873474	47.9453391660088	32.0413962582789	116.258906333296
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	193.508623247156	119.379835814406	248.051235808788	278.592938410517	218.345099032537	176.809223007503	159.486781481743	106.603421733159	246.75285511109
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	68.4826268048507	40.7582623917126	68.2534082430235	103.469131546778	61.8524163751694	39.325164758006	52.6960521890732	29.5673647573893	68.8823122274416
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	0	18.0150933703995	22.0060342254445	20.0799299888594	18.0092583185166	0	11.0138133647955	20.0096487974276
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	0	0	10.0083852057775	10.0027428297475	0	12.0061722123444	12.0125244925702	0	10.0048243987138
