species	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323
Eubacterium ventriosum	0.00153996391770888	0.00164312891999112	0.00176378342472954	0.00163081022743122	0.00159717963043369	0.00158100157052902	0.00150590150590121	0.00138164693355239	0.00145750463054915
Eubacterium xylanophilum	0.00981676023220147	0.0095424644190698	0.00954243263398898	0.0101959639471653	0.00962936473936066	0.00966746151834362	0.00950602226834782	0.00933833411416128	0.0104891139748725
Evtepia gabavorous	0	0	0	0	0	0	0	0	0
Faecalibacterium phage FP_Taranis	0	0	0	0	0	0	0	0	0
Faecalibacterium phage FP_Toutatis	0	0	0	0	0	0	0	0	0
Faecalibacterium prausnitzii	0.114533614726767	0.112031732945532	0.116915495323241	0.126006364552033	0.12573369951148	0.126593650126457	0.11081373669441	0.1044417199259	0.110183855700788
Faecalicatena contorta	0.000990783010369059	0.000962002976653686	0.00104210919712818	0.00114099447389839	0.000908764575243251	0.000950999411460356	0.000825178957586729	0.000798974134357718	0.000824625874072384
Faecalicatena fissicatena	0.00718303133682996	0.0072589323482637	0.00676834809404112	0.00641439819867544	0.00722643144588559	0.00672195450919979	0.00736367210272262	0.00758248806414	0.00720450971791106
Faecalicatena orotica	0.00130379345593237	0.00138964079793604	0.00140109131065977	0.00115435238693584	0.00124828274178808	0.00118147256627392	0.00164674871465894	0.00205348705751498	0.00177128666030021
Faecalicoccus acidiformans	7.68885603752891e-05	9.94870661917737e-05	0	0.000145116374771794	0.000119470772585624	7.16380365399844e-05	0.000308083514171209	0.000224683404548998	0.000183041850906675
Faecalimonas umbilicata	0.0100307340759367	0.00996634940289203	0.00909709783740066	0.0101732581615251	0.0100839739806347	0.00995700736452019	0.00960217505678674	0.00990619699268569	0.00999793618363601
Falcatimonas natans	0.00206518575860627	0.0020481238005885	0.00214722529128476	0.00216615113063604	0.00222193083775964	0.00217654478133147	0.00287557339153635	0.0029874241944539	0.00261329516193155
Firmicutes bacterium AF25-13AC	0	0	0	0	0	0	0	0	0
Firmicutes bacterium AM31-12AC	0	0	0	0	0	0	0	0	0
Firmicutes bacterium AM55-24TS	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:103	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:124	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:170	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:176	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:194	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:24053_14	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:424	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:83	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:94	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:95	0	0	0	0	0	0	0	0	0
Firmicutes bacterium OM08-11AC	0	0	0	0	0	0	0	0	0
Firmicutes bacterium TM09-10	0	0	0	0	0	0	0	0	0
Flavonifractor plautii	0.00111933735188655	0.00102563511367263	0.00127977541442831	0.00124167421884275	0.00117893809727318	0.00121701202464346	0.00127318622889094	0.00118247016142446	0.00120000546324032
Flintibacter sp. KGMB00164	0.00308589776924455	0.00267316115989293	0.00287306835165491	0.00262909068107844	0.0026634877027825	0.00267700704886844	0.00244618003436087	0.00252635470122395	0.00281111004942407
Fournierella massiliensis	0.000255190349094901	0.000208463816575786	0.000178076572393597	0.000206842459389676	0.000241267164312555	0.000177497677557822	0.000225759281688855	0.000203078159405578	0.000209766107725895
Frisingicoccus caecimuris	0.00263117993279519	0.00248979761743327	0.00256426885737508	0.00261241413817821	0.00246260925107145	0.00249698746339876	0.00256374877047044	0.00251186845789946	0.0029953365738198
Fusicatenibacter saccharivorans	0.0411279627833109	0.0399076181192503	0.040382148862157	0.041535626514597	0.0409788486238266	0.0411247989581849	0.0390274602351076	0.0392283601377727	0.0390609925875702
Gabonia massiliensis	0	0	0	0	0	0	0	0	0
Gemmiger formicilis	0.0458169208178131	0.0454188690937485	0.0460402168260643	0.0509578109501454	0.0508528028624651	0.0510168243335696	0.0431950573887819	0.0417049164474053	0.0423440336789661
Gordonibacter pamelaeae	0	0	0	0	0	0	0	0	0
Haemophilus parainfluenzae	0	0	0	5.48187817579961e-05	6.01505663650695e-05	9.89626386932275e-05	0	0	0
Harryflintia acetispora	0.000279896087759924	0.000189047692427299	0.000247116665537764	0.000281147929426324	0.000314473173053805	0.000237923212593884	0.000258284515396788	0.000281519406655613	0.000256131679824073
Holdemania filiformis	0	0	0	0	4.43214699532091e-05	3.49279901270215e-05	0	0.000127530687071577	0
Hungateiclostridium aldrichii	0.00414947080296862	0.00469941797296852	0.00469128374937909	0.00406434333208004	0.00399271475192338	0.00421938580538731	0.00407980606139006	0.00480087556829624	0.00479113863200429
Hungateiclostridium alkalicellulosi	0	0	0	8.37013727477724e-05	9.05640889873733e-05	7.19181747130618e-05	0	0	0
Hungateiclostridium cellulolyticum	0.0003726591820713	0.000326680171188687	0.000455663547764228	0.000291311337286872	0.000210504595264207	0.000293994568819375	0.000297678828952395	0.000273574180398103	0.000462732761502897
Hungateiclostridium clariflavum	0.000571351641223029	0.00057935189383862	0.000657267326234328	0.000789634599399624	0.000709025053421337	0.000789508380181874	0.000571851243493729	0.000629815958584287	0.00051850575979156
Hungateiclostridium straminisolvens	0.000179450784837116	0.000198431013018111	0.000224932135706783	0.000163017237864944	0.000189578581413235	0.000214007411140469	0.000289795163404936	0.000202216796075947	0.000167602166891033
Hungateiclostridium thermocellum	0	0	0	4.66047644381446e-05	6.13638407940421e-05	0	0	0	0
Hungatella effluvii	0	0	0	0	0	5.32899355262645e-05	0	0	0
Hungatella hathewayi	0.00403788785399054	0.00371426252613635	0.00376928627050865	0.00404228834355507	0.00408484126597357	0.00393546446307916	0.00389106903876893	0.00390615791923703	0.00351632462967947
Hungatella xylanolytica	0.000160212447317537	0.00012653306007161	0.000161128960383263	7.01974949884488e-05	6.38169879719907e-05	7.63760354806605e-05	0.000148085266027989	0.000177820026637282	0
Hydrogenispora ethanolica	0.000100160256410256	4.82199601703129e-05	8.85480796160463e-05	9.69870754179931e-05	0.000104472036318279	6.69453414917151e-05	0	0	0.000131580279152623
Hydrogenoanaerobacterium saccharovorans	0.000414985011991635	0.000291279415704269	0.000390194278781834	0.000419046601122801	0.000340375983526072	0.000414934721687152	0.000473163050047176	0.000350858733760762	0.000321200509870825
Ihubacter massiliensis	0.00100658971935605	0.000951966181176014	0.000795882012141371	0.00104626426311422	0.000819441193271212	0.000874048436650231	0.00086803335740471	0.000898887692554636	0.00105171809218129
Intestinibacillus massiliensis	0.000181127324817402	0.000146697818280797	0.000145035440667378	0.000183835095739389	0.000171462573672749	0.000168004203123143	0.000118168627883102	0	0.000238110990313207
Intestinibacter bartlettii	0.000526164907341595	0.000540613987524575	0.000410778990686121	0.00135529976452441	0.00137859444152219	0.00128191545546314	0.00117509955171623	0.00116903643846103	0.00106350554307261
Intestinimonas butyriciproducens	0.0044283924968589	0.00441153051471269	0.0041543694892063	0.00434319767831306	0.00418452832419059	0.00417360979131664	0.0044380373998217	0.00416856115006246	0.00408170991010914
Intestinimonas massiliensis	0	0	0	0	0	0	0	0	0
Kiloniella majae	0.00042568108974359	0.000347183713226253	0.000342114266164899	0.000240359273861983	0.00024376808474265	0.000314351911143193	0.000162800162800163	0.000191296030607365	0.000232795878500795
Kineothrix alysoides	0.000452116078593789	0.000467168935253259	0.00039303907916213	0.000627421796183748	0.000476368618678694	0.000480696576333425	0.000688542802687528	0.000581698879454976	0.000398386435628929
Klebsiella oxytoca	0	0	0	8.01197579539943e-05	0.000120301132730139	0.0001173549498337	0	0	0
Laceyella sacchari	0.00164012699783534	0.00178413852630145	0.00155091779919641	0.00196082565413231	0.00157973149507495	0.00157459794857902	0.00168910575156344	0.00172159291355373	0.00174089507180596
Lachnobacterium bovis	0.000229416906418705	0.000284874906339674	0.000300781470882947	0.000279451491113995	0.000274876096921281	0.000367944025154121	0.000506309971751833	0.000260716761050959	0.000400291989451752
Lachnoclostridium pacaense	0.000145549459087395	9.34385219327756e-05	0.000170040880834813	8.51283945269984e-05	0.00012030452565326	8.97270908870677e-05	0	0	0
Lachnoclostridium phocaeense	0	6.75153203238106e-05	0	4.24298312337472e-05	3.41460640117469e-05	0	0	0	0
Lachnoclostridium sp. YL32	0.000583885070769596	0.000611406405647826	0.000555281901277027	0.000720117823330951	0.000720253382607469	0.000695322819319077	0.000536879330271661	0.000618601206329088	0.000587484555613153
Lachnospira eligens	0.0221329668425998	0.0231092183458762	0.0230837756007739	0.0249708817222679	0.0251186442772091	0.0249928263010944	0.0260997243603333	0.0279381909213747	0.0261420456699358
Lachnospira multipara	0.000261918261124148	0.000340066946417456	0.000379852199095327	8.39412282771726e-05	6.6806382090608e-05	6.71503955150209e-05	0.000342552894397693	0.000432269676286011	0.000399283273823684
Lachnospira pectinoschiza	0.000755222951093186	0.00101716422010613	0.000873992297493369	0.00093120935506241	0.00104977489738214	0.000966187195594908	0.0011293968111885	0.0011769497514724	0.0011057484181
Lachnospiraceae bacterium	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium AM48-27BH	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium Choco86	0.000645173934410161	0.000538580501093478	0.000456009088968032	0.000440832517818468	0.000544262484851313	0.000496431878147966	0.000469188497247801	0.000465522740446217	0.000533130972974371
Lachnospiraceae bacterium GAM79	0.0179476170821861	0.0170801849043749	0.0171416297158488	0.0195381633281379	0.0180492609255349	0.0190972402110276	0.0201878565538216	0.0193467494444728	0.0190831409409343
Lachnospiraceae bacterium OF09-33XD	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium OM04-12BH	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium UBA7598	0	0	0	0	0	0	0	0	0
Lacrimispora aerotolerans	0.000305716790578129	0.000240354478374309	0.00020295390053534	0.000178581705040637	0.000205872475866779	0.000158554061872594	0.000238442375726878	0.000239837042977071	0.000383396088444776
Lacrimispora amygdalina	0.00517282884025822	0.00484797854983441	0.00492997796131723	0.00433379832532406	0.00409452717732103	0.00411197054004921	0.0055294342454336	0.00445382920093587	0.00504581979790755
Lacrimispora celerecrescens	0	5.15405654222284e-05	0	0	3.59737052185748e-05	4.05938687953735e-05	0	0	0
Lacrimispora indolis	0.000906163105822365	0.000815370599054776	0.00107295891818178	0.000724320245619345	0.000743702718848615	0.000758370332983777	0.00120673319663318	0.00104754363412794	0.000975216090043835
Lacrimispora saccharolytica	0.00423605829442088	0.00393208744406346	0.00405902920357421	0.00403638586076321	0.00373759581419841	0.00392653530978729	0.00415078953294762	0.00377909757603413	0.00381426111471811
Lacrimispora sphenoides	8.43835374233243e-05	0.000108806969441346	0	0.000104559015773237	7.65311221772781e-05	9.43692580002251e-05	0	0.000177505638087798	0.000123197794517158
Lacrimispora xylanolytica	0.000388151365475023	0.000331924264147071	0.000396110911283256	0.000522922297401211	0.000452143684744851	0.000518963818673068	0.000376455457000527	0.00029216946564889	0.000193893158011683
Lactobacillus curvatus	0	0	0	0	0	4.36599876587768e-05	0	0	0
Lactobacillus paracasei	7.51201923076923e-05	0	0	0	7.91454820541899e-05	6.40346485651934e-05	0	0	0
Lactobacillus rogosae	0.00134889589813684	0.00140789825638081	0.00126772772684236	0.00162043242566975	0.00141952568331316	0.00147575012796561	0.00165411017854538	0.00177798587846962	0.00174586181826448
Lactococcus lactis	9.39002403846154e-05	0.000154303872545001	0.000106435549473524	0.000118071222247992	0.000205778253354185	0.000157175955571597	0.000111925111925112	0.0001806684733514	0.000151823399022257
Lactonifactor longoviformis	6.93515056444268e-05	0.000115887689099509	0	9.8715325524135e-05	7.4841569718594e-05	9.20825652851091e-05	0.000161178023483411	0.000137990737271435	0
Lawsonibacter asaccharolyticus	0	0	0	0	0	0	0	0	0
Lentisphaeria bacterium	0	0	0	0	0	0	0	0	0
Limosilactobacillus fermentum	8.76402243589744e-05	6.26859482214068e-05	8.36279317291976e-05	0	5.06531085179533e-05	3.2017324283103e-05	0	0	0.000101215599348172
Longibaculum muris	0	0	0	0	0	0	0	0.000106275572559648	0
Longibaculum sp. KGMB06250	0.000251331661107289	0.000166734714810481	0.000288854229764803	0.000147958009902749	0.000306071437102924	0.000291864218499768	0.000465167406370821	0.000435192851707811	0.000392444538985799
Lutispora thermophila	0.000244175150121141	0.000234383272712473	0.000269221272441994	0.000290167051262679	0.000254458923812374	0.000256884098487249	0.000286264519445818	0.000234930919303576	0.000307434945586285
Mahella australiensis	0	4.82200860838601e-05	0	0	4.74872959011168e-05	3.7701773743333e-05	0	0	0
Marvinbryantia formatexigens	0.000582181490384593	0.000515952257500727	0.000547382807776749	0.000535538598453927	0.000541355097710997	0.000518092535666208	0.000529100529100529	0.000637653435357883	0.000698387635499103
Massilioclostridium coli	0	0	0	0	0	0	0	0	0
Massilistercora timonensis	0.000274987770882591	0.000293489702948495	0.000277298883135381	0.000492571463686591	0.0004923892494351	0.000466944182243427	0.00028447281814177	0.000537938238650258	0.000395636381598617
Mediterraneibacter butyricigenes	0	0	0	0	0	0	0	0	0
Mediterraneibacter glycyrrhizinilyticus	0.000307759078415996	0.000372008636938722	0.000390619964406625	0.000317877709576987	0.000268413588683626	0.000374943373329361	0.000281164089575838	0.000285321280150267	0.00031513819785464
Mediterraneibacter massiliensis	0	0	0	0	0	0	0	0	0
Megamonas funiformis	0.00737477789330287	0.00759640890504286	0.00700744963288122	0.00910489020914996	0.00960929235922606	0.0100840754946777	0.00780576311085079	0.00759569405412477	0.00849522628986545
Megamonas rupellensis	0.00431267202656891	0.004130685491034	0.00478408874093563	0.00568774724179163	0.00565628873992905	0.00639029601228673	0.00529964999456232	0.00506165041185379	0.00513851494233326
Merdibacter massiliensis	0	0	0	0	0	0	0	0	0
Methanobrevibacter smithii	0	0	0	0	0	0	0	0	0
Mobilitalea sibirica	8.60520002536808e-05	0.000146182801217134	9.55733910423337e-05	0.000108380091556185	0.000140968232400111	0.000100440848988659	0.000123232677761222	0.000126103801676518	0.000125449293475982
Monoglobus pectinilyticus	0.0167473290611809	0.0165502623842864	0.0172083821994924	0.0194612813736641	0.0196872880345655	0.0208900607191238	0.0161624870223568	0.0152968020346752	0.0164762829812704
Murimonas intestini	0.000358593313749122	0.000342041827211977	0.000419039478492425	0.000315469076667098	0.000336535777695094	0.000348830959869357	0.000424781438518374	0.000249916329975584	0.000330667140116474
Mycoplasma capricolum	0	6.97080799196058e-05	0	0	0.000128425454938217	0.000108114886828995	0	0	0
Negativibacillus massiliensis	0.00138312119458549	0.00147952488086683	0.00158141815487854	0.00152336592573734	0.00150175956059914	0.0015878625206077	0.00136197401242566	0.00113662025503657	0.00135627627222552
Neglecta timonensis	0.0029121082047738	0.00266152049794696	0.00284111948321896	0.00311467298543491	0.00285977368063099	0.0029764638193026	0.00250972372376268	0.00200860874217806	0.00240316547662906
Odoribacter laneus	0.001220703125	0.00131158291663251	0.00116318850496066	0.00192287419089586	0.00179818535238738	0.00190066479607875	0.00128205128205128	0.00142409267229927	0.00121458719217809
Odoribacter splanchnicus	0.000600961538461539	0.000568995530009692	0.000638613296841145	0.00028252756752198	0.000297587012542932	0.000285245252704009	0.000752950752950753	0.000680163664381742	0.00073887387524162
Oscillibacter ruminantium	0.00302442697407704	0.00291997592769927	0.00297747688860189	0.00319861594287683	0.00307388372084155	0.00308465239836615	0.0028168451189006	0.00304506664966035	0.00310155910096638
Oscillibacter sp.	0	0	0	0	0	0	0	0	0
Oscillibacter sp. PEA192	0.000114806667276422	0.000156494858747614	0.000177955989478215	0.000245363478816971	0.000163784868754451	0.000189089092200247	0.000181334210684773	0	0.000121874954150394
Oscillibacter valericigenes	0.00955328298259788	0.00949774463498986	0.0099061324509753	0.0109431975192823	0.0110958600869517	0.0108571554922694	0.00879799086444973	0.00889404533277742	0.00931145422891105
Oxalobacter formigenes	0.000112680288461538	0.000144659880510939	0.000167255863458395	0.000130721710345991	9.49745784711624e-05	0.000110605302068901	0.000152625152625153	0.000138158244327541	0.00014170183908744
Paludicola psychrotolerans	0.000263603197005771	0.000273737747627747	0.000250887616453769	0.00030361169164878	0.000300765165753504	0.000278958367579677	0.000356124932768981	0.000304149111314275	0.000303675736606655
Papillibacter cinnamivorans	0.00273265248400421	0.00280178595703369	0.0025967011192149	0.00269498229736816	0.00305533235739514	0.00269000205166403	0.00267778343618024	0.00296127761159611	0.00227484774041146
Parabacteroides distasonis	0.00121980679353226	0.00111255385911098	0.00123407689455775	0.000680320060178459	0.000574780702197597	0.000584005175447813	0.00123540335940927	0.00133799270424477	0.00110776570375969
Parabacteroides goldsteinii	0.000156500400641026	0.000159125868562032	0	5.90356111239958e-05	3.16581928237208e-05	3.49279901270215e-05	0	0.000127530687071577	0.000121458719217806
Parabacteroides johnsonii	0.000713641826923034	0.000805273334844224	0.000646215836089254	0.000396381960403972	0.000272260458283999	0.000285245252704008	0.000783475783475783	0.000786439236941386	0.000779360114982374
Parabacteroides merdae	0.000569661458333376	0.000704011418486569	0.000532177747367621	0.000307828543717978	0.000284923735413487	0.000276513255172254	0.0006003256003256	0.000733301450661569	0.000607293596089034
Parabacteroides sp. CT06	0.00198532141159595	0.0018433296993292	0.00217946322784313	0.000951592904463424	0.00104295295109454	0.000981933083942526	0.00231567519166927	0.00245604523613463	0.00201979631609881
Parasutterella excrementihominis	0.000482021233974359	0.000568995530009692	0.000486562511878968	0.000160239515907989	0.000193114976224697	0.000174639950635107	0.000976800976800977	0.000712046336149636	0.000698387635502384
Peptacetobacter hiranonis	0.000244140625	7.71519362725006e-05	0.000258486334435702	6.32524404899955e-05	8.54771558875963e-05	8.14986436297167e-05	0.000284900284900285	0	0.000182188078826709
Peptococcus niger	0.000229310364655473	0.00022617082338995	0.000223503885027669	0.000297665714174408	0.000249931501529884	0.000231770651288507	0.00019464737433528	0.000342211023551287	0.00020217294669256
Peptococcus simiae	7.56313463517689e-05	0	0	5.32033532457719e-05	7.79111429611823e-05	4.66255230363259e-05	0	0	0
Petrocella atlantisensis	0	0	0	0	3.52705465886689e-05	4.39709153814126e-05	0	0	0
Phascolarctobacterium faecium	0.00475135216346154	0.00472073410067363	0.00533698255217243	0.00571380379092917	0.00552752045503127	0.00581551035614907	0.00524013024013024	0.00416600244433817	0.00511138776708267
Phascolarctobacterium succinatutens	0	0	0	0	0	0	0	0	0
Phocaeicola dorei	0.00819436097712951	0.0083804404414787	0.00774698749391975	0.00430481944920745	0.00418528462998428	0.00396141621362734	0.0084961334961335	0.00987300069079088	0.00830980070648489
Phocaeicola massiliensis	0.00222230568910256	0.00213614423554486	0.0020298779792448	0.0011764953931118	0.0012473141301587	0.00107985702809374	0.00285917785917786	0.00249747595515171	0.00207491978663752
Phocaeicola vulgatus	0.0162948217151785	0.0154060392606457	0.0150226175542631	0.00799169617034865	0.00802529898393843	0.0074385213515514	0.0184269434269434	0.0176523726021578	0.0148786931041812
Phocea massiliensis	0.000320305121515923	0.000421747671376302	0.000421004673416959	0.00063847596876229	0.000471298869678838	0.000586786502466503	0.000456668065801052	0.000258804867200489	0.000429748625626076
Proteobacteria bacterium CAG:495	0	0	0	0	0	0	0	0	0
Pseudobutyrivibrio ruminis	0	6.1420912287496e-05	0	0	0	0	0	0.000137850066025923	0.000108306107346778
Pseudoclostridium thermosuccinogenes	0.0060202314776947	0.00603360903037786	0.00571206825177453	0.00548496932694209	0.00529536930341946	0.00529820019347166	0.00604771132115364	0.0060886213766326	0.00675878634194605
Pseudoflavonifractor capillosus	0.00017747454965794	0.000154569210138253	0.000147627299719763	0.000191273239252413	0.000208224563750985	0.000172354112134594	0.000102456623696112	0.000123056605723866	0
Pseudoflavonifractor phocaeensis	0.00104624609136794	0.000946438795130064	0.000943077563942111	0.00105281787901446	0.00118151659957062	0.00114565677939645	0.000972443537185076	0.000971262417227332	0.00108439647991956
Pseudoruminoccoccus massiliensis	0	0	0	0	0	0	0	0	0
Raoultibacter timonensis	0.000626001602564103	0.000699189422469537	0.000752651385562778	0.000383731472305973	0.000307084470390092	0.000250317262576987	0.000925925925925926	0.000882087252245072	0.00081893882879757
Rhizobium lemnae	0.000100160256410256	0.000115727904408751	9.12304709773064e-05	8.01197579539943e-05	8.23113013416741e-05	7.27666460979614e-05	0	0	0
Robinsoniella peoriensis	0.00056334378043267	0.000431977913968817	0.000463759430931944	0.000449007582540636	0.000505954921535071	0.000569313253679785	0.000316763397438365	0.000476340870036417	0.000602763578068664
Romboutsia ilealis	6.76299831203499e-05	5.09694248312705e-05	0.000131798043054587	0	7.07053644099498e-05	6.01768414409622e-05	0.000120150651038559	0	0
Romboutsia timonensis	0.00365084003247211	0.00393683516300131	0.00408761127306853	0.00383560067801319	0.00356015251615256	0.00358122985389727	0.00367514409992291	0.00379403821674461	0.0037146602464761
Roseburia faecis	0	0	0	0	0	0	0	0	0
Roseburia hominis	0.0431339670245125	0.0434153876225122	0.0433420686299318	0.0436210467915848	0.0430646010482482	0.0435026731386721	0.0433099714403767	0.043794235484633	0.0429337614589859
Roseburia intestinalis	0	0	0	0	0	0	0	0	0
Roseburia inulinivorans	0	0	0	0	0	0	0	0	0
Ruminiclostridium cellobioparum	0	5.869358036076e-05	0.000104313352199414	5.44151755657885e-05	5.23469866483277e-05	7.59309898115631e-05	0	0	0
Ruminiclostridium cellulolyticum	0.000118275934286521	0.000143222141407483	0.000170299262209305	0.000113817601551329	0.000148029438352083	0.000106628329017729	0.000184402358788773	0.000225357180390823	0.00024359443939174
Ruminiclostridium hungatei	7.77655248824929e-05	5.89747429631388e-05	0	7.7804062643986e-05	4.44184829392509e-05	5.138845466647e-05	0	0	0
Ruminiclostridium josui	0.000358414166516774	0.000312376487599613	0.000195528804013029	0.000270894403013373	0.000302937918048742	0.000252852512933118	0.000197663085467407	0.000220122755290161	0.00030323369622582
Ruminiclostridium papyrosolvens	8.42049003088267e-05	6.61579550557387e-05	0	6.50419907297441e-05	5.44379438662799e-05	8.10077459499141e-05	0	0	0
Ruminococcaceae bacterium	0	0	0	0	0	0	0	0	0
Ruminococcaceae bacterium AM07-15	0	0	0	0	0	0	0	0	0
Ruminococcaceae bacterium D16	0	0	0	0	0	0	0	0	0
Ruminococcaceae bacterium D5	0	0	0	0	0	0	0	0	0
Ruminococcus bicirculans	0.0156710460793923	0.0160475287341666	0.0162155491059707	0.0190180384930508	0.0196802685964437	0.019281447295683	0.0144999167506567	0.0145009321019872	0.0146458811657129
Ruminococcus bromii	0.0352939703507745	0.0372449103064698	0.0343254647049271	0.042708200670671	0.0462259910539799	0.0440623552635725	0.0332824583374318	0.033929594662673	0.0346967074565532
Ruminococcus callidus	0	0	0	5.23403991487285e-05	6.88987915516869e-05	6.6846468695353e-05	0	0	0
Ruminococcus champanellensis	0.0141099890486298	0.0141075394068341	0.0145990119150791	0.0153926571101555	0.0155432843529371	0.0155543350740912	0.0137769637769574	0.0132100176828269	0.0137039677684695
Ruminococcus faecis	0	0	0	0	0	0	0	0	0
Ruminococcus flavefaciens	0.000116826337214457	9.32357303775371e-05	8.94614497058819e-05	0.000125566123517111	0.000162189146087065	0.000160575757211554	0	0.00017209388522979	0
Ruminococcus lactaris	0	0	0	0	0	0	0	0	0
Ruthenibacterium lactatiformans	0.000562149261210098	0.000569690433843935	0.000639271709557045	0.000607519383963022	0.000724022688438133	0.000604682187303652	0.00063989168756983	0.000508790016381918	0.000784039526945195
Sporobacter termitidis	0.00207118945307208	0.00213512076032875	0.00195130570275285	0.00238384312951361	0.00239888496403236	0.00218265791372068	0.00181170285185981	0.00208712320802993	0.0019483360086213
Staphylococcus aureus	8.76402243589744e-05	0	0	0	0	0	0	0	0
Streptococcus alactolyticus	0.000156500400641026	0.000135015888476876	0.000205268559698939	5.06019523919964e-05	4.74872892355812e-05	7.56773119418798e-05	0.000264550264550265	0	0.000172066518891892
Streptococcus salivarius	0.000655944913590697	0.000625954143296943	0.000577781864125251	0.000756248979090558	0.000664387736447115	0.000767655761112633	0.000540033461412376	0.000531505440316767	0.000607765229528771
Streptococcus sp. A12	0	0.000171320794719702	0.000174858402706504	6.99837940147797e-05	0.000109155234868701	6.94081351672835e-05	0	0	0
Streptococcus sp. LPB0220	0	0	0	7.94634933781217e-05	0	0	0	0	0
Streptococcus thermophilus	0.000107777041537508	0.000140743223411032	0.000174869521437527	0.000150369334599377	0.000158725276969626	0.000157935977253436	0.000131517210138296	0.000116775552297081	0.000201959565256602
Streptococcus viridans	0.000212840544871795	0.000122820962319206	0	9.93456452010808e-05	7.12964642265077e-05	7.90358228725577e-05	0	0	0.00028340367817488
Subdoligranulum variabile	0.000305923396116871	0.000277826181976103	0.000273557846412187	0.000391365413684681	0.00058128739130568	0.000543888067562466	0.000189644853518749	0.000267339775988869	0.000169524347585068
Sutterella wadsworthensis	0.000388120993589744	0.000429157645515785	0.000410537119397879	0.00014337219844399	0.000193114976224697	0.00013097996297633	0.0006003256003256	0.000605770763589989	0.000506077996740858
Terrisporobacter mayombei	0.00057557741680954	0.000602185186764138	0.000486320607168037	0.00065364357771181	0.000673192782239514	0.000784493574683231	0.000717436385152983	0.00058451023240795	0.000940515573622989
Tidjanibacter massiliensis	0	0	0	0	0	0	0	0	0
Turicibacter sanguinis	0	0	0	4.26041272721078e-05	4.75455585384181e-05	5.40929703790545e-05	0.000143367742702184	0	0
Turicibacter sp. H121	0.000182090705541936	0.000137791811030106	0.000152050784962153	0.000150211037025817	0.00012624129890875	0.000110649364534701	0.000233546524723446	0.000361344776471838	0.000284162771127508
Tyzzerella nexilis	0.00372408443703135	0.00371179775670565	0.00385227696690203	0.00373363652248931	0.00388666370922186	0.00399805376709011	0.00359177646175535	0.00353900415928808	0.0039775149292405
Vallitalea guaymasensis	0.000400921679580826	0.000338442177231944	0.00033420067870816	0.000273061267484505	0.000272692130942825	0.000335880925842394	0.000346348468105631	0.000425102351497901	0.000395025709982175
Vallitalea pronyensis	0	6.37159786853755e-05	0	4.87309890075468e-05	0	0	0	0	0
Vampirovibrio chlorellavorus	0.00237880608974359	0.0024351079886008	0.00225035161744023	0.00269033713550781	0.00290622210121757	0.00260795659615097	0.00237077737077737	0.00214676656570487	0.00231783722507313
Veillonella rogosae	0.000450721153846154	0.000279675768987815	0.000387729501653552	0.000215058297665985	0.000186783337659953	0.00020665727491821	0.000356125356125356	0.000212551145119294	0.000323889917914149
Victivallales bacterium CCUG 44730	0.000338040865384615	0.000284497765004846	0.000326909187668681	0.000236142444495983	0.000208944072636557	0.000241585265045232	0.000223850223850224	0.000170040916095436	0.000232795878500795
[Bacteroides] pectinophilus	0	0	0	0	0	0	0	0	0
[Clostridium] bolteae	0	0	0	0	0	0	0	0	0
[Clostridium] cellulosi	0.000131204035471903	0.000183279657531417	0.000172519910387924	0.000175881604715655	0.000108868902593119	0.00014492334174988	0	0	0
[Clostridium] citroniae	0	0	0	0	0	0	0	0	0
[Clostridium] clostridioforme	0	0	0	0	0	0	0	0	0
[Clostridium] innocuum	0	0	0	0	0	0	0	0	0
[Clostridium] lavalense	0	0	0	0	0	0	0	0	0
[Clostridium] leptum	0.000703697826953477	0.000759517065499458	0.000747012446600545	0.000861400879679173	0.000804931447278931	0.000831041600805943	0.000764496566545989	0.000684935195607171	0.000657471738119914
