genus	Zymo_6323_ONT	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323
Butyricicoccus	6174	219.720380008982	248.127279633767	176.804772033598	333.879785633591	407.286528121429	496.058017630285	106.364129010344	103.101335849706	112.18650021954
Butyricimonas	57366	48	58	19	16	59	49	33	24	28
Butyrivibrio	0	0	0	0	0	15.1741536552598	21.4015380054349	0	0	0
Caecibacterium	0	53.4088441567286	47.8744900654648	33.6436177340778	55.0056542327191	75.6527823980304	85.773815345923	26.3715095793722	24.4851360769225	37.538121659333
Caloranaerobacter	0	25.844665133323	26.8727780879467	16.0203486824286	41.8163788265976	68.8037079980695	56.47212100258	0	12.999999780157	0
Candidatus Cibiobacter	114894	0	0	0	0	0	0	0	0	0
Candidatus Stoquefichus	3213	0	0	0	0	0	0	0	0	0
Caproiciproducens	0	589.118306279286	701.666492485079	487.816074158354	921.759408041326	1168.61332464144	1340.09085830022	362.26950159988	303.139163344927	355.185637864456
Catabacter	6885	100.381991506432	122.684237282181	85.3781181969912	138.918997833627	202.150900809436	205.609471419541	67.7123278186687	52.6513268845754	59.1131503662958
Christensenella	0	2174.13968508381	2688.81120496939	1795.48801771533	3597.48222478245	4547.6795882268	5103.15364058006	1238.6048671533	1075.2428484834	1236.48639667406
Clostridioides	0	0	0	0	0	0	12.8484282467045	0	0	0
Clostridium	1509894	767.396147340137	950.490343454007	598.91284872	1310.23509950648	1780.34356487414	1917.95560267115	542.890007792151	516.408404541043	497.493019855194
Colidextribacter	0	230.864367474432	270.041847784755	168.480632398421	296.544375960526	408.544554533072	426.26074427963	144.710363379124	103.004582842493	108.024140288042
Collinsella	219375	565.005042377719	766.997719381194	304	55	79.9999999999944	59	226	251	198
Coprobacter	0	13	0	0	0	0	11	0	0	0
Coprococcus	248490	1456.70566521905	1980.07294923787	1118.30810982002	2187.97528177781	2878.4185626309	3192.86069201025	824.09376514666	869.092147992734	898.335170104406
Cryptobacterium	3420	0	0	0	0	0	0	0	0	0
Cuneatibacter	0	2747.5711892783	3452.49010066212	2197.08744489094	1373.76668644069	1561.18895103385	1853.74483284833	1881.64345769241	2077.5805589814	2190.49712816799
Dehalobacterium	0	17	23	15	25	40	56	0	11	0
Desulfonispora	0	14.2873913168591	35.096016132922	22.6014164828855	28.7931550062675	39.4430325140287	24.3530967642631	15.8700560503287	13.7996537389417	10.0255150397218
Desulfovibrio	18477	38	64	24	0	17	0	30	23	23
Dialister	43335	167	217	164	303	382	451.999998495873	88	77	93
Dorea	371007	3078.89686650981	3969.13876198356	2390.08502469154	4406.47591865073	6022.22670412983	6312.90042747302	1741.02994140376	1676.9961523794	1735.96463127808
Drancourtella	0	0	14.0000000008894	0	16.000000000001	22.0000096651236	20.0000115110523	0	0	0
Duodenibacillus	0	43	66	46	35	49	51	58	45	45
Dysosmobacter	68031	1414.58223048444	1788.12609137861	1192.32820014995	2359.7314045424	2955.80764640003	3212.03030622143	847.767158343712	747.645721025184	839.489701652586
Eggerthella	43101	0	0	0	0	0	0	0	0	0
Eisenbergiella	42615	463.950224399133	560.753325667985	372.407942762988	557.830161611405	713.34988689436	772.214026580745	260.903907796832	238.690728848507	273.381533686273
Emergencia	0	89.2343003289189	149.128451805982	107.542345205054	145.69322750388	172.962562759409	170.733247712422	70.24664637105	64.7666350002416	73.4268107319353
Enorma	11727	16.9949576222807	21.0022806188058	0	0	0	0	0	0	0
Enterobacter	0	0	0	0	0	0	17.6810640153347	0	0	0
Enterocloster	0	1296.27477165009	1651.50957904935	945.787166479351	1914.99239792531	2469.66268346976	2867.3964610532	776.606890278318	705.597265345388	751.404947178411
Enterococcus	0	0	0	11	0	0	13	13	0	0
Ercella	0	24.0177496683473	23.786788106918	17.5941021435516	27.4864126644741	57.7820895136833	68.9588712805374	0	15.8885583955529	16.4495749265179
Erysipelatoclostridium	8307	18.930445934693	27.9999769779738	0	53.9998533668378	83.5805441377497	53.0598259399736	32.9999999962981	27.9867299673983	15.124108430672
Escherichia	16848	40	37	25	98	111	148	33	14	23
Eubacterium	791154	3208.81529498232	4273.93422726109	2683.70551911041	5124.54224933078	6861.89945337347	7113.284452301	1928.4655380672	1957.99815680747	2058.65765401227
Evtepia	20970	0	0	0	0	0	0	0	0	0
Faecalibacterium	2453427	18296.0577509126	23233.4768734432	15378.4796773425	29881.7793216919	39716.0065994894	43493.0208120459	10890.7740423266	9827.44363642757	10886.0547593821
Faecalicatena	6696	1513.99098090342	1993.07010808571	1211.64104534159	2065.47249213743	2963.99697075762	3042.06218155701	966.642745883883	981.876550244515	968.271918103372
Faecalicoccus	0	12.2824861885902	20.6319262480486	0	34.4136226952571	37.7377108197114	24.6122503858232	30.2784477727464	21.1415849510379	18.0843518277285
Faecalimonas	0	1602.34958422643	2066.85143821996	1196.5867640425	2412.53730671487	3185.26519715902	3420.86927818401	943.701764581001	932.123606026759	987.786097007054
Falcatimonas	0	329.9010338228	424.746058137445	282.435278689141	513.691909874685	701.850181446488	747.782431253364	282.611352920193	281.101679577139	258.190948703675
Flavonifractor	21906	178.807425939765	212.699286778771	168.335259136828	294.456832627465	372.395892538068	418.121519234606	125.128742575402	111.264529839235	118.559339762681
Flintibacter	0	492.953653250202	554.368180822077	377.909045634929	623.475709564347	841.326514628719	919.723249737436	240.410573776986	237.717345611667	277.734861773049
Fournierella	0	40.7651271258158	43.2318516729362	23.4233019497918	49.0516550319647	76.2100242600642	60.9818120924754	22.1876222043807	19.1086394092678	20.7246816772107
Frisingicoccus	9000	420.315207184434	516.341699296164	337.291104154831	619.520950798272	777.874234572944	857.875000875131	251.965229161835	236.354262546049	295.936258156822
Fusicatenibacter	810396	6569.94528685722	8276.16156842448	5311.66595058382	9849.96614980412	12944.1528302026	14129.0004292698	3835.61879190637	3691.19254716372	3859.18700665934
Gabonia	3402	0	0	0	0	0	0	0	0	0
Gemmiger	219420	7318.97819912074	9419.10132926884	6055.89992021636	12084.3900777722	16063.0782513783	17527.5442353385	4245.21024016949	3924.2241131186	4183.54818344817
Gordonibacter	8298	0	0	0	0	0	0	0	0	0
Haemophilus	0	0	0	0	13	19	34	0	0	0
Harryflintia	0	44.7117206431213	39.2052775986505	32.5044906015098	66.6728257238056	99.3338990651979	81.7418506116053	25.3842021731963	26.4895685692599	25.3055538349385
Holdemania	14877	0	0	0	0	14	12	0	12	0
Hungateiclostridium	0	842.319315078769	1203.62626400242	793.04381895617	1289.73979541808	1659.52331551505	1920.11540999093	514.901823892857	555.770471153149	586.86401685543
Hungatella	3600	670.621334532158	796.515711054565	516.987167395367	975.255454181404	1310.4532773068	1396.63247245635	396.968085075441	384.281904817044	347.409357087702
Hydrogenispora	0	16	10	11.6471716522967	23	33	23.0000093042596	0	0	13
Hydrogenoanaerobacterium	0	66.2913657555917	60.4063990669985	51.3242044595685	99.3748062232669	107.515923420315	142.556632721725	46.5024645586365	33.0140525532189	31.7342891747276
Ihubacter	0	160.796668128813	197.421602550825	104.686340467015	248.116338676222	258.840167483351	300.2915770893	85.3103183657349	84.5808374309285	103.908695789419
Intestinibacillus	0	28.9340033756311	30.4226336485265	19.0772366881836	43.5955737791174	54.160568996306	57.7201960417994	11.6136127483513	0	23.5251277319545
Intestinibacter	0	84.0516869583757	112.114150574809	54.031814539899	321.402562658141	435.462140621382	440.420001540736	115.488783942671	110.00048367699	105.07328415003
Intestinimonas	23346	707.409131018228	914.876432732663	546.44499076275	1029.96761342355	1321.78369987538	1433.90207434391	436.170315654476	392.240761415127	403.268857408873
Kiloniella	0	68	72	45	57	77	108	16	18	23
Kineothrix	0	72.2228308588862	96.8828952996267	51.6983952775908	148.789941855995	150.472461056514	165.150038551417	67.6699866481302	54.7349560623159	39.3601814537025
Klebsiella	6453	0	0	0	19	38	40.3189359846653	0	0	0
Laceyella	0	262.000447142208	369.999999999974	203.999972717299	464.999999749206	498.996106275306	540.975169605601	166.005313263655	161.993285200838	171.998692199356
Lachnobacterium	200295	36.6479742989496	59.0782127014407	39.5632907725885	66.2705238602283	86.8262122389127	126.41232105805	49.7601440237701	24.5321436310899	39.5484482658436
Lachnoclostridium	135792	255.894165976449	356.640881119133	199.871543429604	442.865450442945	594.608806642828	611.943695150431	125.764500559802	131.214121570104	140.043894232913
Lachnospira	0	3698.09086110871	5073.92569923001	3201.24885950659	6162.45763111329	8287.02563749132	8941.65297146129	2709.74412719857	2780.26357680167	2731.50359627435
Lachnotalea	6300	0	0	0	0	0	0	0	0	0
Lacrimispora	0	1772.08842414137	2141.86466223922	1402.29869875959	2347.87006791168	2952.26791700268	3301.42919368066	1130.40229050486	940.007408777291	1040.9249277279
Lactobacillus	34020	227.478026351971	291.974164103023	166.75056655021	384.277447585453	473.391255689248	544.014616964029	162.56594834744	167.299581234599	172.489401782712
Lactococcus	6813	15	32	14	28	65	54	11	17	15
Lactonifactor	0	11.0784869176633	24.0331366285235	0	23.409845871421	23.6405059932912	31.6362544596132	15.8405761479496	12.9842384235557	0
Lawsonibacter	49788	0	0	0	0	0	0	0	0	0
Limosilactobacillus	0	14	13	11	0	16	11	0	0	10
Longibaculum	3168	40.1487248719227	34.5779453615421	37.9944411121134	35.0875022583875	96.680009123449	100.274038364654	45.7166526981242	50.9494713814465	38.7731280072579
Lutispora	0	39.0055151809515	48.6071062449309	35.4120200706577	68.8116653716882	80.3769581003098	88.2561284126731	28.134076971135	22.10582485187	30.3742651889794
Mahella	0	0	10.0000261123292	0	0	15.0000021054694	12.9529721943545	0	0	0
Marvinbryantia	41067	92.9999999999964	106.999727017273	71.9999976209146	127.000300930357	171.000000134364	177.997943923625	52	60	68.9999999996758
Massilioclostridium	3789	0	0	0	0	0	0	0	0	0
Massilistercora	0	43.9276464718686	60.8647750665678	36.4745085932124	116.810859755957	155.532961776063	160.425211028281	27.9579885669731	50.617298565796	39.0884788655618
Mediterraneibacter	17055	7379.43045584839	9543.10111674089	6225.20159628406	7567.11433908426	9756.37176708289	10893.3758199851	4645.19381395169	4495.89646886972	4863.60023667342
Megamonas	194553	1867	2432.00001714161	1551	3508.00000830355	4822.00016411453	5660.00097241873	1288	1190.99282752625	1347
Merdibacter	6768	0	0	0	0	0	0	0	0	0
Methanobrevibacter	84303	0	0	0	0	0	0	0	0	0
missing	0	17767.027482771	22935.8620007954	14591.4187871765	28518.9329403391	37530.84917424	40665.2713953164	10763.400482148	10377.2178632567	10580.2618473343
Mobilitalea	0	13.746290728524	30.3158278648128	12.5712459907534	25.7017968120915	44.5281994411526	34.5078598419395	12.1113075703729	11.865737218752	12.3942647461336
Monoglobus	43371	2675.28533354929	3432.24306404046	2263.50455261023	4615.14557135757	6218.70242063034	7177.07282090504	1588.44922455722	1439.35258745276	1627.84028226653
Mordavella	5382	0	0	0	0	0	0	0	0	0
Murimonas	0	57.2831303115398	70.9336602527015	55.1183578035011	74.8119141862191	106.30290224366	119.845759896556	41.7475197775858	23.5158770690525	32.6695827763675
Mycoplasma	5220	0	14.4562707379676	0	0	40.5662621531543	37.1443829785169	0	0	0
Negativibacillus	22194	220.945312107864	306.828308368805	208.011837001949	361.258612458982	474.366799444694	545.532399030064	133.854805941194	106.950282897666	133.998739419609
Neglecta	20952	465.191813063387	551.954105425734	373.706651225206	738.629125130962	903.328151595633	1022.60581561488	246.655647571396	189.000039595244	237.430345925474
Odoribacter	135666	291	390	237	523	662	751	200	198	193
Oscillibacter	398745	2027.55337557648	2607.67851674382	1718.0529955573	3411.84707566778	4527.58903717584	4854.867491011	1159.32760666977	1123.41074198748	1238.43442757367
Oxalobacter	4032	18	30	22	31	30	38	15	13	14
Paludicola	0	42.1090291024899	56.7685553162851	33.0005026302465	71.99999461605	95.0038959672223	95.8400525991442	34.9999583925355	28.6189106291167	30.0028591010009
Papillibacter	0	436.524838404769	581.042777127518	341.557081715931	639.101576909374	965.100053059833	924.1878648779	263.172556107794	278.641416863135	224.752681904912
Parabacteroides	530001	742	959.000000000001	604	568	697	743.000012149182	485	512	458.000000000144
Parasutterella	37935	77	118	64	38	61	60	96	67	69
Peptacetobacter	0	39	16	34	15	27.0000111388386	28	28	0	18
Peptococcus	0	48.7126086831409	46.903983867078	29.3985835171145	83.2068449933587	103.556967485971	95.6469032357369	19.1299439496713	32.2003462610583	19.9744849602782
Petrocella	0	0	0	0	0	11.1410486331492	15.1068235720996	0	0	0
Phascolarctobacterium	86679	759	979	702	1354.9999999999	1745.99999621255	1998	515	392	505
Phocaeicola	0	4267.00000000005	5375.91152006566	3262.0000000127	3195.05719659913	4250.99999201398	4287.60814964307	2927	2825	2496
Phocea	3150	51.1668213314395	87.4632973330317	55.3768497178997	151.411383612134	148.871059160934	201.598717933402	44.8813375069274	24.35224397923	42.4587344632306
Pseudobutyrivibrio	0	0	12.7376530529178	0	0	0	0	0	12.9710019627093	10.7005350997543
Pseudoclostridium	0	961.695857172862	1251.26794154685	751.336897497162	1300.73305103768	1672.66948334832	1820.2708512699	594.36906864298	572.908828434244	667.761331797928
Pseudoflavonifractor	24786	195.482030080038	228.330343156559	143.465864241765	295.029988241399	438.983100223048	452.821093937971	105.641187811403	102.969948464593	107.137287819572
Pseudoruminoccoccus	186111	0	0	0	0	0	0	0	0	0
Raoultibacter	0	100	145	99	91	97	86	91	83	80.9103373463711
Rhizobium	0	16	24	12	19	26	25	0	0	0
Robinsoniella	0	89.9907888614365	89.5848757325952	61.0005967476333	106.479903161599	159.818004884969	195.595538687242	31.1315067002425	44.8212941660766	59.5524387496059
Romboutsia	18945	594.003274170801	827.002878838484	555.000004396254	909.593522787439	1146.8936021648	1251.05624987718	373.001568124493	357.000026004584	367.004717691592
Roseburia	1043667	6890.39242836372	9003.61333131946	5700.99899723808	10344.5131413904	13602.9877915144	14945.9523942148	4256.50399316023	4120.81858792654	4241.81269838634
Ruminiclostridium	0	102.022187064484	132.605855568583	61.8400514721046	138.012042459359	190.210089757079	195.078398836188	37.5493918614973	41.9174345479022	54.0260729708793
Ruminococcus	2812635	10414.0039816169	13996.9452358447	8579.96059565344	18330.5502991862	25800.7879337313	27184.6938474846	6050.05182365671	5816.26020391698	6228.93672484829
Ruthenibacterium	55116	89.7999715827459	118.144111241857	84.0866043165859	144.070184309911	228.699942687707	207.747030998792	62.8885550543629	47.8745965914566	77.4623212226583
Solobacterium	30681	0	0	0	0	0	0	0	0	0
Sporobacter	0	330.860087991547	442.787748639258	256.664995611596	565.316478948505	757.74538912876	749.882683469531	178.054156280782	196.387858259576	192.493649315776
Staphylococcus	2295	14	0	0	0	0	0	0	0	0
Streptococcus	11151	181	248	149	286	332	395	92	61	125
Subdoligranulum	794826	48.8694269892935	57.6164270967503	35.982431327827	92.8103510282539	183.61357344129	186.860360044031	18.6382962038227	25.1553362216726	16.7488360170571
Sutterella	79578	62	89	54	34	61	45	59	57	50
Terrisporobacter	0	91.9450388708231	124.882970586707	63.9681810638477	155.008306236467	212.644096897124	269.52375049247	70.5096479328351	54.999490318426	92.9219981583776
Tidjanibacter	7560	0	0	0	0	0	0	0	0	0
Turicibacter	4950	29.0878976660911	28.5756791468566	19.9999999999968	45.7251521374314	54.8947498092668	56.5995355523096	37.0431342025908	34.0007367421176	28.0749976246266
Tyzzerella	58032	594.900144309136	769.763754178887	506.709250841458	885.413233125728	1227.69601248675	1373.58734443655	352.999790661315	333.002596368212	392.974497494032
unknown_Actinobacteria	22131	0	0	0	0	0	0	0	0	0
unknown_Candidatus Melainabacteria	112185	0	0	0	0	0	0	0	0	0
unknown_Firmicutes	5834880	0	0	0	0	0	0	0	0	0
unknown_Lentisphaerae	17289	0	0	0	0	0	0	0	0	0
unknown_Proteobacteria	17649	0	0	0	0	0	0	0	0	0
unknown_Tenericutes	43740	0	0	0	0	0	0	0	0	0
unknown_unknown	131868	0	0	0	0	0	0	0	0	0
Vallitalea	0	64.0448327829594	83.4007648486016	43.9590862738778	76.3114246658078	86.136354169434	115.396594406116	34.0391274454214	40.0000057641949	39.0281451205289
Vampirovibrio	0	380	505	296	638	918	896.000000000011	233	202	229
Veillonella	0	72	58	51	51	59	71	35	20	32
