species	Zymo_6323_ONT	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323
Candidatus Cibiobacter qucibialis	114894	0	0	0	0	0	0	0	0	0
Candidatus Gastranaerophilales bacterium	112185	0	0	0	0	0	0	0	0	0
Caproiciproducens galactitolivorans	0	96.8018135429925	140.129881224513	128.76368541775	178.301696858454	174.659791376309	269.949497387984	77.8248607211462	80.1978517907616	79.7396727580643
Caproiciproducens sp. NJN-50	0	492.316492736294	561.536611260566	359.052388740604	743.457711182872	993.953533265129	1070.14136091224	284.444640878734	222.941311554165	275.445965106392
Catabacter hongkongensis	0	100.381991506432	122.684237282181	85.3781181969912	138.918997833627	202.150900809436	205.609471419541	67.7123278186687	52.6513268845754	59.1131503662958
Christensenella massiliensis	0	1041.36193700342	1274.94922545935	841.403395392498	1671.25807488419	2185.22624123178	2444.99081885913	594.061751546085	517.261248795244	582.078377030792
Christensenella minuta	0	177.221712809417	228.348405047555	126.800317205362	322.626426518874	431.229254882628	447.079535639699	92.3694349023897	103.41697658005	98.0849970391955
Christensenella sp. Marseille-P3954	0	941.641403153768	1162.14128756848	811.857061712035	1567.46534441951	1893.56295249495	2181.4443674486	552.173680704822	454.564623108105	538.233728322345
Christensenella timonensis	0	13.9146321172019	23.3722868940024	15.427243405437	36.1323789598757	37.6611396174444	29.6389186326373	0	0	18.089294281723
Clostridia bacterium UC5.1-1D4	9441	0	0	0	0	0	0	0	0	0
Clostridia bacterium UC5.1-1E11	3861	0	0	0	0	0	0	0	0	0
Clostridiaceae bacterium AM27-36LB	31005	0	0	0	0	0	0	0	0	0
Clostridiaceae bacterium OM08-6BH	28512	0	0	0	0	0	0	0	0	0
Clostridiales bacterium	241839	13.9048317466401	15.3157907822824	12.4436199522564	0	16.9452374856566	0	21.1608059478282	17.2202749014637	0
Clostridiales bacterium CCNA10	32652	65.4664212377987	80.9058525549067	53.3884047607996	104.367576576619	145.579082603014	146.459678572167	29.01690824942	31.1162485870777	37.3680628329035
Clostridiales bacterium UBA1390	6039	0	0	0	0	0	0	0	0	0
Clostridiales bacterium UBA4696	36351	0	0	0	0	0	0	0	0	0
Clostridiales bacterium VE202-03	44433	0	0	0	0	0	0	0	0	0
Clostridioides difficile	0	0	0	0	0	0	12.8484282467045	0	0	0
Clostridium beijerinckii	0	0	0	0	0	20.8623394469744	17.3979989850747	0	0	0
Clostridium chartatabidum	0	80.0000000000357	90	54.0000000000175	120	163.137662679544	166.456240699168	39.0000397359379	51	52
Clostridium disporicum	7155	20.3557870720118	24.7986792412874	23.1514866039172	42.2847344720807	39.3745294615062	38.8579831467074	14.0465763092863	0	0
Clostridium jeddahense	0	0	0	13.286282353442	23.5088406207115	15.4333663378342	25.35857561854	0	0	0
Clostridium merdae	0	21.5699328869998	19.6882812306774	0	30.6434982897104	45.8501866653977	49.0668105951802	0	14.0440439837297	13.0898510603123
Clostridium perfringens	0	0	11	0	10	10	15	0	0	0
Clostridium phoceensis	29088	0	0	0	0	0	0	0	0	0
Clostridium saudiense	0	496.64421292796	549.201320758713	345.848513396065	696.659050396559	948.625756408627	1012.28654072617	255.953383954776	220.999999951149	241
Clostridium sp. BNL1100	0	41.6285010522525	73.5736781428177	41.940178677517	94.3095409851283	98.7228009868875	140.496008725848	32.0803890470165	44.178739302281	31.8965205541762
Clostridium sp. SY8519	0	12.1695904333194	0	0	0	22.4680176540773	18.4270851233773	0	0	0
Clostridium sporogenes	59724	95.0281229675571	182.228384080511	120.686387689041	292.829434742291	415.868905233296	434.608359051089	201.809618745135	186.185621303883	159.506648240706
Colidextribacter massiliensis	0	230.864367474432	270.041847784755	168.480632398421	296.544375960526	408.544554533072	426.26074427963	144.710363379124	103.004582842493	108.024140288042
Collinsella aerofaciens	0	516	712	271	55	69.9999999999944	59	209	224	181
Collinsella intestinalis	11232	49.0050423777193	54.9977193811942	33	0	10	0	17	27	17
Coprobacter fastidiosus	0	13	0	0	0	0	11	0	0	0
Coprococcus catus	38745	288	370.000000021744	221.057161970754	382.045591647823	570.925576415494	587.742003403259	132.000000000001	149	172.001000954991
Coprococcus comes	118197	962.093467575218	1338.00656107902	760.878119049941	1495.66386324596	1900.36458825626	2173.4948468206	581.202423635704	583.863326625822	600.130199228843
Coprococcus eutactus	32913	206.61219764383	272.066388137097	136.372828799323	310.265826884024	407.128397959147	431.623841786391	110.891341510954	136.228821366912	126.203969920572
Coprococcus phoceensis	58635	0	0	0	0	0	0	0	0	0
Coriobacteriia bacterium	7299	0	0	0	0	0	0	0	0	0
Cuneatibacter caecimuris	0	2747.5711892783	3452.49010066212	2197.08744489094	1373.76668644069	1561.18895103385	1853.74483284833	1881.64345769241	2077.5805589814	2190.49712816799
Dehalobacterium formicoaceticum	0	17	23	15	25	40	56	0	11	0
Desulfonispora thiosulfatigenes	0	14.2873913168591	35.096016132922	22.6014164828855	28.7931550062675	39.4430325140287	24.3530967642631	15.8700560503287	13.7996537389417	10.0255150397218
Desulfovibrio desulfuricans	6354	16.9447394204744	29.6169306098459	24	0	17	0	17.002111950539	23	23
Desulfovibrio fairfieldensis	3816	10.0555350065053	15.3854303672034	0	0	0	0	0	0	0
Desulfovibrio vulgaris	0	10.9997255730203	18.9976390229507	0	0	0	0	12.997888049461	0	0
Dialister invisus	11412	167	217	164	303	382	451.999998495873	88	77	93
Dorea formicigenerans	99351	836.952298693186	1119.06571271311	649.048679740269	1155.07145520003	1679.75311524104	1844.3058747223	471.029885082295	495.865149483563	498.652931807531
Dorea longicatena	229113	2241.94456781662	2850.07304927045	1741.03634495127	3251.4044634507	4342.4735888888	4468.59455275073	1270.00005632147	1181.13100289584	1237.31169947055
Drancourtella massiliensis	0	0	14.0000000008894	0	16.000000000001	22.0000096651236	20.0000115110523	0	0	0
Duodenibacillus massiliensis	0	43	66	46	35	49	51	58	45	45
Dysosmobacter welbionis	68031	1414.58223048444	1788.12609137861	1192.32820014995	2359.7314045424	2955.80764640003	3212.03030622143	847.767158343712	747.645721025184	839.489701652586
Eggerthella lenta	16263	0	0	0	0	0	0	0	0	0
Eisenbergiella massiliensis	32022	60.0016796709642	73.0932030253653	41.080153602343	94.2484646134967	95.8357186427627	130.784455210715	36.1452631674854	36.2828053225209	32.3390417059353
Eisenbergiella tayi	10593	403.948544728168	487.660122642619	331.327789160645	463.581696997908	617.514168251597	641.42957137003	224.758644629347	202.407923525986	241.042491980337
Emergencia timonensis	0	89.2343003289189	149.128451805982	107.542345205054	145.69322750388	172.962562759409	170.733247712422	70.24664637105	64.7666350002416	73.4268107319353
Enorma massiliensis	11727	16.9949576222807	21.0022806188058	0	0	0	0	0	0	0
Enterobacter asburiae	0	0	0	0	0	0	17.6810640153347	0	0	0
Enterocloster aldensis	0	0	0	0	0	0	10.3305626657339	0	0	0
Enterocloster bolteae	0	1262.8849119188	1603.50969610227	920.101091591678	1851.50181823475	2396.73262382307	2741.4440488304	766.446277605107	692.598593045596	740.40287452948
Enterocloster citroniae	0	18.3207821164402	16.3884633591042	0	15.2568950010181	24.3889703706538	42.5416515886338	10.1606126732106	0	0
Enterocloster clostridioformis	0	0	20.5995717917475	12.9124893523845	24.4358244129699	18.8420438120826	24.619409157777	0	0	0
Enterocloster lavalensis	0	15.0690776148532	11.011847796228	12.773585535289	23.7978602765796	29.6990454639503	48.4607888106555	0	12.998672299792	11.0020726489312
Enterococcus faecalis	0	0	0	11	0	0	13	13	0	0
Ercella succinigenes	0	24.0177496683473	23.786788106918	17.5941021435516	27.4864126644741	57.7820895136833	68.9588712805374	0	15.8885583955529	16.4495749265179
Erysipelatoclostridium ramosum	0	0	0	0	13.3354229877515	0	0	0	0	0
Erysipelotrichaceae bacterium GAM147	0	261.892706225827	332.193693580535	182.319171179866	615.990599482136	735.870541507079	751.057776629624	357.473728560443	395.878177347272	304.596114849479
Erysipelotrichaceae bacterium I46	0	0	0	0	0	0	30.0741020655405	0	0	0
Escherichia coli	16848	40	37	25	98	111	148	33	14	23
Eubacterium coprostanoligenes	0	723.751788842578	1062.00074013979	623.951748293637	1324.9677594202	1910.1348496175	1847.91063089435	416.99911218639	521.99999982323	474.985843422357
Eubacterium oxidoreducens	0	65.424953084742	83.0921315734998	37.3048231321573	94.6158623959043	111.577317953549	122.933681466582	47.3643447496529	47.3014974952632	45.4773660504519
Eubacterium ramulus	84060	585.16612465916	791.971043312025	512.002749086333	900.298265879977	1294.01380953799	1277.87316727462	365.000000000062	380.000042804359	339.00000000016
Eubacterium uniforme	0	20.3038857925576	17.1684088013038	23.28306931474	0	0	0	16.8502125979046	0	18.8804729422394
Eubacterium ventriosum	0	245.999996070487	340.757004814518	231.9992527718	386.738491384177	504.507518583611	543.175223577233	147.999999999971	130.006068212612	143.999999993626
Eubacterium xylanophilum	0	1568.16854653279	1978.94489861995	1255.16387651174	2417.92187025052	3041.66595768081	3321.39174908821	934.251868533224	878.690548472005	1036.31397160343
Evtepia gabavorous	20970	0	0	0	0	0	0	0	0	0
Faecalibacterium phage FP_Taranis	2664	0	0	0	0	0	0	0	0	0
Faecalibacterium phage FP_Toutatis	3708	0	0	0	0	0	0	0	0	0
Faecalibacterium prausnitzii	1903347	18296.0577509126	23233.4768734432	15378.4796773425	29881.7793216919	39716.0065994894	43493.0208120459	10890.7740423266	9827.44363642757	10886.0547593821
Faecalicatena contorta	6696	158.271641208395	199.503063307371	137.073833244255	270.581134512635	287.055101440387	326.729161798966	81.0985879516238	75.1794711723894	81.4722117324774
Faecalicatena fissicatena	0	1147.44615787057	1505.37916717997	890.274666549699	1521.14246082489	2282.64180653767	2309.42157899872	723.701694255579	713.474214395253	711.798355619894
Faecalicatena orotica	0	208.27318182446	288.18787759837	184.292545547633	273.748896799901	394.300062779568	405.911440759333	161.842463676681	193.222864676872	175.001350751001
Faecalicoccus acidiformans	0	12.2824861885902	20.6319262480486	0	34.4136226952571	37.7377108197114	24.6122503858232	30.2784477727464	21.1415849510379	18.0843518277285
Faecalimonas umbilicata	0	1602.34958422643	2066.85143821996	1196.5867640425	2412.53730671487	3185.26519715902	3420.86927818401	943.701764581001	932.123606026759	987.786097007054
Falcatimonas natans	0	329.9010338228	424.746058137445	282.435278689141	513.691909874685	701.850181446488	747.782431253364	282.611352920193	281.101679577139	258.190948703675
Firmicutes bacterium AF25-13AC	404010	0	0	0	0	0	0	0	0	0
Firmicutes bacterium AM31-12AC	9306	0	0	0	0	0	0	0	0	0
Firmicutes bacterium AM55-24TS	286119	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:103	23850	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:124	209934	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:170	8964	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:176	19152	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:194	224946	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:24053_14	8514	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:424	5886	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:83	60084	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:94	7695	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:95	4851	0	0	0	0	0	0	0	0	0
Firmicutes bacterium OM08-11AC	41265	0	0	0	0	0	0	0	0	0
Firmicutes bacterium TM09-10	119079	0	0	0	0	0	0	0	0	0
Flavonifractor plautii	0	178.807425939765	212.699286778771	168.335259136828	294.456832627465	372.395892538068	418.121519234606	125.128742575402	111.264529839235	118.559339762681
Flintibacter sp. KGMB00164	0	492.953653250202	554.368180822077	377.909045634929	623.475709564347	841.326514628719	919.723249737436	240.410573776986	237.717345611667	277.734861773049
Fournierella massiliensis	0	40.7651271258158	43.2318516729362	23.4233019497918	49.0516550319647	76.2100242600642	60.9818120924754	22.1876222043807	19.1086394092678	20.7246816772107
Frisingicoccus caecimuris	9000	420.315207184434	516.341699296164	337.291104154831	619.520950798272	777.874234572944	857.875000875131	251.965229161835	236.354262546049	295.936258156822
Fusicatenibacter saccharivorans	810396	6569.94528685722	8276.16156842448	5311.66595058382	9849.96614980412	12944.1528302026	14129.0004292698	3835.61879190637	3691.19254716372	3859.18700665934
Gabonia massiliensis	3402	0	0	0	0	0	0	0	0	0
Gemmiger formicilis	219420	7318.97819912074	9419.10132926884	6055.89992021636	12084.3900777722	16063.0782513783	17527.5442353385	4245.21024016949	3924.2241131186	4183.54818344817
Gordonibacter pamelaeae	8298	0	0	0	0	0	0	0	0	0
Haemophilus parainfluenzae	0	0	0	0	13	19	34	0	0	0
Harryflintia acetispora	0	44.7117206431213	39.2052775986505	32.5044906015098	66.6728257238056	99.3338990651979	81.7418506116053	25.3842021731963	26.4895685692599	25.3055538349385
Holdemania filiformis	14877	0	0	0	0	14	12	0	12	0
Hungateiclostridium aldrichii	0	662.85306394942	974.57939748813	617.068007974578	963.838699486123	1261.19477954905	1449.62906484209	400.963339713415	451.738386598835	473.359705703392
Hungateiclostridium alkalicellulosi	0	0	0	0	19.8493620402705	28.6068410447976	24.7084957771184	0	0	0
Hungateiclostridium cellulolyticum	0	59.5300683807977	67.7479139416236	59.9357047551677	69.0830270808953	66.4929285244861	101.00595004186	29.2558753094414	25.7419625045594	45.7175341037247
Hungateiclostridium clariflavum	0	91.2699965755315	120.147733799935	86.4536577562324	187.257897074624	223.962579724412	271.246657128805	56.2015402105637	59.2625326229884	51.2278505616463
Hungateiclostridium straminisolvens	0	28.6661861730203	41.151218772735	29.5864484701917	38.6587228734823	59.8829448253242	73.5252422010642	28.4810686594372	19.0275894267663	16.5589264866671
Hungateiclostridium thermocellum	0	0	0	0	11.0520868626838	19.3832418469773	0	0	0	0
Hungatella effluvii	0	0	0	0	0	0	18.3085034091455	0	0	0
