species	Zymo_6323_ONT	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323
[Bacteroides] pectinophilus	7731	0	0	0	0	0	0	0	0	0
[Clostridium] bolteae	14202	0	0	0	0	0	0	0	0	0
[Clostridium] cellulosi	0	20.9590574424236	38.0090852178379	22.6924064128755	41.709443150294	34.3888557376988	49.7904429849557	0	0	0
[Clostridium] citroniae	4527	0	0	0	0	0	0	0	0	0
[Clostridium] clostridioforme	5076	0	0	0	0	0	0	0	0	0
[Clostridium] innocuum	4212	0	0	0	0	0	0	0	0	0
[Clostridium] lavalense	10773	0	0	0	0	0	0	0	0	0
[Clostridium] leptum	24795	112.411505668856	157.510927594474	98.2582821636027	204.276911611518	254.256915977785	285.515976539293	75.1347225601398	64.4489772306567	64.9575502545093
[Clostridium] methylpentosum	0	34.9856443978601	29.3279838507216	17.9303710646034	32.598711131992	46.1219914477717	46.4879797024072	0	17.9909646595153	10.7218264887978
[Clostridium] polysaccharolyticum	0	120.154574810362	146.480837241046	85.9566891145548	175.023460443718	245.173903358545	254.770721833784	72.9999999807029	59.9999998902485	67.0025222493208
[Clostridium] populeti	0	0	10.3368490404989	0	15.4536784134858	12.6299958642569	15.3797222567431	0	0	0
[Clostridium] saccharogumia	0	0	13.5930612884647	0	15.3162035347569	42.9702359894947	23.3120332318803	12.5867315902295	0	0
[Clostridium] scindens	0	0	12.0000000000185	0	17.0945382405771	12	10.0000000000008	0	0	0
[Clostridium] spiroforme	4095	18.930445934693	14.4069156895091	0	25.3482268443293	40.610308148255	29.7477927080933	20.4132684060685	27.9867299673983	15.124108430672
[Clostridium] symbiosum	9216	19.2168016286113	27.648809546409	18.509522169968	34.271636683313	48.5086648824295	62.0783637098393	0	13.00684117032	14.9984853735684
[Clostridium] viride	0	14.145918749398	24.3546160960596	0	30.8149164118847	16.1985158447721	27.9500412285536	12.4344180777414	12.1217549424825	10.424268577575
[Eubacterium] eligens	358920	0	0	0	0	0	0	0	0	0
[Eubacterium] rectale	639342	7752.184526838	10220.4171919981	6296.68101149389	11525.5016647625	15471.5400866619	16441.855139249	4571.00550574889	4588.20579160178	4602.12597550882
[Eubacterium] siraeum	1306530	6466.99006230909	8324.99443303827	5550.00009995699	11169.7541473229	14870.737333242	16071.3999006994	3645.00000538441	3369.99992274645	3589
[Ruminococcus] faecis	0	5589.73308186843	7271.36942194046	4742.4276143472	4956.06641914421	6319.81951369997	7025.62622748125	3647.39109605567	3476.16683655932	3823.78885374253
[Ruminococcus] gnavus	76599	1467.44762443063	1822.32207979064	1195.68843818247	2223.20337761815	2976.09887532357	3314.35002016622	817.896275356554	827.076094579483	824.264903872271
[Ruminococcus] lactaris	0	73.3411141847986	95.4553903605082	56.794670920689	99.9252075807044	116.309183283269	135.109526548123	37.1814478281896	42.5843059000862	39.0022896497338
[Ruminococcus] torques	88290	199.745969142048	276.805957495017	178.910675815471	212.536225303556	259.359320864234	289.473000674972	115.092187987764	123.221925975099	145.408850599047
Abyssivirga alkaniphila	0	20.9551722719922	23.5552981038483	20.0409136701835	19.6930797996442	32.5946492270783	33.4895675335264	15.96222065578	0	10.2809851699042
Acetivibrio ethanolgignens	0	28.1141113077196	35.6489149024454	19.5177533554045	39.3421228071687	47.1298150577014	30.9379166561099	17.5744260659453	35.492514479084	26.2968210783291
Acholeplasma axanthum	0	50.9121023339089	62.9680501146133	32.0000000000032	131.274847862567	139.538988800102	139.255830959852	53.00765306434	54.9992632578847	26.9250023753746
Acholeplasmatales bacterium	35217	0	0	0	0	0	0	0	0	0
Adlercreutzia equolifaciens	26973	67	74	32	26	37.0013994894655	33	42	46	29
Agathobaculum butyriciproducens	130023	725.202916753675	1021.24567660982	681.133228209723	1157.65057627525	1685.0089213653	1739.01071388095	477.639020039227	421.796017921378	442.770270431706
Agathobaculum desmolans	0	0	0	0	14.5089173896841	10.595576614602	21.4800949039146	0	0	0
Akkermansia muciniphila	338859	385	500	333	158	217	234.000000001464	215	173	164
Alistipes communis	47484	18	24	19	20	22	18	15	18	14
Alistipes finegoldii	38799	15	10	0	0	12	10.0000159962191	13	0	0
Alistipes ihumii	32562	0	17	15	0	0	0	0	12	10
Alistipes indistinctus	3690	0	0	0	0	0	0	0	0	0
Alistipes onderdonkii	116289	76	54	47	43	71	75	49	41	37
Alistipes putredinis	218142	167	191	156	146	145	173	116	92	121
Alistipes shahii	253485	118	162	139	117	118	112.999984003781	106	93	78
Alistipes timonensis	9837	0	0	0	0	0	0	0	0	0
Amedibacillus dolichus	0	42.7175138114098	42.368073752059	47	114.600970593931	116.189116869425	102.313899656458	62.7140072957223	61.8584150489598	47.9156650694352
Aminipila butyrica	0	32.3449222558705	39.0761841235932	31.1442680850448	45.6008705067576	65.9074651857118	61.5597640450382	17.6219893681744	22.1893201126682	17.3483458043033
Aminipila sp. JN-18	0	0	0	0	11.2325971491694	11.7007561214732	11.1371653891819	0	0	0
Anaerobacterium chartisolvens	0	0	11.5664784378109	14.0963276641525	15.6973178966533	26.3803519596751	19.0355742868298	0	0	0
Anaerobium acetethylicum	0	15.6759428046392	11.661234604742	0	16.7855387616224	22.0910542403438	22.806189812438	0	0	0
Anaerobutyricum hallii	154566	2390.71520605495	3050.79397135936	1962.00000237624	3337.77466291781	4292.7681771351	4824.88804948982	1641.93543803108	1622.99999486649	1804.99999978032
Anaerobutyricum soehngenii	31248	0	0	0	0	0	0	0	0	0
Anaerocolumna cellulosilytica	0	16.9321676808291	20.5039569229949	12.6915303511339	23.1934475615868	32.0388884468604	39.2311425303867	25.9846142278597	0	19.7717918162332
Anaeromassilibacillus senegalensis	0	1106.60782722755	1420.58142163445	980.157204910757	1878.37759044219	2649.21836741629	2802.82587570991	641.808257328176	581.202455513297	730.999818380654
Anaerostipes hadrus	312507	4339.90848942325	5572.4560071017	3573.70562370049	6429.18982240093	8457.96544651515	9512.14949513055	2567.64501776667	2541.91348440628	2594.37781387007
Anaerotaenia torta	0	13.9802393305375	20.1485242442638	15.1689449448732	22.6369957953042	41.8529166198839	27.8324461154397	0	0	0
Anaerotignum aminivorans	0	32.9969811765062	28.7545634078846	18.4448826763429	41.9706853025394	50.0592643054207	44.9382656958348	10.1150290966056	16.1982694531841	19.5651511028586
Anaerotignum faecicola	22068	123.784123225914	183.127659190555	125.639083009848	246.252497537849	376.512767691278	319.832206635355	104.562596696326	86.9864711805592	85.3928060694349
Anaerotignum lactatifermentans	0	51.2188955984763	36.1178813937022	21.9160343162699	49.7816202487073	58.4230339560904	80.2385648210525	22.3223742070714	19.8152593662581	21.0734203713853
Anaerotruncus colihominis	7974	50.6416029334324	79.2633718050724	48.2855895430494	105.835978775081	118.85837472267	149.92867996741	36.9853510773883	27.3344275256116	38.046609928515
Anaerotruncus massiliensis	16911	0	0	0	0	0	0	0	0	0
Anaerotruncus rubiinfantis	0	108.005956353047	145.83259866714	93.4689193151703	181.070679803475	236.172422372924	283.085274080214	69.6449098950559	59.9328369927207	53.5601958613188
Anaerovorax odorimutans	0	27.6241092863978	47.3737615195995	30.6273679611869	33.3569661639705	47.5890471162201	57.2782468206903	20.8210458950407	14.4632074561602	16.3161476743421
Asaccharobacter celatus	48726	0	0	0	0	0	0	0	0	0
Bacillus subtilis	0	18	14	21	0	21	26	18	0	17
bacterium	26766	0	0	0	0	0	0	0	0	0
bacterium LF-3	62694	0	0	0	0	0	0	0	0	0
Bacteroides caccae	0	48	52.0000000012252	36.0000004616195	39.8919975621421	46	41.0000000010425	44	28.0030098247324	26
Bacteroides caccae CAG:21	51795	0	0	0	0	0	0	0	0	0
Bacteroides cellulosilyticus	202824	270	349	203	224	273	224	206	189	140
Bacteroides cellulosilyticus CAG:158	117657	0	0	0	0	0	0	0	0	0
Bacteroides dorei	306198	0	0	0	0	0	0	0	0	0
Bacteroides dorei CAG:222	69489	0	0	0	0	0	0	0	0	0
Bacteroides eggerthii	6210	0	0	0	0	0	0	0	0	0
Bacteroides faecis	181656	301.914551186522	415.108629503213	278.121569178706	248.860831638137	357.862189838163	348.743024370185	247.999992236848	224.986064081518	206.951277434848
Bacteroides finegoldii	47736	113	119.732477228184	86	84.9999999782457	96.999999999997	110.99999999219	77.9999999999979	73	62.9999999999991
Bacteroides finegoldii CAG:203	37224	0	0	0	0	0	0	0	0	0
Bacteroides fragilis	31338	48	50	36	32	35	42	37	29	22
Bacteroides massiliensis	212580	0	0	0	0	0	0	0	0	0
Bacteroides ovatus	417357	109.204051857169	146.13584345365	80.1856044094264	187.000479116103	242.092196915417	274.002031489287	153.027928654849	121.29670160543	113.167332913344
Bacteroides salyersiae	137124	138	148	101.000000000016	72.0969859533023	108	129	84	86	58
Bacteroides sp. A1C1	0	103.000000002405	120	94.9159340159194	84	93.9999999506865	102.000000014838	73.0000001269393	59.0000022880694	50
Bacteroides stercoris	196353	236.999991977068	282.999999999079	214.000000071782	190.999999999079	240.000007987993	251.999999986008	200	175	147
Bacteroides thetaiotaomicron	252063	32.8883902770373	48.1762238076402	33.8790888022403	36.1501848551221	33.1378101482332	43.2569756477634	24.9999906267649	23.0139434776382	17.4757214536923
Bacteroides timonensis	37908	0	0	0	0	0	0	0	0	0
Bacteroides uniformis	723168	539.000008020476	691	425.084065792437	416	539.000000049313	539.391849636112	387.94921260613	331.999997711931	320
Bacteroides vulgatus	2178630	0	0	0	0	0	0	0	0	0
Bacteroides xylanisolvens	110088	164.993006679271	205.896179509426	123.813737255156	129.999520896948	156.907803098102	191.997968499531	114.97208848154	106.700281010681	110.405668198117
Barnesiella intestinihominis	79218	84	127	74	74	96.2178587316952	77	65	64	55
Bifidobacterium bifidum	58248	224	276	174	0	0	0	138	189	129
Bifidobacterium longum	45810	161	168	121	0	0	0	113	135	103
Bifidobacterium pseudocatenulatum	69381	548	697	413	0	0	0	405	441	369
Bilophila wadsworthia	39807	0	0	0	0	0	0	0	0	0
Bittarella massiliensis	6525	0	0	0	0	0	0	0	0	0
Blautia caecimuris	0	20.9416773472859	19.552183412359	10.9999953661992	16.5084277616755	26.0407023384705	43.9068897593065	10.0841877946216	0	13.9681049467743
Blautia faecis	0	3646.12701449661	4908.33891324467	3043.3243834187	5255.32726655448	7371.19511996105	7855.79004717027	2198.99820181376	2094.09860350274	2264.73975206469
Blautia glucerasea	0	636.473323459535	750.819833224047	453.097543205514	1124.60236965429	1477.78341377383	1648.00335781748	354.906213732065	384.101199699675	402.032788275518
Blautia hansenii	7722	14.281944270348	15.368301158132	20.5343400522703	25.5370771313716	37.970773028583	31.6533944493387	0	0	10.7376130553085
Blautia hominis	0	16.3767765780757	23.3881042232724	14.9471325488729	15.138709819113	22.6780785294696	24.2153715732836	10.9113426166727	10.0395774891154	0
Blautia hydrogenotrophica	0	13.9607471458146	13.0225661522921	0	18.9999346789416	32.7422898779703	30.708228256327	0	0	0
Blautia luti	0	3302.85258289116	4316.25165747942	2690.79914997102	4873.99418082477	6847.75386054353	7402.73702179057	1950.51462741438	2028.67745995466	2047.6359586336
Blautia massiliensis	148167	0	0	0	0	0	0	0	0	0
Blautia obeum	572139	2632.67488209175	3754.78082291413	2282.35719427895	4092.50742174139	5471.27517917445	5994.77262745917	1602.70820608988	1579.67215974811	1660.60678169835
Blautia producta	0	1375.16167576432	1852.59976370241	1111.22813636729	2287.87871653038	3064.39891364302	3164.54986270289	916.163401490193	954.62687648708	1005.31234645503
Blautia schinkii	0	10.931646788042	17.5489192267632	0	0	21.971292941703	32.6131382092012	0	0	0
Blautia sp. N6H1-15	0	0	0	0	0	0	12.7537755495384	0	0	0
Blautia sp. SC05B48	0	2697.15010521816	3882.52715998344	2335.08001275934	4294.41621636202	5794.96973426599	6284.80056104492	1748.93986663044	1778.79382613051	1834.64522207639
Blautia sp. YL58	0	13.9009661838747	0	0	17.260347033092	28.2023189135433	23.2525045300883	0	0	0
Blautia stercoris	0	564.558833483057	896.463564260151	582.35121072886	1066.68726554087	1304.83078109265	1537.50577877984	414.570629464076	370.447582657048	403.412466615306
Blautia wexlerae	481824	6098.98952435197	8182.19967222154	5089.63205089955	9353.06791244964	12387.9573829829	13640.557245829	3695.58387552745	3637.55390013775	3808.84669991795
Butyricicoccus faecihominis	0	197.743868709133	231.000932513399	165.179263799158	310.772810007292	386.155331497183	459.132187286252	106.364129010344	103.101335849706	98.6850298091326
Butyricicoccus pullicaecorum	0	21.9765112998485	17.126347120368	11.6255082344404	23.1069756262991	21.1311966242456	36.9258303440334	0	0	13.5014704104075
Butyricimonas faecalis	40050	29.0000480090017	34.0070105639003	19	16	38.0000114535216	31.0000165499167	19.0000020163702	24	28
Butyricimonas virosa	17316	18.9999519909983	23.9929894360997	0	0	20.9999885464784	17.9999834500833	13.9999979836298	0	0
Butyrivibrio crossotus	0	0	0	0	0	15.1741536552598	21.4015380054349	0	0	0
Caecibacterium sporoformans	0	53.4088441567286	47.8744900654648	33.6436177340778	55.0056542327191	75.6527823980304	85.773815345923	26.3715095793722	24.4851360769225	37.538121659333
Caloranaerobacter azorensis	0	25.844665133323	26.8727780879467	16.0203486824286	41.8163788265976	68.8037079980695	56.47212100258	0	12.999999780157	0
