source	primer	rank	R2_mean	R2_sd	p_value	significant
FR	MONT	genus	0.00792316584039005	0.000230704155092236	9.04636822079374e-05	TRUE
FR	ONT	genus	0.0109032600019329	0.000398157740030833	9.04636822079374e-05	TRUE
FR	PB	genus	0.00663281472464807	0.000681652420930508	9.04636822079374e-05	TRUE
FR	MONT	phylum	0.927290746776877	0.000676075128784168	4.54495222377372e-05	TRUE
FR	ONT	phylum	0.913988566770614	0.000637273805831842	4.54495222377372e-05	TRUE
FR	PB	phylum	0.930669295570412	0.00278762730227125	4.54495222377372e-05	TRUE
FR	MONT	species	0.0446514879370118	0.00282922552502485	1.02760870348553e-05	TRUE
FR	ONT	species	0.0711823829453776	0.00076957307076464	1.02760870348553e-05	TRUE
FR	PB	species	0.0301056978565854	0.00450833904488392	1.02760870348553e-05	TRUE
