superkingdom	phylum	class	order	family	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	0	0	0	54.0651281381693	29.026583354737	26.034971853778	21.0154775261501	32.0190775468539	43.0227844445828	19.036749808188	0	17.0371233302268	26	19	21	11	19	21	10	4	19	56	39	40	28	33	41	26	8	34	47	37	34	24	28	34	24	8	29	84.6756865475885	59.551497005988	56.3102824849408	46.5127714752623	48.97182167961	62.0987082860927	44.1766780825618	12.3998025250981	45.5007723504015
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales		99600000	99600000	99600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.6572248063064	92.6356620093147	75.4797403521546	88.6843509461668	117.780330621847	142.206041975152	29.4511187217078	46.0564093789358	41.3099117391803
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	unassigned	0	0	0	111.245625318933	104.050539311424	82.7794718746056	94.4711524740252	130.886227417486	150.473920394498	44.0851048189616	57.1104214759989	40.7019561572296	94	84	58	82	105	122	36	35	38	107	88	65	86	121	131	39	41	40	107	88	65	86	121	131	39	41	40	0	0	0	0	0	0	0	0	0
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	0	0	0	12.9039274416913	22.0649607815714	14.3510000414121	23.6129502821391	23.2055832767486	31.6225160918758	0	0	12.4137812840657	6	12	6	7	9	11	4	2	1	17	39	32	33	33	51	8	17	13	6	12	6	7	9	11	4	2	1	16.6966142488203	39.0994677312043	34.1455968259747	35.9698766075362	34.714202709597	55.8888374574834	7.06826849320988	18.3044703941924	13.1712762066952
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	0	0	0	21.3658355020891	28.8855150053671	0	23.630733608486	26.4841644545173	43.372303300638	0	0	0	12	18	16	21	21	31	6	10	4	18	22	20	23	28	38	8	11	6	12	18	16	21	21	31	6	10	4	29.815382587179	25.2642714570858	22.7637312173165	19.2252788764418	36.5738921404682	47.8160053802914	11.191425114249	10.6284021643698	9.57910996850557
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	0	0	0	80.6903265515882	87.6652583926815	68.6080202478798	57.4688583040458	100.349512925945	124.538161069775	30.0580260129284	31.0600537851924	33.0720629351461	66	63	46	59	88	105	25	16	25	66	63	47	59	88	105	25	16	25	66	63	47	59	88	105	25	16	25	40.5489203185635	37.8964071856287	31.749414592573	36.590046893873	55.790682926138	68.308579114702	14.7255593608539	9.44746859055094	16.1647480718531
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	2	1	0	2	2	3	0	3	1	2	1	0	2	2	3	0	3	1	2	1	0	2	2	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	16	20	8	16	17	24	3	4	9	16	20	8	16	17	24	3	4	9	16	20	8	16	17	24	3	4	9	10.1372300796409	11.4290751829674	5.99045558350434	12.4034057267366	13.0178260160989	14.9036899886623	1.17804474886831	3.5428007214566	6.58563810334758
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	3	0	1	0	1	0	1	1	3	3	0	1	0	1	0	1	1	3	3	0	1	0	1.78892295523074	1.20306054557552	0.599045558350434	1.24034057267366	1.85968943087127	4.34690958002649	0.589022374434157	0.590466786909434	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	0	0	0	26.0313578369052	32.0296400602693	20.0269014259843	24.0171056453739	39.0232541416143	33.0174857365403	0	0	0	35	45	34	47	66	64	26	22	22	40	49	37	51	69	68	26	24	24	35	45	34	47	66	64	26	22	22	32.2006131941534	38.4979374584165	31.749414592573	41.5514091845677	48.97182167961	51.5419278774569	14.7255593608539	20.0758707549207	22.1516918021691
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	2	1	1	0	1	2	0	0	2	2	1	1	0	1	2	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	0	0	0	0	0	0	0	33.0155196665811	31.2518471799042	0	0	0	13	17	16	17	18	24	13	7	7	13	17	17	17	18	24	13	7	7	13	17	16	17	18	24	13	7	7	7.15569182092297	7.81989354624085	7.78759225855564	11.163065154063	11.7780330621847	16.1456641543841	2.35608949773663	4.13326750836604	4.19086061122119
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	5	4	1	1	2	5	4	1	5	5	10	2	2	2	3	0	1	2	5	4	1	1	2	4.17415356220507	5.41377245508982	0.599045558350434	6.82187314970514	3.09948238478544	11.1777674914967	1.17804474886831	2.36186714763773	1.1973887460632
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	0	0	0	69.1500760265384	83.6322522726192	67.5749094488037	71.3828337435299	57.2801713031507	34.9619269335578	0	0	0	53	47	43	41	63	57	15	14	17	58	66	51	58	76	74	19	19	20	53	48	44	41	65	58	15	14	18	47.7046121394864	99.8540252827678	57.5083736016416	97.3667349548824	84.3059208661641	113.64063616355	24.7389397262346	25.3900718371056	25.7438580403587
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9815382587179	3.60918163672655	0	0.620170286336831	3.71937886174253	3.72592249716556	2.35608949773663	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	2	0	0	0	2	3	0	3	0	2	0	0	0	2	3	0	3	0	2	0	0	1.78892295523074	1.20306054557552	2.99522779175217	1.24034057267366	1.85968943087127	2.48394833144371	1.17804474886831	0	0.598694373031598
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	4.17415356220507	3.00765136393879	1.19809111670087	1.24034057267366	3.71937886174253	3.72592249716556	1.17804474886831	0.590466786909434	0
Bacteria	Proteobacteria	Alphaproteobacteria	unassigned	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	1	0	0	0	1	0	2	0	3	1	0	0	0	1	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	44800000	44800000	44800000	47.0566853205594	72.0660000525916	49.0659084936585	63.0449023189691	64.0381550937079	88.1510792484314	27.0522234116355	28.0542421285609	29.0633280339163	4	5	3	3	5	6	3	1	4	46	72	49	62	63	87	27	28	29	40	45	40	48	44	61	21	22	23	98.9870701894344	187.67744510978	98.2434715694711	156.903082443218	164.272566393628	221.692388581351	60.080282192284	60.2276122647622	61.066826049223
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	8.5e+08	8.5e+08	8.5e+08	414.499313380663	602.549895965222	336.451943956515	238.529739861063	343.204487411175	381.201880808166	471.911008402975	346.670277731502	332.724996802076	429	602	356	242	355	394	482	354	349	432	603	359	245	359	395	487	355	352	430	602	358	243	357	394	486	355	350	261.779059115432	367.53499667332	217.453537681207	159.383763588565	225.022421135423	250.878781475815	288.031941098303	210.796642926668	216.128668664407
Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	unassigned	0	0	0	0	0	16.2665730582456	24.4151783718115	31.2072122422973	28.6287521638906	0	0	0	0	1	0	1	3	11	2	1	0	0	1	0	1	3	11	2	1	0	0	1	0	1	3	11	2	1	0	2.38523060697432	1.80459081836327	0.599045558350434	3.10085143168415	10.5382401082705	13.0407287400795	2.35608949773663	0.590466786909434	2.39477749212639
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	0	0	0	0	31.9637895663812	0	54.3400876548222	45.5805447036408	61.4045067416619	14.4334631323076	0	0	4	3	7	3	10	2	1	0	2	7	5	10	10	14	4	2	0	4	4	3	7	3	10	2	1	0	2	5.36676886569223	4.2107119095143	7.1885467002052	7.44204343604197	11.1581365852276	4.34690958002649	3.53413424660494	0.590466786909434	3.59216623818959
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	1.13e+08	1.13e+08	1.13e+08	109.131461700872	163.698802682276	78.1049155613339	38.0270839384258	51.0304048402985	53.0280949079494	64.1237888275805	74.1433541969109	50.1091862653729	79	123	62	30	44	43	54	57	38	109	164	79	39	56	55	76	81	54	82	124	62	30	44	43	54	57	38	172.332911353895	247.830472388556	111.422473853181	55.1951554839779	81.8263349583357	81.9702949376424	127.228832877778	130.493159906985	94.5937109389925
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	6	0	2	1	1	0	0	2	0	6	0	2	1	1	0	0	2	0	6	0	2	1	5.96307651743581	0.601530272787758	6.58950114185477	12.4034057267366	3.71937886174253	14.9036899886623	2.94511187217078	1.7714003607283	5.98694373031598
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	3	7	7	7	11	13	2	1	5	3	7	7	7	11	13	2	1	5	3	7	7	7	11	13	2	1	5	5.36676886569223	5.41377245508982	7.1885467002052	17.3647680174313	11.1581365852276	15.5246770715232	2.94511187217078	1.7714003607283	5.38824935728438
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	1	0	0	0	1	0	4	0	2	1	0	0	0	1	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	258900000	258900000	258900000	330.430923511918	685.631579627846	275.372536039342	375.356535181633	563.338288198406	639.327526351357	260.627261999138	81.1617405932068	201.441663445965	72	136	58	89	133	148	60	15	55	345	691	275	374	551	637	269	94	208	183	385	152	149	247	286	147	47	109	746.577179982963	1497.20884896873	552.91905035745	957.542922104067	1381.74924713735	1595.93680295258	571.351703201132	233.824847616136	449.020779773699
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	0	0	0	0	0	0	31.0221009093008	47.0280201469417	56.0296727650381	0	0	0	0	7	4	26	34	45	3	6	2	1	8	5	31	46	57	3	8	2	1	8	5	31	45	57	3	8	2	1.78892295523074	7.81989354624085	4.79236446680347	25.4269817398101	50.2116146335242	58.3727857889272	1.76706712330247	10.0379353774604	1.1973887460632
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	0	0	0	7	5	5	5	4	4	5	3	3	8	2	2	2	3	2	1	1	3	7	9.54092242789729	8.42142381902861	4.19331890845304	3.72102171802098	8.67855067739924	8.69381916005298	4.1231566210391	4.13326750836604	5.38824935728438
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	0	0	0	82.8991785227842	73.853888583086	56.3350355902038	75.0846817690339	122.487029391177	134.325485701708	21.0509416420296	37.0701019596464	37.3014288046965	17	8	11	15	22	23	8	15	15	18	12	11	16	23	25	10	15	15	17	8	11	15	22	23	8	15	15	31.6043055424098	18.6474384564205	17.971366750513	41.5514091845677	39.6733745252537	54.0258762089007	14.7255593608539	18.8949371811019	17.9608311909479
Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	0	0	0	83.9412463213214	97.7771707767621	54.0726338501543	185.694905176873	232.131923234336	225.106488959181	91.4765537240311	93.1791017571968	59.0322298974481	68	87	47	154	212	205	75	74	42	68	90	50	159	216	210	79	76	43	68	87	47	154	212	205	75	74	42	42.9341509255378	65.5667997338656	37.7398701760773	115.971843544987	152.494533331444	147.794925720901	60.6693045667182	46.0564093789358	29.9347186515799
Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	1	0	0	0	1	3	2	2	0	1	0	0	0	1	2	1	2	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	1.80459081836327	0	1.86051085901049	1.85968943087127	5.58888374574834	2.35608949773663	0.590466786909434	0
Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	15	5	3	19	30	34	6	12	7	16	7	3	25	31	39	8	12	7	15	5	3	19	30	34	6	12	7	10.1372300796409	17.444377910845	5.3914100251539	32.869025175852	48.3519252026529	52.1629149603179	10.0133803653807	11.2188689512792	9.57910996850557
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	0	0	0	0	27.5188711263463	0	34.0883058912303	80.0361568763678	63.9184737167124	0	0	0	3	12	4	15	19	24	4	8	4	4	17	6	21	36	38	11	10	6	3	12	4	15	19	24	4	8	4	4.17415356220507	19.850499001996	8.9856833752565	20.4656194491154	42.152960433082	42.2271216345431	15.9036041097222	11.2188689512792	5.98694373031598
Bacteria	Tenericutes	unassigned	unassigned	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	5	4	3	2	2	0	3	1	5	5	4	3	2	2	0	3	1	5	5	4	3	2	2	0.596307651743581	4.81224218230206	1.7971366750513	4.96136229069465	4.33927533869962	6.8308579114702	5.30120136990741	1.7714003607283	1.1973887460632
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	3765100000	3765100000	3765100000	906.091493938431	1069.97991745565	720.011194544762	386.274998114366	546.338797617728	517.273943206076	481.930350407285	399.772950331993	409.893143655453	337	395	287	169	243	234	184	148	152	904	1064	717	384	542	513	481	399	410	894	1042	706	374	531	509	472	388	398	1765.66695681274	2103.55136393879	1350.84773408023	693.350380124577	978.816537115243	943.900365948609	920.052948866153	764.064022260807	779.500073687141
NA	NA	NA	NA	NA	2.28041e+11	2.28041e+11	2.28041e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
