superkingdom	phylum	class	order	family	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Cyanobacteria	unassigned	Nostocales	Calotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	2	2	0	2	1	1	1	3	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Nostocales	Nostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	5	8	4	6	5	4	1	0	4	6	8	6	8	7	5	1	1	4	5	8	4	6	5	4	1	0	4	2.9815382587179	2.40612109115103	4.19331890845304	8.68238400871563	8.67855067739924	3.72592249716556	0	2.95233393454717	1.1973887460632
Bacteria	Cyanobacteria	unassigned	Nostocales	Rivulariaceae	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	7	6	1	3	2	3	2	2	3	7	6	1	3	2	3	2	2	3	7	6	1	3	2	2.9815382587179	1.80459081836327	1.19809111670087	4.34119200435781	4.95917181565671	3.72592249716556	0.589022374434157	1.7714003607283	1.1973887460632
Bacteria	Cyanobacteria	unassigned	Nostocales	Symphyonemataceae	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Gomontiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	1	0	1	2	2	1	1	1	0	1	0	1	2	2	1	0	1	0	1	0	1	1.19261530348716	3.60918163672655	2.39618223340173	3.72102171802098	1.23979295391418	3.10493541430464	1.76706712330247	0	1.79608311909479
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Oscillatoriaceae	0	0	0	0	0	0	0	14.0080859203015	16.008466309803	0	0	0	1	5	3	2	7	9	1	1	1	1	5	3	2	7	9	1	1	1	1	5	3	2	7	9	1	1	1	0.596307651743581	1.80459081836327	0.599045558350434	0.620170286336831	3.09948238478544	4.34690958002649	0.589022374434157	0	0.598694373031598
Bacteria	Cyanobacteria	unassigned	Pleurocapsales	Dermocarpellaceae	0	0	0	0	0	0	0	0	0	0	0	0	5	6	2	7	9	8	3	0	4	5	6	2	7	9	8	3	0	4	5	6	2	7	9	8	3	0	4	2.9815382587179	2.40612109115103	0.599045558350434	2.48068114534732	3.71937886174253	4.34690958002649	0.589022374434157	0	1.79608311909479
Bacteria	Cyanobacteria	unassigned	Synechococcales	Leptolyngbyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	1	1	2	0	1	1	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Synechococcales	Prochloraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	0.601530272787758	0	2.48068114534732	3.09948238478544	3.10493541430464	1.17804474886831	0	0
Bacteria	Cyanobacteria	unassigned	Synechococcales	Prochlorotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19261530348716	1.20306054557552	1.19809111670087	3.72102171802098	4.95917181565671	4.34690958002649	0	1.18093357381887	0
Bacteria	Cyanobacteria	unassigned	Synechococcales	Synechococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	10	7	8	11	15	24	6	5	7	12	9	10	17	25	32	7	8	7	10	7	8	11	15	24	6	5	7	19.6781525075382	18.6474384564205	18.5704123088634	37.2102171802098	44.6325463409104	49.0579795460133	4.71217899547326	10.0379353774604	10.7764987145688
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	0	0	0	293.731617440743	221.203226755427	238.476170355419	126.29719809082	221.15401128438	311.169134253228	218.528026717829	53.0676918142387	187.408354841994	33	28	23	26	29	35	28	11	18	288	222	231	122	219	303	224	53	183	48	35	37	26	38	44	33	11	25	775.199947266655	568.446107784431	612.823606192493	316.90701631812	570.924655277479	793.621491896265	586.077262561986	119.864757742615	490.330691512879
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	0	0	0	120.143839286185	79.072416758181	79.1062644677953	65.0463278062343	89.8164695482172	114.060718221431	72.3459710499473	29.0561058596539	68.1536202680173	10	6	11	3	9	14	7	0	10	113	71	77	59	88	102	72	23	67	111	68	76	54	81	100	69	19	66	163.984604229485	110.681570192947	108.427246061428	91.1650320915141	132.03794959186	156.488744880954	103.667937900412	30.1138061323811	92.1989334468661
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	0	0	0	15.0399057991154	0	0	25.6606704240118	29.6563201246424	34.549686099997	0	0	0	10	13	9	37	38	49	24	14	17	16	23	14	45	53	71	27	19	21	10	14	9	38	38	49	24	14	17	35.1821514528713	45.1147704590818	28.7541868008208	73.180093787746	109.101779944448	132.891235732238	35.3413424660494	25.3900718371056	16.7634424448847
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	0	0	0	109.627952518573	97.0732632749978	112.116023683209	92.0275748468141	139.832954221974	159.534434889239	97.2482773921118	48.409852335153	74.161600623364	33	21	18	41	56	61	27	25	28	134	105	119	116	159	175	105	61	97	91	69	76	67	97	118	68	36	65	247.467675473586	209.33253493014	238.420132223473	293.340545437321	393.014366390794	409.851474688212	210.870010047428	133.445493841532	195.174365608301
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	0	0	0	352.515035249627	472.180024646104	274.785718392041	594.770150350609	669.356976630757	707.244794937639	219.356171045503	214.025654234416	241.137599002592	154	223	124	244	261	298	87	100	104	205	269	162	300	347	387	117	125	128	187	256	152	278	321	352	112	118	119	168.755065443433	209.934065202927	135.983341745548	253.649647111764	310.568134955501	320.429334756238	101.900870777109	105.103088069879	99.3832659232453
Bacteria	Firmicutes	Bacilli	Bacillales	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	5	11	4	5	19	11	4	9	5	5	13	4	5	21	13	4	9	5	5	11	4	5	19	11	4	9	5	1.78892295523074	12.0306054557552	2.39618223340173	8.68238400871563	16.1173084008843	14.2827029058013	15.3145817352881	5.3142010821849	3.59216623818959
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	11	13	4	11	13	15	2	4	4	12	13	5	11	15	16	2	5	5	11	13	4	11	13	15	2	4	4	7.15569182092297	7.81989354624085	3.5942733501026	6.20170286336831	8.67855067739924	7.45184499433113	1.17804474886831	0.590466786909434	2.99347186515799
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	0	0	0	149.892021824363	115.114277133514	125.345277061206	61.0434740452392	101.328694035656	150.788540453529	125.319920412832	24.0464932530522	95.2086887569816	59	47	49	19	33	57	43	12	33	148	113	125	61	96	145	123	25	92	145	108	121	58	89	133	121	24	91	229.578445921279	171.436127744511	198.883125372344	101.087756672903	159.933291054929	231.007194824265	197.322495435443	33.0661400669283	148.476204511836
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	3.78e+08	3.78e+08	3.78e+08	857.557142914705	1004.47985783432	705.570067189493	1190.67440739339	1554.14801455968	1778.97351262393	605.292150637743	477.070665326482	600.740217878174	750	907	578	1062	1313	1503	485	495	536	921	1063	726	1188	1471	1700	611	529	636	890	1013	698	1146	1418	1632	583	516	610	959.459011655421	1103.80805056554	802.122002631231	1221.11529379722	1536.72336637662	1758.01443157928	625.541761649075	500.7158352992	640.004284770778
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	0	1	4	1	0	1	12	6	4	7	11	10	3	1	1	5	2	3	0	1	4	1	0	1	26.2375366767176	10.8275449101796	5.99045558350434	25.4269817398101	34.714202709597	21.7345479001325	7.06826849320988	2.36186714763773	0.598694373031598
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	199600000	199600000	199600000	731.566537989187	792.004799143892	622.659727178035	796.229410713981	1110.69207840853	1289.62214489446	478.952376655837	280.56194744547	457.998241952945	455	448	407	433	515	659	335	134	311	746	830	645	821	1152	1307	494	302	481	512	568	471	557	710	832	378	184	363	1237.93468501967	1482.77212242182	1011.18890249553	1510.73481751652	2411.39729536307	2541.70013014978	689.745200462398	586.333519401068	731.604523844613
Bacteria	Firmicutes	Clostridia	Clostridiales		3681400000	3681400000	3681400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6616.62970374677	8483.38143712575	5351.87301830277	11440.9014423419	15475.7155472337	17064.1040499354	3948.80599820659	3671.52248100286	3902.28992341996
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	0	0	0	15.0885034074216	15.5036276214895	18.3732210977405	22.1352441942736	25.2595503404527	29.2853014164375	0	0	0	19	19	17	30	36	33	9	11	12	19	19	17	31	36	33	9	11	12	19	19	17	31	36	33	9	11	12	30.4116902389226	32.4826347305389	29.9522779175217	45.8926011889255	64.4692336035372	64.5826566175364	15.3145817352881	9.44746859055094	22.7503861752007
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	0	0	0	373.332751410829	443.151908924876	356.592316100786	739.461925237466	903.250261196283	964.257712219479	219.091041506105	214.482196208088	213.893851322368	115	164	124	205	255	290	73	70	68	214	300	215	354	445	496	134	123	128	115	164	124	205	255	290	73	70	68	210.496601065484	279.711576846307	201.878353164096	345.434849489615	454.384117609546	515.41927877457	117.215452512397	117.502890594977	126.324512709667
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	0	0	0	4115.54507159648	5068.08988334807	3317.93497416187	6673.81953986867	8632.17345199352	9475.606441271	2354.80184950943	2135.86462267419	2363.32915654641	4125	5029	3325	6894	8892	9644	2361	2123	2341	4151	5059	3346	6925	8956	9697	2370	2139	2362	4137	5044	3335	6898	8922	9664	2363	2127	2350	3009.56471834985	3700.0127079175	2465.07247261203	5064.31055822656	6608.71634083952	7210.90200618109	1652.79678266224	1538.16597989907	1715.85807310856
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	783100000	783100000	783100000	4435.68517753411	5548.02899213493	3529.53173053228	7006.07243210388	9132.51859207283	10034.4150748001	2940.31382883324	2736.21431837758	2705.46708986585	4741	5958	3811	7292	9480	10457	3060	2902	3027	5516	6920	4374	8820	11511	12565	4044	3884	3800	4756	5982	3836	7320	9514	10507	3078	2912	3043	6605.29985836364	8592.85994677312	5384.82052401205	10206.7625725316	13520.5620589111	14758.9999983557	4397.64104752542	4278.52233794575	4413.57491798894
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	0	0	0	0	0	0	0	16.4556247766174	22.3111341841285	0	0	0	9	15	10	12	13	21	4	8	5	16	30	16	24	35	41	9	14	10	9	15	10	12	13	21	4	8	5	39.3563050150763	51.1300731869594	35.942733501026	50.2337931932833	66.3289230344085	79.4863466061987	19.4377383563272	21.847271115649	26.3425524133903
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	0	0	0	756.638204109876	1004.42833314422	623.906805680617	1046.93593305305	1293.06758977626	1371.38769220078	492.08162653155	400.193228405643	466.229649315489	738	968	601	1012	1267	1322	464	379	449	758	992	616	1034	1291	1349	477	394	459	739	969	601	1016	1267	1323	464	380	450	590.344575226145	772.966400532269	491.217357847356	822.345799682638	1007.95167153223	1070.58173085224	358.125603655967	312.947397062	345.446653239232
Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	0	0	0	0	0	0	0	0	13.0357934611957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	9.34e+08	9.34e+08	9.34e+08	6715.46606584088	9209.19450048071	5650.83635476246	10962.4262196823	15008.7336125638	15418.8556366968	4107.07091348953	4202.7791475485	4316.7798768441	6748	9232	5648	10970	14989	15498	4141	4253	4294	6986	9522	5834	11331	15473	15968	4284	4417	4444	6759	9250	5658	11011	15030	15530	4147	4264	4305	4307.13016854388	5902.21503659348	3585.8867122857	7278.31848044904	9885.48911803469	10233.8671255481	2625.86174522747	2696.07134902847	2754.59281031838
Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	0	0	0	20.9316889240411	27.6497612694059	21.1913572883322	36.0146189360143	47.6676795808278	66.0196163171018	13.8120988002924	15.1491573443343	24.9268243173585	2	2	0	1	1	5	0	2	1	2	2	0	1	1	5	0	2	1	2	2	0	1	1	5	0	2	1	11.329845383128	8.42142381902861	5.3914100251539	6.82187314970514	8.67855067739924	18.0086254029669	10.0133803653807	5.90466786909434	7.18433247637918
Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	0	0	0	3934.60691721852	5344.09888729441	3283.38123270711	5951.45053632385	7814.87020634869	8412.7041143638	2375.69898761039	2338.14369184877	2641.67563405883	2265	2948	1809	3375	4351	4773	1254	1289	1487	3575	4809	2926	5197	6698	7422	2123	2129	2362	2266	2948	1809	3375	4351	4774	1255	1289	1488	5397.77686358289	7658.68343313373	4549.15197011319	7801.12203183099	10103.6926779236	11282.7143085002	3451.67111418416	3338.49921318594	3627.48920619845
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	52418300000	52418300000	52418300000	165046.018810804	213188.469694523	134865.756179221	236540.77274738	315662.259357889	341471.321239967	102701.181550195	102092.576773783	105651.296846317	143509	185900	117603	205901	274304	297450	89047	88243	91556	165503	213989	135589	238225	317983	343844	103065	102353	105809	156479	202479	128172	225609	301241	325662	97246	96489	99806	149166.359083657	193663.272854291	122805.537552956	219951.454263079	293693.932956252	318295.002152445	92786.3385551151	93154.9926367668	96909.4607738787
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	755900000	755900000	755900000	7692.03846210133	9610.42093605852	6396.17589981292	12470.4050871586	16380.7911554589	17464.613894471	4358.96206931336	4148.49591147384	4491.24982048192	4927	6301	4159	8059	10377	11233	2834	2762	2927	6874	8793	5745	11157	14582	15671	3974	3845	4002	4941	6313	4172	8088	10414	11264	2842	2774	2934	11742.4902781346	14836.1426480373	9633.85066939167	19533.5035087512	26362.9573720311	27728.936210989	6585.27014617387	6354.60356071933	6622.15846010251
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	0	0	0	177.718553902032	248.061598967369	178.568474613528	343.961161531939	452.037966233389	499.397966016585	111.214952625533	125.5065678306	93.2061822211652	191	237	173	317	430	426	121	125	92	208	259	197	361	484	495	133	136	108	191	237	174	317	434	429	121	127	92	269.531058588098	354.301330671989	279.155230191302	539.548149113043	674.447366929312	740.216602770225	161.981152969393	164.740233547732	197.569143100427
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	210500000	210500000	210500000	2080.99946805052	2619.01540895123	1830.31908321722	3349.92994201187	4484.6975072474	4884.56833215641	1481.84686653826	1267.34865622615	1499.15444915338	1884	2454	1613	3210	4272	4644	1348	1213	1367	2076	2612	1832	3326	4464	4861	1472	1260	1491	2052	2596	1805	3302	4430	4822	1460	1246	1473	1595.71927606582	1878.57904191617	1476.04825577547	2269.20307770646	3127.99762272547	3371.33887285197	1109.71815343395	837.281903837577	1104.5911182433
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	55381600000	55381600000	55381600000	104604.158135859	133454.697764923	87212.1289805851	176771.055433392	237557.448490098	255230.157616983	61410.2951745834	57452.2705153715	61704.3663144414	84692	108378	70539	143604	193207	207578	49718	46603	50048	106009	135016	88224	178873	240309	258245	62188	58089	62353	103690	132223	86376	175129	235128	253072	60837	56852	61086	106249.501080019	135272.127744511	88687.496822665	183788.084526206	244585.114155235	264723.067501116	61740.1472434395	57158.365906407	62175.6080280775
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	0	0	0	8320.65162328475	10536.427141121	6736.02289220232	13686.7115636669	18419.2675688152	20548.8137437067	4953.73594336412	4721.33912643599	4948.74688582655	7322	9342	5996	12428	16925	18816	4326	4069	4463	7393	9444	6052	12563	17119	18991	4368	4120	4519	7334	9357	6008	12442	16955	18842	4332	4079	4472	3750.17882181538	4593.28516300732	3046.7457097703	5922.62623451673	8167.13608390964	8460.32801689727	2055.68808677521	1962.71159968696	2062.50211509386
Bacteria	Firmicutes	Clostridia	Clostridiales	Vallitaleaceae	0	0	0	109.11224236931	147.118882973381	83.0634263841791	159.568624738014	209.952358458115	249.822527637766	63.7827651694797	61.4967361686006	59.4197999283945	337	429	281	476	584	643	211	199	223	338	429	283	477	584	644	212	199	223	338	429	282	477	584	643	211	199	223	240.908291304407	310.389620758483	203.076444280797	350.396211780309	433.927533869962	480.644002134358	143.1324369875	136.988294562989	153.864453869121
Bacteria	Firmicutes	Clostridia	Halanaerobiales	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20306054557552	0	3.72102171802098	4.95917181565671	0.620987082860927	1.17804474886831	0	0
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.96307651743581	2.40612109115103	1.7971366750513	9.92272458138929	6.19896476957089	8.69381916005298	0	0.590466786909434	1.1973887460632
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	1	0	1	4	2	3	11	7	1	1	1	0	0	1	0	3	1	1	1	0	2.9815382587179	7.21836327345309	5.3914100251539	6.20170286336831	17.9769978317556	13.6617158229404	0	1.7714003607283	2.39477749212639
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	0	0	0	19.5346564425462	20.4237208791814	16.5499337142359	47.475526625717	47.555968720463	49.6619997568202	0	0	0	4	5	2	11	7	12	0	2	3	6	8	4	11	12	16	0	2	5	4	7	2	11	7	12	0	2	3	16.1003065970767	16.2413173652695	6.58950114185477	28.5278331714942	34.714202709597	32.9123153916291	4.1231566210391	9.44746859055094	10.7764987145688
Bacteria	Firmicutes	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38523060697432	2.40612109115103	1.19809111670087	4.34119200435781	4.95917181565671	3.72592249716556	0.589022374434157	1.18093357381887	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	347800000	347800000	347800000	1012.93069940712	1232.47772767439	725.24562799508	2156.48864107502	2806.5200658936	2833.98390386079	1431.7826056117	1519.38322097313	1108.49058766654	513	585	384	1060	1322	1290	662	719	528	542	618	399	1105	1386	1342	702	763	549	514	585	384	1061	1325	1293	662	722	528	1682.78019322038	2117.38656021291	1211.27011898458	3722.88222887999	4880.44496308316	4884.68439378405	2435.60751828524	2449.25623210033	1839.7878083261
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	963100000	963100000	963100000	1784.35810739127	2210.00328944549	1600.31433181643	2973.85995153668	3894.59390631342	4531.16052141428	1127.51942471079	960.662873710341	1127.87266232263	665	840	605	965	1251	1397	424	352	442	1772	2193	1592	2958	3875	4510	1117	957	1122	667	840	606	974	1258	1409	429	356	442	2547.42628824858	3152.62015968064	2264.39221056464	4586.15926746086	6068.7865094099	7082.97866711174	1579.16898585797	1374.60667992516	1578.75706168432
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	2161700000	2161700000	2161700000	2539.25513141203	3351.06052713489	2014.99295737077	4958.51486845918	6851.04036483092	7617.29821457008	1691.05876451632	1640.74963297833	1884.8194441597	1792	2400	1431	3821	5301	5979	1172	1118	1327	1794	2408	1437	3832	5315	5992	1175	1122	1331	1792	2400	1431	3827	5301	5980	1173	1118	1327	2759.71181226929	3696.40352628077	2286.5568962236	5569.12917130474	7544.14012456777	8699.40804379873	1847.76318859995	1789.70483112249	2033.16609081531
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	0	0	0	0	0	0	21.4191187087613	24.1770007752006	27.7935557667339	0	0	0	10	12	8	28	30	22	7	4	7	12	13	10	29	32	27	7	4	7	10	12	8	28	30	22	7	4	7	13.7150759901024	21.0535595475715	12.5799567253591	31.0085143168415	37.8136850943824	44.7110699659868	6.47924611877573	9.44746859055094	7.18433247637918
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	126800000	126800000	126800000	817.943508082564	850.428832892548	707.952433303863	857.377781958433	1281.63950032958	1432.75486211791	516.929255512714	269.407120956701	509.034314539957	633	684	560	775	1109	1259	382	232	373	870	893	763	909	1340	1502	566	281	556	640	690	570	781	1122	1268	384	236	375	1196.78945704937	1132.07997338656	1023.76885922089	938.937813513962	1481.55257992744	1596.55779003544	822.864257084517	297.595260602354	835.178650379079
Bacteria	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	0	0	0	22.3056876145752	16.0373227603858	0	34.9843141697078	58.0567912182591	45.5393653273039	20.7650915833431	0	0	8	5	1	7	13	11	2	5	4	61	71	54	95	143	157	28	36	37	8	5	1	7	13	11	2	5	4	36.3747667563584	43.3101796407186	32.9475057092738	59.5363474883357	90.5048856357349	98.1159590920265	16.4926264841564	22.4377379025585	22.1516918021691
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	15	9	10	28	23	21	5	6	8	16	13	11	31	30	33	9	8	9	15	9	11	28	26	21	6	7	8	35.7784591046148	31.8811044577512	22.7637312173165	55.8153257703148	88.6451962048637	99.9789203406093	16.4926264841564	16.5330700334641	16.7634424448847
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	18	17	12	4	2	0	5	3	3	19	17	13	4	2	0	5	3	3	18	17	12	4	2	0	10.7335377313845	12.0306054557552	8.38663781690607	16.1244274447576	23.5560661243694	13.0407287400795	10.6024027398148	1.7714003607283	5.98694373031598
Bacteria	Firmicutes	Tissierellia	unassigned	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	1	2	0	1	3	2	0	0	0	1	2	0	1	3	2	0	0	0	1	2	0	0.596307651743581	2.40612109115103	0.599045558350434	3.72102171802098	3.71937886174253	4.34690958002649	0	0.590466786909434	0.598694373031598
Bacteria	Firmicutes	unassigned	unassigned	unassigned	0	0	0	25.0301542580542	21.9161341406332	23.8516113035324	34.0243168037466	51.9892995825774	47.9882924070087	0	0	16.0349396052989	22	26	21	40	55	58	14	9	16	22	26	21	40	55	58	14	9	16	22	26	21	40	55	58	14	9	16	15.5039989453331	15.6397870924817	13.1790022837095	26.0471520261469	36.5738921404682	38.5011991373775	9.42435799094651	6.49513465600377	10.1778043415372
