Row.names	sample	platform	primer	sample_name	sample_nr	GS_name	source	barcode	name	workflow	db	Vregion	method	path	file.names	rep	filename	bamfile	project	mapq.filt	sample_ID	group	GS_version	Detection_threshold_ratio	Detection_threshold	statistic	value	Detection_threshold_percent	level
FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_FM3_FR_MONT_20240807_bc27	44	D6323	0.001	262.676	True_positives	1	0.1%	Species
FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_FM3_FR_MONT_20240807_bc27	44	D6323	0.01	2626.76	True_positives	1	1%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM1_FR_MONT_20240807_bc25	31	D6323	1e-04	34.1984	True_positives	1	0.01%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM1_FR_MONT_20240807_bc25	31	D6323	0.001	341.984	True_positives	1	0.1%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM1_FR_MONT_20240807_bc25	31	D6323	0.01	3419.84	True_positives	1	1%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM2_FR_MONT_20240807_bc26	31	D6323	1e-04	43.8012	True_positives	1	0.01%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM2_FR_MONT_20240807_bc26	31	D6323	0.001	438.012	True_positives	1	0.1%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM2_FR_MONT_20240807_bc26	31	D6323	0.01	4380.12	True_positives	1	1%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM3_FR_MONT_20240807_bc27	31	D6323	1e-04	28.0784	True_positives	1	0.01%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM3_FR_MONT_20240807_bc27	31	D6323	0.001	280.784	True_positives	1	0.1%	Species
FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM3_FR_MONT_20240807_bc27	31	D6323	0.01	2807.84	True_positives	1	1%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM1_FR_MONT_20240807_bc25	57	D6323	1e-04	35.0478629696986	True_positives	95	0.01%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM1_FR_MONT_20240807_bc25	57	D6323	0.001	350.478629696986	True_positives	55	0.1%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM1_FR_MONT_20240807_bc25	57	D6323	0.01	3504.78629696986	True_positives	17	1%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM2_FR_MONT_20240807_bc26	57	D6323	1e-04	44.9092275648703	True_positives	95	0.01%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM2_FR_MONT_20240807_bc26	57	D6323	0.001	449.092275648703	True_positives	55	0.1%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM2_FR_MONT_20240807_bc26	57	D6323	0.01	4490.92275648703	True_positives	16	1%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM3_FR_MONT_20240807_bc27	57	D6323	1e-04	28.7748538725839	True_positives	94	0.01%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM3_FR_MONT_20240807_bc27	57	D6323	0.001	287.748538725839	True_positives	54	0.1%	Species
FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM3_FR_MONT_20240807_bc27	57	D6323	0.01	2877.48538725839	True_positives	18	1%	Species
FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	ONT	ONT	ONT1	1	NA	FR	bc10	FO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO1_FR_ONT_20240807_bc10_pass.fastq_rel-abundance.tsv	PRMT_FO1_FR_ONT_20240807_bc10_pass.fastq_rel-abundance.tsv	1	PRMT_FO1_FR_ONT_20240807_bc10	NA	NA	NA	NA	4	D6323	1e-04	50.7798327607014	True_positives	1	0.01%	Species
FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	ONT	ONT	ONT1	1	NA	FR	bc10	FO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO1_FR_ONT_20240807_bc10_pass.fastq_rel-abundance.tsv	PRMT_FO1_FR_ONT_20240807_bc10_pass.fastq_rel-abundance.tsv	1	PRMT_FO1_FR_ONT_20240807_bc10	NA	NA	NA	NA	4	D6323	0.001	507.798327607014	True_positives	1	0.1%	Species
FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	ONT	ONT	ONT1	1	NA	FR	bc10	FO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO1_FR_ONT_20240807_bc10_pass.fastq_rel-abundance.tsv	PRMT_FO1_FR_ONT_20240807_bc10_pass.fastq_rel-abundance.tsv	1	PRMT_FO1_FR_ONT_20240807_bc10	NA	NA	NA	NA	4	D6323	0.01	5077.98327607014	True_positives	1	1%	Species
FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	ONT	ONT	ONT2	2	NA	FR	bc11	FO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO2_FR_ONT_20240807_bc11_pass.fastq_rel-abundance.tsv	PRMT_FO2_FR_ONT_20240807_bc11_pass.fastq_rel-abundance.tsv	2	PRMT_FO2_FR_ONT_20240807_bc11	NA	NA	NA	NA	4	D6323	1e-04	67.8850669040585	True_positives	1	0.01%	Species
FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	ONT	ONT	ONT2	2	NA	FR	bc11	FO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO2_FR_ONT_20240807_bc11_pass.fastq_rel-abundance.tsv	PRMT_FO2_FR_ONT_20240807_bc11_pass.fastq_rel-abundance.tsv	2	PRMT_FO2_FR_ONT_20240807_bc11	NA	NA	NA	NA	4	D6323	0.001	678.850669040585	True_positives	1	0.1%	Species
FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	ONT	ONT	ONT2	2	NA	FR	bc11	FO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO2_FR_ONT_20240807_bc11_pass.fastq_rel-abundance.tsv	PRMT_FO2_FR_ONT_20240807_bc11_pass.fastq_rel-abundance.tsv	2	PRMT_FO2_FR_ONT_20240807_bc11	NA	NA	NA	NA	4	D6323	0.01	6788.50669040585	True_positives	1	1%	Species
FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	ONT	ONT	ONT3	3	NA	FR	bc12	FO3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO3_FR_ONT_20240807_bc12_pass.fastq_rel-abundance.tsv	PRMT_FO3_FR_ONT_20240807_bc12_pass.fastq_rel-abundance.tsv	3	PRMT_FO3_FR_ONT_20240807_bc12	NA	NA	NA	NA	4	D6323	1e-04	73.1617107641055	True_positives	1	0.01%	Species
FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	ONT	ONT	ONT3	3	NA	FR	bc12	FO3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO3_FR_ONT_20240807_bc12_pass.fastq_rel-abundance.tsv	PRMT_FO3_FR_ONT_20240807_bc12_pass.fastq_rel-abundance.tsv	3	PRMT_FO3_FR_ONT_20240807_bc12	NA	NA	NA	NA	4	D6323	0.001	731.617107641055	True_positives	1	0.1%	Species
