superkingdom	phylum	class	order	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	2	0	0	0	2	3	0	3	0	2	0	0	0	2	3	0	3	0	2	0	0	1.78892295523074	1.20306054557552	2.99522779175217	1.24034057267366	1.85968943087127	2.48394833144371	1.17804474886831	0	0.598694373031598
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	4.17415356220507	3.00765136393879	1.19809111670087	1.24034057267366	3.71937886174253	3.72592249716556	1.17804474886831	0.590466786909434	0
Bacteria	Proteobacteria	Alphaproteobacteria	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	1	0	0	0	1	0	2	0	3	1	0	0	0	1	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	894800000	894800000	894800000	461.555998701222	674.615896017813	385.517852450174	301.574642180032	407.242642504883	469.352960056597	498.963231814611	374.724519860063	361.788324835992	433	607	359	245	360	400	485	355	353	478	675	408	307	422	482	514	383	381	470	647	398	291	401	455	507	377	373	360.766129304866	555.212441783101	315.697009250678	316.286846031784	389.294987529052	472.571170057166	348.112223290587	271.02425519143	277.19549471363
Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	0	0	0	0	0	16.2665730582456	24.4151783718115	31.2072122422973	28.6287521638906	0	0	0	0	1	0	1	3	11	2	1	0	0	1	0	1	3	11	2	1	0	0	1	0	1	3	11	2	1	0	2.38523060697432	1.80459081836327	0.599045558350434	3.10085143168415	10.5382401082705	13.0407287400795	2.35608949773663	0.590466786909434	2.39477749212639
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	0	0	0	0	31.9637895663812	0	54.3400876548222	45.5805447036408	61.4045067416619	14.4334631323076	0	0	4	3	7	3	10	2	1	0	2	7	5	10	10	14	4	2	0	4	4	3	7	3	10	2	1	0	2	5.36676886569223	4.2107119095143	7.1885467002052	7.44204343604197	11.1581365852276	4.34690958002649	3.53413424660494	0.590466786909434	3.59216623818959
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	1.13e+08	1.13e+08	1.13e+08	109.131461700872	163.698802682276	78.1049155613339	38.0270839384258	51.0304048402985	53.0280949079494	64.1237888275805	74.1433541969109	50.1091862653729	79	123	62	30	44	43	54	57	38	109	164	79	39	56	55	76	81	54	82	124	62	30	44	43	54	57	38	172.332911353895	247.830472388556	111.422473853181	55.1951554839779	81.8263349583357	81.9702949376424	127.228832877778	130.493159906985	94.5937109389925
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	0	0	0	0	0	0	0	0	0	0	0	0	4	7	7	9	11	19	2	3	6	4	7	7	9	11	19	2	3	6	4	7	7	9	11	19	2	3	6	11.329845383128	6.01530272787758	13.77804784206	29.7681737441679	14.8775154469701	30.4283670601854	5.89022374434157	3.5428007214566	11.3751930876004
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	1	0	0	0	1	0	4	0	2	1	0	0	0	1	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	258900000	258900000	258900000	330.430923511918	685.631579627846	275.372536039342	375.356535181633	563.338288198406	639.327526351357	260.627261999138	81.1617405932068	201.441663445965	72	136	58	89	133	148	60	15	55	345	691	275	374	551	637	269	94	208	183	385	152	149	247	286	147	47	109	746.577179982963	1497.20884896873	552.91905035745	957.542922104067	1381.74924713735	1595.93680295258	571.351703201132	233.824847616136	449.020779773699
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	0	0	0	0	0	0	31.0221009093008	47.0280201469417	56.0296727650381	0	0	0	0	7	4	26	34	45	3	6	2	1	8	5	31	46	57	3	8	2	1	8	5	31	45	57	3	8	2	1.78892295523074	7.81989354624085	4.79236446680347	25.4269817398101	50.2116146335242	58.3727857889272	1.76706712330247	10.0379353774604	1.1973887460632
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	0	0	0	7	5	5	5	4	4	5	3	3	8	2	2	2	3	2	1	1	3	7	9.54092242789729	8.42142381902861	4.19331890845304	3.72102171802098	8.67855067739924	8.69381916005298	4.1231566210391	4.13326750836604	5.38824935728438
Bacteria	Synergistetes	Synergistia	Synergistales	0	0	0	82.8991785227842	73.853888583086	56.3350355902038	75.0846817690339	122.487029391177	134.325485701708	21.0509416420296	37.0701019596464	37.3014288046965	17	8	11	15	22	23	8	15	15	18	12	11	16	23	25	10	15	15	17	8	11	15	22	23	8	15	15	31.6043055424098	18.6474384564205	17.971366750513	41.5514091845677	39.6733745252537	54.0258762089007	14.7255593608539	18.8949371811019	17.9608311909479
Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	0	0	0	83.9412463213214	97.7771707767621	54.0726338501543	185.694905176873	232.131923234336	225.106488959181	91.4765537240311	93.1791017571968	59.0322298974481	68	87	47	154	212	205	75	74	42	68	90	50	159	216	210	79	76	43	68	87	47	154	212	205	75	74	42	42.9341509255378	65.5667997338656	37.7398701760773	115.971843544987	152.494533331444	147.794925720901	60.6693045667182	46.0564093789358	29.9347186515799
Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	1	0	0	0	1	3	2	2	0	1	0	0	0	1	2	1	2	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	15	5	3	19	30	34	6	12	7	16	7	3	25	31	39	8	12	7	15	5	3	19	30	34	6	12	7	10.7335377313845	19.2489687292083	5.3914100251539	34.7295360348625	50.2116146335242	57.7517987060662	12.3694698631173	11.8093357381887	9.57910996850557
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	0	0	0	0	27.5188711263463	0	34.0883058912303	80.0361568763678	63.9184737167124	0	0	0	3	12	4	15	19	24	4	8	4	4	17	6	21	36	38	11	10	6	3	12	4	15	19	24	4	8	4	4.17415356220507	19.850499001996	8.9856833752565	20.4656194491154	42.152960433082	42.2271216345431	15.9036041097222	11.2188689512792	5.98694373031598
Bacteria	Tenericutes	unassigned	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	5	4	3	2	2	0	3	1	5	5	4	3	2	2	0	3	1	5	5	4	3	2	2	0.596307651743581	4.81224218230206	1.7971366750513	4.96136229069465	4.33927533869962	6.8308579114702	5.30120136990741	1.7714003607283	1.1973887460632
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	3765100000	3765100000	3765100000	906.091493938431	1069.97991745565	720.011194544762	386.274998114366	546.338797617728	517.273943206076	481.930350407285	399.772950331993	409.893143655453	337	395	287	169	243	234	184	148	152	904	1064	717	384	542	513	481	399	410	894	1042	706	374	531	509	472	388	398	1765.66695681274	2103.55136393879	1350.84773408023	693.350380124577	978.816537115243	943.900365948609	920.052948866153	764.064022260807	779.500073687141
NA	NA	NA	NA	2.28041e+11	2.28041e+11	2.28041e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
