superkingdom	phylum	class	order	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Firmicutes	Bacilli	Lactobacillales	577600000	577600000	577600000	1739.01570272825	1911.59893411173	1453.57507142873	2047.94729215262	2766.16878700387	3219.38419797192	1209.56444770641	781.679106025004	1153.9471485881	1280	1417	1041	1526	1876	2240	867	646	885	1839	2025	1505	2089	2746	3180	1234	863	1215	1563	1704	1297	1773	2232	2618	1086	729	1069	2460.36537109401	2776.66373918829	2021.77875943271	2864.56655258982	4151.44670618162	4559.90814944779	1520.85577078899	1123.06782870174	1523.67717936542
Bacteria	Firmicutes	Clostridia	Clostridiales	114164800000	114164800000	114164800000	308397.991676414	396464.357321736	254103.782928368	475760.721009279	636040.45097285	686156.573837869	187583.889668069	181911.860649697	191179.742380641	261624	337377	215711	403787	539384	582833	158971	154251	162360	309638	398196	255268	478700	639972	690327	188862	183115	192083	293827	378028	242381	455234	608576	656881	178442	172829	181808	299833.0282191	386389.963073852	248233.097514811	475416.959973237	634241.501330353	686098.199485978	181179.159219326	175760.115191823	186167.607460414
Bacteria	Firmicutes	Clostridia	Halanaerobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20306054557552	0	3.72102171802098	4.95917181565671	0.620987082860927	1.17804474886831	0	0
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	0	0	0	19.5346564425462	20.4237208791814	16.5499337142359	47.475526625717	47.555968720463	49.6619997568202	0	0	0	4	5	3	11	10	13	1	3	3	7	12	6	14	23	23	1	3	6	4	7	3	11	10	13	1	3	3	25.0449213732304	25.8658017298736	13.77804784206	44.6522606162518	58.8901653109234	55.2678503746225	4.1231566210391	11.8093357381887	14.3686649527584
Bacteria	Firmicutes	Clostridia	Thermosediminibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38523060697432	2.40612109115103	1.19809111670087	4.34119200435781	4.95917181565671	3.72592249716556	0.589022374434157	1.18093357381887	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	347800000	347800000	347800000	1012.93069940712	1232.47772767439	725.24562799508	2156.48864107502	2806.5200658936	2833.98390386079	1431.7826056117	1519.38322097313	1108.49058766654	513	585	384	1060	1322	1290	662	719	528	542	618	399	1105	1386	1342	702	763	549	514	585	384	1061	1325	1293	662	722	528	1682.78019322038	2117.38656021291	1211.27011898458	3722.88222887999	4880.44496308316	4884.68439378405	2435.60751828524	2449.25623210033	1839.7878083261
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	963100000	963100000	963100000	1784.35810739127	2210.00328944549	1600.31433181643	2973.85995153668	3894.59390631342	4531.16052141428	1127.51942471079	960.662873710341	1127.87266232263	665	840	605	965	1251	1397	424	352	442	1772	2193	1592	2958	3875	4510	1117	957	1122	667	840	606	974	1258	1409	429	356	442	2547.42628824858	3152.62015968064	2264.39221056464	4586.15926746086	6068.7865094099	7082.97866711174	1579.16898585797	1374.60667992516	1578.75706168432
Bacteria	Firmicutes	Negativicutes	Selenomonadales	2161700000	2161700000	2161700000	2539.25513141203	3351.06052713489	2014.99295737077	4979.93398716795	6875.21736560612	7645.09177033681	1691.05876451632	1640.74963297833	1884.8194441597	1802	2412	1439	3849	5331	6001	1179	1122	1334	1806	2421	1447	3861	5347	6019	1182	1126	1338	1802	2412	1439	3855	5331	6002	1180	1122	1334	2773.42688825939	3717.45708582834	2299.13685294896	5600.13768562158	7581.95380966215	8744.11911376471	1854.24243471873	1799.15229971304	2040.35042329169
Bacteria	Firmicutes	Negativicutes	Veillonellales	126800000	126800000	126800000	817.943508082564	850.428832892548	707.952433303863	857.377781958433	1281.63950032958	1432.75486211791	516.929255512714	269.407120956701	509.034314539957	633	684	560	775	1109	1259	382	232	373	870	893	763	909	1340	1502	566	281	556	640	690	570	781	1122	1268	384	236	375	1196.78945704937	1132.07997338656	1023.76885922089	938.937813513962	1481.55257992744	1596.55779003544	822.864257084517	297.595260602354	835.178650379079
Bacteria	Firmicutes	Tissierellia	Tissierellales	0	0	0	22.3056876145752	16.0373227603858	0	34.9843141697078	58.0567912182591	45.5393653273039	20.7650915833431	0	0	28	17	14	53	53	44	11	13	12	82	87	68	145	190	203	41	46	46	28	17	15	53	56	44	12	14	12	82.8867635923577	87.2218895542249	64.0978747434964	131.476100703408	202.706147964968	211.135608172715	43.5876557081276	40.7422082967509	44.9020779773699
Bacteria	Firmicutes	Tissierellia	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	1	2	0	1	3	2	0	0	0	1	2	0	1	3	2	0	0	0	1	2	0	0.596307651743581	2.40612109115103	0.599045558350434	3.72102171802098	3.71937886174253	4.34690958002649	0	0.590466786909434	0.598694373031598
Bacteria	Firmicutes	unassigned	unassigned	0	0	0	25.0301542580542	21.9161341406332	23.8516113035324	34.0243168037466	51.9892995825774	47.9882924070087	0	0	16.0349396052989	22	26	21	40	55	58	14	9	16	22	26	21	40	55	58	14	9	16	22	26	21	40	55	58	14	9	16	15.5039989453331	15.6397870924817	13.1790022837095	26.0471520261469	36.5738921404682	38.5011991373775	9.42435799094651	6.49513465600377	10.1778043415372
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	0	0	0	54.0651281381693	29.026583354737	26.034971853778	21.0154775261501	32.0190775468539	43.0227844445828	19.036749808188	0	17.0371233302268	26	19	21	11	19	21	10	4	19	56	39	40	28	33	41	26	8	34	47	37	34	24	28	34	24	8	29	84.6756865475885	59.551497005988	56.3102824849408	46.5127714752623	48.97182167961	62.0987082860927	44.1766780825618	12.3998025250981	45.5007723504015
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	99600000	99600000	99600000	124.149552760625	126.115500092995	97.1304719160177	118.084102756164	154.091810694235	182.096436486374	44.0851048189616	57.1104214759989	53.1157374412953	100	96	64	89	114	133	40	37	39	124	127	97	119	154	182	47	58	53	113	100	71	93	130	142	43	43	41	104.353839055127	131.735129740519	109.625337178129	124.654227553703	152.494533331444	198.094879432636	36.5193872149177	64.3608797731283	54.4811879458754
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	0	0	0	21.3658355020891	28.8855150053671	0	23.630733608486	26.4841644545173	43.372303300638	0	0	0	12	18	16	21	21	31	6	10	4	18	22	20	23	28	38	8	11	6	12	18	16	21	21	31	6	10	4	29.815382587179	25.2642714570858	22.7637312173165	19.2252788764418	36.5738921404682	47.8160053802914	11.191425114249	10.6284021643698	9.57910996850557
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	0	0	0	80.6903265515882	87.6652583926815	68.6080202478798	57.4688583040458	100.349512925945	124.538161069775	30.0580260129284	31.0600537851924	33.0720629351461	66	63	46	59	88	105	25	16	25	66	63	47	59	88	105	25	16	25	66	63	47	59	88	105	25	16	25	40.5489203185635	37.8964071856287	31.749414592573	36.590046893873	55.790682926138	68.308579114702	14.7255593608539	9.44746859055094	16.1647480718531
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	0	0	0	26.0313578369052	32.0296400602693	20.0269014259843	24.0171056453739	39.0232541416143	33.0174857365403	0	0	0	56	68	46	65	90	96	31	30	33	61	72	49	69	93	100	31	32	35	56	68	46	65	90	96	31	30	33	44.126766229025	51.1300731869594	38.3389157344277	55.1951554839779	63.8493371265801	70.7925274461457	16.4926264841564	24.2091382632868	28.7373299055167
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	0	0	0	0	0	0	0	33.0155196665811	31.2518471799042	0	0	0	13	17	16	17	18	24	13	7	7	13	17	17	17	18	24	13	7	7	13	17	16	17	18	24	13	7	7	7.15569182092297	7.81989354624085	7.78759225855564	11.163065154063	11.7780330621847	16.1456641543841	2.35608949773663	4.13326750836604	4.19086061122119
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	0	0	0	69.1500760265384	83.6322522726192	67.5749094488037	71.3828337435299	57.2801713031507	34.9619269335578	0	0	0	57	48	44	43	69	62	16	15	19	64	71	52	63	82	85	21	21	22	57	49	45	43	71	63	16	15	20	51.8787657016915	105.267797737858	58.107419159992	104.188608104588	87.4054032509495	124.818403655046	25.9169844751029	27.7519389847434	26.9412467864219
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9815382587179	3.60918163672655	0	0.620170286336831	3.71937886174253	3.72592249716556	2.35608949773663	0	0
