Toti_Illumina_V1_V2_EMU_EMUdb_I_1	Toti_Illumina_V1_V2_EMU_EMUdb_I_2	Toti_Illumina_V1_V2_EMU_EMUdb_I_3	Toti_Illumina_V1_V2_EMU_EMUdb_I_4	Toti_Illumina_V1_V2_EMU_EMUdb_MN_1	Toti_Illumina_V1_V2_EMU_EMUdb_MN_2	Toti_Illumina_V1_V2_EMU_EMUdb_MN_3	Toti_Illumina_V1_V2_EMU_EMUdb_MN_4	Toti_Illumina_V1_V2_EMU_EMUdb_Z_1	Toti_Illumina_V1_V2_EMU_EMUdb_Z_2	Toti_Illumina_V1_V2_EMU_EMUdb_Z_3	Toti_Illumina_V1_V2_EMU_EMUdb_Z_4	Toti_Illumina_V1_V3_EMU_EMUdb_I_1	Toti_Illumina_V1_V3_EMU_EMUdb_I_2	Toti_Illumina_V1_V3_EMU_EMUdb_I_3	Toti_Illumina_V1_V3_EMU_EMUdb_I_4	Toti_Illumina_V1_V3_EMU_EMUdb_MN_1	Toti_Illumina_V1_V3_EMU_EMUdb_MN_2	Toti_Illumina_V1_V3_EMU_EMUdb_MN_3	Toti_Illumina_V1_V3_EMU_EMUdb_MN_4	Toti_Illumina_V1_V3_EMU_EMUdb_Q_1	Toti_Illumina_V1_V3_EMU_EMUdb_Q_2	Toti_Illumina_V1_V3_EMU_EMUdb_Q_3	Toti_Illumina_V1_V3_EMU_EMUdb_Q_4	Toti_Illumina_V1_V3_EMU_EMUdb_Z_1	Toti_Illumina_V1_V3_EMU_EMUdb_Z_2	Toti_Illumina_V1_V3_EMU_EMUdb_Z_3	Toti_Illumina_V1_V3_EMU_EMUdb_Z_4	Toti_Illumina_V3_V4_EMU_EMUdb_I_1	Toti_Illumina_V3_V4_EMU_EMUdb_I_2	Toti_Illumina_V3_V4_EMU_EMUdb_I_3	Toti_Illumina_V3_V4_EMU_EMUdb_I_4	Toti_Illumina_V3_V4_EMU_EMUdb_MN_1	Toti_Illumina_V3_V4_EMU_EMUdb_MN_2	Toti_Illumina_V3_V4_EMU_EMUdb_MN_3	Toti_Illumina_V3_V4_EMU_EMUdb_MN_4	Toti_Illumina_V3_V4_EMU_EMUdb_Z_1	Toti_Illumina_V3_V4_EMU_EMUdb_Z_2	Toti_Illumina_V3_V4_EMU_EMUdb_Z_3	Toti_Illumina_V3_V4_EMU_EMUdb_Z_4	Toti_ONT_V1_V9_EMU_EMUdb_I_1	Toti_ONT_V1_V9_EMU_EMUdb_I_2	Toti_ONT_V1_V9_EMU_EMUdb_I_3	Toti_ONT_V1_V9_EMU_EMUdb_I_4	Toti_ONT_V1_V9_EMU_EMUdb_MN_1	Toti_ONT_V1_V9_EMU_EMUdb_MN_2	Toti_ONT_V1_V9_EMU_EMUdb_MN_3	Toti_ONT_V1_V9_EMU_EMUdb_MN_4	Toti_ONT_V1_V9_EMU_EMUdb_Q_1	Toti_ONT_V1_V9_EMU_EMUdb_Q_2	Toti_ONT_V1_V9_EMU_EMUdb_Q_3	Toti_ONT_V1_V9_EMU_EMUdb_Q_4	Toti_ONT_V1_V9_EMU_EMUdb_Z_1	Toti_ONT_V1_V9_EMU_EMUdb_Z_2	Toti_ONT_V1_V9_EMU_EMUdb_Z_3	Toti_ONT_V1_V9_EMU_EMUdb_Z_4	Toti_PacBio_V1_V9_EMU_EMUdb_I_1	Toti_PacBio_V1_V9_EMU_EMUdb_I_2	Toti_PacBio_V1_V9_EMU_EMUdb_I_3	Toti_PacBio_V1_V9_EMU_EMUdb_I_4	Toti_PacBio_V1_V9_EMU_EMUdb_MN_1	Toti_PacBio_V1_V9_EMU_EMUdb_MN_2	Toti_PacBio_V1_V9_EMU_EMUdb_MN_3	Toti_PacBio_V1_V9_EMU_EMUdb_MN_4	Toti_PacBio_V1_V9_EMU_EMUdb_Z_1	Toti_PacBio_V1_V9_EMU_EMUdb_Z_2	Toti_PacBio_V1_V9_EMU_EMUdb_Z_3	Toti_PacBio_V1_V9_EMU_EMUdb_Z_4
Toti_Illumina_V1_V2_EMU_EMUdb_I_1	0	0.226864720870975	0.10413150741404	0.0802510245901639	0.0978144775073789	0.203680783511812	0.16288742504856	0.150142090306284	0.397691500524659	0.429029157321371	0.426005219572266	0.402823334025327	0.743614791429459	0.390619875368973	0.727637323232675	0.908596951696827	0.832810893869549	0.732430856042212	0.987909150027698	0.886044598373011	0.893818280888162	0.909471342968101	0.842390677281643	0.997047363198528	0.463191757191477	0.487299695404582	0.671232030634776	0.815760647780236	0.352673793958402	0.392810265951346	0.40005286368126	0.36338216053975	0.364258852683521	0.424512046432422	0.369965470960045	0.391173973038956	0.596403225207149	0.62055354377467	0.589191681428814	0.585142336501075	0.876645304364346	0.976606022632242	0.912505920004593	0.880804040972459	0.808908549404345	0.911494873178629	0.858049572855252	0.839341042076413	0.999854563083263	0.999515304267746	0.999563752696251	0.999127695662709	0.932926058006528	0.95241521804081	0.932501167799865	0.935266691449481	0.295810111617767	0.38932289497793	0.459495632572556	0.322798161222275	0.677882567690904	0.508402226184687	0.368465171763416	0.416644245296686	0.475971499317803	0.510586094275547	0.491365131578947	0.488305761551626
Toti_Illumina_V1_V2_EMU_EMUdb_I_2	0.226864720870975	0	0.14421024754249	0.16152085137978	0.292567998805013	0.133793103448276	0.32021255658335	0.170193045256968	0.339266362352632	0.365529296841528	0.395745927731383	0.420852028754764	0.821486541322873	0.344409859510389	0.809882765421278	0.872475168322112	0.88508550523241	0.809791799900519	0.982625413892548	0.921747037428136	0.900972235576243	0.913056581029157	0.833122988342656	0.995696919711694	0.436570670499143	0.458068881085086	0.715786505360589	0.761704953663175	0.493372206505491	0.396964991313172	0.369044156644027	0.399411126607779	0.487311324356657	0.520003729212553	0.450536336637691	0.393535262206148	0.581410551651388	0.619163296572856	0.573217754326965	0.59393258149388	0.915263817845272	0.984279853245646	0.94070614890193	0.917406262635954	0.731260858773889	0.938548338869803	0.894637863287196	0.883545355313044	0.999784351076448	0.999281376881894	0.999353192712638	0.998706803649687	0.953092165519721	0.965349808340685	0.952971319168106	0.953618216156376	0.361675789636564	0.327940261356565	0.3183705480716	0.434199973752898	0.561787416720096	0.374468388415025	0.340383942717228	0.530083411456455	0.432992514150082	0.440335889921224	0.412453266868435	0.421269222438813
Toti_Illumina_V1_V2_EMU_EMUdb_I_3	0.10413150741404	0.14421024754249	0	0.0858891514911406	0.176683862176368	0.136455918561288	0.205938985163667	0.108186764519803	0.339438181216074	0.369854413918866	0.375813085900134	0.372615051553155	0.772886670106583	0.355781742990071	0.760469753259126	0.898269914144165	0.852521929824561	0.760981480012827	0.986462143130084	0.899978418026886	0.89411020821771	0.905161283763864	0.831009841497143	0.996596959218398	0.421664709880739	0.445355307310028	0.67006673424565	0.794999760065262	0.406355449283783	0.371371888248723	0.370377003671532	0.345821759417632	0.397715925394548	0.44711742263671	0.381762504253147	0.367514577156071	0.579767460254686	0.602207352904867	0.568128764331867	0.569803816418644	0.895671267620518	0.979725927741711	0.923880052979368	0.896339599765621	0.787019101096045	0.923330013205621	0.870459357052124	0.855052057511155	0.999835047011602	0.999450277609807	0.999505222649808	0.999010690043694	0.940617363209887	0.955869054078495	0.940799071942171	0.941789535431909	0.30936732390626	0.35301156761069	0.409012966495193	0.350628808505121	0.643526021970106	0.461808846761453	0.338045912653975	0.441282573866795	0.433456748569505	0.479721859447249	0.452165946865594	0.457721898357121
Toti_Illumina_V1_V2_EMU_EMUdb_I_4	0.0802510245901639	0.16152085137978	0.0858891514911406	0	0.146825732918729	0.168192481547176	0.199836109142452	0.125921993741618	0.39030181662137	0.416202734601167	0.429628132098134	0.411680229775012	0.767530387755638	0.359537449607469	0.753664901102476	0.901307357087926	0.849311404982018	0.756930195408789	0.986736756975334	0.897436194358238	0.897668672406281	0.914201941994034	0.843767274253927	0.996801734652392	0.468588703731013	0.477618659088991	0.682258446791141	0.801495194019224	0.390006114168195	0.389809450498994	0.392075186409523	0.359406021376703	0.397273412345002	0.457396880306274	0.391702618762765	0.39047699594046	0.602594509598375	0.629948808603101	0.595148344744468	0.597132218084811	0.886261873384457	0.979010332596255	0.9211300864229	0.891867175108831	0.789185257032008	0.91913236888294	0.867012876579203	0.849332808395051	0.999837093752545	0.999457097098184	0.999511360860005	0.999022960429897	0.938752992964756	0.956403852512646	0.938953661514637	0.940196467258605	0.278690144789076	0.34851018683354	0.414744079449962	0.34238983334837	0.646799313740781	0.466896295281523	0.334027669287785	0.442056176119727	0.474656104480009	0.485355135769184	0.472712442532997	0.458588567907499
Toti_Illumina_V1_V2_EMU_EMUdb_MN_1	0.0978144775073789	0.292567998805013	0.176683862176368	0.146825732918729	0	0.255472047249084	0.137677875464516	0.153778373481266	0.439995944387412	0.433099329421626	0.40377301733955	0.385644491571614	0.727139719687238	0.427603777326885	0.710422156806974	0.917338499677104	0.819938958089313	0.714406884368916	0.989194584273564	0.877452164134425	0.897351857682196	0.905593694002254	0.85632093108987	0.997384937238494	0.461804902340508	0.47511832065835	0.653008679560289	0.828860898138007	0.380401827222379	0.432913465475302	0.457228064668027	0.399522603627728	0.34475796013461	0.435333782872556	0.394432212072987	0.413287964271864	0.623528860130351	0.62645380975545	0.603641923505811	0.601406657369793	0.867156260868396	0.974601903170111	0.905366490745399	0.870583209923328	0.826568192224235	0.907180147639349	0.850893113610009	0.821232893302652	0.99986906424581	0.999563623669052	0.999607244163212	0.999214642553284	0.927232705525641	0.948002066550476	0.926980649198308	0.929926293608723	0.329344925540157	0.429694755742678	0.497987058497547	0.317394317394317	0.703827449233396	0.54018971542686	0.396774871625477	0.343319862059425	0.479104210212004	0.508440222652469	0.523968412857302	0.501051877016098
Toti_Illumina_V1_V2_EMU_EMUdb_MN_2	0.203680783511812	0.133793103448276	0.136455918561288	0.168192481547176	0.255472047249084	0	0.238828041961274	0.139807771684651	0.287506423626855	0.314741161119932	0.347655617928579	0.363555938662553	0.792471260548874	0.354908347220118	0.780377683018597	0.889966536214622	0.865407966733743	0.780057198660714	0.985246049119861	0.908508222966089	0.889338438132179	0.90131658196152	0.803243585045305	0.996379762874468	0.391734515098423	0.447533339273516	0.677493189767727	0.78221793836455	0.436820675815189	0.339753346325088	0.363563591844422	0.363977647227396	0.459288594126488	0.445870713415103	0.370413032746421	0.346984939579737	0.534774759877079	0.562661656650925	0.526762384505563	0.543547096280316	0.904551990387835	0.981377862155525	0.930488323333043	0.906930067650175	0.766883601835058	0.927016868387972	0.879600388414063	0.869080675515922	0.999818637971163	0.999395606056027	0.999456012572154	0.998912320986162	0.944407767692199	0.958727820876909	0.944858887913484	0.945426473547478	0.353101244711294	0.349594122977845	0.387147206451082	0.430138544671515	0.614810492791676	0.420177828465226	0.329422030782941	0.492143519251204	0.400259213343852	0.45910700567724	0.437046776635588	0.447793116857865
Toti_Illumina_V1_V2_EMU_EMUdb_MN_3	0.16288742504856	0.32021255658335	0.205938985163667	0.199836109142452	0.137677875464516	0.238828041961274	0	0.216610753468129	0.322997296610365	0.34641160855643	0.316120194168975	0.297041376515235	0.68951010654187	0.48576580514726	0.679903561673112	0.928635595961048	0.794818293189326	0.67001393610232	0.990733676943974	0.861559641326594	0.860016768879491	0.874360954081247	0.785338706341696	0.997684104364716	0.379310344827586	0.455171313287893	0.611530508975222	0.848867869962404	0.342907798091986	0.42924242257186	0.478782978824592	0.420663961146963	0.368032236400269	0.377723949221729	0.359457528899263	0.443099826468171	0.567634435205404	0.573710336673224	0.550622345258976	0.557352292872351	0.859121430979045	0.970623655102118	0.894654703361261	0.859269860234889	0.849502487562189	0.890110830169172	0.830399464031488	0.807284098881107	0.999887806428692	0.999626077364593	0.999663457044031	0.999327027330168	0.914113372065896	0.938448935995627	0.914922982177027	0.917610396698887	0.393125379732927	0.487482528127984	0.553906793415256	0.323075290497161	0.740870158786914	0.590287106059488	0.4563206162382	0.368020724246266	0.426132632961261	0.554895820624398	0.545274252039891	0.549800907749283
Toti_Illumina_V1_V2_EMU_EMUdb_MN_4	0.150142090306284	0.170193045256968	0.108186764519803	0.125921993741618	0.153778373481266	0.139807771684651	0.216610753468129	0	0.372092337627878	0.37764026529018	0.388980333345526	0.386759271626375	0.785584954535843	0.342082079142501	0.770796378220883	0.894850831122421	0.860275203135846	0.774677873479521	0.985952088627473	0.905089608232575	0.89990958358526	0.912732580840264	0.852062225314712	0.99661143497114	0.448650693568726	0.446634016286551	0.680414072942016	0.78778423982228	0.428467394149039	0.371910471400586	0.375716885619466	0.367531413539305	0.387907847035434	0.460973637392851	0.397275555610645	0.346526890463468	0.586088924208343	0.594014133296384	0.566792234135033	0.574209550248598	0.895261953094631	0.980507348194281	0.926480018128083	0.897942389618482	0.777726715686274	0.924978644477768	0.871816438594962	0.85525592045497	0.9998273828361	0.999424741852907	0.999482237882928	0.998964743774084	0.942467580078678	0.957661952262252	0.942751963716926	0.943795168618999	0.324215086037826	0.336222193167597	0.390152720330894	0.353558895583659	0.6304515405639	0.440571137174911	0.315483371446063	0.424748718631432	0.451224883016791	0.446109688084728	0.437654225786551	0.425187361126803
Toti_Illumina_V1_V2_EMU_EMUdb_Z_1	0.397691500524659	0.339266362352632	0.339438181216074	0.39030181662137	0.439995944387412	0.287506423626855	0.322997296610365	0.372092337627878	0	0.168157452093126	0.20545660480689	0.27106725643643	0.804752443667728	0.544745313387616	0.803412739364752	0.886910163339383	0.874324659498981	0.786810917892593	0.985007046688057	0.916938096527153	0.857094293357111	0.871130942464869	0.729451242733655	0.996319647651513	0.256202818643238	0.360617760617761	0.696613456981823	0.776185886582094	0.564593023930216	0.516805826209408	0.523237015993596	0.553243924805135	0.602008683620402	0.537393901461497	0.494095160943255	0.529271704515015	0.431933745814328	0.463255825923591	0.43726430341558	0.489857224045744	0.93013086674598	0.982745071219009	0.942266581962323	0.923781740627664	0.780551554915453	0.934521892252643	0.901545338832926	0.895069118319666	0.999818648934563	0.999395642583024	0.999456045450425	0.998912386706949	0.947044789522349	0.961288429416279	0.948417138128956	0.948505452560244	0.584747994312097	0.553841704424949	0.558028551446086	0.616527403475034	0.629463960131275	0.558150831027856	0.536713513914932	0.63440495568819	0.304764319725016	0.406778708335675	0.355073907326985	0.406089594027065
Toti_Illumina_V1_V2_EMU_EMUdb_Z_2	0.429029157321371	0.365529296841528	0.369854413918866	0.416202734601167	0.433099329421626	0.314741161119932	0.34641160855643	0.37764026529018	0.168157452093126	0	0.249511517893871	0.297188708113853	0.820534729971082	0.559203326767345	0.822523424983998	0.881881820682909	0.884082549706791	0.803146696883215	0.983895058120657	0.92449941640579	0.876243583878943	0.888681932161763	0.766736447613052	0.996012811294856	0.315324675324675	0.289354674404606	0.725660245794474	0.75534349015012	0.593918095101485	0.544810485299327	0.557143324286322	0.568775003346173	0.599803161714954	0.582806145503841	0.542091769999477	0.54364471669219	0.490388185895056	0.47393629759719	0.475570804915129	0.528421857818999	0.929991824064964	0.984418210020803	0.942439488894839	0.923688909429824	0.765446584437513	0.939635423608195	0.900693871716205	0.894209679042157	0.999803497740224	0.999345164036409	0.999410609037328	0.998821565354021	0.952513500343766	0.965069927277892	0.953747831695579	0.953274290820553	0.617400573402926	0.588108853469603	0.575624687927404	0.629962126525459	0.628395189715944	0.571696428571429	0.55343779232928	0.616262963695832	0.362343829911595	0.33678328283027	0.33254979327135	0.360324052290256
