superkingdom	phylum	class	order	family	genus	species	Zymo_6300_ONT_MONT	Zymo_6300_ONT_ONT	Zymo_6300_ONT_PB	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6300	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6300	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6300	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6300	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6300	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6300
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] faecis	0	0	0	31.3700986226102	25.7273419232765	36.6466762060198	22.3526234887287	25.8211597947506	48.5999029691199	23.0337114581973	18.4220937660574	26.4055100509008	16	17	23	16	17	24	16	17	24	5.80514656187716	6.32350938055358	9.4638425897273
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] gnavus	0	0	0	53.7338843624069	47.1638501312053	51.0296998848438	39.7666341995986	31.6567557022405	22.1406968990273	35.526607211264	27.2914712325664	52.0546435045616	29	32	27	47	46	49	36	40	32	23.8316543066536	20.4761256132211	30.5285244829913
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] lactaris	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	3	4	4	3	3	4	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	0	0	0	28.1863849236657	23.9301576765279	33.5197560471911	17.0705025632635	22.2893913370651	33.6616845968097	24.027771017308	0	36.734088700176	23	16	27	26	19	28	23	16	27	8.86048685760199	5.72127039192943	9.76912783455722
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter glycyrrhizinilyticus	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	7	2	5	7	2	5	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Merdimonas	Merdimonas faecis	0	0	0	0	0	0	0	0	11.0058347249516	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Murimonas	Murimonas intestini	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	4	1	1	4	1	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia faecis	0	0	0	12.3914206929226	13.0170952437845	20.237650309545	11.022014315354	0	0	12.0503051742918	11.0394676240787	21.0840887863552	14	12	19	14	13	20	14	12	19	6.72174865059461	6.62462887486565	8.24270161040765
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.3819575223393	84.6145779016931	105.93397995598
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	0	0	0	0	0	15.8365547814231	0	0	0	0	0	12.206866097961	7	5	13	82	69	105	7	6	13	90.7436067830272	72.8709176235222	111.123829118088
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	0	0	0	0	0	0	0	0	0	0	0	16.5189654366277	10	9	8	11	9	8	10	9	8	4.27747641401475	3.01119494312075	3.66342293795896
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus	Syntrophococcus sucromutans	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	3	0	2	3	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	[Clostridium] colinum	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	6	0	4	6	0	4	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Tyzzerella nexilis	0	0	0	16.4432153569781	11.5091050628912	16.2527703116042	0	0	12.0599844546031	0	0	13.5312332235058	17	15	16	19	16	17	17	15	16	5.80514656187716	4.8179119089932	5.49513440693844
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	[Eubacterium] rectale	0	0	0	32.0611064737116	34.1087105152143	41.5939803677581	33.0412263108845	19.0195188898354	100.038584236897	29.9790420505013	23.0202519053605	38.1123184002784	19	24	28	29	34	44	28	34	41	15.8877695377691	14.4537357269796	20.1488261587743
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	Lachnospiraceae bacterium GAM79	0	0	0	41.3651906534886	26.1429357842552	40.0921184522068	30.0345657689675	26.4691926765777	12.1594356308955	22.202493765537	15.9061526719499	44.8641685699282	24	14	21	32	22	39	32	22	38	18.9431098334939	11.7436602781709	20.4541114036042
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis	0	0	0	17.359161234674	20.0188596383464	25.0181079216406	0	0	0	0	0	31.0441435363872	14	8	14	15	10	15	14	8	14	8.5549528280295	5.72127039192943	6.71627538625809
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter ruminantium	0	0	0	0	0	0	0	0	0	0	0	0	9	3	4	9	3	4	9	3	4	6.11068059144965	2.71007544880868	2.74756720346922
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes	0	0	0	23.6662315005342	0	0	0	0	0	0	0	0	3	1	2	14	6	6	3	1	2	8.24941879845702	5.72127039192943	4.27399342761878
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	Peptococcus niger	0	0	0	0	0	0	0	0	0	0	0	0	6	11	7	6	11	9	6	11	7	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.1083557852777	32.219785891392	57.3936260280237
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptacetobacter	Peptacetobacter hiranonis	0	0	0	325.20281156781	296.029320583229	382.328216103389	255.368085723831	220.013952028436	85.3969127334125	207.270549248687	124.108741367497	367.578116238904	195	199	247	331	297	387	329	297	383	244.121689628413	185.489608496238	258.271317126106
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis	0	0	0	19.0120333777777	13.0122627771653	19.0576101288343	0	0	0	10.0150843331595	0	18.0256246667425	18	12	22	18	12	22	18	12	22	6.11068059144965	3.91455342605698	6.71627538625809
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	Agathobaculum butyriciproducens	0	0	0	12.0074078183064	0	17.012204156051	12.0135961341411	15.5626775018495	0	0	0	19.0270482593129	7	5	13	7	5	13	7	5	13	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	Anaerofilum pentosovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	3	0	1	3	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	6	11	8	6	11	8	6	11	8	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	Caproiciproducens galactitolivorans	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	1	1	2	1	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	Caproiciproducens sp. NJN-50	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	1	2	1	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	0	0	0	681.544233485515	531.180878221522	762.34481873485	458.666523999408	381.555974329975	150.437228290076	385.097868391706	240.03018294746	755.080535867679	468	356	491	720	556	798	692	543	767	526.74066698296	415.544902150664	608.128207701187
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	0	0	0	0	0	0	0	0	0	0	0	0	6	5	7	9	7	8	6	5	7	3.66640835486979	3.01119494312075	4.27399342761878
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	Fournierella massiliensis	0	0	0	0	0	0	0	0	0	0	0	14.0199303513263	10	8	4	10	8	4	10	8	4	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	0	0	0	30.6709076351973	27.0196691137882	21.9371086739231	23.0540713415757	0	0	25.0380996697235	0	25.7108672224177	48	35	34	49	36	34	49	36	34	16.1933035673416	12.044779772483	12.8219802828563
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Neglecta timonensis	0	0	0	0	0	0	0	0	0	0	0	0	3	4	6	3	4	6	3	4	6	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Papillibacter	Papillibacter cinnamivorans	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	2	3	2	0	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	Phocea massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	3	3	2	3	3	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor capillosus	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	2	1	3	2	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor phocaeensis	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	1	2	2	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bicirculans	0	0	0	14.0087154423715	18.1094047518474	12.0085798024063	14.0170497492544	0	0	13.0196096331073	0	29.0412841852671	4	6	4	14	17	12	14	17	12	8.86048685760199	8.73246533505018	6.10570489659826
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii	0	0	0	89.1223440470075	61.0587938883223	86.1351824539091	62.5827958242012	51.023456252554	23.107645916661	42.5529630183176	28.0232912579923	89.1266993131425	93	61	86	96	61	88	93	61	88	30.8589369868207	20.175006118909	30.2232392381614
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus champanellensis	0	0	0	0	0	0	0	0	0	17.0256433663711	0	23.0327426298491	7	10	11	7	11	11	7	10	11	2.74980626615234	3.6134339317449	3.66342293795896
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus flavefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	4	0	2	4	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus gauvreauii	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	5	1	4	5	1	3	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	4	2	2	4	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter termitidis	0	0	0	0	0	0	0	0	0	0	0	0	8	4	10	8	4	10	8	4	10	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum variabile	0	0	0	19.6559320213315	12.0176073877821	19.9706262710011	12.9867935117201	21.0338745046927	0	0	0	22.358880275845	5	2	8	6	3	8	5	2	8	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	[Clostridium] leptum	0	0	0	0	0	0	0	0	0	0	0	13.0185067037404	5	3	4	6	4	5	5	3	4	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	[Clostridium] methylpentosum	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	4	1	2	4	1	2	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	[Eubacterium] siraeum	0	0	0	38.0246664774882	31.0360030771782	46.0355726775233	28.0317748181186	26.0241728050239	0	25.0377401420941	17.9817349934908	50.0844465097895	39	31	53	40	33	53	40	32	53	13.4434973011892	10.5391823009226	17.0959737104751
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	Ruminococcaceae bacterium CPB6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	1	0	3	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Colidextribacter	Colidextribacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	1	2	2	1	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Flintibacter	Flintibacter sp. KGMB00164	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	5	3	2	5	3	7.63835073931206	4.8179119089932	2.74756720346922
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Monoglobus	Monoglobus pectinilyticus	0	0	0	22.0135801278595	22.0202641005688	34.1231689185078	22.2069374802458	13.0133371469076	0	17.0256433667618	0	14.8935995874554	22	22	38	22	22	38	22	22	38	8.86048685760199	7.82910685211395	14.043121262176
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	unassigned	Clostridiales bacterium CCNA10	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	4	1	6	3	1	6	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculum stercoricanis	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	5	0	6	5	0	6	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] spiroforme	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	2	3	1	2	3	1	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longibaculum	Longibaculum sp. KGMB06250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58301044358724	3.01119494312075	4.27399342761878
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unassigned	Erysipelotrichaceae bacterium GAM147	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	2	4	3	2	4	7.02728268016709	5.11903140330528	7.93741636557774
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	23	9	17	3	1	2	13.7490313307617	6.0223898862415	11.2955540587068
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	0	0	0	75.0589363422634	55.1128429194043	59.4253052254844	48.054690604319	42.9209215832342	11.8776146306067	42.0851417132501	30.0263885525454	91.1294852273912	64	48	48	64	49	49	64	48	49	27.1925286319509	18.0671696587245	20.7593966484341
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	0	0	0	30.7327339881669	32.0036654206548	44.0008051744286	36.1997194742812	18.9701581710938	0	22.0327838486175	15.0128997039685	43.0255748137554	24	30	34	24	30	34	24	30	34	8.24941879845702	9.03358482936225	10.9902688138769
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas hypermegale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66640835486979	5.11903140330528	8.24270161040765
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas rupellensis	0	0	0	40.1260105303953	38.050185663361	54.066177232458	28.8738406674701	25.0256483594477	18.0096492048246	33.0278153449152	16.0143627262293	61.1224788161676	45	37	58	45	37	58	45	37	58	15.2767014786241	12.9481382554192	20.4541114036042
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.24941879845702	8.73246533505018	9.76912783455722
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	0	0	0	113.156443755247	92.0347952706332	97.4536085739041	63.1277814333548	67.4791252967654	19.7603793319006	77.4912903320065	29.9003529096505	134.43373446026	23	20	22	23	20	22	23	20	22	111.825454823529	82.8078609358206	110.207973383599
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	0	0	0	351.167053662144	257.539843985207	360.763084177909	266.2352081945	206.492700245008	84.2952601884111	203.305655675634	143.62324926665	377.754945876313	247	199	253	507	383	514	254	203	262	365.418699368689	257.758287131136	381.301270792561
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rogosae	0	0	0	79.0815574634342	65.0873062923188	89.1723438092218	62.1002499206303	61.796879570546	21.818880476589	47.8094705537573	30.0236530679278	108.025737466425	13	12	13	13	12	13	13	12	13	5.1940785027322	3.6134339317449	4.27399342761878
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella tobetsuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9423348981033	20.175006118909	33.5813769312904
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	2	2	3	2	2	3	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	0	0	0	38.0234565809862	21.0198091015747	39.2183882500988	22.0249262459253	18.9533061419641	0	25.0377108328986	14.0123121753525	38.0540965186257	20	11	11	39	21	40	38	21	38	29.0257328093858	15.95933319854	43.9610752555075
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium perfoetens	0	0	0	0	0	0	0	0	0	0	0	0	6	1	4	6	1	5	6	1	4	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	3	1	1	2	6.11068059144965	4.21567292036905	6.41099014142817
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium	0	0	0	0	0	17.0121547200716	0	0	0	0	0	0	2	2	4	8	8	10	2	2	4	3.97194238444227	4.21567292036905	5.49513440693844
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia suwonensis	0	0	0	0	0	0	0	0	27.4810536131937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia umbonata	0	0	0	0	0	0	0	0	23.0159466782921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia violaceinigra	0	0	0	0	0	0	0	0	38.5503298663569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	3	2	1	3	2	1	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella secunda	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	5	2	3	5	2	3	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella stercoricanis	0	0	0	0	0	0	0	0	0	0	0	11.0156595185496	9	3	6	10	3	6	9	3	6	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	Succinivibrio dextrinosolvens	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	4	1	3	4	1	3	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	8	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	0	0	0	0	0	0	11.5832647906974	0	0	0	0	0	1	0	0	8	5	6	1	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	14	17	0	1	0	8.5549528280295	5.72127039192943	5.80041965176835
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5268952124718	7.52798735780188	9.4638425897273
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia albertii	0	0	0	0	0	0	0	0	0	0	0	0	17	12	17	17	12	17	17	12	17	107.853512439086	87.6257728448138	120.587671707816
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1010000	1010000	1010000	16714.7575433899	13205.7869074913	16969.288426763	34467.4989643155	33985.3694486153	47544.9204632664	10580.2396027269	12040.0681235505	7986.66644107905	3116	2461	3155	16394	12971	16630	7189	5627	7475	14002.0135072477	10807.780889849	14169.2040682908
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii	0	0	0	19.2518125061169	0	0	31.0989083128226	21.5170715431373	30.9472520117305	0	0	0	38	28	26	38	28	27	38	28	26	728.393126500798	590.194208851667	746.727708853967
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp. E4742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.6352509977495	38.5432952719456	44.2663605003374
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	1040000	1040000	1040000	14631.2324501131	11564.9407221662	14941.4331938893	30109.2295346228	29914.083211101	39783.0943696183	9392.18371344579	10760.1576303998	6854.76397108336	2147	1740	2216	14383	11371	14693	13950	11024	14279	11408.6406642365	8989.922502687	11863.3846140904
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. SSDFZ54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.0779733635481	57.5138234136063	72.3526030246894
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. SSDFZ69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.190203825779	50.8891945387407	58.9200522521732
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella boydii	0	0	0	19.7076992606535	13.5269217627736	34.0079006153492	47.8459768937064	31.0435038329417	45.4574931384621	21.050476208839	10.6174950978866	13.9161563191221	110	96	161	132	121	190	110	97	161	1451.89770852844	1127.99362569303	1428.42966055916
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	0	0	0	57.999636547581	44.5229438566679	29.1218657046686	82.2965439859439	81.6264563881633	113.188428473853	22.3038710357836	34.0061692850805	10.3090486219614	315	243	258	321	243	259	315	243	258	1953.27905105688	1508.30754700918	1868.04041311424
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	0	0	0	45.5858886884388	27.7944969753233	44.1034296129987	138.340817929031	82.149623988017	68.1509598860983	17.9711579736052	25.1067299789672	0	109	105	108	111	109	112	109	105	109	1323.87895013757	1081.01898458035	1352.71891984134
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	0	0	0	77.539071220115	98.8257559300696	93.16709077184	125.079503832787	123.605083509931	171.490345192433	39.1046978334434	66.9975625474371	42.3515492091295	83	72	119	83	72	120	83	72	120	1069.36910350369	872.042055527769	1086.81547159449
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sp. PAMC 28760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.9945754522656	62.0306158282875	74.4895997384988
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella osloensis	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	2	3	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	420000	420000	420000	4287.73257624884	3004.63155018488	3584.89047481007	1548.67204069162	1451.80683789545	1864.42177238433	3200.85137422967	3598.72047216262	2344.91191789731	1720	1214	1460	4271	2993	3573	2593	1797	2149	3493.17056010219	2440.27238190506	2953.63474372941
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	2	1	1	2	269.481014082929	191.813117876792	232.627356560394
