source	primer	rank	R2_mean	R2_sd	p_value	significant
GMS	MONT	genus	0.682760490376041	0.00679171676483423	0.000291953290002751	TRUE
GMS	ONT	genus	0.666590734524853	0.00806192204241469	0.000291953290002751	TRUE
GMS	PB	genus	0.734540045861776	0.0125477959710497	0.000291953290002751	TRUE
GMS	MONT	phylum	0.972954934573895	0.00158555000946089	7.07763021907819e-05	TRUE
GMS	ONT	phylum	0.959396141889459	0.000828589606041178	7.07763021907819e-05	TRUE
GMS	PB	phylum	0.978097183496884	0.00298020187129257	7.07763021907819e-05	TRUE
GMS	MONT	species	0.677558889742846	0.00681539273824616	0.000299837250137418	TRUE
GMS	ONT	species	0.662912333665371	0.00802829779096426	0.000299837250137418	TRUE
GMS	PB	species	0.729653568336509	0.0124051778211391	0.000299837250137418	TRUE
